participantId,trialId,block,trialWithinBlock,withinCondition,xai_type,dataId,instanceId,CV_user_task_levels,CV_num_attributes_shown_levels,phase,phaseTrialId,sampled_ai_prediction,tested_w_xai
2,23,1,13,single_condition,importance,wine_quality,377,forward_simulation,5,testing,13,1,False
2,24,1,14,single_condition,importance,wine_quality,1018,forward_simulation,5,testing,14,1,False
2,25,1,15,single_condition,importance,wine_quality,1424,forward_simulation,5,testing,15,0,False
2,26,1,16,single_condition,importance,wine_quality,982,forward_simulation,5,testing,16,1,True
2,27,1,17,single_condition,importance,wine_quality,513,forward_simulation,5,testing,17,1,False
2,28,1,18,single_condition,importance,wine_quality,160,forward_simulation,5,testing,18,0,True
2,29,1,19,single_condition,importance,wine_quality,1539,forward_simulation,5,testing,19,0,False
2,30,1,20,single_condition,importance,wine_quality,1405,forward_simulation,5,testing,20,1,False
3,1,1,1,single_condition,attribution,wine_quality,235,forward_simulation,5,training,1,0,
3,2,1,2,single_condition,attribution,wine_quality,1090,forward_simulation,5,training,2,1,
3,3,1,3,single_condition,attribution,wine_quality,2,forward_simulation,5,training,3,0,
3,4,1,4,single_condition,attribution,wine_quality,154,forward_simulation,5,training,4,0,
3,5,1,5,single_condition,attribution,wine_quality,1544,forward_simulation,5,training,5,1,
3,6,1,6,single_condition,attribution,wine_quality,1570,forward_simulation,5,training,6,1,
3,7,1,7,single_condition,attribution,wine_quality,440,forward_simulation,5,training,7,1,
3,8,1,8,single_condition,attribution,wine_quality,1202,forward_simulation,5,training,8,1,
3,9,1,9,single_condition,attribution,wine_quality,1049,forward_simulation,5,training,9,0,
3,10,1,10,single_condition,attribution,wine_quality,1527,forward_simulation,5,training,10,0,
3,11,1,1,single_condition,attribution,wine_quality,1125,forward_simulation,5,testing,1,1,False
3,12,1,2,single_condition,attribution,wine_quality,1018,forward_simulation,5,testing,2,1,False
3,13,1,3,single_condition,attribution,wine_quality,491,forward_simulation,5,testing,3,1,False
3,14,1,4,single_condition,attribution,wine_quality,1107,forward_simulation,5,testing,4,1,True
3,15,1,5,single_condition,attribution,wine_quality,882,forward_simulation,5,testing,5,1,False
3,16,1,6,single_condition,attribution,wine_quality,244,forward_simulation,5,testing,6,0,False
3,17,1,7,single_condition,attribution,wine_quality,1405,forward_simulation,5,testing,7,1,True
3,18,1,8,single_condition,attribution,wine_quality,1306,forward_simulation,5,testing,8,0,False
3,19,1,9,single_condition,attribution,wine_quality,505,forward_simulation,5,testing,9,1,True
3,20,1,10,single_condition,attribution,wine_quality,1371,forward_simulation,5,testing,10,1,True
3,21,1,11,single_condition,attribution,wine_quality,1188,forward_simulation,5,testing,11,0,False
3,22,1,12,single_condition,attribution,wine_quality,871,forward_simulation,5,testing,12,0,True
3,23,1,13,single_condition,attribution,wine_quality,362,forward_simulation,5,testing,13,0,False
3,24,1,14,single_condition,attribution,wine_quality,1124,forward_simulation,5,testing,14,0,False
3,25,1,15,single_condition,attribution,wine_quality,554,forward_simulation,5,testing,15,0,False
3,26,1,16,single_condition,attribution,wine_quality,255,forward_simulation,5,testing,16,0,True
3,27,1,17,single_condition,attribution,wine_quality,39,forward_simulation,5,testing,17,0,True
3,28,1,18,single_condition,attribution,wine_quality,982,forward_simulation,5,testing,18,1,True
3,29,1,19,single_condition,attribution,wine_quality,1476,forward_simulation,5,testing,19,0,True
3,30,1,20,single_condition,attribution,wine_quality,1172,forward_simulation,5,testing,20,1,True
4,1,1,1,single_condition,none,wine_quality,87,forward_simulation,5,training,1,0,
4,2,1,2,single_condition,none,wine_quality,1412,forward_simulation,5,training,2,1,
4,3,1,3,single_condition,none,wine_quality,427,forward_simulation,5,training,3,0,
4,4,1,4,single_condition,none,wine_quality,1498,forward_simulation,5,training,4,0,
4,5,1,5,single_condition,none,wine_quality,840,forward_simulation,5,training,5,1,
4,6,1,6,single_condition,none,wine_quality,0,forward_simulation,5,training,6,0,
4,7,1,7,single_condition,none,wine_quality,514,forward_simulation,5,training,7,1,
4,8,1,8,single_condition,none,wine_quality,1538,forward_simulation,5,training,8,0,
4,9,1,9,single_condition,none,wine_quality,1209,forward_simulation,5,training,9,1,
4,10,1,10,single_condition,none,wine_quality,938,forward_simulation,5,training,10,1,
4,11,1,1,single_condition,none,wine_quality,1555,forward_simulation,5,testing,1,0,False
4,12,1,2,single_condition,none,wine_quality,505,forward_simulation,5,testing,2,1,True
4,13,1,3,single_condition,none,wine_quality,666,forward_simulation,5,testing,3,0,True
4,14,1,4,single_condition,none,wine_quality,964,forward_simulation,5,testing,4,1,False
4,15,1,5,single_condition,none,wine_quality,1319,forward_simulation,5,testing,5,0,True
4,16,1,6,single_condition,none,wine_quality,377,forward_simulation,5,testing,6,1,False
4,17,1,7,single_condition,none,wine_quality,960,forward_simulation,5,testing,7,1,True
4,18,1,8,single_condition,none,wine_quality,882,forward_simulation,5,testing,8,1,True
4,19,1,9,single_condition,none,wine_quality,725,forward_simulation,5,testing,9,0,True
4,20,1,10,single_condition,none,wine_quality,1267,forward_simulation,5,testing,10,1,True
4,21,1,11,single_condition,none,wine_quality,1125,forward_simulation,5,testing,11,1,False
4,22,1,12,single_condition,none,wine_quality,1016,forward_simulation,5,testing,12,1,True
4,23,1,13,single_condition,none,wine_quality,507,forward_simulation,5,testing,13,0,False
4,24,1,14,single_condition,none,wine_quality,214,forward_simulation,5,testing,14,0,False
4,25,1,15,single_condition,none,wine_quality,306,forward_simulation,5,testing,15,0,False
4,26,1,16,single_condition,none,wine_quality,581,forward_simulation,5,testing,16,0,True
4,27,1,17,single_condition,none,wine_quality,1070,forward_simulation,5,testing,17,1,False
4,28,1,18,single_condition,none,wine_quality,578,forward_simulation,5,testing,18,0,False
4,29,1,19,single_condition,none,wine_quality,940,forward_simulation,5,testing,19,1,False
4,30,1,20,single_condition,none,wine_quality,1442,forward_simulation,5,testing,20,0,True
5,1,1,1,single_condition,importance,wine_quality,1491,forward_simulation,5,training,1,0,
5,2,1,2,single_condition,importance,wine_quality,840,forward_simulation,5,training,2,1,
5,3,1,3,single_condition,importance,wine_quality,746,forward_simulation,5,training,3,0,
5,4,1,4,single_condition,importance,wine_quality,1544,forward_simulation,5,training,4,1,
5,5,1,5,single_condition,importance,wine_quality,1104,forward_simulation,5,training,5,0,
5,6,1,6,single_condition,importance,wine_quality,1086,forward_simulation,5,training,6,1,
5,7,1,7,single_condition,importance,wine_quality,1451,forward_simulation,5,training,7,1,
5,8,1,8,single_condition,importance,wine_quality,320,forward_simulation,5,training,8,0,
5,9,1,9,single_condition,importance,wine_quality,967,forward_simulation,5,training,9,0,
5,10,1,10,single_condition,importance,wine_quality,948,forward_simulation,5,training,10,1,
5,11,1,1,single_condition,importance,wine_quality,513,forward_simulation,5,testing,1,1,True
5,12,1,2,single_condition,importance,wine_quality,1529,forward_simulation,5,testing,2,0,False
5,13,1,3,single_condition,importance,wine_quality,981,forward_simulation,5,testing,3,0,True
5,14,1,4,single_condition,importance,wine_quality,1132,forward_simulation,5,testing,4,1,True
5,15,1,5,single_condition,importance,wine_quality,581,forward_simulation,5,testing,5,0,False
5,16,1,6,single_condition,importance,wine_quality,1061,forward_simulation,5,testing,6,1,True
5,17,1,7,single_condition,importance,wine_quality,632,forward_simulation,5,testing,7,0,True
5,18,1,8,single_condition,importance,wine_quality,1125,forward_simulation,5,testing,8,1,True
5,19,1,9,single_condition,importance,wine_quality,960,forward_simulation,5,testing,9,1,False
5,20,1,10,single_condition,importance,wine_quality,1107,forward_simulation,5,testing,10,1,False
5,21,1,11,single_condition,importance,wine_quality,1172,forward_simulation,5,testing,11,1,True
5,22,1,12,single_condition,importance,wine_quality,523,forward_simulation,5,testing,12,0,True
5,23,1,13,single_condition,importance,wine_quality,1590,forward_simulation,5,testing,13,1,True
5,24,1,14,single_condition,importance,wine_quality,491,forward_simulation,5,testing,14,1,False
5,25,1,15,single_condition,importance,wine_quality,616,forward_simulation,5,testing,15,0,False
5,26,1,16,single_condition,importance,wine_quality,456,forward_simulation,5,testing,16,0,False
5,27,1,17,single_condition,importance,wine_quality,450,forward_simulation,5,testing,17,0,False
5,28,1,18,single_condition,importance,wine_quality,1461,forward_simulation,5,testing,18,0,False
5,29,1,19,single_condition,importance,wine_quality,191,forward_simulation,5,testing,19,0,True
5,30,1,20,single_condition,importance,wine_quality,1018,forward_simulation,5,testing,20,1,False
6,1,1,1,single_condition,attribution,wine_quality,518,forward_simulation,5,training,1,1,
6,2,1,2,single_condition,attribution,wine_quality,1543,forward_simulation,5,training,2,0,
6,3,1,3,single_condition,attribution,wine_quality,887,forward_simulation,5,training,3,1,
6,4,1,4,single_condition,attribution,wine_quality,1053,forward_simulation,5,training,4,1,
6,5,1,5,single_condition,attribution,wine_quality,1054,forward_simulation,5,training,5,0,
6,6,1,6,single_condition,attribution,wine_quality,1162,forward_simulation,5,training,6,1,
6,7,1,7,single_condition,attribution,wine_quality,563,forward_simulation,5,training,7,0,
6,8,1,8,single_condition,attribution,wine_quality,1005,forward_simulation,5,training,8,0,
6,9,1,9,single_condition,attribution,wine_quality,1186,forward_simulation,5,training,9,0,
6,10,1,10,single_condition,attribution,wine_quality,802,forward_simulation,5,training,10,1,
6,11,1,1,single_condition,attribution,wine_quality,1016,forward_simulation,5,testing,1,1,False
6,12,1,2,single_condition,attribution,wine_quality,1136,forward_simulation,5,testing,2,0,False
6,13,1,3,single_condition,attribution,wine_quality,1172,forward_simulation,5,testing,3,1,False
6,14,1,4,single_condition,attribution,wine_quality,1550,forward_simulation,5,testing,4,0,False
6,15,1,5,single_condition,attribution,wine_quality,1371,forward_simulation,5,testing,5,1,False
6,16,1,6,single_condition,attribution,wine_quality,982,forward_simulation,5,testing,6,1,True
6,17,1,7,single_condition,attribution,wine_quality,875,forward_simulation,5,testing,7,1,True
6,18,1,8,single_condition,attribution,wine_quality,380,forward_simulation,5,testing,8,0,False
6,19,1,9,single_condition,attribution,wine_quality,1447,forward_simulation,5,testing,9,0,True
6,20,1,10,single_condition,attribution,wine_quality,1255,forward_simulation,5,testing,10,0,True
6,21,1,11,single_condition,attribution,wine_quality,267,forward_simulation,5,testing,11,1,True
6,22,1,12,single_condition,attribution,wine_quality,1370,forward_simulation,5,testing,12,0,False
6,23,1,13,single_condition,attribution,wine_quality,1070,forward_simulation,5,testing,13,1,True
6,24,1,14,single_condition,attribution,wine_quality,950,forward_simulation,5,testing,14,1,True
6,25,1,15,single_condition,attribution,wine_quality,172,forward_simulation,5,testing,15,0,False
6,26,1,16,single_condition,attribution,wine_quality,1218,forward_simulation,5,testing,16,0,False
6,27,1,17,single_condition,attribution,wine_quality,1367,forward_simulation,5,testing,17,0,True
6,28,1,18,single_condition,attribution,wine_quality,928,forward_simulation,5,testing,18,1,True
6,29,1,19,single_condition,attribution,wine_quality,491,forward_simulation,5,testing,19,1,False
6,30,1,20,single_condition,attribution,wine_quality,274,forward_simulation,5,testing,20,0,True
7,1,1,1,single_condition,none,wine_quality,887,forward_simulation,5,training,1,1,
7,2,1,2,single_condition,none,wine_quality,413,forward_simulation,5,training,2,1,
7,3,1,3,single_condition,none,wine_quality,184,forward_simulation,5,training,3,0,
7,4,1,4,single_condition,none,wine_quality,419,forward_simulation,5,training,4,0,
7,5,1,5,single_condition,none,wine_quality,840,forward_simulation,5,training,5,1,
7,6,1,6,single_condition,none,wine_quality,1179,forward_simulation,5,training,6,0,
7,7,1,7,single_condition,none,wine_quality,1351,forward_simulation,5,training,7,0,
7,8,1,8,single_condition,none,wine_quality,1544,forward_simulation,5,training,8,1,
7,9,1,9,single_condition,none,wine_quality,1585,forward_simulation,5,training,9,1,
7,10,1,10,single_condition,none,wine_quality,1193,forward_simulation,5,training,10,0,
7,11,1,1,single_condition,none,wine_quality,1061,forward_simulation,5,testing,1,1,True
7,12,1,2,single_condition,none,wine_quality,1172,forward_simulation,5,testing,2,1,True
7,13,1,3,single_condition,none,wine_quality,1330,forward_simulation,5,testing,3,0,True
7,14,1,4,single_condition,none,wine_quality,928,forward_simulation,5,testing,4,1,True
7,15,1,5,single_condition,none,wine_quality,964,forward_simulation,5,testing,5,1,False
7,16,1,6,single_condition,none,wine_quality,1051,forward_simulation,5,testing,6,0,True
7,17,1,7,single_condition,none,wine_quality,505,forward_simulation,5,testing,7,1,True
7,18,1,8,single_condition,none,wine_quality,1018,forward_simulation,5,testing,8,1,False
7,19,1,9,single_condition,none,wine_quality,999,forward_simulation,5,testing,9,0,False
7,20,1,10,single_condition,none,wine_quality,875,forward_simulation,5,testing,10,1,False
7,21,1,11,single_condition,none,wine_quality,1132,forward_simulation,5,testing,11,1,True
7,22,1,12,single_condition,none,wine_quality,306,forward_simulation,5,testing,12,0,False
7,23,1,13,single_condition,none,wine_quality,981,forward_simulation,5,testing,13,0,False
7,24,1,14,single_condition,none,wine_quality,1016,forward_simulation,5,testing,14,1,True
7,25,1,15,single_condition,none,wine_quality,15,forward_simulation,5,testing,15,0,False
7,26,1,16,single_condition,none,wine_quality,528,forward_simulation,5,testing,16,0,True
7,27,1,17,single_condition,none,wine_quality,800,forward_simulation,5,testing,17,0,False
7,28,1,18,single_condition,none,wine_quality,57,forward_simulation,5,testing,18,0,True
7,29,1,19,single_condition,none,wine_quality,234,forward_simulation,5,testing,19,0,False
7,30,1,20,single_condition,none,wine_quality,940,forward_simulation,5,testing,20,1,False
8,1,1,1,single_condition,importance,wine_quality,1406,forward_simulation,5,training,1,1,
8,2,1,2,single_condition,importance,wine_quality,919,forward_simulation,5,training,2,1,
8,3,1,3,single_condition,importance,wine_quality,1422,forward_simulation,5,training,3,1,
8,4,1,4,single_condition,importance,wine_quality,815,forward_simulation,5,training,4,0,
8,5,1,5,single_condition,importance,wine_quality,32,forward_simulation,5,training,5,0,
8,6,1,6,single_condition,importance,wine_quality,430,forward_simulation,5,training,6,1,
8,7,1,7,single_condition,importance,wine_quality,869,forward_simulation,5,training,7,0,
8,8,1,8,single_condition,importance,wine_quality,1498,forward_simulation,5,training,8,0,
8,9,1,9,single_condition,importance,wine_quality,589,forward_simulation,5,training,9,1,
8,10,1,10,single_condition,importance,wine_quality,89,forward_simulation,5,training,10,0,
8,11,1,1,single_condition,importance,wine_quality,735,forward_simulation,5,testing,1,0,False
8,12,1,2,single_condition,importance,wine_quality,1107,forward_simulation,5,testing,2,1,True
8,13,1,3,single_condition,importance,wine_quality,505,forward_simulation,5,testing,3,1,False
8,14,1,4,single_condition,importance,wine_quality,928,forward_simulation,5,testing,4,1,True
8,15,1,5,single_condition,importance,wine_quality,581,forward_simulation,5,testing,5,0,False
8,16,1,6,single_condition,importance,wine_quality,954,forward_simulation,5,testing,6,0,True
8,17,1,7,single_condition,importance,wine_quality,1070,forward_simulation,5,testing,7,1,True
8,18,1,8,single_condition,importance,wine_quality,870,forward_simulation,5,testing,8,0,True
8,19,1,9,single_condition,importance,wine_quality,1524,forward_simulation,5,testing,9,0,True
8,20,1,10,single_condition,importance,wine_quality,1172,forward_simulation,5,testing,10,1,False
8,21,1,11,single_condition,importance,wine_quality,1016,forward_simulation,5,testing,11,1,False
8,22,1,12,single_condition,importance,wine_quality,1188,forward_simulation,5,testing,12,0,True
8,23,1,13,single_condition,importance,wine_quality,294,forward_simulation,5,testing,13,0,False
8,24,1,14,single_condition,importance,wine_quality,1001,forward_simulation,5,testing,14,0,True
8,25,1,15,single_condition,importance,wine_quality,267,forward_simulation,5,testing,15,1,True
8,26,1,16,single_condition,importance,wine_quality,140,forward_simulation,5,testing,16,0,True
8,27,1,17,single_condition,importance,wine_quality,269,forward_simulation,5,testing,17,0,False
8,28,1,18,single_condition,importance,wine_quality,513,forward_simulation,5,testing,18,1,False
8,29,1,19,single_condition,importance,wine_quality,882,forward_simulation,5,testing,19,1,False
8,30,1,20,single_condition,importance,wine_quality,964,forward_simulation,5,testing,20,1,False
9,1,1,1,single_condition,attribution,wine_quality,400,forward_simulation,5,training,1,0,
9,2,1,2,single_condition,attribution,wine_quality,946,forward_simulation,5,training,2,1,
9,3,1,3,single_condition,attribution,wine_quality,1564,forward_simulation,5,training,3,0,
9,4,1,4,single_condition,attribution,wine_quality,732,forward_simulation,5,training,4,0,
9,5,1,5,single_condition,attribution,wine_quality,506,forward_simulation,5,training,5,1,
9,6,1,6,single_condition,attribution,wine_quality,102,forward_simulation,5,training,6,0,
9,7,1,7,single_condition,attribution,wine_quality,1544,forward_simulation,5,training,7,1,
9,8,1,8,single_condition,attribution,wine_quality,374,forward_simulation,5,training,8,0,
9,9,1,9,single_condition,attribution,wine_quality,1068,forward_simulation,5,training,9,1,
9,10,1,10,single_condition,attribution,wine_quality,1015,forward_simulation,5,training,10,1,
9,11,1,1,single_condition,attribution,wine_quality,964,forward_simulation,5,testing,1,1,False
9,12,1,2,single_condition,attribution,wine_quality,1590,forward_simulation,5,testing,2,1,True
9,13,1,3,single_condition,attribution,wine_quality,270,forward_simulation,5,testing,3,0,False
9,14,1,4,single_condition,attribution,wine_quality,1322,forward_simulation,5,testing,4,0,True
9,15,1,5,single_condition,attribution,wine_quality,491,forward_simulation,5,testing,5,1,False
9,16,1,6,single_condition,attribution,wine_quality,789,forward_simulation,5,testing,6,0,False
9,17,1,7,single_condition,attribution,wine_quality,950,forward_simulation,5,testing,7,1,True
9,18,1,8,single_condition,attribution,wine_quality,1291,forward_simulation,5,testing,8,0,False
9,19,1,9,single_condition,attribution,wine_quality,234,forward_simulation,5,testing,9,0,False
9,20,1,10,single_condition,attribution,wine_quality,1253,forward_simulation,5,testing,10,0,True
9,21,1,11,single_condition,attribution,wine_quality,940,forward_simulation,5,testing,11,1,True
9,22,1,12,single_condition,attribution,wine_quality,152,forward_simulation,5,testing,12,0,False
9,23,1,13,single_condition,attribution,wine_quality,707,forward_simulation,5,testing,13,0,True
9,24,1,14,single_condition,attribution,wine_quality,1405,forward_simulation,5,testing,14,1,False
9,25,1,15,single_condition,attribution,wine_quality,1075,forward_simulation,5,testing,15,0,True
9,26,1,16,single_condition,attribution,wine_quality,505,forward_simulation,5,testing,16,1,True
9,27,1,17,single_condition,attribution,wine_quality,1018,forward_simulation,5,testing,17,1,True
9,28,1,18,single_condition,attribution,wine_quality,982,forward_simulation,5,testing,18,1,False
9,29,1,19,single_condition,attribution,wine_quality,947,forward_simulation,5,testing,19,1,False
9,30,1,20,single_condition,attribution,wine_quality,1060,forward_simulation,5,testing,20,0,True
10,1,1,1,single_condition,none,wine_quality,913,forward_simulation,5,training,1,1,
10,2,1,2,single_condition,none,wine_quality,1027,forward_simulation,5,training,2,0,
10,3,1,3,single_condition,none,wine_quality,669,forward_simulation,5,training,3,0,
10,4,1,4,single_condition,none,wine_quality,802,forward_simulation,5,training,4,1,
10,5,1,5,single_condition,none,wine_quality,1106,forward_simulation,5,training,5,0,
10,6,1,6,single_condition,none,wine_quality,606,forward_simulation,5,training,6,1,
10,7,1,7,single_condition,none,wine_quality,538,forward_simulation,5,training,7,1,
10,8,1,8,single_condition,none,wine_quality,387,forward_simulation,5,training,8,0,
10,9,1,9,single_condition,none,wine_quality,346,forward_simulation,5,training,9,1,
10,10,1,10,single_condition,none,wine_quality,120,forward_simulation,5,training,10,0,
10,11,1,1,single_condition,none,wine_quality,1170,forward_simulation,5,testing,1,0,False
10,12,1,2,single_condition,none,wine_quality,940,forward_simulation,5,testing,2,1,False
10,13,1,3,single_condition,none,wine_quality,284,forward_simulation,5,testing,3,0,True
10,14,1,4,single_condition,none,wine_quality,44,forward_simulation,5,testing,4,0,False
10,15,1,5,single_condition,none,wine_quality,27,forward_simulation,5,testing,5,0,False
10,16,1,6,single_condition,none,wine_quality,882,forward_simulation,5,testing,6,1,False
10,17,1,7,single_condition,none,wine_quality,100,forward_simulation,5,testing,7,0,False
10,18,1,8,single_condition,none,wine_quality,216,forward_simulation,5,testing,8,0,True
10,19,1,9,single_condition,none,wine_quality,410,forward_simulation,5,testing,9,0,True
10,20,1,10,single_condition,none,wine_quality,13,forward_simulation,5,testing,10,0,False
10,21,1,11,single_condition,none,wine_quality,982,forward_simulation,5,testing,11,1,True
10,22,1,12,single_condition,none,wine_quality,540,forward_simulation,5,testing,12,0,True
10,23,1,13,single_condition,none,wine_quality,960,forward_simulation,5,testing,13,1,True
10,24,1,14,single_condition,none,wine_quality,1250,forward_simulation,5,testing,14,0,False
10,25,1,15,single_condition,none,wine_quality,950,forward_simulation,5,testing,15,1,True
10,26,1,16,single_condition,none,wine_quality,1107,forward_simulation,5,testing,16,1,True
10,27,1,17,single_condition,none,wine_quality,964,forward_simulation,5,testing,17,1,True
10,28,1,18,single_condition,none,wine_quality,1070,forward_simulation,5,testing,18,1,True
10,29,1,19,single_condition,none,wine_quality,928,forward_simulation,5,testing,19,1,False
10,30,1,20,single_condition,none,wine_quality,1267,forward_simulation,5,testing,20,1,False
11,1,1,1,single_condition,importance,wine_quality,379,forward_simulation,5,training,1,0,
11,2,1,2,single_condition,importance,wine_quality,63,forward_simulation,5,training,2,0,
11,3,1,3,single_condition,importance,wine_quality,147,forward_simulation,5,training,3,0,
11,4,1,4,single_condition,importance,wine_quality,504,forward_simulation,5,training,4,1,
11,5,1,5,single_condition,importance,wine_quality,974,forward_simulation,5,training,5,1,
11,6,1,6,single_condition,importance,wine_quality,1008,forward_simulation,5,training,6,1,
11,7,1,7,single_condition,importance,wine_quality,357,forward_simulation,5,training,7,1,
11,8,1,8,single_condition,importance,wine_quality,1217,forward_simulation,5,training,8,0,
11,9,1,9,single_condition,importance,wine_quality,1119,forward_simulation,5,training,9,0,
11,10,1,10,single_condition,importance,wine_quality,477,forward_simulation,5,training,10,1,
11,11,1,1,single_condition,importance,wine_quality,1267,forward_simulation,5,testing,1,1,False
11,12,1,2,single_condition,importance,wine_quality,596,forward_simulation,5,testing,2,0,True
11,13,1,3,single_condition,importance,wine_quality,21,forward_simulation,5,testing,3,0,False
11,14,1,4,single_condition,importance,wine_quality,928,forward_simulation,5,testing,4,1,True
11,15,1,5,single_condition,importance,wine_quality,960,forward_simulation,5,testing,5,1,True
11,16,1,6,single_condition,importance,wine_quality,713,forward_simulation,5,testing,6,0,True
11,17,1,7,single_condition,importance,wine_quality,559,forward_simulation,5,testing,7,0,False
11,18,1,8,single_condition,importance,wine_quality,940,forward_simulation,5,testing,8,1,False
11,19,1,9,single_condition,importance,wine_quality,1197,forward_simulation,5,testing,9,0,True
11,20,1,10,single_condition,importance,wine_quality,875,forward_simulation,5,testing,10,1,False
11,21,1,11,single_condition,importance,wine_quality,964,forward_simulation,5,testing,11,1,False
11,22,1,12,single_condition,importance,wine_quality,1461,forward_simulation,5,testing,12,0,True
11,23,1,13,single_condition,importance,wine_quality,1127,forward_simulation,5,testing,13,0,True
11,24,1,14,single_condition,importance,wine_quality,1344,forward_simulation,5,testing,14,0,True
11,25,1,15,single_condition,importance,wine_quality,505,forward_simulation,5,testing,15,1,False
11,26,1,16,single_condition,importance,wine_quality,1107,forward_simulation,5,testing,16,1,False
11,27,1,17,single_condition,importance,wine_quality,705,forward_simulation,5,testing,17,0,True
11,28,1,18,single_condition,importance,wine_quality,1405,forward_simulation,5,testing,18,1,False
11,29,1,19,single_condition,importance,wine_quality,947,forward_simulation,5,testing,19,1,False
11,30,1,20,single_condition,importance,wine_quality,289,forward_simulation,5,testing,20,0,True
12,1,1,1,single_condition,attribution,wine_quality,518,forward_simulation,5,training,1,1,
