appId,model,depth,fidelity,tree_structure,class_labels
breast_cancer,mlp,2,0.9725,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 117.44999694824219, ""left"": 1, ""right"": 4, ""value"": [0.64, 0.36], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 0.15630000084638596, ""left"": 2, ""right"": 3, ""value"": [0.9107142857142857, 0.08928571428571429], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9693486590038314, 0.03065134099616858], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.10526315789473684, 0.8947368421052632], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 0.03046999964863062, ""left"": 5, ""right"": 6, ""value"": [0.008333333333333333, 0.9916666666666667], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.5, 0.5], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
breast_cancer,mlp,3,0.98,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 117.44999694824219, ""left"": 1, ""right"": 8, ""value"": [0.64, 0.36], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 0.15630000084638596, ""left"": 2, ""right"": 5, ""value"": [0.9107142857142857, 0.08928571428571429], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a0"", ""threshold"": 107.79999923706055, ""left"": 3, ""right"": 4, ""value"": [0.9693486590038314, 0.03065134099616858], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.7142857142857143, 0.2857142857142857], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a2"", ""threshold"": 444.3000030517578, ""left"": 6, ""right"": 7, ""value"": [0.10526315789473684, 0.8947368421052632], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a4"", ""threshold"": 0.08586500212550163, ""left"": 9, ""right"": 12, ""value"": [0.008333333333333333, 0.9916666666666667], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a1"", ""threshold"": 0.03474499937146902, ""left"": 10, ""right"": 11, ""value"": [0.5, 0.5], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 12, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
breast_cancer,xgboost,2,0.9625,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 114.39999771118164, ""left"": 1, ""right"": 4, ""value"": [0.6325, 0.3675], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 0.16029999405145645, ""left"": 2, ""right"": 3, ""value"": [0.9124087591240876, 0.08759124087591241], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9576923076923077, 0.04230769230769231], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.07142857142857142, 0.9285714285714286], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 0.050084998831152916, ""left"": 5, ""right"": 6, ""value"": [0.023809523809523808, 0.9761904761904762], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.375, 0.625], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
breast_cancer,xgboost,3,0.97,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 114.39999771118164, ""left"": 1, ""right"": 8, ""value"": [0.6325, 0.3675], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 0.16029999405145645, ""left"": 2, ""right"": 5, ""value"": [0.9124087591240876, 0.08759124087591241], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a0"", ""threshold"": 107.29999923706055, ""left"": 3, ""right"": 4, ""value"": [0.9576923076923077, 0.04230769230769231], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9957081545064378, 0.004291845493562232], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.6296296296296297, 0.37037037037037035], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a2"", ""threshold"": 416.40000915527344, ""left"": 6, ""right"": 7, ""value"": [0.07142857142857142, 0.9285714285714286], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a4"", ""threshold"": 0.1132499985396862, ""left"": 9, ""right"": 12, ""value"": [0.023809523809523808, 0.9761904761904762], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a0"", ""threshold"": 118.75, ""left"": 10, ""right"": 11, ""value"": [0.375, 0.625], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.16666666666666666, 0.8333333333333334], ""is_leaf"": true}, {""node"": 12, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
wine_binary,mlp,2,0.9846153846153847,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 755.0, ""left"": 1, ""right"": 4, ""value"": [0.46153846153846156, 0.5384615384615384], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 13.174999713897705, ""left"": 2, ""right"": 3, ""value"": [0.028985507246376812, 0.9710144927536232], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 12.660000324249268, ""left"": 5, ""right"": 6, ""value"": [0.9508196721311475, 0.04918032786885246], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
wine_binary,mlp,3,1.0,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 755.0, ""left"": 1, ""right"": 6, ""value"": [0.46153846153846156, 0.5384615384615384], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 13.174999713897705, ""left"": 2, ""right"": 3, ""value"": [0.028985507246376812, 0.9710144927536232], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": ""a1"", ""threshold"": 13.289999961853027, ""left"": 4, ""right"": 5, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": false}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": ""a2"", ""threshold"": 3.2799999713897705, ""left"": 7, ""right"": 8, ""value"": [0.9508196721311475, 0.04918032786885246], ""is_leaf"": false}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
wine_binary,xgboost,2,0.9846153846153847,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 755.0, ""left"": 1, ""right"": 4, ""value"": [0.46153846153846156, 0.5384615384615384], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 13.174999713897705, ""left"": 2, ""right"": 3, ""value"": [0.028985507246376812, 0.9710144927536232], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 12.660000324249268, ""left"": 5, ""right"": 6, ""value"": [0.9508196721311475, 0.04918032786885246], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
wine_binary,xgboost,3,1.0,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 755.0, ""left"": 1, ""right"": 6, ""value"": [0.46153846153846156, 0.5384615384615384], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 13.174999713897705, ""left"": 2, ""right"": 3, ""value"": [0.028985507246376812, 0.9710144927536232], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": ""a1"", ""threshold"": 13.289999961853027, ""left"": 4, ""right"": 5, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": false}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": ""a2"", ""threshold"": 3.2799999713897705, ""left"": 7, ""right"": 8, ""value"": [0.9508196721311475, 0.04918032786885246], ""is_leaf"": false}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
digits_0_vs_1,mlp,2,0.9972222222222222,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 4.5, ""left"": 1, ""right"": 4, ""value"": [0.5027777777777778, 0.49722222222222223], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 3.5, ""left"": 2, ""right"": 3, ""value"": [0.9945054945054945, 0.005494505494505495], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.5, 0.5], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
digits_0_vs_1,mlp,3,1.0,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 4.5, ""left"": 1, ""right"": 6, ""value"": [0.5027777777777778, 0.49722222222222223], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 3.5, ""left"": 2, ""right"": 3, ""value"": [0.9945054945054945, 0.005494505494505495], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 3, ""feature"": ""a0"", ""threshold"": 3.5, ""left"": 4, ""right"": 5, ""value"": [0.5, 0.5], ""is_leaf"": false}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
digits_0_vs_1,xgboost,2,0.9972222222222222,"[{""node"": 0, ""feature"": ""a1"", ""threshold"": 3.5, ""left"": 1, ""right"": 4, ""value"": [0.49722222222222223, 0.5027777777777778], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a0"", ""threshold"": 4.5, ""left"": 2, ""right"": 3, ""value"": [0.9835164835164835, 0.016483516483516484], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9944444444444445, 0.005555555555555556], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
digits_0_vs_1,xgboost,3,0.9972222222222222,"[{""node"": 0, ""feature"": ""a1"", ""threshold"": 3.5, ""left"": 1, ""right"": 6, ""value"": [0.49722222222222223, 0.5027777777777778], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a0"", ""threshold"": 4.5, ""left"": 2, ""right"": 5, ""value"": [0.9835164835164835, 0.016483516483516484], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a3"", ""threshold"": 0.5, ""left"": 3, ""right"": 4, ""value"": [0.9944444444444445, 0.005555555555555556], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.75, 0.25], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
digits_3_vs_8,mlp,2,0.9467787114845938,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 1.5, ""left"": 1, ""right"": 4, ""value"": [0.5098039215686274, 0.49019607843137253], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 5.5, ""left"": 2, ""right"": 3, ""value"": [0.8722222222222222, 0.12777777777777777], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9935064935064936, 0.006493506493506494], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.15384615384615385, 0.8461538461538461], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a5"", ""threshold"": 1.0, ""left"": 5, ""right"": 6, ""value"": [0.14124293785310735, 0.8587570621468926], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.8235294117647058, 0.17647058823529413], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.06875, 0.93125], ""is_leaf"": true}]","[0, 1]"
digits_3_vs_8,mlp,3,0.9607843137254902,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 1.5, ""left"": 1, ""right"": 8, ""value"": [0.5098039215686274, 0.49019607843137253], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 5.5, ""left"": 2, ""right"": 5, ""value"": [0.8722222222222222, 0.12777777777777777], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a3"", ""threshold"": 13.5, ""left"": 3, ""right"": 4, ""value"": [0.9935064935064936, 0.006493506493506494], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.5, 0.5], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 6, ""right"": 7, ""value"": [0.15384615384615385, 0.8461538461538461], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.08333333333333333, 0.9166666666666666], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a5"", ""threshold"": 1.0, ""left"": 9, ""right"": 12, ""value"": [0.14124293785310735, 0.8587570621468926], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a1"", ""threshold"": 14.0, ""left"": 10, ""right"": 11, ""value"": [0.8235294117647058, 0.17647058823529413], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 12, ""feature"": ""a1"", ""threshold"": 1.5, ""left"": 13, ""right"": 14, ""value"": [0.06875, 0.93125], ""is_leaf"": false}, {""node"": 13, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": true}, {""node"": 14, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.022058823529411766, 0.9779411764705882], ""is_leaf"": true}]","[0, 1]"
digits_3_vs_8,xgboost,2,0.927170868347339,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 1.5, ""left"": 1, ""right"": 4, ""value"": [0.5098039215686274, 0.49019607843137253], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 9.0, ""left"": 2, ""right"": 3, ""value"": [0.8833333333333333, 0.11666666666666667], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9753086419753086, 0.024691358024691357], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.05555555555555555, 0.9444444444444444], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 1.5, ""left"": 5, ""right"": 6, ""value"": [0.12994350282485875, 0.8700564971751412], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.5294117647058824, 0.47058823529411764], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.03496503496503497, 0.965034965034965], ""is_leaf"": true}]","[0, 1]"
digits_3_vs_8,xgboost,3,0.969187675070028,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 1.5, ""left"": 1, ""right"": 8, ""value"": [0.5098039215686274, 0.49019607843137253], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 9.0, ""left"": 2, ""right"": 5, ""value"": [0.8833333333333333, 0.11666666666666667], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a4"", ""threshold"": 5.5, ""left"": 3, ""right"": 4, ""value"": [0.9753086419753086, 0.024691358024691357], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9935064935064936, 0.006493506493506494], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.625, 0.375], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a2"", ""threshold"": 15.5, ""left"": 6, ""right"": 7, ""value"": [0.05555555555555555, 0.9444444444444444], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a1"", ""threshold"": 1.5, ""left"": 9, ""right"": 12, ""value"": [0.12994350282485875, 0.8700564971751412], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a5"", ""threshold"": 10.5, ""left"": 10, ""right"": 11, ""value"": [0.5294117647058824, 0.47058823529411764], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.15789473684210525, 0.8421052631578947], ""is_leaf"": true}, {""node"": 12, ""feature"": ""a2"", ""threshold"": 5.0, ""left"": 13, ""right"": 14, ""value"": [0.03496503496503497, 0.965034965034965], ""is_leaf"": false}, {""node"": 13, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 14, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.028169014084507043, 0.971830985915493], ""is_leaf"": true}]","[0, 1]"
digits_4_vs_9,mlp,2,0.9806094182825484,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 2.5, ""left"": 1, ""right"": 4, ""value"": [0.5013850415512465, 0.4986149584487535], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 6.5, ""left"": 2, ""right"": 3, ""value"": [0.06315789473684211, 0.9368421052631579], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.005747126436781609, 0.9942528735632183], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.6875, 0.3125], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a2"", ""threshold"": 1.5, ""left"": 5, ""right"": 6, ""value"": [0.9883040935672515, 0.011695906432748537], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9941176470588236, 0.0058823529411764705], ""is_leaf"": true}]","[0, 1]"
digits_4_vs_9,mlp,3,0.9916897506925207,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 2.5, ""left"": 1, ""right"": 8, ""value"": [0.5013850415512465, 0.4986149584487535], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 6.5, ""left"": 2, ""right"": 5, ""value"": [0.06315789473684211, 0.9368421052631579], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a4"", ""threshold"": 11.5, ""left"": 3, ""right"": 4, ""value"": [0.005747126436781609, 0.9942528735632183], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a5"", ""threshold"": 10.0, ""left"": 6, ""right"": 7, ""value"": [0.6875, 0.3125], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.2857142857142857, 0.7142857142857143], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a2"", ""threshold"": 1.5, ""left"": 9, ""right"": 10, ""value"": [0.9883040935672515, 0.011695906432748537], ""is_leaf"": false}, {""node"": 9, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 10, ""feature"": ""a2"", ""threshold"": 6.0, ""left"": 11, ""right"": 12, ""value"": [0.9941176470588236, 0.0058823529411764705], ""is_leaf"": false}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.75, 0.25], ""is_leaf"": true}, {""node"": 12, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
digits_4_vs_9,xgboost,2,0.9861495844875346,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 2.5, ""left"": 1, ""right"": 4, ""value"": [0.5041551246537396, 0.49584487534626037], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 6.5, ""left"": 2, ""right"": 3, ""value"": [0.05789473684210526, 0.9421052631578948], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.6875, 0.3125], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
digits_4_vs_9,xgboost,3,0.9944598337950139,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 2.5, ""left"": 1, ""right"": 6, ""value"": [0.5041551246537396, 0.49584487534626037], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 6.5, ""left"": 2, ""right"": 3, ""value"": [0.05789473684210526, 0.9421052631578948], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": ""a5"", ""threshold"": 10.0, ""left"": 4, ""right"": 5, ""value"": [0.6875, 0.3125], ""is_leaf"": false}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.2857142857142857, 0.7142857142857143], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
