episode,step,reward,app_id,model_name,strategy_name,chosen_mode,with_explanation,true_label,predicted_class,predicted_correct,p_predicted,p_class_0,p_class_1,decision_boundary,decision_boundary_bin,decision_noise,memory_recall_threshold,opportunity_cost,prob_correct,pred_time,recent_prob_correct_history,recent_pred_time_history,reward_without_illegal_penalty,n_selected_features,illegal_action,info_access_mode,info_simulation_sample_count,info_retrieval_candidate_count,info_ddm_a,info_ddm_s,info_ddm_Tnd,info_avg_p_up,info_avg_time,selected_features,selected_feature_slots,feature_order,feature_0_selected,feature_1_selected,feature_2_selected,feature_3_selected,feature_4_selected,feature_5_selected,slot_0_selected,slot_1_selected,slot_2_selected,slot_3_selected,slot_4_selected,slot_5_selected,info_ddm_p_up,info_ddm_rt_dec,info_ddm_v,info_ops_count,sweep_parameter,sweep_value,info_retrieval_rt_sum,info_read_time_sum,info_ddm_rt_mean,info_total_time,info_decision_p1,info_decision_v_ratio_mean,info_n_feature_beliefs,info_read_time,info_retrieve_time,info_decision_time,info_expected_time,info_path_categorical_decisions,info_path_numeric_decisions,info_path_top_leaf,info_path_top_leaf_count,info_path_n_leaves_reached,info_refresh_feature_count,info_refresh_thr_key_count
0,13,0.5067497999789475,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.5624997975507247,0.5624997975507247,0.43750020244927534,0.6,0,0.3,0.5,0.01,0.5624997975507247,5.574999757177717,"0.5,0.5,0.53125,0.999633,0.5625","6,6,5.7875,13.7744,5.575",0.5067497999789475,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.43750020244927534,5.574999757177717,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,14,0.7923302791243538,breast_cancer,xgboost,lr_calculation,read,True,1,1,True,0.9824703158659241,0.01752968413407585,0.9824703158659241,0.9,1,0.3,0.5,0.01,0.9824703158659241,17.81400367415703,"0.5,0.53125,0.999633,0.5625,0.98247","6,5.7875,13.7744,5.575,17.814",0.7923302791243538,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,0.9824703158659241,4.8140036741570285,0.20130872251247242,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,15,0.5067497999788656,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.5624997975507243,0.5624997975507243,0.4375002024492757,0.6,0,0.3,0.5,0.01,0.5624997975507243,5.574999757185869,"0.53125,0.999633,0.5625,0.98247,0.5625","5.7875,13.7744,5.575,17.814,5.575",0.5067497999788656,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.4375002024492757,5.574999757185869,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,16,0.640249399936597,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.6874993926521731,0.6874993926521731,0.3125006073478269,0.6,0,0.3,0.5,0.01,0.6874993926521731,4.724999271557606,"0.999633,0.5625,0.98247,0.5625,0.687499","13.7744,5.575,17.814,5.575,4.725",0.640249399936597,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.3125006073478269,4.724999271557606,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,17,0.381750204877417,breast_cancer,xgboost,lr_calculation,retrieve,False,1,0,False,0.5624997975507243,0.5624997975507243,0.4375002024492757,0.6,0,0.3,0.5,0.01,0.4375002024492757,5.574999757185869,"0.5625,0.98247,0.5625,0.687499,0.4375","5.575,17.814,5.575,4.725,5.575",0.381750204877417,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.4375002024492757,5.574999757185869,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,18,0.7935528006532439,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9832638172447753,0.9832638172447753,0.016736182755224677,0.9,1,0.3,0.5,0.01,0.9832638172447753,17.771101659153146,"0.98247,0.5625,0.687499,0.4375,0.983264","17.814,5.575,4.725,5.575,17.7711",0.7935528006532439,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,0.016736182755224677,4.771101659153147,-0.2036652228064902,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,19,0.6674635364839819,breast_cancer,xgboost,lr_calculation,read,True,1,1,True,0.8634143132448815,0.1365856867551185,0.8634143132448815,0.9,1,0.3,0.5,0.01,0.8634143132448815,18.595077676089954,"0.5625,0.687499,0.4375,0.983264,0.863414","5.575,4.725,5.575,17.7711,18.5951",0.6674635364839819,5,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,5","0,1,2,3,5","3,0,1,4,2,5",1,1,0,1,1,1,1,1,1,1,0,1,0.8634143132448815,7.595077676089954,0.09219712506393331,5.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,20,0.5067497999789475,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.5624997975507247,0.5624997975507247,0.43750020244927534,0.6,0,0.3,0.5,0.01,0.5624997975507247,5.574999757177717,"0.687499,0.4375,0.983264,0.863414,0.5625","4.725,5.575,17.7711,18.5951,5.575",0.5067497999789475,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.43750020244927534,5.574999757177717,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,21,0.4733748999894329,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.5312498987753622,0.5312498987753622,0.46875010122463784,0.6,0,0.3,0.5,0.01,0.5312498987753622,5.787499878592934,"0.4375,0.983264,0.863414,0.5625,0.53125","5.575,17.7711,18.5951,5.575,5.7875",0.4733748999894329,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.46875010122463784,5.787499878592934,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,22,0.8565787259962135,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9999445366466863,0.9999445366466863,5.5463353313797e-05,0.9,1,0.3,0.5,0.01,0.9999445366466863,13.336581065047273,"0.983264,0.863414,0.5625,0.53125,0.999945","17.7711,18.5951,5.575,5.7875,13.3366",0.8565787259962135,5,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,5","0,1,2,3,5","3,0,1,4,2,5",1,1,0,1,1,1,1,1,1,1,0,1,5.5463353313797e-05,2.3365810650472736,-0.48998662955336075,5.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,23,0.7938709735839644,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9834689603954926,0.9834689603954926,0.01653103960450746,0.9,1,0.3,0.5,0.01,0.9834689603954926,17.75979868115282,"0.863414,0.5625,0.53125,0.999945,0.983469","18.5951,5.575,5.7875,13.3366,17.7598",0.7938709735839644,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,0.01653103960450746,4.75979868115282,-0.20429231375703752,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,24,-0.11539969582819247,breast_cancer,xgboost,lr_calculation,read,True,1,0,False,0.9034477835757648,0.9034477835757648,0.09655221642423512,0.9,1,0.3,0.5,0.01,0.09655221642423512,19.99519122524276,"0.5625,0.53125,0.999945,0.983469,0.0965522","5.575,5.7875,13.3366,17.7598,19.9952",-0.11539969582819247,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,0.09655221642423512,6.995191225242761,-0.11180671750110553,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,25,0.381750204877417,breast_cancer,xgboost,lr_calculation,retrieve,False,1,0,False,0.5624997975507243,0.5624997975507243,0.4375002024492757,0.6,0,0.3,0.5,0.01,0.4375002024492757,5.574999757185869,"0.53125,0.999945,0.983469,0.0965522,0.4375","5.7875,13.3366,17.7598,19.9952,5.575",0.381750204877417,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.4375002024492757,5.574999757185869,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,26,0.5067497999788656,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.5624997975507243,0.5624997975507243,0.4375002024492757,0.6,0,0.3,0.5,0.01,0.5624997975507243,5.574999757185869,"0.999945,0.983469,0.0965522,0.4375,0.5625","13.3366,17.7598,19.9952,5.575,5.575",0.5067497999788656,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.4375002024492757,5.574999757185869,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,27,0.6736242999260299,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.7187492914275353,0.7187492914275353,0.28125070857246476,0.6,0,0.3,0.5,0.01,0.7187492914275353,4.512499150150541,"0.983469,0.0965522,0.4375,0.5625,0.718749","17.7598,19.9952,5.575,5.575,4.5125",0.6736242999260299,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.28125070857246476,4.512499150150541,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,28,0.820055078449852,breast_cancer,xgboost,lr_calculation,read,True,1,1,True,0.9973134434243022,0.0026865565756978294,0.9973134434243022,0.9,1,0.3,0.5,0.01,0.9973134434243022,16.52583649744501,"0.0965522,0.4375,0.5625,0.718749,0.997313","19.9952,5.575,5.575,4.5125,16.5258",0.820055078449852,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,0.9973134434243022,3.5258364974450105,0.2958402408456679,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,29,-0.13116987066785815,breast_cancer,xgboost,lr_calculation,read,True,1,0,False,0.996419084716584,0.996419084716584,0.003580915283415943,0.9,1,0.3,0.5,0.01,0.003580915283415943,12.675078595127408,"0.4375,0.5625,0.718749,0.997313,0.00358092","5.575,5.575,4.5125,16.5258,12.6751",-0.13116987066785815,4,False,read,,,0.9,0.3,0.5,,,"0,1,4,5","1,2,3,5","3,0,1,4,2,5",1,1,0,0,1,1,0,1,1,1,0,1,0.003580915283415943,3.675078595127408,-0.28142747516900296,4.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,30,0.8127387240769421,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9942592915726222,0.9942592915726222,0.005740708427377837,0.9,1,0.3,0.5,0.01,0.9942592915726222,16.952056749568,"0.5625,0.718749,0.997313,0.00358092,0.994259","5.575,4.5125,16.5258,12.6751,16.9521",0.8127387240769421,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,0.005740708427377837,3.9520567495679995,-0.25772077036162727,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,31,0.8322534944424824,breast_cancer,xgboost,lr_calculation,read,True,1,1,True,0.9797676460721654,0.020232353927834623,0.9797676460721654,0.9,1,0.3,0.5,0.01,0.9797676460721654,13.951415162968296,"0.718749,0.997313,0.00358092,0.994259,0.979768","4.5125,16.5258,12.6751,16.9521,13.9514",0.8322534944424824,4,False,read,,,0.9,0.3,0.5,,,"3,0,1,4","0,1,2,3","3,0,1,4,2,5",1,1,0,1,1,0,1,1,1,1,0,0,0.9797676460721654,4.951415162968295,0.19400162225130302,4.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,32,0.835488661727222,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9999663066506624,0.9999663066506624,3.369334933755902e-05,0.9,1,0.3,0.5,0.01,0.9999663066506624,15.247764492344038,"0.997313,0.00358092,0.994259,0.979768,0.999966","16.5258,12.6751,16.9521,13.9514,15.2478",0.835488661727222,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,3.369334933755902e-05,2.247764492344037,-0.5149088197599363,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,33,0.8366641993306585,breast_cancer,xgboost,lr_calculation,read,True,1,1,True,0.9999837814134601,1.6218586539884505e-05,0.9999837814134601,0.9,1,0.3,0.5,0.01,0.9999837814134601,15.13195820828016,"0.00358092,0.994259,0.979768,0.999966,0.999984","12.6751,16.9521,13.9514,15.2478,15.132",0.8366641993306585,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,0.9999837814134601,2.1319582082801602,0.5514668218695763,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,34,0.44,breast_cancer,xgboost,lr_calculation,retrieve,False,1,0,False,0.5,0.5,0.5,0.6,0,0.3,0.5,0.01,0.5,6.0,"0.994259,0.979768,0.999966,0.999984,0.5","16.9521,13.9514,15.2478,15.132,6",0.44,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.5,6.0,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,35,0.44,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.5,0.5,0.5,0.6,0,0.3,0.5,0.01,0.5,6.0,"0.979768,0.999966,0.999984,0.5,0.5","13.9514,15.2478,15.132,6,6",0.44,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.5,6.0,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,36,0.5401246999682985,breast_cancer,xgboost,lr_calculation,retrieve,False,0,0,True,0.5937496963260865,0.5937496963260865,0.40625030367391346,0.6,0,0.3,0.5,0.01,0.5937496963260865,5.3624996357788035,"0.999966,0.999984,0.5,0.5,0.59375","15.2478,15.132,6,6,5.3625",0.5401246999682985,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.40625030367391346,5.3624996357788035,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,37,0.8105273055138436,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.9931756345159141,0.9931756345159141,0.006824365484085948,0.9,1,0.3,0.5,0.01,0.9931756345159141,17.06483290020705,"0.999984,0.5,0.5,0.59375,0.993176","15.132,6,6,5.3625,17.0648",0.8105273055138436,6,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,2,5","0,1,2,3,4,5","3,0,1,4,2,5",1,1,1,1,1,1,1,1,1,1,1,1,0.006824365484085948,4.064832900207053,-0.24902040768224648,6.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,38,0.6042597691557533,breast_cancer,xgboost,lr_calculation,read,True,0,0,True,0.8065545545421381,0.8065545545421381,0.1934454454578619,0.9,1,0.3,0.5,0.01,0.8065545545421381,19.229478538638478,"0.5,0.5,0.59375,0.993176,0.806555","6,6,5.3625,17.0648,19.2295",0.6042597691557533,5,False,read,,,0.9,0.3,0.5,,,"3,0,1,4,5","0,1,2,3,5","3,0,1,4,2,5",1,1,0,1,1,1,1,1,1,1,0,1,0.1934454454578619,8.229478538638478,-0.07138880008754717,5.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
0,39,0.4108751024387085,breast_cancer,xgboost,lr_calculation,retrieve,False,1,0,False,0.5312498987753622,0.5312498987753622,0.46875010122463784,0.6,0,0.3,0.5,0.01,0.46875010122463784,5.787499878592934,"0.5,0.59375,0.993176,0.806555,0.46875","6,5.3625,17.0648,19.2295,5.7875",0.4108751024387085,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.46875010122463784,5.787499878592934,,,"3,0,1,4,2,5",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
1,0,0.05222358409592024,wine_binary,xgboost,lr_calculation,read,True,0,1,False,0.8105953665671857,0.18940463343281433,0.8105953665671857,0.6,0,0.3,0.5,0.01,0.18940463343281433,12.91810493368941,0.189405,12.9181,0.05222358409592024,4,False,read,,,0.6,0.3,0.5,,,"4,5,3,1","0,2,3,4","4,0,5,3,1,2",0,1,0,1,1,1,1,0,1,1,1,0,0.8105953665671857,3.918104933689409,0.10904125154470466,4.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
1,1,0.8117260753313067,wine_binary,xgboost,lr_calculation,read,True,1,1,True,0.9202212061925914,0.0797787938074086,0.9202212061925914,0.6,0,0.3,0.5,0.01,0.9202212061925914,10.249513086128466,"0.189405,0.920221","12.9181,10.2495",0.8117260753313067,3,False,read,,,0.6,0.3,0.5,,,"4,3,1","0,3,4","4,0,5,3,1,2",0,1,0,1,1,0,1,0,0,1,1,0,0.9202212061925914,3.2495130861284673,0.18340172664577334,3.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
1,2,0.41087510243895753,wine_binary,xgboost,lr_calculation,retrieve,False,0,1,False,0.5312498987753631,0.4687501012246369,0.5312498987753631,0.6,0,0.3,0.5,0.01,0.4687501012246369,5.787499878567935,"0.189405,0.920221,0.46875","12.9181,10.2495,5.7875",0.41087510243895753,0,False,retrieve,16.0,3.0,0.6,0.3,0.5,0.5312498987753631,5.787499878567935,,,"4,0,5,3,1,2",0,0,0,0,0,0,0,0,0,0,0,0,,,,,decision_noise,0.3,,,,,,,,,,,,,,,,,,
1,3,0.26745820181906044,wine_binary,xgboost,lr_calculation,read,True,0,1,False,0.5899773743401453,0.4100226256598547,0.5899773743401453,0.6,0,0.3,0.5,0.01,0.4100226256598547,13.456442384079427,"0.189405,0.920221,0.46875,0.410023","12.9181,10.2495,5.7875,13.4564",0.26745820181906044,4,False,read,,,0.6,0.3,0.5,,,"4,5,1,2","0,2,4,5","4,0,5,3,1,2",0,1,1,0,1,1,1,0,1,0,1,1,0.5899773743401453,4.456442384079427,0.02729038836573306,4.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
1,4,0.48261496427531136,wine_binary,xgboost,lr_calculation,read,True,0,0,True,0.6929544240315286,0.6929544240315286,0.3070455759684714,0.9,1,0.3,0.5,0.01,0.6929544240315286,20.033945975621727,"0.189405,0.920221,0.46875,0.410023,0.692954","12.9181,10.2495,5.7875,13.4564,20.0339",0.48261496427531136,5,False,read,,,0.9,0.3,0.5,,,"4,0,5,1,2","0,1,2,4,5","4,0,5,3,1,2",1,1,1,0,1,1,1,1,1,0,1,1,0.3070455759684714,9.033945975621727,-0.04069840191734378,5.0,decision_noise,0.3,,,,,,,,,,,,,,,,,,
