forward_accuracy,participantId,trialId,block,trialWithinBlock,withinCondition,xai_type,dataId,instanceId,CV_user_task_levels,CV_num_attributes_shown_levels,phase,phaseTrialId,ai_prediction,tested_w_xai,step,cognitive_model_strategy,feature_values,explanation,response,agent_prediction,pred_time,cognitive_correct_vs_ai,feedback_time
0,1,11,1,1,single_condition,none,wine_quality,491,forward_simulation,5,testing,1,1,True,infer_no_explanation,SensitiveFeatures,"[1.2424242496490479, 0.695652186870575, 0.13847675919532776, 0.24561403691768646, 0.5490196347236633]",,{0: 1.0},0,0.10000000000000142,False,
1,1,12,1,2,single_condition,none,wine_quality,578,forward_simulation,5,testing,2,0,False,infer_no_explanation,SensitiveFeatures,"[0.1818181872367859, 0.28260868787765503, 0.9792284965515137, 0.35087719559669495, 0.45098039507865906]",,{0: 1.0},0,0.10000000000000142,True,
1,1,13,1,3,single_condition,none,wine_quality,646,forward_simulation,5,testing,3,0,True,infer_no_explanation,SensitiveFeatures,"[0.27272728085517883, 0.3478260934352875, 0.08902077376842499, 0.7017543911933899, 0.6666666865348816]",,{0: 1.0},0,0.10000000000000142,True,
0,1,14,1,4,single_condition,none,wine_quality,377,forward_simulation,5,testing,4,1,False,infer_no_explanation,SensitiveFeatures,"[0.8484848737716675, 1.43478262424469, 0.06923837959766388, 0.0, 0.27450981736183167]",,{0: 1.0},0,0.09999999999999432,False,
0,1,15,1,5,single_condition,none,wine_quality,505,forward_simulation,5,testing,5,1,False,infer_no_explanation,SensitiveFeatures,"[1.0, 0.6739130616188049, 0.1483679562807083, 0.38596490025520325, 0.19607843458652496]",,{0: 1.0},0,0.09999999999999432,False,
0,1,16,1,6,single_condition,none,wine_quality,1590,forward_simulation,5,testing,6,1,True,infer_no_explanation,SensitiveFeatures,"[0.7272727489471436, 0.760869562625885, 0.2373887300491333, 0.4912280738353729, 0.5098039507865906]",,{0: 1.0},0,0.09999999999999432,False,
1,1,17,1,7,single_condition,none,wine_quality,532,forward_simulation,5,testing,7,0,True,infer_no_explanation,SensitiveFeatures,"[0.3333333432674408, 0.30434781312942505, 0.306627094745636, 0.19298245012760162, 0.19607843458652496]",,{0: 1.0},0,0.09999999999999432,True,
0,1,18,1,8,single_condition,none,wine_quality,964,forward_simulation,5,testing,8,1,True,infer_no_explanation,SensitiveFeatures,"[0.5757575631141663, 0.8260869383811951, 0.26706230640411377, 0.35087719559669495, 0.19607843458652496]",,{0: 1.0},0,0.09999999999999432,False,
1,1,19,1,9,single_condition,none,wine_quality,1127,forward_simulation,5,testing,9,0,False,infer_no_explanation,SensitiveFeatures,"[0.6969696879386902, 0.28260868787765503, 0.40553906559944153, 0.859649121761322, 0.8823529481887817]",,{0: 1.0},0,0.09999999999999432,True,
0,1,20,1,10,single_condition,none,wine_quality,1070,forward_simulation,5,testing,10,1,True,infer_no_explanation,SensitiveFeatures,"[0.5757575631141663, 0.9130434989929199, 0.2571711242198944, 0.10526315867900848, 0.23529411852359772]",,{0: 1.0},0,0.09999999999999432,False,
1,1,21,1,11,single_condition,none,wine_quality,1437,forward_simulation,5,testing,11,0,True,infer_no_explanation,SensitiveFeatures,"[0.5757575631141663, 0.15217390656471252, 0.2769535183906555, 1.1315789222717285, 0.9215686321258545]",,{0: 1.0},0,0.09999999999999432,True,
1,1,22,1,12,single_condition,none,wine_quality,1552,forward_simulation,5,testing,12,0,True,infer_no_explanation,SensitiveFeatures,"[0.6363636255264282, 0.41304346919059753, 0.42532145977020264, 0.719298243522644, 0.8823529481887817]",,{0: 1.0},0,0.09999999999999432,True,
1,1,23,1,13,single_condition,none,wine_quality,1130,forward_simulation,5,testing,13,0,False,infer_no_explanation,SensitiveFeatures,"[0.3636363744735718, 0.3478260934352875, -0.009891197085380554, 0.5789473652839661, 0.23529411852359772]",,{0: 1.0},0,0.09999999999999432,True,
1,1,24,1,14,single_condition,none,wine_quality,930,forward_simulation,5,testing,14,0,True,infer_no_explanation,SensitiveFeatures,"[0.39393940567970276, 0.5652173757553101, 0.13847675919532776, 0.5964912176132202, 1.2352941036224365]",,{0: 1.0},0,0.09999999999999432,True,
0,1,25,1,15,single_condition,none,wine_quality,1018,forward_simulation,5,testing,15,1,False,infer_no_explanation,SensitiveFeatures,"[1.0606060028076172, -0.06521739065647125, 0.9693372845649719, -0.15789473056793213, -0.3333333432674408]",,{0: 1.0},0,0.09999999999999432,False,
1,1,26,1,16,single_condition,none,wine_quality,1292,forward_simulation,5,testing,16,0,True,infer_no_explanation,SensitiveFeatures,"[0.9696969985961914, 0.43478259444236755, 0.16815035045146942, 0.21929824352264404, 1.0980392694473267]",,{0: 1.0},0,0.09999999999999432,True,
0,1,27,1,17,single_condition,none,wine_quality,1016,forward_simulation,5,testing,17,1,False,infer_no_explanation,SensitiveFeatures,"[1.0303030014038086, 0.6086956262588501, 0.16815035045146942, 0.19298245012760162, 0.4117647111415863]",,{0: 1.0},0,0.09999999999999432,False,
0,1,28,1,18,single_condition,none,wine_quality,1107,forward_simulation,5,testing,18,1,False,infer_no_explanation,SensitiveFeatures,"[0.7575757503509521, 0.8260869383811951, 0.1285855621099472, 0.05263157933950424, 0.4117647111415863]",,{0: 1.0},0,0.09999999999999432,False,
1,1,29,1,19,single_condition,none,wine_quality,1170,forward_simulation,5,testing,19,0,False,infer_no_explanation,SensitiveFeatures,"[0.39393940567970276, 0.43478259444236755, 0.009891197085380554, 0.15789473056793213, 0.27450981736183167]",,{0: 1.0},0,0.09999999999999432,True,
0,1,30,1,20,single_condition,none,wine_quality,875,forward_simulation,5,testing,20,1,False,infer_no_explanation,SensitiveFeatures,"[0.7878788113594055, 0.695652186870575, 0.04945598542690277, 0.07017543911933899, 0.4901960790157318]",,{0: 1.0},0,0.09999999999999432,False,
0,2,1,1,1,single_condition,importance,wine_quality,837,forward_simulation,5,training,1,1,,infer_no_explanation,ImportanceCategorization,"[0.7575757503509521, -0.17391304671764374, 0.8803164958953857, 0.017543859779834747, 0.3921568691730499]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,2,1,1,1,single_condition,importance,wine_quality,837,forward_simulation,5,training,1,1,,infer_with_explanation,ImportanceCategorization,"[0.7575757503509521, -0.17391304671764374, 0.8803164958953857, 0.017543859779834747, 0.3921568691730499]","[1.0, 0.2847238875642639, 0.24328139525608836, 0.40429875578181795, 0.05944366445560451]","{0: 0.5, 1: 0.5}",0,5.0,False,5.0
1,2,2,1,2,single_condition,importance,wine_quality,802,forward_simulation,5,training,2,1,,infer_no_explanation,ImportanceCategorization,"[1.121212124824524, 1.02173912525177, 0.7418397665023804, 0.5526315569877625, 0.9803921580314636]",,{1: 1.0},1,5.0,True,
1,2,2,1,2,single_condition,importance,wine_quality,802,forward_simulation,5,training,2,1,,infer_with_explanation,ImportanceCategorization,"[1.121212124824524, 1.02173912525177, 0.7418397665023804, 0.5526315569877625, 0.9803921580314636]","[1.0, 0.24281621775097145, 0.31639889238565533, 0.03988978671769417, 0.026678348403022516]",{1: 1.0},1,5.0,True,5.0
1,2,3,1,3,single_condition,importance,wine_quality,1066,forward_simulation,5,training,3,1,,infer_no_explanation,ImportanceCategorization,"[1.0, 0.54347825050354, 0.1483679562807083, 0.4385964870452881, 0.6666666865348816]",,{1: 1.0},1,5.0,True,
1,2,3,1,3,single_condition,importance,wine_quality,1066,forward_simulation,5,training,3,1,,infer_with_explanation,ImportanceCategorization,"[1.0, 0.54347825050354, 0.1483679562807083, 0.4385964870452881, 0.6666666865348816]","[1.0, 0.10015488329344474, 0.10535844994001922, 0.12300934659846512, 0.05497492349709145]",{1: 1.0},1,5.0,True,5.0
0,2,4,1,4,single_condition,importance,wine_quality,399,forward_simulation,5,training,4,0,,infer_no_explanation,ImportanceCategorization,"[0.06060606241226196, 0.17391304671764374, 0.306627094745636, 0.8684210777282715, 0.0784313753247261]",,{1: 1.0},1,5.0,False,
0,2,4,1,4,single_condition,importance,wine_quality,399,forward_simulation,5,training,4,0,,infer_with_explanation,ImportanceCategorization,"[0.06060606241226196, 0.17391304671764374, 0.306627094745636, 0.8684210777282715, 0.0784313753247261]","[1.0, 0.45207425829619957, 0.08590471785368586, 0.5658396816202336, 0.35586536246987904]",{1: 1.0},1,5.0,False,5.0
0,2,5,1,5,single_condition,importance,wine_quality,874,forward_simulation,5,training,5,1,,infer_no_explanation,ImportanceCategorization,"[0.7878788113594055, 0.3913043439388275, -0.009891197085380554, 0.19298245012760162, 0.11764705926179886]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,2,5,1,5,single_condition,importance,wine_quality,874,forward_simulation,5,training,5,1,,infer_with_explanation,ImportanceCategorization,"[0.7878788113594055, 0.3913043439388275, -0.009891197085380554, 0.19298245012760162, 0.11764705926179886]","[1.0, 0.17684229126013928, 0.2722709095772389, 0.37083027649498596, 0.13012681281542862]",{0: 1.0},0,5.0,False,5.0
1,2,6,1,6,single_condition,importance,wine_quality,1575,forward_simulation,5,training,6,0,,infer_no_explanation,ImportanceCategorization,"[0.7878788113594055, 0.3695652186870575, 0.08902077376842499, 0.4385964870452881, 0.3921568691730499]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,2,6,1,6,single_condition,importance,wine_quality,1575,forward_simulation,5,training,6,0,,infer_with_explanation,ImportanceCategorization,"[0.7878788113594055, 0.3695652186870575, 0.08902077376842499, 0.4385964870452881, 0.3921568691730499]","[1.0, 0.0934257031990257, 0.1743237897812421, 0.08420742540954647, 0.0707406358451961]",{1: 1.0},1,5.0,False,5.0
0,2,7,1,7,single_condition,importance,wine_quality,1098,forward_simulation,5,training,7,1,,infer_no_explanation,ImportanceCategorization,"[1.0, 0.739130437374115, 0.04945598542690277, 0.07017543911933899, 0.1764705926179886]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
0,2,7,1,7,single_condition,importance,wine_quality,1098,forward_simulation,5,training,7,1,,infer_with_explanation,ImportanceCategorization,"[1.0, 0.739130437374115, 0.04945598542690277, 0.07017543911933899, 0.1764705926179886]","[1.0, 0.4635004032814305, 0.28092277583528946, 0.26648823906128427, 0.05290113463275308]",{0: 1.0},0,5.0,False,5.0
1,2,8,1,8,single_condition,importance,wine_quality,275,forward_simulation,5,training,8,0,,infer_no_explanation,ImportanceCategorization,"[0.4545454680919647, 0.43478259444236755, 0.4945598542690277, 0.48245614767074585, 0.5882353186607361]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,2,8,1,8,single_condition,importance,wine_quality,275,forward_simulation,5,training,8,0,,infer_with_explanation,ImportanceCategorization,"[0.4545454680919647, 0.43478259444236755, 0.4945598542690277, 0.48245614767074585, 0.5882353186607361]","[0.06776295897990654, 1.0, 0.8773733263149041, 0.8785030342774366, 0.1598117090068564]",{1: 1.0},1,5.0,False,5.0
1,2,9,1,9,single_condition,importance,wine_quality,1313,forward_simulation,5,training,9,0,,infer_no_explanation,ImportanceCategorization,"[0.27272728085517883, 0.15217390656471252, 0.5341246128082275, 0.15789473056793213, 0.6666666865348816]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,2,9,1,9,single_condition,importance,wine_quality,1313,forward_simulation,5,training,9,0,,infer_with_explanation,ImportanceCategorization,"[0.27272728085517883, 0.15217390656471252, 0.5341246128082275, 0.15789473056793213, 0.6666666865348816]","[0.9967809428304043, 0.882754265089942, 0.5931557696237312, 1.0, 0.18920999409786224]",{0: 1.0},0,5.0,True,5.0
1,2,10,1,10,single_condition,importance,wine_quality,1534,forward_simulation,5,training,10,0,,infer_no_explanation,ImportanceCategorization,"[0.7575757503509521, 0.32608696818351746, 0.17804154753684998, 0.5087719559669495, 0.7058823704719543]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,2,10,1,10,single_condition,importance,wine_quality,1534,forward_simulation,5,training,10,0,,infer_with_explanation,ImportanceCategorization,"[0.7575757503509521, 0.32608696818351746, 0.17804154753684998, 0.5087719559669495, 0.7058823704719543]","[1.0, 0.16075125979589827, 0.087097188628096, 0.02647314571410475, 0.016278989198391238]",{0: 1.0},0,5.0,True,5.0
0,2,11,1,1,single_condition,importance,wine_quality,960,forward_simulation,5,testing,1,1,True,infer_with_explanation,ImportanceCategorization,"[0.5757575631141663, 0.8260869383811951, 0.26706230640411377, 0.35087719559669495, 0.19607843458652496]","[0.26353824269044746, 1.0, 0.24525828518225393, 0.40897180066013994, 0.6546511501678413]",{0: 1.0},0,5.0,False,
0,2,12,1,2,single_condition,importance,wine_quality,1070,forward_simulation,5,testing,2,1,True,infer_with_explanation,ImportanceCategorization,"[0.5757575631141663, 0.9130434989929199, 0.2571711242198944, 0.10526315867900848, 0.23529411852359772]","[0.1343560327963524, 1.0, 0.32531204935980496, 0.8319870153428203, 0.286117911723218]",{0: 1.0},0,5.0,False,
0,2,13,1,3,single_condition,importance,wine_quality,1405,forward_simulation,5,testing,3,1,False,infer_no_explanation,ImportanceCategorization,"[0.6363636255264282, 0.9347826242446899, 0.22749753296375275, 0.017543859779834747, 0.4313725531101227]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,2,14,1,4,single_condition,importance,wine_quality,1021,forward_simulation,5,testing,4,0,True,infer_with_explanation,ImportanceCategorization,"[0.8181818127632141, 0.1304347813129425, -0.029673591256141663, 0.15789473056793213, 0.27450981736183167]","[1.0, 0.3314633949692461, 0.21428986811364278, 0.39511158318334455, 0.11088971973105932]",{0: 1.0},0,5.0,True,
1,2,15,1,5,single_condition,importance,wine_quality,311,forward_simulation,5,testing,5,0,True,infer_with_explanation,ImportanceCategorization,"[0.06060606241226196, 0.15217390656471252, 0.9297724962234497, 0.45614033937454224, 0.4117647111415863]","[1.0, 0.48599494033393514, 0.39969062454921855, 0.18959090639241283, 0.013831516756667354]",{0: 1.0},0,5.0,True,
0,2,16,1,6,single_condition,importance,wine_quality,1132,forward_simulation,5,testing,6,1,False,infer_no_explanation,ImportanceCategorization,"[1.3333333730697632, 0.8913043737411499, 0.26706230640411377, 0.15789473056793213, 0.6274510025978088]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,2,17,1,7,single_condition,importance,wine_quality,539,forward_simulation,5,testing,7,0,True,infer_with_explanation,ImportanceCategorization,"[0.6060606241226196, 0.32608696818351746, 0.059347182512283325, 0.4035087823867798, 0.3137255012989044]","[1.0, 0.1648628486648177, 0.19664457329973678, 0.03146919426112405, 0.026802381827137355]",{0: 1.0},0,5.0,True,
1,2,18,1,8,single_condition,importance,wine_quality,1260,forward_simulation,5,testing,8,0,False,infer_no_explanation,ImportanceCategorization,"[0.03030303120613098, 1.47826087474823, 0.44510385394096375, 0.640350878238678, -0.0784313753247261]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,2,19,1,9,single_condition,importance,wine_quality,1267,forward_simulation,5,testing,9,1,True,infer_with_explanation,ImportanceCategorization,"[0.6666666865348816, 0.8695651888847351, 0.07912957668304443, 0.28070175647735596, 0.0784313753247261]","[1.0, 0.2539777882264693, 0.24228358113530551, 0.1712582232430703, 0.09259366535896288]",{0: 1.0},0,5.0,False,
1,2,20,1,10,single_condition,importance,wine_quality,1060,forward_simulation,5,testing,10,0,False,infer_no_explanation,ImportanceCategorization,"[0.21212121844291687, 0.5, -0.029673591256141663, -0.07017543911933899, 0.1568627506494522]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,2,21,1,11,single_condition,importance,wine_quality,588,forward_simulation,5,testing,11,0,True,infer_with_explanation,ImportanceCategorization,"[1.454545497894287, 0.5869565010070801, 0.3857566714286804, 0.2631579041481018, 1.2941176891326904]","[1.0, 0.390870498374628, 0.13001449370193086, 0.12487060027359329, 0.018855521962369542]",{0: 1.0},0,5.0,True,
0,2,22,1,12,single_condition,importance,wine_quality,964,forward_simulation,5,testing,12,1,True,infer_with_explanation,ImportanceCategorization,"[0.5757575631141663, 0.8260869383811951, 0.26706230640411377, 0.35087719559669495, 0.19607843458652496]","[0.21095815369114626, 1.0, 0.28304807143859134, 0.25627223605793686, 0.09577096772995125]",{0: 1.0},0,5.0,False,
0,2,23,1,13,single_condition,importance,wine_quality,875,forward_simulation,5,testing,13,1,False,infer_no_explanation,ImportanceCategorization,"[0.7878788113594055, 0.695652186870575, 0.04945598542690277, 0.07017543911933899, 0.4901960790157318]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,2,24,1,14,single_condition,importance,wine_quality,1127,forward_simulation,5,testing,14,0,False,infer_no_explanation,ImportanceCategorization,"[0.6969696879386902, 0.28260868787765503, 0.40553906559944153, 0.859649121761322, 0.8823529481887817]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,2,25,1,15,single_condition,importance,wine_quality,13,forward_simulation,5,testing,15,0,False,infer_no_explanation,ImportanceCategorization,"[-0.03030303120613098, 2.36956524848938, 0.17804154753684998, 0.5964912176132202, 0.3921568691730499]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
0,2,26,1,16,single_condition,importance,wine_quality,1061,forward_simulation,5,testing,16,1,True,infer_with_explanation,ImportanceCategorization,"[1.0, 0.47826087474823, 0.04945598542690277, 0.22807016968727112, 0.29411765933036804]","[1.0, 0.19691800342236424, 0.33241556823685176, 0.0768611619896169, 0.1534308017131811]","{0: 0.5, 1: 0.5}",0,5.0,False,
0,2,27,1,17,single_condition,importance,wine_quality,513,forward_simulation,5,testing,17,1,False,infer_no_explanation,ImportanceCategorization,"[0.7878788113594055, 0.41304346919059753, 0.03956478834152222, 0.42105263471603394, 0.05882352963089943]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,2,28,1,18,single_condition,importance,wine_quality,214,forward_simulation,5,testing,18,0,True,infer_with_explanation,ImportanceCategorization,"[0.1818181872367859, 0.52173912525177, 0.2967359125614166, 0.8157894611358643, 0.3529411852359772]","[1.0, 0.37481439824031376, 0.09150411064250791, 0.9820479456933039, 0.03694389937950125]","{0: 0.5, 1: 0.5}",0,5.0,True,
0,2,29,1,19,single_condition,importance,wine_quality,1120,forward_simulation,5,testing,19,1,False,infer_no_explanation,ImportanceCategorization,"[1.1818181276321411, 0.54347825050354, 0.059347182512283325, 0.4736842215061188, 0.27450981736183167]",,"{0: 0.5, 1: 0.5}",0,5.0,False,
1,2,30,1,20,single_condition,importance,wine_quality,1482,forward_simulation,5,testing,20,0,False,infer_no_explanation,ImportanceCategorization,"[0.3333333432674408, 0.21739129722118378, -0.01978239417076111, 0.5438596606254578, 0.529411792755127]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,3,1,1,1,single_condition,attribution,wine_quality,235,forward_simulation,5,training,1,0,,infer_no_explanation,AttributionSum,"[-0.06060606241226196, 0.239130437374115, 0.26706230640411377, 0.6315789222717285, 0.6078431606292725]",,"{0: 0.5, 1: 0.5}",0,5.0,True,
1,3,1,1,1,single_condition,attribution,wine_quality,235,forward_simulation,5,training,1,0,,infer_with_explanation,AttributionSum,"[-0.06060606241226196, 0.239130437374115, 0.26706230640411377, 0.6315789222717285, 0.6078431606292725]","[-1.0, -0.10246195969153087, -0.07605242896164534, -0.05465258989820644, -0.1416461697792939]","{0: 0.7579817495377743, 1: 0.2420182504622257}",0,5.0,True,5.0
0,3,2,1,2,single_condition,attribution,wine_quality,1090,forward_simulation,5,training,2,1,,infer_no_explanation,AttributionSum,"[0.7878788113594055, 0.3478260934352875, 0.6231454014778137, -0.017543859779834747, -0.1568627506494522]",,"{0: 0.7579817495377743, 1: 0.2420182504622257}",0,5.0,False,
1,3,2,1,2,single_condition,attribution,wine_quality,1090,forward_simulation,5,training,2,1,,infer_with_explanation,AttributionSum,"[0.7878788113594055, 0.3478260934352875, 0.6231454014778137, -0.017543859779834747, -0.1568627506494522]","[1.0, 0.16239842784109407, -0.21779057045438263, 0.33447044333829284, 0.16257037934449073]","{0: 0.208420862888976, 1: 0.791579137111024}",1,5.0,True,5.0
1,3,3,1,3,single_condition,attribution,wine_quality,2,forward_simulation,5,training,3,0,,infer_no_explanation,AttributionSum,"[0.1818181872367859, 0.3913043439388275, 0.42532145977020264, 0.859649121761322, 0.3921568691730499]",,"{0: 0.6878771791241289, 1: 0.312122820875871}",0,5.0,True,
1,3,3,1,3,single_condition,attribution,wine_quality,2,forward_simulation,5,training,3,0,,infer_with_explanation,AttributionSum,"[0.1818181872367859, 0.3913043439388275, 0.42532145977020264, 0.859649121761322, 0.3921568691730499]","[-1.0, 0.29073351224657334, -0.03873357052557135, -0.8241938556199656, -0.01805681631079073]","{0: 0.8610685958962971, 1: 0.1389314041037028}",0,5.0,True,5.0
1,3,4,1,4,single_condition,attribution,wine_quality,358,forward_simulation,5,training,4,0,,infer_no_explanation,AttributionSum,"[0.3636363744735718, 0.8260869383811951, 0.11869436502456665, 0.28070175647735596, 0.1764705926179886]",,"{0: 0.6621564474666202, 1: 0.3378435525333799}",0,5.0,True,
0,3,4,1,4,single_condition,attribution,wine_quality,358,forward_simulation,5,training,4,0,,infer_with_explanation,AttributionSum,"[0.3636363744735718, 0.8260869383811951, 0.11869436502456665, 0.28070175647735596, 0.1764705926179886]","[0.08449644778613695, 1.0, 0.2611010875986475, 0.09168970134239665, 0.019920621307076617]","{0: 0.22078440435775715, 1: 0.7792155956422429}",1,5.0,False,5.0
0,3,5,1,5,single_condition,attribution,wine_quality,1008,forward_simulation,5,training,5,1,,infer_no_explanation,AttributionSum,"[0.8484848737716675, 0.5, 0.1285855621099472, 0.14035087823867798, 0.3333333432674408]",,"{0: 0.6371678446843124, 1: 0.3628321553156876}",0,5.0,False,
1,3,5,1,5,single_condition,attribution,wine_quality,1008,forward_simulation,5,training,5,1,,infer_with_explanation,AttributionSum,"[0.8484848737716675, 0.5, 0.1285855621099472, 0.14035087823867798, 0.3333333432674408]","[1.0, 0.1559548476768825, 0.03322326910066671, 0.3134432902473556, -0.05766026563589879]","{0: 0.2119112274921653, 1: 0.7880887725078347}",1,5.0,True,5.0
1,3,6,1,6,single_condition,attribution,wine_quality,996,forward_simulation,5,training,6,1,,infer_no_explanation,AttributionSum,"[1.0909091234207153, 0.3478260934352875, 0.0, 0.6842105388641357, 1.2745097875595093]",,"{0: 0.07079477813190749, 1: 0.9292052218680925}",1,5.0,True,
1,3,6,1,6,single_condition,attribution,wine_quality,996,forward_simulation,5,training,6,1,,infer_with_explanation,AttributionSum,"[1.0909091234207153, 0.3478260934352875, 0.0, 0.6842105388641357, 1.2745097875595093]","[1.0, 0.0469639839960061, 0.2210170902631046, -0.3941851035933158, -0.060357803520603555]","{0: 0.3530144666857802, 1: 0.6469855333142198}",1,5.0,True,5.0
1,3,7,1,7,single_condition,attribution,wine_quality,802,forward_simulation,5,training,7,1,,infer_no_explanation,AttributionSum,"[1.121212124824524, 1.02173912525177, 0.7418397665023804, 0.5526315569877625, 0.9803921580314636]",,"{0: 0.35182511423596274, 1: 0.6481748857640373}",1,5.0,True,
1,3,7,1,7,single_condition,attribution,wine_quality,802,forward_simulation,5,training,7,1,,infer_with_explanation,AttributionSum,"[1.121212124824524, 1.02173912525177, 0.7418397665023804, 0.5526315569877625, 0.9803921580314636]","[1.0, 0.24281621775097145, -0.31639889238565533, -0.03988978671769417, -0.026678348403022516]","{0: 0.3354580471874079, 1: 0.6645419528125921}",1,5.0,True,5.0
1,3,8,1,8,single_condition,attribution,wine_quality,938,forward_simulation,5,training,8,1,,infer_no_explanation,AttributionSum,"[1.121212124824524, 0.54347825050354, 0.306627094745636, 0.19298245012760162, 0.5490196347236633]",,"{0: 0.4281468449607698, 1: 0.5718531550392302}",1,5.0,True,
1,3,8,1,8,single_condition,attribution,wine_quality,938,forward_simulation,5,training,8,1,,infer_with_explanation,AttributionSum,"[1.121212124824524, 0.54347825050354, 0.306627094745636, 0.19298245012760162, 0.5490196347236633]","[1.0, 0.1029997213918481, -0.21166519314346116, 0.36129870989353013, -0.07611438072374117]","{0: 0.20402930897208904, 1: 0.795970691027911}",1,5.0,True,5.0
0,3,9,1,9,single_condition,attribution,wine_quality,1049,forward_simulation,5,training,9,0,,infer_no_explanation,AttributionSum,"[0.4848484992980957, 0.6521739363670349, 0.059347182512283325, 0.4035087823867798, 0.4117647111415863]",,"{0: 0.26020567786482085, 1: 0.7397943221351791}",1,5.0,False,
0,3,9,1,9,single_condition,attribution,wine_quality,1049,forward_simulation,5,training,9,0,,infer_with_explanation,AttributionSum,"[0.4848484992980957, 0.6521739363670349, 0.059347182512283325, 0.4035087823867798, 0.4117647111415863]","[-0.06385422802112431, 1.0, 0.17893408031467062, 0.20307573098939183, 0.21150393276904494]","{0: 0.22943505555832078, 1: 0.7705649444416792}",1,5.0,False,5.0
