episode,step,reward,app_id,model_name,chosen_mode,with_explanation,decision_boundary,decision_boundary_bin,decision_noise,memory_recall_threshold,opportunity_cost,prob_correct,pred_time,reward_without_illegal_penalty,n_selected_features,illegal_action,selected_features,selected_feature_slots,feature_order,feature_0_selected,feature_1_selected,feature_2_selected,feature_3_selected,feature_4_selected,feature_5_selected,slot_0_selected,slot_1_selected,slot_2_selected,slot_3_selected,slot_4_selected,slot_5_selected
1,4,0.5878179473828428,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.6560437217165118,3.6975125841950054,0.5878179473828428,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.18763128054958456,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.25033004525347125,3.3979749408530484,0.18763128054958456,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,6,0.08750450011422192,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.18869187410170118,5.3754840761253675,0.08750450011422192,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,7,0.8363963463876987,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.9299365218712031,4.9610422764032,0.8363963463876987,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,8,0.08750450011422192,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.18869187410170118,5.3754840761253675,0.08750450011422192,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,9,0.18763128054961936,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.2503300452534438,3.3979749408496764,0.18763128054961936,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.04079924154903148,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.09428632353690447,2.898745535298854,0.04079924154903148,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.01143283374897646,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.06307757919354717,2.7988996541826205,0.01143283374897646,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.9183287562489898,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.9681311651499471,2.6990537730495285,0.9183287562489898,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,13,0.08750450011422192,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.18869187410170118,5.3754840761253675,0.08750450011422192,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,14,0.9183287562489002,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.9681311651499198,2.6990537730529005,0.9183287562489002,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,15,0.011432833749080829,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.0630775791934649,2.798899654172506,0.011432833749080829,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,16,0.08750450011422192,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.18869187410170118,5.3754840761253675,0.08750450011422192,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,17,0.7616512912325971,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.8603654093354313,5.241445366462873,0.7616512912325971,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,18,0.07016564934932992,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.1254950678800697,2.998591416391486,0.07016564934932992,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,19,0.04092047256173455,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.13963459066456874,5.241445366462873,0.04092047256173455,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,20,0.8852776753623303,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.9369224208065899,2.798899654165762,0.8852776753623303,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,21,0.8036136815368171,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.8997316271611862,5.1007451618317265,0.8036136815368171,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,22,0.8036136815368171,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.8997316271611862,5.1007451618317265,0.8036136815368171,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,23,0.88527767536242,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.9369224208066174,2.7988996541623905,0.88527767536242,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,24,0.8036136815368171,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.8997316271611862,5.1007451618317265,0.8036136815368171,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,25,0.9183287562489001,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.9681311651499197,2.6990537730529005,0.9183287562489001,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,26,-0.04729998185099431,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.000660090506722999,2.599207891936667,-0.04729998185099431,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,27,-0.04729998185099431,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.000660090506722999,2.599207891936667,-0.04729998185099431,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,28,0.08750450011422192,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.18869187410170118,5.3754840761253675,0.08750450011422192,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,29,-0.01793357405097408,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.03186883485010772,2.6990537730562725,-0.01793357405097408,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,30,0.8036136815368171,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.8997316271611862,5.1007451618317265,0.8036136815368171,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,31,0.9183287562489898,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.9681311651499471,2.6990537730495285,0.9183287562489898,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,32,0.04092047256173455,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.13963459066456874,5.241445366462873,0.04092047256173455,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,33,0.8036136815368171,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.8997316271611862,5.1007451618317265,0.8036136815368171,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,34,0.8036136815368171,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.8997316271611862,5.1007451618317265,0.8036136815368171,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,35,-0.01793357405090449,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.031868834850052874,2.6990537730495285,-0.01793357405090449,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,36,0.8036136815368171,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.8997316271611862,5.1007451618317265,0.8036136815368171,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,37,0.9513798371355597,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.999339909493277,2.599207891936667,0.9513798371355597,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,38,0.08750450011422192,wine_binary,xgboost,read,True,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.18869187410170118,5.3754840761253675,0.08750450011422192,1,False,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,39,0.9513798371355597,wine_binary,xgboost,retrieve,False,0.6,0,0.40481978012678277,-0.07222941708077191,0.018451803146066283,0.999339909493277,2.599207891936667,0.9513798371355597,0,False,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.0025430388501501717,wine_binary,xgboost,read,True,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.08555652190608831,5.502774561294275,0.0025430388501501717,1,False,1,5,"0,4,2,5,3,1",0,1,0,0,0,0,0,0,0,0,0,1
2,1,0.5617259936323834,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.6249820329660848,4.296614723420509,0.5617259936323834,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,2,0.5617259936323294,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.6249820329660809,4.296614723423913,0.5617259936323294,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,3,0.13677854626492558,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.18754491758476854,3.448264241091344,0.13677854626492558,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,4,0.10761464935876308,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.1562994093432678,3.30687249405719,0.10761464935876308,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,5,0.7632192428513299,wine_binary,xgboost,read,True,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.880316725684753,7.682053998992452,0.7632192428513299,2,False,"0,1","0,5","0,4,2,5,3,1",1,1,0,0,0,0,1,0,0,0,0,1
2,6,0.49086186453503744,wine_binary,xgboost,read,True,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.6171891598806936,8.308981463187049,0.49086186453503744,2,False,"0,1","0,5","0,4,2,5,3,1",1,1,0,0,0,0,1,0,0,0,0,1
2,7,0.7283615915178474,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.7812095741736801,3.5896559881697487,0.7283615915178474,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,8,0.7950158306723355,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.84370059065674,3.306872494050382,0.7950158306723355,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,9,0.7271453894430772,wine_binary,xgboost,read,True,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.8463329685888421,7.824022081148209,0.7271453894430772,2,False,"0,1","0,5","0,4,2,5,3,1",1,1,0,0,0,0,1,0,0,0,0,1
2,10,-0.009040938264962724,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.0313173763771869,2.741305505852497,-0.009040938264962724,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,11,0.8227843566385744,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.9061827287305563,5.5289178341986105,0.8227843566385744,1,False,1,5,"0,4,2,5,3,1",0,1,0,0,0,0,0,0,0,0,0,1
2,12,0.33721126309993954,wine_binary,xgboost,read,True,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.4642498832185006,8.357297616468061,0.33721126309993954,2,False,"0,1","0,5","0,4,2,5,3,1",1,1,0,0,0,0,1,0,0,0,0,1
2,13,0.8283429502493634,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.8749460988982544,3.165480747004315,0.8283429502493634,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,14,-0.009040938264824036,wine_binary,xgboost,retrieve,False,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.03131737637717524,2.741305505842285,-0.009040938264824036,0,False,,,"0,4,2,5,3,1",0,0,0,0,0,0,0,0,0,0,0,0
2,15,0.7651232385740745,wine_binary,xgboost,read,True,0.6,0,0.3546521926095204,0.11597343559680384,0.014722297298125811,0.8820982577469522,7.673735755034622,0.7651232385740745,2,False,"0,1","0,5","0,4,2,5,3,1",1,1,0,0,0,0,1,0,0,0,0,1
