counterfactual_accuracy,participantId,instanceId,xai_property,phase,exp_property,qid,original_attribution_sum,changed_attribution_sum,p_original_high_income,p_new_high_income,confidence_delta,probability_income_increases,agent_response_increases,ground_truth_increases,counterfactual_correct,changed_feature_visible,changed_feature_names,retrieved_exemplar_count,effective_lapse_rate
1,1,34,faithful,testing,faithful,24,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,1,35,faithful,testing,faithful,25,0.11710671067106711,0.08987898789878988,0.2900904579647316,0.2619955697772484,-0.02809488818748318,0.2711578285123671,0,0,1,True,sex,0,0.0
1,1,36,faithful,testing,faithful,26,-0.0022727272727272674,-0.0022727272727272674,0.18068069830252978,0.18068069830252978,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
1,1,37,faithful,testing,faithful,27,-0.0008250825082508292,0.00041254125412539607,0.18179057992439754,0.1827436412374126,0.0009530613130150634,0.5584687117080102,1,1,1,True,marital,0,0.0
1,1,38,faithful,testing,faithful,28,0.03589108910891091,-0.0074257425742574185,0.21172453953673542,0.1767728508446306,-0.034951688692104826,0.21795676919442927,0,0,1,True,marital,0,0.0
1,2,10,faithful,testing,faithful,0,-0.06435643564356433,-0.17945544554455442,0.13793948508173554,0.0811225005967316,-0.05681698448500394,0.09986416320406027,0,0,1,True,education,0,0.0
1,2,11,faithful,testing,faithful,1,0.047142214221422146,-0.0036003600360035998,0.22158900446565616,0.17966747718862702,-0.041921527277029136,0.17204077835876266,0,0,1,True,education,0,0.0
1,2,12,faithful,testing,faithful,2,0.09430693069306934,0.015099009900990112,0.2664431145216544,0.19435012560333065,-0.07209298891832377,0.055082344233767004,0,0,1,True,education,0,0.0
1,2,13,faithful,testing,faithful,3,-0.0010801080108010818,-0.0010801080108010818,0.1815946726377211,0.1815946726377211,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,2,14,faithful,testing,faithful,4,0.047142214221422125,0.05456795679567955,0.2215890044656561,0.22827737627401593,0.006688371808359822,0.6169356441511066,1,1,1,True,relationship,0,0.0
1,2,15,faithful,testing,faithful,5,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
0,2,16,faithful,testing,faithful,6,0.014851485148514854,0.013613861386138616,0.19414995824318967,0.1931514689653311,-0.0009984892778585608,0.538110076952374,1,0,0,True,race,0,0.0
1,2,17,faithful,testing,faithful,7,0.03712871287128715,0.08415841584158416,0.2127937197297605,0.2563210404117876,0.04352732068202711,0.8837549947596567,1,1,1,True,education,0,0.0
1,2,18,faithful,testing,faithful,8,0.0021377137713771335,0.0033753375337533705,0.18407861685603066,0.18504096071896772,0.0009623438629370595,0.5585651344002276,1,1,1,True,occupation,0,0.0
1,2,19,faithful,testing,faithful,9,-0.0018001800180018042,-0.0005625562556255664,0.1810424094869366,0.18199242086340967,0.0009500113764730755,0.5584370294621266,1,1,1,True,sex,0,0.0
1,2,20,faithful,testing,faithful,10,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,2,21,faithful,testing,faithful,11,-0.0015651565156515478,-0.0015376537653765206,0.18122251809010592,0.1812436037449841,2.108565487818348e-05,0.5487665468249826,1,1,1,True,hours-per-week,0,0.0
1,2,22,faithful,testing,faithful,12,-0.0024752475247524983,-0.011138613861386149,0.18052585175464023,0.17399850499791344,-0.006527346756726782,0.4799661838139919,0,0,1,True,occupation,0,0.0
1,2,23,faithful,testing,faithful,13,0.16721672167216717,0.07934543454345432,0.3461419418053378,0.251609627060356,-0.0945323147449818,0.022148841492342013,0,0,1,True,education,0,0.0
1,2,24,faithful,testing,faithful,14,-0.0012376237623762379,0.0037128712871286997,0.18147375316676298,0.18530409207842502,0.00383033891166204,0.5881108208290439,1,1,1,True,occupation,0,0.0
1,2,25,faithful,testing,faithful,15,0.0947823416526956,0.09538740215874619,0.2669234777294336,0.2675356368734334,0.0006121591439998131,0.5549245868677294,1,1,1,True,hours-per-week,0,0.0
1,2,26,faithful,testing,faithful,16,0.09180904612026697,0.08809617483313825,0.2639282719672285,0.260218445354041,-0.003709826613187528,0.5096277506485152,1,1,1,True,occupation,0,0.0
1,2,27,faithful,testing,faithful,17,0.049257425742574246,0.033168316831683156,0.2234797945066632,0.2093861925002002,-0.01409360200646298,0.40157122886127994,0,0,1,True,occupation,0,0.0
1,2,28,faithful,testing,faithful,18,0.19678217821782176,0.1992574257425742,0.3814765982935796,0.38449869796111674,0.003022099667537137,0.5798389481715998,1,1,1,True,education,0,0.0
1,2,29,faithful,testing,faithful,19,-0.0005975597559756041,-0.0005975597559756041,0.18196549867414197,0.18196549867414197,0.0,0.5485465804182781,1,1,1,False,relationship,0,0.0
1,2,30,faithful,testing,faithful,20,2.2502250225022278e-05,2.2502250225022278e-05,0.18244286456751688,0.18244286456751688,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,2,31,faithful,testing,faithful,21,4.5004500450044555e-05,4.5004500450044555e-05,0.18246020660916462,0.18246020660916462,0.0,0.5485465804182781,1,1,1,False,occupation,0,0.0
1,2,32,faithful,testing,faithful,22,-0.0005175517551755213,0.0007200720072007042,0.18202703965731762,0.18298106340678172,0.0009540237494641002,0.5584787092428742,1,1,1,True,marital,0,0.0
1,2,33,faithful,testing,faithful,23,0.0021852185218521852,0.0022527252725272526,0.18411548367094344,0.18416788319007305,5.239951912960894e-05,0.5490931791374949,1,1,1,True,age,0,0.0
1,2,34,faithful,testing,faithful,24,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,2,35,faithful,testing,faithful,25,0.11710671067106711,0.08987898789878988,0.2900904579647316,0.2619955697772484,-0.02809488818748318,0.2711578285123671,0,0,1,True,sex,0,0.0
1,2,36,faithful,testing,faithful,26,-0.0022727272727272674,-0.0022727272727272674,0.18068069830252978,0.18068069830252978,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
1,2,37,faithful,testing,faithful,27,-0.0008250825082508292,0.00041254125412539607,0.18179057992439754,0.1827436412374126,0.0009530613130150634,0.5584687117080102,1,1,1,True,marital,0,0.0
1,2,38,faithful,testing,faithful,28,0.03589108910891091,-0.0074257425742574185,0.21172453953673542,0.1767728508446306,-0.034951688692104826,0.21795676919442927,0,0,1,True,marital,0,0.0
1,3,10,faithful,testing,faithful,0,-0.06435643564356433,-0.17945544554455442,0.13793948508173554,0.0811225005967316,-0.05681698448500394,0.09986416320406027,0,0,1,True,education,0,0.0
1,3,11,faithful,testing,faithful,1,0.047142214221422146,-0.0036003600360035998,0.22158900446565616,0.17966747718862702,-0.041921527277029136,0.17204077835876266,0,0,1,True,education,0,0.0
1,3,12,faithful,testing,faithful,2,0.09430693069306934,0.015099009900990112,0.2664431145216544,0.19435012560333065,-0.07209298891832377,0.055082344233767004,0,0,1,True,education,0,0.0
1,3,13,faithful,testing,faithful,3,-0.0010801080108010818,-0.0010801080108010818,0.1815946726377211,0.1815946726377211,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,3,14,faithful,testing,faithful,4,0.047142214221422125,0.05456795679567955,0.2215890044656561,0.22827737627401593,0.006688371808359822,0.6169356441511066,1,1,1,True,relationship,0,0.0
1,3,15,faithful,testing,faithful,5,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
0,3,16,faithful,testing,faithful,6,0.014851485148514854,0.013613861386138616,0.19414995824318967,0.1931514689653311,-0.0009984892778585608,0.538110076952374,1,0,0,True,race,0,0.0
1,3,17,faithful,testing,faithful,7,0.03712871287128715,0.08415841584158416,0.2127937197297605,0.2563210404117876,0.04352732068202711,0.8837549947596567,1,1,1,True,education,0,0.0
1,3,18,faithful,testing,faithful,8,0.0021377137713771335,0.0033753375337533705,0.18407861685603066,0.18504096071896772,0.0009623438629370595,0.5585651344002276,1,1,1,True,occupation,0,0.0
1,3,19,faithful,testing,faithful,9,-0.0018001800180018042,-0.0005625562556255664,0.1810424094869366,0.18199242086340967,0.0009500113764730755,0.5584370294621266,1,1,1,True,sex,0,0.0
1,3,20,faithful,testing,faithful,10,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,3,21,faithful,testing,faithful,11,-0.0015651565156515478,-0.0015376537653765206,0.18122251809010592,0.1812436037449841,2.108565487818348e-05,0.5487665468249826,1,1,1,True,hours-per-week,0,0.0
1,3,22,faithful,testing,faithful,12,-0.0024752475247524983,-0.011138613861386149,0.18052585175464023,0.17399850499791344,-0.006527346756726782,0.4799661838139919,0,0,1,True,occupation,0,0.0
1,3,23,faithful,testing,faithful,13,0.16721672167216717,0.07934543454345432,0.3461419418053378,0.251609627060356,-0.0945323147449818,0.022148841492342013,0,0,1,True,education,0,0.0
1,3,24,faithful,testing,faithful,14,-0.0012376237623762379,0.0037128712871286997,0.18147375316676298,0.18530409207842502,0.00383033891166204,0.5881108208290439,1,1,1,True,occupation,0,0.0
1,3,25,faithful,testing,faithful,15,0.0947823416526956,0.09538740215874619,0.2669234777294336,0.2675356368734334,0.0006121591439998131,0.5549245868677294,1,1,1,True,hours-per-week,0,0.0
1,3,26,faithful,testing,faithful,16,0.09180904612026697,0.08809617483313825,0.2639282719672285,0.260218445354041,-0.003709826613187528,0.5096277506485152,1,1,1,True,occupation,0,0.0
1,3,27,faithful,testing,faithful,17,0.049257425742574246,0.033168316831683156,0.2234797945066632,0.2093861925002002,-0.01409360200646298,0.40157122886127994,0,0,1,True,occupation,0,0.0
1,3,28,faithful,testing,faithful,18,0.19678217821782176,0.1992574257425742,0.3814765982935796,0.38449869796111674,0.003022099667537137,0.5798389481715998,1,1,1,True,education,0,0.0
1,3,29,faithful,testing,faithful,19,-0.0005975597559756041,-0.0005975597559756041,0.18196549867414197,0.18196549867414197,0.0,0.5485465804182781,1,1,1,False,relationship,0,0.0
1,3,30,faithful,testing,faithful,20,2.2502250225022278e-05,2.2502250225022278e-05,0.18244286456751688,0.18244286456751688,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,3,31,faithful,testing,faithful,21,4.5004500450044555e-05,4.5004500450044555e-05,0.18246020660916462,0.18246020660916462,0.0,0.5485465804182781,1,1,1,False,occupation,0,0.0
1,3,32,faithful,testing,faithful,22,-0.0005175517551755213,0.0007200720072007042,0.18202703965731762,0.18298106340678172,0.0009540237494641002,0.5584787092428742,1,1,1,True,marital,0,0.0
1,3,33,faithful,testing,faithful,23,0.0021852185218521852,0.0022527252725272526,0.18411548367094344,0.18416788319007305,5.239951912960894e-05,0.5490931791374949,1,1,1,True,age,0,0.0
1,3,34,faithful,testing,faithful,24,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,3,35,faithful,testing,faithful,25,0.11710671067106711,0.08987898789878988,0.2900904579647316,0.2619955697772484,-0.02809488818748318,0.2711578285123671,0,0,1,True,sex,0,0.0
1,3,36,faithful,testing,faithful,26,-0.0022727272727272674,-0.0022727272727272674,0.18068069830252978,0.18068069830252978,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
1,3,37,faithful,testing,faithful,27,-0.0008250825082508292,0.00041254125412539607,0.18179057992439754,0.1827436412374126,0.0009530613130150634,0.5584687117080102,1,1,1,True,marital,0,0.0
1,3,38,faithful,testing,faithful,28,0.03589108910891091,-0.0074257425742574185,0.21172453953673542,0.1767728508446306,-0.034951688692104826,0.21795676919442927,0,0,1,True,marital,0,0.0
1,4,10,sparse,testing,sparse,0,-0.03723248314277338,-0.03723248314277338,0.1474904822465672,0.1474904822465672,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
1,4,11,sparse,testing,sparse,1,0.0022787239146078164,0.0022787239146078164,0.18475940759476364,0.18475940759476364,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
1,4,12,sparse,testing,sparse,2,-0.012760853921803816,-0.027272727272727282,0.1697783792373317,0.1562547759873671,-0.0135236032499646,0.35215691575594993,0,0,1,True,education,0,0.0
0,4,13,sparse,testing,sparse,3,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,4,14,sparse,testing,sparse,4,-0.0237467018469657,-0.0237467018469657,0.15945773454610576,0.15945773454610576,0.0,0.46946305301249813,0,1,0,False,relationship,0,0.0
0,4,15,sparse,testing,sparse,5,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
1,4,16,sparse,testing,sparse,6,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,0,1,False,race,0,0.0
0,4,17,sparse,testing,sparse,7,-0.0078915807147997,-0.0078915807147997,0.1745200214037054,0.1745200214037054,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,4,18,sparse,testing,sparse,8,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,4,19,sparse,testing,sparse,9,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,sex,0,0.0
0,4,20,sparse,testing,sparse,10,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,4,21,sparse,testing,sparse,11,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,hours-per-week,0,0.0
1,4,22,sparse,testing,sparse,12,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
1,4,23,sparse,testing,sparse,13,0.10011726766344184,0.10011726766344184,0.30664132858757703,0.30664132858757703,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
0,4,24,sparse,testing,sparse,14,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,4,25,sparse,testing,sparse,15,0.04793104998580986,0.04793104998580986,0.2364083128523786,0.2364083128523786,0.0,0.46946305301249813,0,1,0,False,hours-per-week,0,0.0
0,4,26,sparse,testing,sparse,16,0.0926846860326907,0.0926846860326907,0.29595023342849397,0.29595023342849397,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
1,4,27,sparse,testing,sparse,17,-0.025329815303430078,-0.025329815303430078,0.15801313832110084,0.15801313832110084,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
0,4,28,sparse,testing,sparse,18,-0.0029503478052290617,-0.0029503478052290617,0.17943786974204992,0.17943786974204992,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,4,29,sparse,testing,sparse,19,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,relationship,0,0.0
0,4,30,sparse,testing,sparse,20,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,4,31,sparse,testing,sparse,21,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,4,32,sparse,testing,sparse,22,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,4,33,sparse,testing,sparse,23,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,age,0,0.0
0,4,34,sparse,testing,sparse,24,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
1,4,35,sparse,testing,sparse,25,0.038786279683377306,0.02691292875989447,0.2253141895667943,0.2114685699926199,-0.013845619574174406,0.3495144250878134,0,0,1,True,sex,0,0.0
0,4,36,sparse,testing,sparse,26,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
0,4,37,sparse,testing,sparse,27,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
1,4,38,sparse,testing,sparse,28,0.019349164467897965,0.019349164467897965,0.20297853851013184,0.20297853851013184,0.0,0.46946305301249813,0,0,1,False,marital,0,0.0
1,5,10,sparse,testing,sparse,0,-0.03723248314277338,-0.03723248314277338,0.1474904822465672,0.1474904822465672,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
1,5,11,sparse,testing,sparse,1,0.0022787239146078164,0.0022787239146078164,0.18475940759476364,0.18475940759476364,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
1,5,12,sparse,testing,sparse,2,-0.012760853921803816,-0.027272727272727282,0.1697783792373317,0.1562547759873671,-0.0135236032499646,0.35215691575594993,0,0,1,True,education,0,0.0
0,5,13,sparse,testing,sparse,3,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,5,14,sparse,testing,sparse,4,-0.0237467018469657,-0.0237467018469657,0.15945773454610576,0.15945773454610576,0.0,0.46946305301249813,0,1,0,False,relationship,0,0.0
0,5,15,sparse,testing,sparse,5,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
1,5,16,sparse,testing,sparse,6,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,0,1,False,race,0,0.0
0,5,17,sparse,testing,sparse,7,-0.0078915807147997,-0.0078915807147997,0.1745200214037054,0.1745200214037054,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,5,18,sparse,testing,sparse,8,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,5,19,sparse,testing,sparse,9,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,sex,0,0.0
0,5,20,sparse,testing,sparse,10,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,5,21,sparse,testing,sparse,11,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,hours-per-week,0,0.0
1,5,22,sparse,testing,sparse,12,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
1,5,23,sparse,testing,sparse,13,0.10011726766344184,0.10011726766344184,0.30664132858757703,0.30664132858757703,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
0,5,24,sparse,testing,sparse,14,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,5,25,sparse,testing,sparse,15,0.04793104998580986,0.04793104998580986,0.2364083128523786,0.2364083128523786,0.0,0.46946305301249813,0,1,0,False,hours-per-week,0,0.0
0,5,26,sparse,testing,sparse,16,0.0926846860326907,0.0926846860326907,0.29595023342849397,0.29595023342849397,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
1,5,27,sparse,testing,sparse,17,-0.025329815303430078,-0.025329815303430078,0.15801313832110084,0.15801313832110084,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
0,5,28,sparse,testing,sparse,18,-0.0029503478052290617,-0.0029503478052290617,0.17943786974204992,0.17943786974204992,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,5,29,sparse,testing,sparse,19,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,relationship,0,0.0
0,5,30,sparse,testing,sparse,20,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,5,31,sparse,testing,sparse,21,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,5,32,sparse,testing,sparse,22,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,5,33,sparse,testing,sparse,23,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,age,0,0.0
0,5,34,sparse,testing,sparse,24,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
1,5,35,sparse,testing,sparse,25,0.038786279683377306,0.02691292875989447,0.2253141895667943,0.2114685699926199,-0.013845619574174406,0.3495144250878134,0,0,1,True,sex,0,0.0
0,5,36,sparse,testing,sparse,26,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
0,5,37,sparse,testing,sparse,27,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
1,5,38,sparse,testing,sparse,28,0.019349164467897965,0.019349164467897965,0.20297853851013184,0.20297853851013184,0.0,0.46946305301249813,0,0,1,False,marital,0,0.0
1,6,10,sparse,testing,sparse,0,-0.03723248314277338,-0.03723248314277338,0.1474904822465672,0.1474904822465672,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
1,6,11,sparse,testing,sparse,1,0.0022787239146078164,0.0022787239146078164,0.18475940759476364,0.18475940759476364,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
1,6,12,sparse,testing,sparse,2,-0.012760853921803816,-0.027272727272727282,0.1697783792373317,0.1562547759873671,-0.0135236032499646,0.35215691575594993,0,0,1,True,education,0,0.0
0,6,13,sparse,testing,sparse,3,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,6,14,sparse,testing,sparse,4,-0.0237467018469657,-0.0237467018469657,0.15945773454610576,0.15945773454610576,0.0,0.46946305301249813,0,1,0,False,relationship,0,0.0
0,6,15,sparse,testing,sparse,5,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
1,6,16,sparse,testing,sparse,6,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,0,1,False,race,0,0.0
0,6,17,sparse,testing,sparse,7,-0.0078915807147997,-0.0078915807147997,0.1745200214037054,0.1745200214037054,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,6,18,sparse,testing,sparse,8,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,6,19,sparse,testing,sparse,9,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,sex,0,0.0
0,6,20,sparse,testing,sparse,10,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,6,21,sparse,testing,sparse,11,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,1,0,False,hours-per-week,0,0.0
1,6,22,sparse,testing,sparse,12,0.0,0.0,0.18242552380635632,0.18242552380635632,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
1,6,23,sparse,testing,sparse,13,0.10011726766344184,0.10011726766344184,0.30664132858757703,0.30664132858757703,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
