episode,step,condition_name,condition_mode,episode_complexity,app_id,model_name,explanation_type,selected_strategy_slot,strategy_slot_order,selected_strategy,selected_strategy_available,reward,decision_noise,memory_recall_threshold,opportunity_cost,lr_calculation_prob_correct,lr_heuristic_prob_correct,dt_traversal_prob_correct,lr_calculation_predicted_correct,lr_heuristic_predicted_correct,dt_traversal_predicted_correct,lr_calculation_pred_time,lr_heuristic_pred_time,dt_traversal_pred_time,selected_prob_correct,selected_predicted_class,selected_predicted_correct,selected_pred_time,selected_decision_boundary,selected_mode,selected_features,selected_feature_slots,selected_feature_mask,selected_feature_slot_mask
0,10,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4921875,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.78125,0.5,0,True,0.78125,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,11,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.5816344091033029,0.5,0.5,0.01,0.0,0.0,0.8125,False,False,True,0.0,0.0,23.086559089669713,0.8125,0,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,12,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.493125,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.6875,0.5,0,False,0.6875,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,13,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.48701494258565825,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,1.2985057414341745,0.5,0,False,1.2985057414341745,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,14,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,15,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,16,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,17,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4925,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.75,0.5,0,False,0.75,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,18,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4903125,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.96875,0.5,0,False,0.96875,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,19,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4909375,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.90625,0.5,0,False,0.90625,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,20,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49245180894817675,0.5,0.5,0.01,0.0,0.0,0.6875,False,False,True,0.0,0.0,19.504819105182325,0.6875,0,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,21,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49125,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.875,0.5,0,True,0.875,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,22,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,23,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,1.0,0.5,0,False,1.0,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,24,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4842172440296305,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,1.5782755970369478,0.5,0,False,1.5782755970369478,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,25,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8049518089481768,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,19.504819105182325,1.0,1,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,26,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.490625,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,27,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4903125,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.96875,0.5,0,True,0.96875,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,28,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8049518089481768,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,19.504819105182325,1.0,1,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,29,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,1.0,0.5,0,False,1.0,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,30,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7066344091033029,0.5,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,23.086559089669713,0.9375,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,31,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4903125,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.96875,0.5,0,False,0.96875,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,32,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,-0.10586559089669714,0.5,0.5,0.01,0.0,0.0,0.125,False,False,False,0.0,0.0,23.086559089669713,0.125,1,False,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,33,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8049518089481768,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,19.504819105182325,1.0,1,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,34,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4903125,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.96875,0.5,0,True,0.96875,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,35,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,36,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8049518089481768,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,19.504819105182325,1.0,1,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,37,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.5816344091033029,0.5,0.5,0.01,0.0,0.0,0.8125,False,False,True,0.0,0.0,23.086559089669713,0.8125,0,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,38,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.490625,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,39,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,1.0,0.5,0,True,1.0,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,0,linear_regression,mixed,low,star98_pass_rate,xgboost,none,1,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_calculation,True,0.2541389784424739,0.5,0.5,0.01,0.28482112495439493,0.583336435182478,0.0,False,True,False,3.0682146511921,3.279661932990031,0.0,0.28482112495439493,0,False,3.0682146511921,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,1,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.2230319150662664,0.5,0.5,0.01,0.746787249584004,0.25396441521021584,0.0,True,False,False,5.49482273892094,3.093250014394945,0.0,0.25396441521021584,1,False,3.093250014394945,0.6,heuristic,[0],[3],"[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0]"
1,2,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.25977656625465484,0.5,0.5,0.01,0.11785102634398581,0.2918906907238721,0.0,False,False,False,8.593514221515592,3.2114124469217247,0.0,0.2918906907238721,1,False,3.2114124469217247,0.6,heuristic,[0],[3],"[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0]"
1,3,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.5895205159558407,0.5,0.5,0.01,0.9815264033271333,0.6217894332092495,0.0,True,True,False,8.198151312693,3.226891725340885,0.0,0.6217894332092495,1,True,3.226891725340885,0.6,heuristic,[0],[3],"[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0]"
1,4,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.2069838668009932,0.5,0.5,0.01,0.3770406428328177,0.23834306280182077,0.0,False,False,False,3.2275512292768953,3.135919600082756,0.0,0.23834306280182077,0,False,3.135919600082756,0.6,heuristic,[1],[1],"[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,5,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.4131584586843615,0.5,0.5,0.01,0.9998723789055896,0.45951960662598323,0.0,True,False,False,8.784480493241821,4.6361147941621725,0.0,0.45951960662598323,1,False,4.6361147941621725,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,6,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.6559303443358705,0.5,0.5,0.01,0.9870123539140456,0.7034583627324502,0.0,True,True,False,10.090991344561925,4.752801839657971,0.0,0.7034583627324502,1,True,4.752801839657971,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,7,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.2761929594884024,0.5,0.5,0.01,0.9018651701309299,0.32474242758021954,0.0,True,False,False,9.848009263487173,4.854946809181715,0.0,0.32474242758021954,1,False,4.854946809181715,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,8,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.6976303046407712,0.5,0.5,0.01,0.9933992180674569,0.7460199651260824,0.0,True,True,False,9.767260434725973,4.838966048531109,0.0,0.7460199651260824,1,True,4.838966048531109,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,9,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.7890037449868983,0.5,0.5,0.01,0.999550880211853,0.8376945359626922,0.0,True,True,False,6.993252879490313,4.869079097579391,0.0,0.8376945359626922,1,True,4.869079097579391,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,10,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.8953018209847479,0.5,0.5,0.01,0.43852032141843283,0.9423044325425212,0.0,False,True,False,3.3337756146667585,4.700261155777325,0.0,0.9423044325425212,1,True,4.700261155777325,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,11,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.1637322184401154,0.5,0.5,0.01,0.5614796785815672,0.2113447285262906,0.0,True,False,False,3.3337756146667585,4.76125100861752,0.0,0.2113447285262906,1,False,4.76125100861752,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,12,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.6787290172058579,0.5,0.5,0.01,0.34630080354608206,0.7264629462490656,0.0,False,True,False,3.1744390366668966,4.773392904320769,0.0,0.7264629462490656,1,True,4.773392904320769,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,13,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.8689487684551209,0.5,0.5,0.01,0.8975404421049961,0.9148608457847767,0.0,True,True,False,11.720520653067481,4.591207732965573,0.0,0.9148608457847767,1,True,4.591207732965573,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,14,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.9120486179387381,0.5,0.5,0.01,0.40778048212562523,0.958799386003664,0.0,False,True,False,3.280663421971827,4.675076806492586,0.0,0.958799386003664,1,True,4.675076806492586,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,15,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.9021032970424628,0.5,0.5,0.01,0.9910104737783001,0.9498095831808494,0.0,True,True,False,6.853168001293568,4.77062861383866,0.0,0.9498095831808494,1,True,4.77062861383866,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,16,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.3321529097258092,0.5,0.5,0.01,0.7766731280781461,0.38107981275217595,0.0,True,False,False,8.376871309576089,4.892690302636675,0.0,0.38107981275217595,1,False,4.892690302636675,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,17,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.7457991794305058,0.5,0.5,0.01,0.5,0.7936996186360565,0.0,False,True,False,3.44,4.790043920555073,0.0,0.7936996186360565,1,True,4.790043920555073,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,18,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.37351915885540304,0.5,0.5,0.01,0.4794752538429239,0.4232175829963962,0.0,False,False,False,10.738179315836797,4.969842414099319,0.0,0.4232175829963962,1,False,4.969842414099319,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,19,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.7650241560418262,0.5,0.5,0.01,0.9173743669452774,0.8138632575714075,0.0,True,True,False,6.498704165478215,4.883910152958139,0.0,0.8138632575714075,1,True,4.883910152958139,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,20,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.29467789151061385,0.5,0.5,0.01,0.5922195178723508,0.3448362302072272,0.0,True,False,False,3.280663422000138,5.015833869661332,0.0,0.3448362302072272,1,False,5.015833869661332,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,21,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.6871530249176493,0.5,0.5,0.01,0.9915070807455586,0.7350651486709485,0.0,True,True,False,8.838222842429397,4.791212375329926,0.0,0.7350651486709485,1,True,4.791212375329926,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,22,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.6838404414599655,0.5,0.5,0.01,0.5614796785815672,0.7343636666233798,0.0,True,True,False,3.3337756146667585,5.052322516341439,0.0,0.7343636666233798,0,True,5.052322516341439,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,23,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.6780203810856188,0.5,0.5,0.01,0.2233414463829477,0.7276717804072752,0.0,False,True,False,2.9619902660004143,4.965139932165641,0.0,0.7276717804072752,1,True,4.965139932165641,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,24,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.8976536233533395,0.5,0.5,0.01,0.22334144637889972,0.9451887036606077,0.0,False,True,False,2.961990265943792,4.753508030726817,0.0,0.9451887036606077,1,True,4.753508030726817,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]"
