Participant ID,Trial Index,Instance Index,AI Prediction,XAIType,dataId,expMethod,modelName,Session,Step,Tested w/ XAI,Response,Timing,Correct,trialType
107,13,62,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,19.236,1.0,Test
107,14,101,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,2.126,0.0,Test
107,15,6,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,11.627,0.0,Test
107,16,86,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.3,0.0,Test
107,17,65,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,68.048,1.0,Test
107,18,42,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,5.875,0.0,Test
107,19,27,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,5.964,0.0,Test
107,20,64,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,59.231,1.0,Test
107,21,36,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,4.137,0.0,Test
107,22,22,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,5.679,1.0,Test
107,23,117,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,3.052,0.0,Test
107,24,111,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,2.543,0.0,Test
107,25,0,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,1.927,1.0,Test
107,26,46,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,5.991,0.0,Test
107,27,98,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,3.778,0.0,Test
107,28,4,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,39.08,1.0,Test
107,29,3,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,3.115,0.0,Test
107,30,44,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,6.141,0.0,Test
107,31,31,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,3.71,1.0,Test
107,32,105,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,8.304,1.0,Test
107,33,13,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,27.317,1.0,Test
107,34,90,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,1.984,0.0,Test
107,35,78,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,1.776,1.0,Test
107,36,110,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,1.686,0.0,Test
107,37,74,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,7.028,0.0,Test
107,38,75,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,37.285,0.0,Test
107,39,106,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,3.577,1.0,Test
107,40,91,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,2.15,0.0,Test
107,41,59,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,4.886,1.0,Test
107,42,45,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,3.061,0.0,Test
107,43,76,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,10.937,0.0,Test
107,44,97,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,1.626,0.0,Test
107,45,67,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,5.474,1.0,Test
107,46,52,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,3.338,0.0,Test
107,47,33,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,6.744,0.0,Train
107,47,33,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,7.747,,Train
107,48,24,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.055,0.0,Train
107,48,24,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,13.14,,Train
107,49,87,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,3.532,1.0,Train
107,49,87,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,5.394,,Train
107,50,114,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.892,1.0,Train
107,50,114,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.944,,Train
107,51,120,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.177,1.0,Train
107,51,120,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.824,,Train
107,52,7,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,3.482,0.0,Train
107,52,7,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,20.673,,Train
107,53,89,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.858,1.0,Train
107,53,89,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,4.466,,Train
107,54,40,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.587,1.0,Train
107,54,40,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.943,,Train
107,55,10,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.757,1.0,Train
107,55,10,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.83,,Train
107,56,54,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.824,1.0,Train
107,56,54,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,4.309,,Train
107,57,84,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,7.58,1.0,Test
107,58,100,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.942,1.0,Test
107,59,118,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.719,1.0,Test
107,60,56,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.473,1.0,Test
107,61,60,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.184,1.0,Test
107,62,38,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.947,1.0,Test
107,63,107,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,3.736,1.0,Test
107,64,47,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.874,1.0,Test
107,65,39,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,3.569,1.0,Test
107,66,88,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.548,1.0,Test
107,67,29,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,12.967,1.0,Test
107,68,96,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,4.919,1.0,Test
107,69,34,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.848,1.0,Test
107,70,103,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.561,0.0,Test
107,71,20,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.212,1.0,Test
107,72,102,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.153,1.0,Test
107,73,112,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,5.718,1.0,Test
107,74,71,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,70.247,1.0,Test
107,75,116,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.733,1.0,Test
107,76,26,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,8.267,1.0,Test
107,77,23,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.679,1.0,Test
107,78,1,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,2.589,1.0,Test
107,79,83,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,3.853,0.0,Test
107,80,113,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.885,1.0,Test
107,81,35,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.72,1.0,Test
107,82,21,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.77,1.0,Test
107,83,108,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,3.101,1.0,Test
107,84,5,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.843,1.0,Test
107,85,61,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.668,1.0,Test
107,86,119,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.494,1.0,Test
107,87,77,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.476,1.0,Test
107,88,19,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.798,1.0,Test
107,89,68,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,2.938,1.0,Test
107,90,14,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,3.528,1.0,Test
107,91,55,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,2.431,1.0,Test
107,92,69,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,2.126,1.0,Test
20,1,43,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,31.353,1.0,Train
20,1,43,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,19.194,,Train
20,2,121,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,18.585,1.0,Train
20,2,121,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,15.866,,Train
20,3,82,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,20.398,1.0,Train
20,3,82,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,22.459,,Train
20,4,81,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,13.8,1.0,Train
20,4,81,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,6.452,,Train
20,5,25,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,18.724,1.0,Train
20,5,25,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,8.963,,Train
20,6,66,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,13.318,0.0,Train
20,6,66,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,14.042,,Train
20,7,51,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,15.883,0.0,Train
20,7,51,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,13.874,,Train
20,8,73,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,15.225,1.0,Train
20,8,73,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,4.769,,Train
20,9,8,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,14.187,1.0,Train
20,9,8,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,7.863,,Train
20,10,32,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,8.571,1.0,Train
20,10,32,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,5.154,,Train
20,11,65,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,9.599,0.0,Test
20,12,42,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,30.996,1.0,Test
20,13,0,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,10.728,0.0,Test
20,14,64,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,12.951,0.0,Test
20,15,36,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,18.146,1.0,Test
20,16,101,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,2.644,1.0,Test
20,17,41,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,8.902,1.0,Test
20,18,98,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.173,1.0,Test
20,19,46,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,133.213,1.0,Test
20,20,80,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,8.647,1.0,Test
20,21,6,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,2.511,1.0,Test
20,22,117,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,5.092,0.0,Test
20,23,86,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,75.746,1.0,Test
20,24,62,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.194,0.0,Test
20,25,22,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,4.832,1.0,Test
20,26,27,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,7.067,1.0,Test
20,27,4,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,23.505,1.0,Test
20,28,111,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,5.873,1.0,Test
20,29,75,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,5.796,1.0,Test
20,30,90,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,7.459,1.0,Test
20,31,44,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,22.41,0.0,Test
20,32,13,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,4.833,1.0,Test
20,33,97,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.782,0.0,Test
20,34,91,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,6.598,1.0,Test
20,35,59,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,2.649,0.0,Test
20,36,105,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,3.937,0.0,Test
20,37,76,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,13.633,1.0,Test
20,38,52,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,8.594,0.0,Test
20,39,74,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,6.305,0.0,Test
20,40,45,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,5.425,0.0,Test
20,41,67,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,22.769,0.0,Test
20,42,110,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,11.779,0.0,Test
20,43,3,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,11.592,0.0,Test
20,44,31,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,3.688,0.0,Test
20,45,78,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,2.943,1.0,Test
20,46,106,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.467,0.0,Test
20,47,10,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,6.727,1.0,Train
20,47,10,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,6.638,,Train
20,48,87,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.54,1.0,Train
20,48,87,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.072,,Train
20,49,89,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,3.787,1.0,Train
20,49,89,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.158,,Train
20,50,7,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,9.637,1.0,Train
20,50,7,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.061,,Train
20,51,24,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,39.139,1.0,Train
20,51,24,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.202,,Train
20,52,40,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,1.927,0.0,Train
20,52,40,1,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,36.518,,Train
20,53,54,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.088,0.0,Train
20,53,54,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,1.697,,Train
20,54,33,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,10.603,0.0,Train
20,54,33,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,1.747,,Train
20,55,114,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,33.039,0.0,Train
20,55,114,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.135,,Train
20,56,120,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,3.445,0.0,Train
20,56,120,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,2.345,,Train
20,57,60,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,89.319,0.0,Test
20,58,29,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,71.056,0.0,Test
20,59,20,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.078,1.0,Test
20,60,112,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,12.962,0.0,Test
20,61,96,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,7.853,1.0,Test
20,62,56,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,2.356,1.0,Test
20,63,71,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.698,0.0,Test
20,64,47,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,5.237,1.0,Test
20,65,118,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,6.555,1.0,Test
20,66,107,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,4.159,1.0,Test
20,67,38,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.576,0.0,Test
20,68,39,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,5.602,1.0,Test
20,69,84,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,3.272,1.0,Test
20,70,100,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,2.227,1.0,Test
20,71,34,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,1.834,1.0,Test
20,72,88,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,5.839,1.0,Test
20,73,102,1,,wine_quality,lime,mlp,2,Infer,w/o XAI,1.0,5.364,1.0,Test
20,74,103,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,75.914,1.0,Test
20,75,113,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,53.592,0.0,Test
20,76,108,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,94.83,0.0,Test
20,77,1,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,5.3,0.0,Test
20,78,77,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.301,0.0,Test
20,79,19,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.515,0.0,Test
20,80,26,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.419,0.0,Test
20,81,83,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.595,0.0,Test
20,82,119,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.171,0.0,Test
20,83,14,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,89.599,0.0,Test
20,84,23,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,3.654,0.0,Test
20,85,68,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.499,0.0,Test
20,86,116,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,5.611,0.0,Test
20,87,21,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,1.477,0.0,Test
20,88,55,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.39,1.0,Test
20,89,61,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,3.755,0.0,Test
20,90,5,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,52.334,0.0,Test
20,91,35,1,,wine_quality,lime,mlp,2,Infer,w/ XAI,1.0,1.764,1.0,Test
20,92,69,0,,wine_quality,lime,mlp,2,Infer,w/ XAI,0.0,2.744,1.0,Test
222,1,81,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,76.138,1.0,Train
222,1,81,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,11.767,,Train
222,2,66,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.864,0.0,Train
222,2,66,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,3.73,,Train
222,3,25,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,10.618,0.0,Train
222,3,25,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,11.531,,Train
222,4,121,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,6.765,0.0,Train
222,4,121,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,7.335,,Train
222,5,8,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,4.206,0.0,Train
222,5,8,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,14.501,,Train
222,6,51,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,7.676,0.0,Train
222,6,51,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,6.241,,Train
222,7,73,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.431,0.0,Train
222,7,73,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,8.277,,Train
222,8,82,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,10.591,0.0,Train
222,8,82,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,5.502,,Train
222,9,32,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.133,1.0,Train
222,9,32,1,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,6.199,,Train
222,10,43,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.234,0.0,Train
222,10,43,0,,wine_quality,lime,mlp,1,Feedback,w/o XAI,,6.195,,Train
222,11,42,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,12.018,0.0,Test
222,12,0,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,7.039,0.0,Test
222,13,80,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,4.629,1.0,Test
222,14,98,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.682,1.0,Test
222,15,41,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.72,0.0,Test
222,16,101,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,3.444,1.0,Test
222,17,117,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,2.839,1.0,Test
222,18,46,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,3.336,0.0,Test
222,19,64,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,4.905,1.0,Test
222,20,22,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.606,1.0,Test
222,21,62,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,4.156,0.0,Test
222,22,36,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,3.301,1.0,Test
222,23,4,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,2.866,1.0,Test
222,24,6,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,4.915,1.0,Test
222,25,27,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,36.503,0.0,Test
222,26,86,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,1.0,3.268,0.0,Test
222,27,65,0,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,2.746,1.0,Test
222,28,111,1,,wine_quality,lime,mlp,1,Infer,w/o XAI,0.0,2.97,0.0,Test
222,29,90,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,3.059,0.0,Test
222,30,44,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,5.242,1.0,Test
222,31,59,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.727,1.0,Test
222,32,78,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,3.321,1.0,Test
222,33,106,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,4.181,1.0,Test
222,34,76,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,3.673,1.0,Test
222,35,31,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,3.048,1.0,Test
222,36,67,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.77,0.0,Test
222,37,105,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.489,1.0,Test
222,38,74,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.67,0.0,Test
222,39,45,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.763,1.0,Test
222,40,91,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,8.067,0.0,Test
222,41,110,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,3.721,1.0,Test
222,42,75,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,64.851,1.0,Test
222,43,13,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.698,1.0,Test
222,44,52,1,,wine_quality,lime,mlp,1,Infer,w/ XAI,1.0,2.699,1.0,Test
222,45,3,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,2.447,1.0,Test
222,46,97,0,,wine_quality,lime,mlp,1,Infer,w/ XAI,0.0,2.699,1.0,Test
222,47,120,0,,wine_quality,lime,mlp,2,Infer,w/o XAI,0.0,9.396,1.0,Train
222,47,120,0,,wine_quality,lime,mlp,2,Feedback,w/o XAI,,5.352,,Train
