dataId,XAIType,agent,Instance Index,trialType,Tested w/ XAI,predicted,Correct,Participant ID,Trial Index,AI Prediction,modelName,expMethod,Session,step,Timing,is_random,Inferred strategy w/ Random,Strategy new,agent_xai
covertype,none,DT,73.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,256.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,163.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,163.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,225.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,225.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,203.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,203.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,50.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,50.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,222.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,222.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,155.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,155.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,206.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,206.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,298.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,298.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,78.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,78.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,257.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,257.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,136.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,101.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,233.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,245.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,44.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,287.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,48.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,175.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,65.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,288.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,135.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,201.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,139.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,236.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,0.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,207.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,246.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,167.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,41.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,177.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,89.0,Test,w/o XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,226.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,9.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,70.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,94.0,Test,w/o XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,109.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,107.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,82.0,Test,w/o XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,149.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,2.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,205.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,20.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,274.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,194.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,91.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,42.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,292.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,292.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,183.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,183.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,24.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,24.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,295.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,295.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,195.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,195.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,168.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,168.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,25.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,25.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,266.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,266.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,154.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,154.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,215.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,215.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,152.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,151.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,179.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,247.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,137.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,130.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,278.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,61.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,270.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,234.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,290.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,239.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,223.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,217.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,102.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,110.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,21.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,273.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,22.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,172.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,260.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,81.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,95.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,86.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,8.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,122.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,145.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,291.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,17.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,32.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,220.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,219.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,118.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,53.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,73.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,256.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,163.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,163.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,225.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,225.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,203.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,203.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,50.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,50.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,222.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,222.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,155.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,155.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,206.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,206.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,298.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,298.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,78.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,78.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,257.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,257.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,136.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,101.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,233.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,245.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,44.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,287.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,48.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,175.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,65.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,288.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,135.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,201.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,139.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,236.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,0.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,207.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,246.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,167.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,41.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,177.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,89.0,Test,w/o XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,226.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,9.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,70.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,94.0,Test,w/o XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,109.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,107.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,82.0,Test,w/o XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,149.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,2.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,205.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,20.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,274.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,194.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,91.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,42.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,292.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,292.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,183.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,183.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,24.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,24.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,295.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,295.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,195.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,195.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,168.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,168.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,25.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,25.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,266.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,266.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,154.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,154.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,215.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,215.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,152.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,151.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,179.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,247.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,137.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,130.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,278.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,61.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,270.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,234.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,290.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,239.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,223.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,217.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,102.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,110.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,21.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,273.0,Test,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,22.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,172.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,260.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,81.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,95.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,86.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,8.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,122.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,145.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,291.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,17.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,32.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,220.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,219.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,118.0,Test,w/o XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,53.0,Test,w/o XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,73.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,256.0,Test,w/o XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,163.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,163.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,225.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,225.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,203.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,203.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,50.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,50.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,222.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,222.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,155.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,155.0,Train,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,206.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,206.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,298.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,298.0,Train,w/ XAI,0.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,78.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,78.0,Train,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,257.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,257.0,Train,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,136.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,101.0,Test,w/ XAI,1.0,0,,,,,,,,,,,,DT_none
covertype,none,DT,233.0,Test,w/ XAI,0.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,245.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,44.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
covertype,none,DT,287.0,Test,w/ XAI,1.0,1,,,,,,,,,,,,DT_none
