participantId,trialId,block,trialWithinBlock,withinCondition,xai_method,xai_type,dataId,instanceId,phase,phaseTrialId,sampled_ai_prediction,tested_w_xai,exp_a0_i,exp_a1_i,exp_a2_i,exp_a3_i,exp_a4_i,exp_pred,exp_i_max,exp_intercept,forward_accuracy,agent_prediction,ai_prediction,prob_correct,pred_time,cognitive_correct_vs_ai
9,7,1,3,single_condition,integrated_gradients,importance,wine_quality,1405,testing,3,1,True,0.9968398464414572,1.0,0.11538447491471589,0.1203017508382322,0.09498394222431711,1.0,0.1927814781665802,0.11934235692024231,0.0,0.0,1,0.6666666666666666,0.0,False
9,8,1,4,single_condition,integrated_gradients,importance,wine_quality,528,testing,4,0,True,-1.0,0.1872528461525386,-0.13561593679734454,0.006900195628209306,-0.07370537270068413,0.0,0.12141295522451401,0.11934235692024231,1.0,0.0,0,0.6666666666666666,0.0,True
9,9,1,5,single_condition,integrated_gradients,importance,wine_quality,1176,testing,5,0,False,,,,,,,,,1.0,0.0,0,0.6666666666666666,0.0,True
9,10,1,6,single_condition,integrated_gradients,importance,wine_quality,1188,testing,6,0,False,,,,,,,,,1.0,0.0,0,0.6666666666666666,0.0,True
10,1,1,1,single_condition,input_gradients,none,wine_quality,1067,training,1,1,,1.0,-0.13932209825098185,0.0012294441015732209,-0.04490839383788369,0.04614112812404621,1.0,0.34878408908843994,0.0,,,1,,0.0,
10,2,1,2,single_condition,input_gradients,none,wine_quality,407,training,2,0,,1.0,0.7575066703227709,-0.27234783436477095,-0.3960313404252709,-0.1985019933009954,0.0,0.434849351644516,0.0,,,0,,0.0,
10,3,1,3,single_condition,input_gradients,none,wine_quality,966,training,3,1,,1.0,0.6754059297512647,0.011003425029470246,-0.29349449691181984,-0.0615423123871295,1.0,0.33189821243286133,0.0,,,1,,0.0,
10,4,1,4,single_condition,input_gradients,none,wine_quality,633,training,4,0,,0.9216472889311385,-0.08845013748269186,-1.0,-0.749026902819401,-0.17468510854889824,0.0,0.03583367541432381,0.0,,,0,,0.0,
10,5,1,1,single_condition,input_gradients,none,wine_quality,1399,testing,1,0,True,1.0,0.6226167182777341,0.09757846487317728,-0.7777081866652753,0.2653652388026049,0.0,0.3889928162097931,0.0,0.0,1.0,0,0.6666666666666666,0.0,False
10,6,1,2,single_condition,input_gradients,none,wine_quality,1586,testing,2,1,True,-0.04085306823282713,1.0,-0.13893230776097676,0.000744093249845314,0.2086330827997025,1.0,1.3193578720092773,0.0,0.0,0.0,1,0.6666666666666666,0.0,False
10,7,1,3,single_condition,input_gradients,none,wine_quality,1070,testing,3,1,True,1.0,-0.5489506351051219,-0.11454849671491638,-0.07005530919384355,-0.2950553713250431,1.0,0.5756011009216309,0.0,1.0,1.0,1,0.6666666666666666,0.0,True
10,8,1,4,single_condition,input_gradients,none,wine_quality,1405,testing,4,1,False,,,,,,,,,1.0,1.0,1,0.6666666666666666,0.0,True
10,9,1,5,single_condition,input_gradients,none,wine_quality,1130,testing,5,0,False,,,,,,,,,0.0,1.0,0,0.6666666666666666,0.0,False
10,10,1,6,single_condition,input_gradients,none,wine_quality,366,testing,6,0,False,,,,,,,,,0.0,1.0,0,0.6666666666666666,0.0,False
11,1,1,1,single_condition,input_gradients,attribution,wine_quality,1258,training,1,0,,0.6611469665245879,1.0,-0.11061935414725058,-0.3817728970419508,-0.2980373653439619,0.0,0.23302146792411804,0.0,,,0,,0.0,
11,2,1,2,single_condition,input_gradients,attribution,wine_quality,198,training,2,1,,1.0,-0.14396056641210012,-0.762437386417504,-0.3236453368347691,-0.16489718641699078,1.0,2.601283073425293,0.0,,,1,,0.0,
11,3,1,3,single_condition,input_gradients,attribution,wine_quality,1067,training,3,1,,1.0,-0.13932209825098185,0.0012294441015732209,-0.04490839383788369,0.04614112812404621,1.0,0.34878408908843994,0.0,,,1,,0.0,
11,4,1,4,single_condition,input_gradients,attribution,wine_quality,26,training,4,0,,0.651432068085416,1.0,0.0,-0.5390797693956603,0.640421884729398,0.0,0.017819346860051155,0.0,,,0,,0.0,
11,5,1,1,single_condition,input_gradients,attribution,wine_quality,765,testing,1,0,False,,,,,,,,,1.0,0.0,0,0.6666666666666666,0.0,True
11,6,1,2,single_condition,input_gradients,attribution,wine_quality,1330,testing,2,0,False,,,,,,,,,1.0,0.0,0,0.6666666666666666,0.0,True
11,7,1,3,single_condition,input_gradients,attribution,wine_quality,1107,testing,3,1,True,1.0,0.04873838172286481,-0.06584735452135256,-0.038751175396224136,-0.3745662505932348,1.0,0.504630446434021,0.0,0.0,0.0,1,0.6666666666666666,0.0,False
11,8,1,4,single_condition,input_gradients,attribution,wine_quality,267,testing,4,1,True,1.0,0.5855840803383696,-0.2841847248012962,-0.21490503309610104,-0.49491594083852786,1.0,0.4088216722011566,0.0,0.0,0.0,1,0.6666666666666666,0.0,False
11,9,1,5,single_condition,input_gradients,attribution,wine_quality,772,testing,5,0,False,,,,,,,,,1.0,0.0,0,0.6666666666666666,0.0,True
11,10,1,6,single_condition,input_gradients,attribution,wine_quality,947,testing,6,1,True,-0.04033526501517837,1.0,-0.017412164514265648,-0.0029845257007407667,-0.06223840393086152,1.0,0.30160921812057495,0.0,0.0,0.0,1,0.6666666666666666,0.0,False
12,1,1,1,single_condition,input_gradients,importance,wine_quality,919,training,1,1,,0.42472271563056607,0.9002899914819427,0.8313089420237534,1.0,0.7548527663263919,1.0,0.36628130078315735,0.0,,,1,,0.0,
12,2,1,2,single_condition,input_gradients,importance,wine_quality,673,training,2,0,,0.09573757678222977,0.11413006526731319,0.011076701339564116,-1.0,0.04593128592487624,0.0,0.01925906538963318,0.0,,,0,,0.0,
12,3,1,3,single_condition,input_gradients,importance,wine_quality,1015,training,3,1,,1.0,0.10482924847637327,-0.11051772983531616,-0.10543563140290159,-0.0,1.0,0.2854897379875183,0.0,,,1,,0.0,
12,4,1,4,single_condition,input_gradients,importance,wine_quality,1372,training,4,0,,0.0,-1.0,-0.7941435212488953,-0.6164686866339917,0.03454921114228186,0.0,1.1987729919837875e-07,0.0,,,0,,0.0,
12,5,1,1,single_condition,input_gradients,importance,wine_quality,1555,testing,1,0,False,,,,,,,,,0.0,1.0,0,0.6666666666666666,0.0,False
12,6,1,2,single_condition,input_gradients,importance,wine_quality,1120,testing,2,1,False,,,,,,,,,1.0,1.0,1,0.6666666666666666,0.0,True
12,7,1,3,single_condition,input_gradients,importance,wine_quality,1586,testing,3,1,True,-0.04085306823282713,1.0,-0.13893230776097676,0.000744093249845314,0.2086330827997025,1.0,1.3193578720092773,0.0,1.0,1.0,1,0.6666666666666666,0.0,True
12,8,1,4,single_condition,input_gradients,importance,wine_quality,362,testing,4,0,True,0.208060906843856,1.0,-0.1634650839401389,-0.7377719242133423,-0.017991558370955837,0.0,0.02994539961218834,0.0,0.0,1.0,0,0.6666666666666666,0.0,False
12,9,1,5,single_condition,input_gradients,importance,wine_quality,505,testing,5,1,True,0.3001876746053494,1.0,-0.26312649438429075,-0.7345299233108386,-0.3412055265207612,1.0,0.1656380593776703,0.0,1.0,1.0,1,0.6666666666666666,0.0,True
12,10,1,6,single_condition,input_gradients,importance,wine_quality,501,testing,6,0,False,,,,,,,,,0.0,1.0,0,0.6666666666666666,0.0,False
13,1,1,1,single_condition,lime,none,wine_quality,898,training,1,1,,1.0,0.4056602670558412,-0.024414388141638203,0.36493314497442025,0.008124589913259771,1.0,0.18726133978108836,0.004328339043370308,,,1,,0.0,
13,2,1,2,single_condition,lime,none,wine_quality,633,training,2,0,,1.0,0.12246609734761023,-0.5153133415169953,-0.3355025414466757,-0.20640941220153278,0.0,0.18489273858817468,0.08945912460413163,,,0,,0.0,
13,3,1,3,single_condition,lime,none,wine_quality,179,training,3,0,,-1.0,-0.3887163008538777,0.012227091822560418,-0.1542073350647205,0.17544556414875528,0.0,0.09417333640214838,0.11525771347753319,,,0,,0.0,
13,4,1,4,single_condition,lime,none,wine_quality,1477,training,4,1,,1.0,0.4436996440677451,-0.35451580531118093,0.09967238374328449,-0.1530846784957922,1.0,0.2090441890977976,0.040864616924671374,,,1,,0.0,
13,5,1,1,single_condition,lime,none,wine_quality,1125,testing,1,1,False,,,,,,,,,0.0,0.0,1,0.6666666666666666,0.0,False
13,6,1,2,single_condition,lime,none,wine_quality,377,testing,2,1,True,1.0,0.6119236759242317,0.32084298235388936,0.32026852183621,0.0897697182276162,1.0,0.19935884867613213,-0.0244822267496725,0.0,0.0,1,0.6666666666666666,0.0,False
13,7,1,3,single_condition,lime,none,wine_quality,1519,testing,3,0,False,,,,,,,,,1.0,0.0,0,0.6666666666666666,0.0,True
13,8,1,4,single_condition,lime,none,wine_quality,1263,testing,4,0,True,-1.0,-0.7542072623456134,0.4493808484435029,-0.5799768946076854,-0.240664633470461,0.0,0.05964325091464215,0.11483559883000492,1.0,0.0,0,0.6666666666666666,0.0,True
13,9,1,5,single_condition,lime,none,wine_quality,505,testing,5,1,True,1.0,0.4051535861380559,0.17204135239203427,-0.0834933557274308,0.21612077150628145,1.0,0.18890865406466728,0.013531556741824657,0.0,0.0,1,0.6666666666666666,0.0,False
13,10,1,6,single_condition,lime,none,wine_quality,1121,testing,6,0,False,,,,,,,,,1.0,0.0,0,0.6666666666666666,0.0,True
14,1,1,1,single_condition,lime,attribution,wine_quality,931,training,1,0,,-1.0,-0.0717728318358752,0.13635551239646834,-0.2628468429954946,-0.4597609975101716,0.0,0.07670070640121944,0.12213997707179015,,,0,,0.0,
14,2,1,2,single_condition,lime,attribution,wine_quality,583,training,2,1,,-1.0,0.3579912891421478,0.9871360425717729,0.9733949905735533,0.5472354992630671,1.0,0.07607081640140927,0.05350716458210247,,,1,,0.0,
