participantId,trialId,block,trialWithinBlock,withinCondition,xai_type,dataId,instanceId,CV_user_task_levels,CV_num_attributes_shown_levels,phase,phaseTrialId,sampled_ai_prediction,tested_w_xai,forward_accuracy,agent_prediction,ai_prediction,prob_correct,pred_time,cognitive_correct_vs_ai,exp_a0_i,exp_a1_i,exp_a2_i,exp_a3_i,exp_a4_i,exp_pred,exp_i_max,exp_intercept
2,5,1,5,single_condition,importance,wine_quality,455,forward_simulation,5,training,5,1,,,,1,,0.0,,1.0,0.04196225992177007,0.15631555567598998,0.029366467978712,0.03525624657248529,1.0,0.24526580465904183,0.026038737246752
2,6,1,6,single_condition,importance,wine_quality,988,forward_simulation,5,training,6,0,,,,0,,0.0,,1.0,0.40977101367090546,0.22252322796098126,0.5626895878329627,0.34356689234210125,0.0,0.12195894701374083,0.1079063006510107
2,7,1,7,single_condition,importance,wine_quality,966,forward_simulation,5,training,7,1,,,,1,,0.0,,1.0,0.12319708615064279,0.16801081735995865,0.4190521433768579,0.15898528062079953,1.0,0.22703677803456232,0.010153453010459848
2,8,1,8,single_condition,importance,wine_quality,952,forward_simulation,5,training,8,1,,,,1,,0.0,,1.0,0.16472853229335863,0.15099962808044012,0.26572614239027015,0.019252051874122888,1.0,0.23868548271516413,0.0017178837960953736
2,9,1,9,single_condition,importance,wine_quality,1380,forward_simulation,5,training,9,0,,,,0,,0.0,,0.21941193523291813,1.0,0.4910610697904476,0.04244479098222481,0.17457004076498472,0.0,0.037183750685214324,0.10474854744135428
2,10,1,10,single_condition,importance,wine_quality,1213,forward_simulation,5,training,10,0,,,,0,,0.0,,0.05520398010261572,0.9703281607033566,0.47965137452441287,1.0,0.24418492577423462,0.0,0.09031477020220821,0.03047309954521389
2,11,1,1,single_condition,importance,wine_quality,940,forward_simulation,5,testing,1,1,True,0.0,0.0,1,0.6666666666666666,0.0,False,1.0,0.30643776091535707,0.10796563617200795,0.2435783653667201,0.02011141470650358,1.0,0.2200834723415406,0.002382673977977298
2,12,1,2,single_condition,importance,wine_quality,738,forward_simulation,5,testing,2,0,True,1.0,0.0,0,0.8333333333333334,0.0,True,1.0,0.19980336433684934,0.2906776167550173,0.015497589489327184,0.3628411924966917,0.0,0.1242935166863913,0.13243167496804426
2,13,1,3,single_condition,importance,wine_quality,470,forward_simulation,5,testing,3,1,False,0.0,0.0,1,0.8333333333333334,0.0,False,,,,,,,,
2,14,1,4,single_condition,importance,wine_quality,1061,forward_simulation,5,testing,4,1,True,1.0,1.0,1,0.8333333333333334,0.0,True,1.0,0.11520463997096936,0.12458266054747848,0.013578337654631598,0.23645714821367506,1.0,0.2259417916550928,0.010058969561751938
2,15,1,5,single_condition,importance,wine_quality,1469,forward_simulation,5,testing,5,0,True,1.0,0.0,0,0.8333333333333334,0.0,True,1.0,0.5717491702225603,0.38693948611244616,0.6891097648462896,0.10356473859980939,0.0,0.0990045784565921,0.1659080061070678
2,16,1,6,single_condition,importance,wine_quality,157,forward_simulation,5,testing,6,0,False,1.0,0.0,0,0.8333333333333334,0.0,True,,,,,,,,
2,17,1,7,single_condition,importance,wine_quality,1539,forward_simulation,5,testing,7,0,True,1.0,0.0,0,0.8333333333333334,0.0,True,1.0,0.7157379069758661,0.04655204785026735,0.31982538676594197,0.07835531379226418,0.0,0.10191606914317818,0.0927625086322446
2,18,1,8,single_condition,importance,wine_quality,1424,forward_simulation,5,testing,8,0,False,1.0,0.0,0,0.6666666666666666,0.0,True,,,,,,,,
2,19,1,9,single_condition,importance,wine_quality,152,forward_simulation,5,testing,9,0,True,1.0,0.0,0,0.8333333333333334,0.0,True,1.0,0.464516307079292,0.42104852064374265,0.16700820161958824,0.09668635046585475,0.0,0.08315122836101888,0.13310473221400337
2,20,1,10,single_condition,importance,wine_quality,1070,forward_simulation,5,testing,10,1,False,0.0,0.0,1,0.8333333333333334,0.0,False,,,,,,,,
2,21,1,11,single_condition,importance,wine_quality,1447,forward_simulation,5,testing,11,0,True,1.0,0.0,0,0.8333333333333334,0.0,True,1.0,0.5165504941632267,0.09934349511686291,0.6922696176939882,0.21972761344604955,0.0,0.09650525920240981,0.13537844058997073
2,22,1,12,single_condition,importance,wine_quality,1127,forward_simulation,5,testing,12,0,True,1.0,0.0,0,0.8333333333333334,0.0,True,1.0,0.15161278667455322,0.09271458291135394,0.3297555321941902,0.16816292563748142,0.0,0.2048912256336583,0.08325231781650189
2,23,1,13,single_condition,importance,wine_quality,491,forward_simulation,5,testing,13,1,False,0.0,0.0,1,0.6666666666666666,0.0,False,,,,,,,,
2,24,1,14,single_condition,importance,wine_quality,1107,forward_simulation,5,testing,14,1,False,0.0,0.0,1,0.6666666666666666,0.0,False,,,,,,,,
2,25,1,15,single_condition,importance,wine_quality,1267,forward_simulation,5,testing,15,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
2,26,1,16,single_condition,importance,wine_quality,947,forward_simulation,5,testing,16,1,True,1.0,1.0,1,0.8333333333333334,0.0,True,1.0,0.12298431959690434,0.14326257310387674,0.2838561279173621,0.03100055753859926,1.0,0.24656503796286627,0.022563836207926305
2,27,1,17,single_condition,importance,wine_quality,136,forward_simulation,5,testing,17,0,False,1.0,0.0,0,0.8333333333333334,0.0,True,,,,,,,,
2,28,1,18,single_condition,importance,wine_quality,1260,forward_simulation,5,testing,18,0,True,1.0,0.0,0,0.8333333333333334,0.0,True,1.0,0.46842597607465714,0.17058219797443133,0.1367650033811747,0.23106413716050145,0.0,0.13663477802448645,0.1260459871214639
2,29,1,19,single_condition,importance,wine_quality,1125,forward_simulation,5,testing,19,1,False,0.0,0.0,1,0.6666666666666666,0.0,False,,,,,,,,
2,30,1,20,single_condition,importance,wine_quality,505,forward_simulation,5,testing,20,1,False,0.0,0.0,1,0.6666666666666666,0.0,False,,,,,,,,
3,1,1,1,single_condition,attribution,wine_quality,1293,forward_simulation,5,training,1,0,,,,0,,0.0,,-1.0,-0.5964033647474037,0.26406129295828407,-0.7682542311914717,-0.12861040704136484,0.0,0.0813054458044358,0.13473391570951398
3,2,1,2,single_condition,attribution,wine_quality,1162,forward_simulation,5,training,2,1,,,,1,,0.0,,1.0,0.17100303222530655,0.2596419960152793,0.26455501181937524,0.28423698647428,1.0,0.20794828941816032,-0.009306953713631952
3,3,1,3,single_condition,attribution,wine_quality,455,forward_simulation,5,training,3,1,,,,1,,0.0,,1.0,0.04196225992177007,0.15631555567598998,-0.029366467978712,-0.03525624657248529,1.0,0.24526580465904183,0.026038737246752
3,4,1,4,single_condition,attribution,wine_quality,467,forward_simulation,5,training,4,1,,,,1,,0.0,,1.0,0.28913733421183546,0.1983510920973581,0.06691565047102498,-0.06123064972920611,1.0,0.2360609278611404,0.013601814444960558
3,5,1,5,single_condition,attribution,wine_quality,1178,forward_simulation,5,training,5,0,,,,0,,0.0,,1.0,0.053254416839229504,-0.14915474577422586,-0.36612758024884384,-0.17986351724977506,0.0,0.20564028700116854,0.07949807680542044
3,6,1,6,single_condition,attribution,wine_quality,408,forward_simulation,5,training,6,1,,,,1,,0.0,,1.0,0.06748041771014114,0.2122867731642709,0.34801823683542654,0.2517292889979944,1.0,0.21579530103327926,-0.005539385060545604
3,7,1,7,single_condition,attribution,wine_quality,28,forward_simulation,5,training,7,0,,,,0,,0.0,,-1.0,-0.48691531849114633,0.12720555898818434,-0.41833892438539605,-0.20106612266422746,0.0,0.11693658815026277,0.1569866991267688
3,8,1,8,single_condition,attribution,wine_quality,1520,forward_simulation,5,training,8,0,,,,0,,0.0,,-0.21242034135561494,1.0,-0.32264021503220214,0.06298864556167787,-0.11096288236194671,0.0,0.08327564272372934,0.09813960624531051
3,9,1,9,single_condition,attribution,wine_quality,657,forward_simulation,5,training,9,1,,,,1,,0.0,,0.07725995940738709,0.27859757670997626,0.16094278486130087,0.596119838444124,1.0,1.0,0.04800620677052641,0.07632410438257003
3,10,1,10,single_condition,attribution,wine_quality,99,forward_simulation,5,training,10,0,,,,0,,0.0,,-1.0,-0.20543872768785934,0.10778496345226167,-0.06634561824286181,0.13891609401343338,0.0,0.11927963557804878,0.12623851654543505
3,11,1,1,single_condition,attribution,wine_quality,842,forward_simulation,5,testing,1,0,False,1.0,0.0,0,0.6666666666666666,0.0,True,,,,,,,,
3,12,1,2,single_condition,attribution,wine_quality,1124,forward_simulation,5,testing,2,0,False,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
3,13,1,3,single_condition,attribution,wine_quality,491,forward_simulation,5,testing,3,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
3,14,1,4,single_condition,attribution,wine_quality,1107,forward_simulation,5,testing,4,1,True,1.0,1.0,1,0.6666666666666666,0.0,True,1.0,0.29561719774269024,0.04597219859247572,0.19381599748081763,-0.09564551496436671,1.0,0.2126451380112403,0.018388177597183086
3,15,1,5,single_condition,attribution,wine_quality,448,forward_simulation,5,testing,5,0,False,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
3,16,1,6,single_condition,attribution,wine_quality,505,forward_simulation,5,testing,6,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
3,17,1,7,single_condition,attribution,wine_quality,1061,forward_simulation,5,testing,7,1,True,1.0,1.0,1,0.6666666666666666,0.0,True,1.0,0.11520463997096936,0.12458266054747848,0.013578337654631598,0.23645714821367506,1.0,0.2259417916550928,0.010058969561751938
3,18,1,8,single_condition,attribution,wine_quality,22,forward_simulation,5,testing,8,0,False,1.0,0.0,0,0.5,0.0,True,,,,,,,,
3,19,1,9,single_condition,attribution,wine_quality,882,forward_simulation,5,testing,9,1,True,1.0,1.0,1,0.6666666666666666,0.0,True,1.0,0.26788348532328105,0.004677830767962399,0.3556989966585346,-0.018140637016268002,1.0,0.2457523898261779,0.0036812756403219737
3,20,1,10,single_condition,attribution,wine_quality,810,forward_simulation,5,testing,10,0,True,0.0,1.0,0,0.6666666666666666,0.0,False,0.18697642053507327,-1.0,0.47733982600423225,0.30834154564271393,0.04144615571569252,0.0,0.0600349660724706,0.08983719461099429
3,21,1,11,single_condition,attribution,wine_quality,15,forward_simulation,5,testing,11,0,False,1.0,0.0,0,0.6666666666666666,0.0,True,,,,,,,,
3,22,1,12,single_condition,attribution,wine_quality,1132,forward_simulation,5,testing,12,1,True,0.0,0.0,1,0.5,0.0,False,1.0,0.3478419550141328,-0.029710978158349725,0.3497329397255549,0.005951152875461292,1.0,0.23267946090728278,-0.0018708018493061862
3,23,1,13,single_condition,attribution,wine_quality,616,forward_simulation,5,testing,13,0,False,1.0,0.0,0,0.6666666666666666,0.0,True,,,,,,,,
3,24,1,14,single_condition,attribution,wine_quality,875,forward_simulation,5,testing,14,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
3,25,1,15,single_condition,attribution,wine_quality,1172,forward_simulation,5,testing,15,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
3,26,1,16,single_condition,attribution,wine_quality,1476,forward_simulation,5,testing,16,0,True,1.0,0.0,0,0.6666666666666666,0.0,True,-1.0,0.32267998643955514,-0.4202798801005563,0.12888715010106852,0.2513897487914121,0.0,0.12012306476427653,0.11701246725435446
3,27,1,17,single_condition,attribution,wine_quality,1170,forward_simulation,5,testing,17,0,True,0.0,1.0,0,0.6666666666666666,0.0,False,0.19473423786135166,0.0826534533226983,0.2982740705002103,1.0,0.6832298481168706,0.0,0.06728107117104232,0.052061178704833413
3,28,1,18,single_condition,attribution,wine_quality,1070,forward_simulation,5,testing,18,1,True,0.0,0.0,1,0.5,0.0,False,0.1264538055979114,0.8673812534769157,0.4892700779964344,1.0,0.7494332843732147,1.0,0.07067654438473941,0.04611386536899502
3,29,1,19,single_condition,attribution,wine_quality,596,forward_simulation,5,testing,19,0,True,0.0,1.0,0,0.6666666666666666,0.0,False,-1.0,-0.16738132701541905,0.2116069559706994,0.1927791728333915,0.26185763691501945,0.0,0.12368630266698631,0.11268085403176839
3,30,1,20,single_condition,attribution,wine_quality,1120,forward_simulation,5,testing,20,1,True,1.0,1.0,1,0.6666666666666666,0.0,True,1.0,0.1448545990145324,0.25509102173977305,-0.10567561191962094,0.10076416223670405,1.0,0.22471672117422647,0.018888556411447432
4,1,1,1,single_condition,none,wine_quality,164,forward_simulation,5,training,1,0,,,,0,,0.0,,,,,,,,,
4,2,1,2,single_condition,none,wine_quality,837,forward_simulation,5,training,2,1,,,,1,,0.0,,,,,,,,,
4,3,1,3,single_condition,none,wine_quality,866,forward_simulation,5,training,3,1,,,,1,,0.0,,,,,,,,,
4,4,1,4,single_condition,none,wine_quality,1222,forward_simulation,5,training,4,0,,,,0,,0.0,,,,,,,,,
4,5,1,5,single_condition,none,wine_quality,1541,forward_simulation,5,training,5,0,,,,0,,0.0,,,,,,,,,
4,6,1,6,single_condition,none,wine_quality,408,forward_simulation,5,training,6,1,,,,1,,0.0,,,,,,,,,
4,7,1,7,single_condition,none,wine_quality,1096,forward_simulation,5,training,7,0,,,,0,,0.0,,,,,,,,,
4,8,1,8,single_condition,none,wine_quality,331,forward_simulation,5,training,8,0,,,,0,,0.0,,,,,,,,,
4,9,1,9,single_condition,none,wine_quality,1093,forward_simulation,5,training,9,1,,,,1,,0.0,,,,,,,,,
4,10,1,10,single_condition,none,wine_quality,440,forward_simulation,5,training,10,1,,,,1,,0.0,,,,,,,,,
4,11,1,1,single_condition,none,wine_quality,1485,forward_simulation,5,testing,1,0,False,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
4,12,1,2,single_condition,none,wine_quality,1556,forward_simulation,5,testing,2,0,True,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
4,13,1,3,single_condition,none,wine_quality,194,forward_simulation,5,testing,3,0,True,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
4,14,1,4,single_condition,none,wine_quality,1120,forward_simulation,5,testing,4,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
4,15,1,5,single_condition,none,wine_quality,1125,forward_simulation,5,testing,5,1,True,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
4,16,1,6,single_condition,none,wine_quality,1016,forward_simulation,5,testing,6,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
4,17,1,7,single_condition,none,wine_quality,1113,forward_simulation,5,testing,7,0,True,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
4,18,1,8,single_condition,none,wine_quality,1172,forward_simulation,5,testing,8,1,True,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
4,19,1,9,single_condition,none,wine_quality,733,forward_simulation,5,testing,9,0,True,1.0,0.0,0,0.5,0.0,True,,,,,,,,
4,20,1,10,single_condition,none,wine_quality,1267,forward_simulation,5,testing,10,1,True,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
4,21,1,11,single_condition,none,wine_quality,578,forward_simulation,5,testing,11,0,False,1.0,0.0,0,0.6666666666666666,0.0,True,,,,,,,,
4,22,1,12,single_condition,none,wine_quality,1438,forward_simulation,5,testing,12,0,True,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
4,23,1,13,single_condition,none,wine_quality,377,forward_simulation,5,testing,13,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
4,24,1,14,single_condition,none,wine_quality,1070,forward_simulation,5,testing,14,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
4,25,1,15,single_condition,none,wine_quality,1405,forward_simulation,5,testing,15,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
4,26,1,16,single_condition,none,wine_quality,1205,forward_simulation,5,testing,16,0,True,1.0,0.0,0,0.5,0.0,True,,,,,,,,
4,27,1,17,single_condition,none,wine_quality,1416,forward_simulation,5,testing,17,0,False,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
4,28,1,18,single_condition,none,wine_quality,505,forward_simulation,5,testing,18,1,False,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
4,29,1,19,single_condition,none,wine_quality,681,forward_simulation,5,testing,19,0,False,0.0,1.0,0,0.6666666666666666,0.0,False,,,,,,,,
4,30,1,20,single_condition,none,wine_quality,882,forward_simulation,5,testing,20,1,True,1.0,1.0,1,0.6666666666666666,0.0,True,,,,,,,,
5,1,1,1,single_condition,importance,wine_quality,1007,forward_simulation,5,training,1,1,,,,1,,0.0,,1.0,0.3660960453048699,0.09375104931815265,0.23172412399438985,0.029442081185046355,1.0,0.24049172185672235,-0.004095097535158049
5,2,1,2,single_condition,importance,wine_quality,895,forward_simulation,5,training,2,0,,,,0,,0.0,,0.002550550756079448,0.7600639658116445,0.5843258808203234,0.07407214330851115,1.0,0.0,0.04698070015758501,0.1136190846417622
5,3,1,3,single_condition,importance,wine_quality,405,forward_simulation,5,training,3,0,,,,0,,0.0,,1.0,0.7241991906256534,0.061295634689473216,0.6170995257183237,0.00284042550230936,0.0,0.0967473113004474,0.0797090653982292
5,4,1,4,single_condition,importance,wine_quality,1336,forward_simulation,5,training,4,0,,,,0,,0.0,,1.0,0.6231414029369048,0.3498248984236262,0.22246777940385631,0.053974682805947964,0.0,0.12904563392302687,0.13216705430150277
5,5,1,5,single_condition,importance,wine_quality,1451,forward_simulation,5,training,5,1,,,,1,,0.0,,0.03830185666132897,1.0,0.49885499245922504,0.8600153231155355,0.10760545421836329,1.0,0.06791390789259426,0.053673918448903096
5,6,1,6,single_condition,importance,wine_quality,509,forward_simulation,5,training,6,1,,,,1,,0.0,,1.0,0.0584435775392977,0.03448784973845073,0.31574267624398844,0.19670424982133086,1.0,0.2484152649422573,0.004866358020327699
5,7,1,7,single_condition,importance,wine_quality,1181,forward_simulation,5,training,7,0,,,,0,,0.0,,1.0,0.28253069019522786,0.12656819547069453,0.3049258503613598,0.16499121597396513,0.0,0.21844186513907093,0.020976835121036375
5,8,1,8,single_condition,importance,wine_quality,1570,forward_simulation,5,training,8,1,,,,1,,0.0,,1.0,0.32526938012190265,0.06329505410245222,0.3385667869317095,0.04093518732041169,1.0,0.22957952933278297,-0.0018750605129329717
5,9,1,9,single_condition,importance,wine_quality,1086,forward_simulation,5,training,9,1,,,,1,,0.0,,1.0,0.13909725488921468,0.28244275313033484,0.294825303710788,0.05193242156147479,1.0,0.225275782614253,0.005349478595967072
5,10,1,10,single_condition,importance,wine_quality,520,forward_simulation,5,training,10,0,,,,0,,0.0,,1.0,0.5781143480562559,0.10821613255988194,0.527151808580122,0.42031684396204744,0.0,0.09316397776130322,0.0996160627723435
5,11,1,1,single_condition,importance,wine_quality,1426,forward_simulation,5,testing,1,0,True,1.0,0.0,0,0.5,0.0,True,1.0,0.0670281910824687,0.0009739696921209568,0.20906266468864343,0.06274033835459869,0.0,0.21750082008737848,0.029770076220654126
5,12,1,2,single_condition,importance,wine_quality,1113,forward_simulation,5,testing,2,0,False,1.0,0.0,0,0.5,0.0,True,,,,,,,,
5,13,1,3,single_condition,importance,wine_quality,451,forward_simulation,5,testing,3,0,True,1.0,0.0,0,0.5,0.0,True,1.0,0.39511232890946574,0.06702926234631283,0.6198652497728435,0.18961683329815904,0.0,0.12762803135487824,0.08936577340984482
5,14,1,4,single_condition,importance,wine_quality,1070,forward_simulation,5,testing,4,1,True,0.0,0.0,1,0.5,0.0,False,0.1264538055979114,0.8673812534769157,0.4892700779964344,1.0,0.7494332843732147,1.0,0.07067654438473941,0.04611386536899502
5,15,1,5,single_condition,importance,wine_quality,1132,forward_simulation,5,testing,5,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
5,16,1,6,single_condition,importance,wine_quality,950,forward_simulation,5,testing,6,1,True,0.0,0.0,1,0.5,0.0,False,1.0,0.334126336570988,0.24603785666448055,0.5392486207291333,0.15909781286050828,1.0,0.22299513173166988,0.019116105104297565
5,17,1,7,single_condition,importance,wine_quality,1125,forward_simulation,5,testing,7,1,True,0.0,0.0,1,0.5,0.0,False,1.0,0.12631876470576442,0.14072667642767467,0.3776549166250219,0.28054752399588406,1.0,0.20282560982707445,0.007755299077456104
5,18,1,8,single_condition,importance,wine_quality,501,forward_simulation,5,testing,8,0,True,1.0,0.0,0,0.5,0.0,True,1.0,0.19777701799768002,0.184893771815711,0.08171331361182747,0.16269711684601584,0.0,0.22077695352014218,0.02412216957130167
5,19,1,9,single_condition,importance,wine_quality,1172,forward_simulation,5,testing,9,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
5,20,1,10,single_condition,importance,wine_quality,1107,forward_simulation,5,testing,10,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
5,21,1,11,single_condition,importance,wine_quality,616,forward_simulation,5,testing,11,0,True,1.0,0.0,0,0.6666666666666666,0.0,True,1.0,0.16928357459349636,0.3162421177198016,0.16413623600110194,0.2994071862407683,0.0,0.08762736132927644,0.13625359223741365
5,22,1,12,single_condition,importance,wine_quality,1176,forward_simulation,5,testing,12,0,True,1.0,0.0,0,0.5,0.0,True,1.0,0.27485660517111826,0.06961028050054567,0.43742035035614435,0.27562386952466533,0.0,0.1927701564807565,0.0987102820431127
5,23,1,13,single_condition,importance,wine_quality,456,forward_simulation,5,testing,13,0,True,1.0,0.0,0,0.6666666666666666,0.0,True,0.03521001211284141,0.8865365661338719,1.0,0.7277673217421203,0.1578391992106363,0.0,0.038857842314744415,0.10846138482984541
5,24,1,14,single_condition,importance,wine_quality,1405,forward_simulation,5,testing,14,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
5,25,1,15,single_condition,importance,wine_quality,270,forward_simulation,5,testing,15,0,False,1.0,0.0,0,0.6666666666666666,0.0,True,,,,,,,,
5,26,1,16,single_condition,importance,wine_quality,491,forward_simulation,5,testing,16,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
5,27,1,17,single_condition,importance,wine_quality,505,forward_simulation,5,testing,17,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
5,28,1,18,single_condition,importance,wine_quality,267,forward_simulation,5,testing,18,1,False,0.0,0.0,1,0.5,0.0,False,,,,,,,,
5,29,1,19,single_condition,importance,wine_quality,1461,forward_simulation,5,testing,19,0,True,1.0,0.0,0,0.5,0.0,True,1.0,0.27278468792672356,0.28600984303685745,0.769900121526976,0.5692540069646637,0.0,0.08009911762507445,0.1368481500941028
5,30,1,20,single_condition,importance,wine_quality,1369,forward_simulation,5,testing,20,0,False,1.0,0.0,0,0.5,0.0,True,,,,,,,,
