dataId,modelName,instanceId,pred,i_max
german_credit,xgboost,80,0,0
german_credit,xgboost,81,0,0
german_credit,xgboost,82,1,0
german_credit,xgboost,83,1,0
german_credit,xgboost,84,0,0
german_credit,xgboost,85,1,0
german_credit,xgboost,86,0,0
german_credit,xgboost,87,0,0
german_credit,xgboost,88,0,0
german_credit,xgboost,89,1,0
german_credit,xgboost,90,0,0
german_credit,xgboost,91,0,0
german_credit,xgboost,92,0,0
german_credit,xgboost,93,0,0
german_credit,xgboost,94,0,0
german_credit,xgboost,95,0,0
german_credit,xgboost,96,0,0
german_credit,xgboost,97,0,0
german_credit,xgboost,98,1,0
german_credit,xgboost,99,0,0
german_credit,xgboost,100,0,0
german_credit,xgboost,101,1,0
german_credit,xgboost,102,1,0
german_credit,xgboost,103,0,0
german_credit,xgboost,104,0,0
german_credit,xgboost,105,0,0
german_credit,xgboost,106,1,0
german_credit,xgboost,107,1,0
german_credit,xgboost,108,1,0
german_credit,xgboost,109,0,0
german_credit,xgboost,110,0,0
german_credit,xgboost,111,1,0
german_credit,xgboost,112,0,0
german_credit,xgboost,113,0,0
german_credit,xgboost,114,0,0
german_credit,xgboost,115,0,0
german_credit,xgboost,116,1,0
german_credit,xgboost,117,0,0
german_credit,xgboost,118,0,0
german_credit,xgboost,119,1,0
adult,xgboost,0,1,0
adult,xgboost,1,1,0
adult,xgboost,2,0,0
adult,xgboost,3,1,0
adult,xgboost,4,0,0
adult,xgboost,5,1,0
adult,xgboost,6,0,0
adult,xgboost,7,0,0
adult,xgboost,8,1,0
adult,xgboost,9,1,0
adult,xgboost,10,1,0
adult,xgboost,11,1,0
adult,xgboost,12,0,0
adult,xgboost,13,1,0
adult,xgboost,14,1,0
adult,xgboost,15,1,0
adult,xgboost,16,1,0
adult,xgboost,17,1,0
adult,xgboost,18,1,0
adult,xgboost,19,1,0
adult,xgboost,20,1,0
adult,xgboost,21,1,0
adult,xgboost,22,1,0
adult,xgboost,23,1,0
adult,xgboost,24,0,0
adult,xgboost,25,0,0
adult,xgboost,26,1,0
adult,xgboost,27,1,0
adult,xgboost,28,1,0
adult,xgboost,29,0,0
adult,xgboost,30,0,0
adult,xgboost,31,1,0
adult,xgboost,32,0,0
adult,xgboost,33,1,0
adult,xgboost,34,1,0
adult,xgboost,35,0,0
adult,xgboost,36,1,0
adult,xgboost,37,0,0
adult,xgboost,38,0,0
adult,xgboost,39,1,0
adult,xgboost,40,1,0
adult,xgboost,41,1,0
adult,xgboost,42,1,0
adult,xgboost,43,1,0
adult,xgboost,44,0,0
adult,xgboost,45,1,0
adult,xgboost,46,1,0
adult,xgboost,47,0,0
adult,xgboost,48,1,0
adult,xgboost,49,1,0
adult,xgboost,50,1,0
adult,xgboost,51,0,0
adult,xgboost,52,1,0
adult,xgboost,53,0,0
adult,xgboost,54,0,0
adult,xgboost,55,0,0
adult,xgboost,56,1,0
adult,xgboost,57,1,0
adult,xgboost,58,1,0
adult,xgboost,59,0,0
adult,xgboost,60,1,0
adult,xgboost,61,1,0
adult,xgboost,62,0,0
adult,xgboost,63,0,0
adult,xgboost,64,1,0
adult,xgboost,65,0,0
adult,xgboost,66,0,0
adult,xgboost,67,1,0
adult,xgboost,68,0,0
adult,xgboost,69,1,0
adult,xgboost,70,0,0
adult,xgboost,71,0,0
adult,xgboost,72,0,0
adult,xgboost,73,1,0
adult,xgboost,74,1,0
adult,xgboost,75,1,0
adult,xgboost,76,1,0
adult,xgboost,77,0,0
adult,xgboost,78,1,0
adult,xgboost,79,1,0
adult,xgboost,80,0,0
adult,xgboost,81,0,0
adult,xgboost,82,0,0
adult,xgboost,83,0,0
adult,xgboost,84,1,0
adult,xgboost,85,1,0
adult,xgboost,86,0,0
adult,xgboost,87,1,0
adult,xgboost,88,0,0
adult,xgboost,89,0,0
adult,xgboost,90,1,0
adult,xgboost,91,1,0
adult,xgboost,92,0,0
adult,xgboost,93,1,0
adult,xgboost,94,1,0
adult,xgboost,95,0,0
adult,xgboost,96,1,0
adult,xgboost,97,1,0
adult,xgboost,98,0,0
adult,xgboost,99,0,0
adult,xgboost,100,0,0
adult,xgboost,101,0,0
adult,xgboost,102,1,0
adult,xgboost,103,1,0
adult,xgboost,104,0,0
adult,xgboost,105,1,0
adult,xgboost,106,1,0
adult,xgboost,107,1,0
adult,xgboost,108,0,0
adult,xgboost,109,0,0
adult,xgboost,110,0,0
adult,xgboost,111,1,0
adult,xgboost,112,1,0
adult,xgboost,113,1,0
adult,xgboost,114,1,0
adult,xgboost,115,1,0
adult,xgboost,116,0,0
adult,xgboost,117,1,0
adult,xgboost,118,1,0
adult,xgboost,119,1,0
diabetes,xgboost,0,1,0
diabetes,xgboost,1,0,0
diabetes,xgboost,2,0,0
diabetes,xgboost,3,1,0
diabetes,xgboost,4,0,0
diabetes,xgboost,5,1,0
diabetes,xgboost,6,0,0
diabetes,xgboost,7,0,0
diabetes,xgboost,8,0,0
diabetes,xgboost,9,0,0
diabetes,xgboost,10,0,0
diabetes,xgboost,11,1,0
diabetes,xgboost,12,0,0
diabetes,xgboost,13,0,0
diabetes,xgboost,14,1,0
diabetes,xgboost,15,1,0
diabetes,xgboost,16,1,0
diabetes,xgboost,17,0,0
diabetes,xgboost,18,1,0
diabetes,xgboost,19,1,0
diabetes,xgboost,20,1,0
diabetes,xgboost,21,0,0
diabetes,xgboost,22,1,0
diabetes,xgboost,23,1,0
diabetes,xgboost,24,0,0
diabetes,xgboost,25,0,0
diabetes,xgboost,26,0,0
diabetes,xgboost,27,0,0
diabetes,xgboost,28,0,0
diabetes,xgboost,29,1,0
diabetes,xgboost,30,1,0
diabetes,xgboost,31,0,0
diabetes,xgboost,32,0,0
diabetes,xgboost,33,0,0
diabetes,xgboost,34,1,0
diabetes,xgboost,35,1,0
diabetes,xgboost,36,0,0
diabetes,xgboost,37,0,0
diabetes,xgboost,38,0,0
diabetes,xgboost,39,1,0
diabetes,xgboost,40,1,0
diabetes,xgboost,41,0,0
diabetes,xgboost,42,0,0
diabetes,xgboost,43,1,0
diabetes,xgboost,44,0,0
diabetes,xgboost,45,0,0
diabetes,xgboost,46,0,0
diabetes,xgboost,47,0,0
diabetes,xgboost,48,1,0
diabetes,xgboost,49,0,0
diabetes,xgboost,50,1,0
diabetes,xgboost,51,1,0
diabetes,xgboost,52,0,0
diabetes,xgboost,53,1,0
diabetes,xgboost,54,1,0
diabetes,xgboost,55,1,0
diabetes,xgboost,56,1,0
diabetes,xgboost,57,1,0
diabetes,xgboost,58,0,0
diabetes,xgboost,59,1,0
diabetes,xgboost,60,1,0
diabetes,xgboost,61,1,0
diabetes,xgboost,62,0,0
diabetes,xgboost,63,0,0
diabetes,xgboost,64,1,0
diabetes,xgboost,65,0,0
diabetes,xgboost,66,0,0
diabetes,xgboost,67,0,0
diabetes,xgboost,68,0,0
diabetes,xgboost,69,0,0
diabetes,xgboost,70,0,0
diabetes,xgboost,71,0,0
diabetes,xgboost,72,0,0
diabetes,xgboost,73,1,0
diabetes,xgboost,74,1,0
diabetes,xgboost,75,1,0
diabetes,xgboost,76,0,0
diabetes,xgboost,77,0,0
diabetes,xgboost,78,0,0
diabetes,xgboost,79,0,0
diabetes,xgboost,80,1,0
diabetes,xgboost,81,0,0
diabetes,xgboost,82,0,0
diabetes,xgboost,83,1,0
diabetes,xgboost,84,1,0
diabetes,xgboost,85,1,0
diabetes,xgboost,86,0,0
diabetes,xgboost,87,1,0
diabetes,xgboost,88,0,0
diabetes,xgboost,89,1,0
diabetes,xgboost,90,1,0
diabetes,xgboost,91,0,0
diabetes,xgboost,92,1,0
diabetes,xgboost,93,0,0
diabetes,xgboost,94,0,0
diabetes,xgboost,95,1,0
diabetes,xgboost,96,1,0
diabetes,xgboost,97,0,0
diabetes,xgboost,98,0,0
diabetes,xgboost,99,0,0
diabetes,xgboost,100,1,0
diabetes,xgboost,101,0,0
diabetes,xgboost,102,0,0
diabetes,xgboost,103,1,0
diabetes,xgboost,104,0,0
diabetes,xgboost,105,1,0
diabetes,xgboost,106,1,0
diabetes,xgboost,107,1,0
diabetes,xgboost,108,0,0
diabetes,xgboost,109,0,0
diabetes,xgboost,110,1,0
diabetes,xgboost,111,1,0
diabetes,xgboost,112,1,0
diabetes,xgboost,113,0,0
diabetes,xgboost,114,0,0
diabetes,xgboost,115,1,0
diabetes,xgboost,116,1,0
diabetes,xgboost,117,1,0
diabetes,xgboost,118,0,0
diabetes,xgboost,119,1,0
forest_cover,xgboost,0,1,0
forest_cover,xgboost,1,0,0
forest_cover,xgboost,2,1,0
forest_cover,xgboost,3,0,0
forest_cover,xgboost,4,1,0
forest_cover,xgboost,5,1,0
forest_cover,xgboost,6,0,0
forest_cover,xgboost,7,1,0
forest_cover,xgboost,8,0,0
forest_cover,xgboost,9,0,0
forest_cover,xgboost,10,1,0
forest_cover,xgboost,11,1,0
forest_cover,xgboost,12,0,0
forest_cover,xgboost,13,1,0
forest_cover,xgboost,14,1,0
forest_cover,xgboost,15,1,0
forest_cover,xgboost,16,1,0
forest_cover,xgboost,17,1,0
forest_cover,xgboost,18,1,0
forest_cover,xgboost,19,1,0
forest_cover,xgboost,20,0,0
forest_cover,xgboost,21,0,0
forest_cover,xgboost,22,0,0
forest_cover,xgboost,23,0,0
forest_cover,xgboost,24,0,0
forest_cover,xgboost,25,0,0
forest_cover,xgboost,26,0,0
forest_cover,xgboost,27,0,0
forest_cover,xgboost,28,0,0
forest_cover,xgboost,29,0,0
forest_cover,xgboost,30,1,0
forest_cover,xgboost,31,1,0
forest_cover,xgboost,32,0,0
forest_cover,xgboost,33,0,0
forest_cover,xgboost,34,0,0
forest_cover,xgboost,35,1,0
forest_cover,xgboost,36,1,0
forest_cover,xgboost,37,1,0
forest_cover,xgboost,38,0,0
forest_cover,xgboost,39,1,0
forest_cover,xgboost,40,0,0
forest_cover,xgboost,41,0,0
forest_cover,xgboost,42,0,0
forest_cover,xgboost,43,1,0
forest_cover,xgboost,44,0,0
forest_cover,xgboost,45,1,0
forest_cover,xgboost,46,1,0
forest_cover,xgboost,47,0,0
forest_cover,xgboost,48,0,0
forest_cover,xgboost,49,1,0
forest_cover,xgboost,50,0,0
forest_cover,xgboost,51,1,0
forest_cover,xgboost,52,0,0
forest_cover,xgboost,53,1,0
forest_cover,xgboost,54,1,0
forest_cover,xgboost,55,1,0
forest_cover,xgboost,56,1,0
forest_cover,xgboost,57,0,0
forest_cover,xgboost,58,1,0
forest_cover,xgboost,59,1,0
forest_cover,xgboost,60,1,0
forest_cover,xgboost,61,1,0
forest_cover,xgboost,62,1,0
forest_cover,xgboost,63,1,0
forest_cover,xgboost,64,0,0
forest_cover,xgboost,65,1,0
forest_cover,xgboost,66,1,0
forest_cover,xgboost,67,1,0
forest_cover,xgboost,68,1,0
forest_cover,xgboost,69,0,0
forest_cover,xgboost,70,1,0
forest_cover,xgboost,71,1,0
forest_cover,xgboost,72,1,0
forest_cover,xgboost,73,0,0
forest_cover,xgboost,74,1,0
forest_cover,xgboost,75,1,0
forest_cover,xgboost,76,0,0
forest_cover,xgboost,77,1,0
forest_cover,xgboost,78,1,0
forest_cover,xgboost,79,1,0
forest_cover,xgboost,80,0,0
forest_cover,xgboost,81,1,0
forest_cover,xgboost,82,1,0
forest_cover,xgboost,83,0,0
forest_cover,xgboost,84,0,0
forest_cover,xgboost,85,1,0
forest_cover,xgboost,86,1,0
forest_cover,xgboost,87,0,0
forest_cover,xgboost,88,1,0
forest_cover,xgboost,89,0,0
forest_cover,xgboost,90,0,0
forest_cover,xgboost,91,0,0
forest_cover,xgboost,92,1,0
forest_cover,xgboost,93,1,0
forest_cover,xgboost,94,0,0
forest_cover,xgboost,95,0,0
forest_cover,xgboost,96,1,0
forest_cover,xgboost,97,1,0
forest_cover,xgboost,98,1,0
forest_cover,xgboost,99,0,0
forest_cover,xgboost,100,1,0
forest_cover,xgboost,101,0,0
forest_cover,xgboost,102,1,0
forest_cover,xgboost,103,1,0
forest_cover,xgboost,104,0,0
forest_cover,xgboost,105,0,0
forest_cover,xgboost,106,1,0
forest_cover,xgboost,107,1,0
forest_cover,xgboost,108,0,0
forest_cover,xgboost,109,1,0
forest_cover,xgboost,110,0,0
forest_cover,xgboost,111,1,0
forest_cover,xgboost,112,0,0
forest_cover,xgboost,113,1,0
forest_cover,xgboost,114,1,0
forest_cover,xgboost,115,0,0
forest_cover,xgboost,116,0,0
forest_cover,xgboost,117,0,0
forest_cover,xgboost,118,1,0
forest_cover,xgboost,119,0,0
wine_quality,mlp,0,1,0
wine_quality,mlp,1,0,0
wine_quality,mlp,2,0,0
wine_quality,mlp,3,1,0
wine_quality,mlp,4,0,0
wine_quality,mlp,5,1,0
wine_quality,mlp,6,0,0
wine_quality,mlp,7,1,0
wine_quality,mlp,8,1,0
wine_quality,mlp,9,1,0
wine_quality,mlp,10,1,0
wine_quality,mlp,11,1,0
wine_quality,mlp,12,1,0
wine_quality,mlp,13,0,0
wine_quality,mlp,14,0,0
wine_quality,mlp,15,1,0
wine_quality,mlp,16,0,0
wine_quality,mlp,17,0,0
wine_quality,mlp,18,1,0
wine_quality,mlp,19,0,0
wine_quality,mlp,20,1,0
wine_quality,mlp,21,0,0
wine_quality,mlp,22,1,0
wine_quality,mlp,23,0,0
wine_quality,mlp,24,1,0
wine_quality,mlp,25,0,0
wine_quality,mlp,26,1,0
wine_quality,mlp,27,1,0
wine_quality,mlp,28,1,0
wine_quality,mlp,29,0,0
wine_quality,mlp,30,0,0
wine_quality,mlp,31,1,0
wine_quality,mlp,32,1,0
wine_quality,mlp,33,0,0
wine_quality,mlp,34,1,0
wine_quality,mlp,35,0,0
wine_quality,mlp,36,0,0
wine_quality,mlp,37,0,0
wine_quality,mlp,38,0,0
wine_quality,mlp,39,0,0
wine_quality,mlp,40,1,0
wine_quality,mlp,41,0,0
wine_quality,mlp,42,0,0
wine_quality,mlp,43,0,0
wine_quality,mlp,44,1,0
wine_quality,mlp,45,1,0
wine_quality,mlp,46,0,0
wine_quality,mlp,47,1,0
wine_quality,mlp,48,0,0
wine_quality,mlp,49,1,0
wine_quality,mlp,50,1,0
wine_quality,mlp,51,0,0
wine_quality,mlp,52,1,0
wine_quality,mlp,53,0,0
wine_quality,mlp,54,1,0
wine_quality,mlp,55,1,0
wine_quality,mlp,56,0,0
wine_quality,mlp,57,1,0
wine_quality,mlp,58,1,0
wine_quality,mlp,59,0,0
wine_quality,mlp,60,1,0
wine_quality,mlp,61,1,0
wine_quality,mlp,62,0,0
wine_quality,mlp,63,1,0
wine_quality,mlp,64,1,0
wine_quality,mlp,65,0,0
wine_quality,mlp,66,0,0
wine_quality,mlp,67,0,0
wine_quality,mlp,68,0,0
wine_quality,mlp,69,0,0
wine_quality,mlp,70,1,0
wine_quality,mlp,71,0,0
wine_quality,mlp,72,1,0
wine_quality,mlp,73,1,0
wine_quality,mlp,74,1,0
wine_quality,mlp,75,1,0
wine_quality,mlp,76,0,0
wine_quality,mlp,77,1,0
wine_quality,mlp,78,0,0
wine_quality,mlp,79,0,0
wine_quality,mlp,80,0,0
wine_quality,mlp,81,0,0
wine_quality,mlp,82,0,0
wine_quality,mlp,83,0,0
wine_quality,mlp,84,0,0
wine_quality,mlp,85,1,0
wine_quality,mlp,86,0,0
wine_quality,mlp,87,0,0
wine_quality,mlp,88,1,0
wine_quality,mlp,89,1,0
wine_quality,mlp,90,1,0
wine_quality,mlp,91,1,0
wine_quality,mlp,92,1,0
wine_quality,mlp,93,1,0
wine_quality,mlp,94,0,0
wine_quality,mlp,95,1,0
wine_quality,mlp,96,0,0
wine_quality,mlp,97,0,0
wine_quality,mlp,98,1,0
wine_quality,mlp,99,1,0
wine_quality,mlp,100,1,0
wine_quality,mlp,101,1,0
wine_quality,mlp,102,0,0
wine_quality,mlp,103,0,0
wine_quality,mlp,104,0,0
wine_quality,mlp,105,1,0
wine_quality,mlp,106,1,0
wine_quality,mlp,107,0,0
wine_quality,mlp,108,0,0
wine_quality,mlp,109,0,0
wine_quality,mlp,110,0,0
wine_quality,mlp,111,0,0
wine_quality,mlp,112,0,0
wine_quality,mlp,113,1,0
wine_quality,mlp,114,1,0
wine_quality,mlp,115,1,0
wine_quality,mlp,116,0,0
wine_quality,mlp,117,1,0
wine_quality,mlp,118,0,0
wine_quality,mlp,119,0,0
wine_quality,mlp,120,1,0
wine_quality,mlp,121,1,0
wine_quality,mlp,122,1,0
wine_quality,mlp,123,1,0
wine_quality,mlp,124,0,0
wine_quality,mlp,125,1,0
wine_quality,mlp,126,0,0
wine_quality,mlp,127,0,0
wine_quality,mlp,128,1,0
wine_quality,mlp,129,1,0
wine_quality,mlp,130,1,0
wine_quality,mlp,131,1,0
wine_quality,mlp,132,0,0
wine_quality,mlp,133,0,0
wine_quality,mlp,134,1,0
wine_quality,mlp,135,0,0
wine_quality,mlp,136,0,0
wine_quality,mlp,137,1,0
wine_quality,mlp,138,1,0
wine_quality,mlp,139,0,0
wine_quality,mlp,140,0,0
wine_quality,mlp,141,0,0
wine_quality,mlp,142,1,0
wine_quality,mlp,143,1,0
wine_quality,mlp,144,1,0
wine_quality,mlp,145,1,0
wine_quality,mlp,146,0,0
wine_quality,mlp,147,0,0
wine_quality,mlp,148,1,0
wine_quality,mlp,149,1,0
wine_quality,mlp,150,0,0
wine_quality,mlp,151,0,0
wine_quality,mlp,152,0,0
wine_quality,mlp,153,0,0
wine_quality,mlp,154,1,0
wine_quality,mlp,155,0,0
wine_quality,mlp,156,1,0
wine_quality,mlp,157,1,0
wine_quality,mlp,158,1,0
wine_quality,mlp,159,1,0
wine_quality,mlp,160,1,0
wine_quality,mlp,161,0,0
wine_quality,mlp,162,0,0
wine_quality,mlp,163,0,0
wine_quality,mlp,164,1,0
wine_quality,mlp,165,1,0
wine_quality,mlp,166,1,0
wine_quality,mlp,167,0,0
wine_quality,mlp,168,0,0
wine_quality,mlp,169,1,0
wine_quality,mlp,170,1,0
wine_quality,mlp,171,1,0
wine_quality,mlp,172,0,0
wine_quality,mlp,173,1,0
wine_quality,mlp,174,0,0
wine_quality,mlp,175,1,0
wine_quality,mlp,176,1,0
wine_quality,mlp,177,1,0
wine_quality,mlp,178,1,0
wine_quality,mlp,179,1,0
wine_quality,mlp,180,1,0
wine_quality,mlp,181,0,0
wine_quality,mlp,182,0,0
wine_quality,mlp,183,1,0
wine_quality,mlp,184,1,0
wine_quality,mlp,185,1,0
wine_quality,mlp,186,1,0
wine_quality,mlp,187,1,0
wine_quality,mlp,188,1,0
wine_quality,mlp,189,0,0
wine_quality,mlp,190,0,0
wine_quality,mlp,191,0,0
wine_quality,mlp,192,1,0
wine_quality,mlp,193,0,0
wine_quality,mlp,194,0,0
wine_quality,mlp,195,0,0
wine_quality,mlp,196,1,0
wine_quality,mlp,197,0,0
wine_quality,mlp,198,1,0
wine_quality,mlp,199,1,0
wine_quality,mlp,200,1,0
wine_quality,mlp,201,0,0
wine_quality,mlp,202,0,0
wine_quality,mlp,203,0,0
wine_quality,mlp,204,1,0
wine_quality,mlp,205,1,0
wine_quality,mlp,206,0,0
wine_quality,mlp,207,1,0
wine_quality,mlp,208,1,0
wine_quality,mlp,209,0,0
wine_quality,mlp,210,0,0
wine_quality,mlp,211,0,0
wine_quality,mlp,212,0,0
wine_quality,mlp,213,0,0
wine_quality,mlp,214,0,0
wine_quality,mlp,215,1,0
wine_quality,mlp,216,0,0
wine_quality,mlp,217,1,0
wine_quality,mlp,218,1,0
wine_quality,mlp,219,0,0
wine_quality,mlp,220,0,0
wine_quality,mlp,221,0,0
wine_quality,mlp,222,1,0
wine_quality,mlp,223,1,0
wine_quality,mlp,224,0,0
wine_quality,mlp,225,0,0
wine_quality,mlp,226,0,0
wine_quality,mlp,227,0,0
wine_quality,mlp,228,0,0
wine_quality,mlp,229,1,0
wine_quality,mlp,230,0,0
wine_quality,mlp,231,0,0
wine_quality,mlp,232,1,0
wine_quality,mlp,233,0,0
wine_quality,mlp,234,0,0
wine_quality,mlp,235,1,0
wine_quality,mlp,236,1,0
wine_quality,mlp,237,1,0
wine_quality,mlp,238,1,0
wine_quality,mlp,239,1,0
wine_quality,mlp,240,0,0
wine_quality,mlp,241,0,0
wine_quality,mlp,242,1,0
wine_quality,mlp,243,1,0
wine_quality,mlp,244,1,0
wine_quality,mlp,245,1,0
wine_quality,mlp,246,0,0
wine_quality,mlp,247,1,0
wine_quality,mlp,248,0,0
wine_quality,mlp,249,0,0
wine_quality,mlp,250,1,0
wine_quality,mlp,251,1,0
wine_quality,mlp,252,1,0
wine_quality,mlp,253,0,0
wine_quality,mlp,254,1,0
wine_quality,mlp,255,0,0
wine_quality,mlp,256,0,0
wine_quality,mlp,257,0,0
wine_quality,mlp,258,0,0
wine_quality,mlp,259,1,0
wine_quality,mlp,260,1,0
wine_quality,mlp,261,1,0
wine_quality,mlp,262,0,0
wine_quality,mlp,263,1,0
wine_quality,mlp,264,0,0
wine_quality,mlp,265,0,0
wine_quality,mlp,266,0,0
wine_quality,mlp,267,1,0
wine_quality,mlp,268,0,0
wine_quality,mlp,269,1,0
wine_quality,mlp,270,0,0
wine_quality,mlp,271,0,0
wine_quality,mlp,272,0,0
wine_quality,mlp,273,0,0
wine_quality,mlp,274,0,0
wine_quality,mlp,275,1,0
wine_quality,mlp,276,0,0
wine_quality,mlp,277,0,0
wine_quality,mlp,278,0,0
wine_quality,mlp,279,0,0
wine_quality,mlp,280,0,0
wine_quality,mlp,281,0,0
wine_quality,mlp,282,1,0
wine_quality,mlp,283,0,0
wine_quality,mlp,284,0,0
wine_quality,mlp,285,0,0
wine_quality,mlp,286,1,0
wine_quality,mlp,287,1,0
wine_quality,mlp,288,1,0
wine_quality,mlp,289,1,0
wine_quality,mlp,290,1,0
wine_quality,mlp,291,1,0
wine_quality,mlp,292,0,0
wine_quality,mlp,293,1,0
wine_quality,mlp,294,0,0
wine_quality,mlp,295,0,0
wine_quality,mlp,296,1,0
wine_quality,mlp,297,1,0
wine_quality,mlp,298,0,0
wine_quality,mlp,299,0,0
wine_quality,mlp,300,0,0
wine_quality,mlp,301,0,0
wine_quality,mlp,302,0,0
wine_quality,mlp,303,0,0
wine_quality,mlp,304,1,0
wine_quality,mlp,305,1,0
wine_quality,mlp,306,1,0
wine_quality,mlp,307,0,0
wine_quality,mlp,308,1,0
wine_quality,mlp,309,0,0
wine_quality,mlp,310,0,0
wine_quality,mlp,311,0,0
wine_quality,mlp,312,1,0
wine_quality,mlp,313,0,0
wine_quality,mlp,314,1,0
wine_quality,mlp,315,0,0
wine_quality,mlp,316,0,0
wine_quality,mlp,317,1,0
wine_quality,mlp,318,1,0
wine_quality,mlp,319,0,0
wine_quality,mlp,320,1,0
wine_quality,mlp,321,0,0
wine_quality,mlp,322,0,0
wine_quality,mlp,323,1,0
wine_quality,mlp,324,1,0
wine_quality,mlp,325,0,0
wine_quality,mlp,326,1,0
wine_quality,mlp,327,1,0
wine_quality,mlp,328,1,0
wine_quality,mlp,329,0,0
wine_quality,mlp,330,1,0
wine_quality,mlp,331,0,0
wine_quality,mlp,332,1,0
wine_quality,mlp,333,0,0
wine_quality,mlp,334,1,0
wine_quality,mlp,335,0,0
wine_quality,mlp,336,1,0
wine_quality,mlp,337,1,0
wine_quality,mlp,338,1,0
wine_quality,mlp,339,0,0
wine_quality,mlp,340,1,0
wine_quality,mlp,341,0,0
wine_quality,mlp,342,1,0
wine_quality,mlp,343,1,0
wine_quality,mlp,344,0,0
wine_quality,mlp,345,0,0
wine_quality,mlp,346,1,0
wine_quality,mlp,347,1,0
wine_quality,mlp,348,0,0
wine_quality,mlp,349,0,0
wine_quality,mlp,350,1,0
wine_quality,mlp,351,0,0
wine_quality,mlp,352,1,0
wine_quality,mlp,353,1,0
wine_quality,mlp,354,1,0
wine_quality,mlp,355,1,0
wine_quality,mlp,356,0,0
wine_quality,mlp,357,0,0
wine_quality,mlp,358,1,0
wine_quality,mlp,359,1,0
wine_quality,mlp,360,0,0
wine_quality,mlp,361,1,0
wine_quality,mlp,362,1,0
wine_quality,mlp,363,1,0
wine_quality,mlp,364,0,0
wine_quality,mlp,365,0,0
wine_quality,mlp,366,0,0
wine_quality,mlp,367,0,0
wine_quality,mlp,368,1,0
wine_quality,mlp,369,1,0
wine_quality,mlp,370,0,0
wine_quality,mlp,371,1,0
wine_quality,mlp,372,0,0
wine_quality,mlp,373,1,0
wine_quality,mlp,374,0,0
wine_quality,mlp,375,0,0
wine_quality,mlp,376,1,0
wine_quality,mlp,377,1,0
wine_quality,mlp,378,0,0
wine_quality,mlp,379,0,0
wine_quality,mlp,380,1,0
wine_quality,mlp,381,1,0
wine_quality,mlp,382,0,0
wine_quality,mlp,383,1,0
wine_quality,mlp,384,0,0
wine_quality,mlp,385,0,0
wine_quality,mlp,386,0,0
wine_quality,mlp,387,0,0
wine_quality,mlp,388,1,0
wine_quality,mlp,389,0,0
wine_quality,mlp,390,1,0
wine_quality,mlp,391,1,0
wine_quality,mlp,392,0,0
wine_quality,mlp,393,0,0
wine_quality,mlp,394,1,0
wine_quality,mlp,395,1,0
wine_quality,mlp,396,1,0
wine_quality,mlp,397,1,0
wine_quality,mlp,398,0,0
wine_quality,mlp,399,0,0
