participantId,trialId,block,trialWithinBlock,withinCondition,validation_condition,explanation_property,dataId,instanceId,CV_num_training_instances_levels,CV_num_test_instances_levels,CV_same_instructions_levels,CV_same_display_format_levels,task,function,memory_budget,time_pressure,cog_param_seed,forward_accuracy,prob_correct,pred_time,agent_prediction,ai_prediction,cognitive_correct_vs_ai
2,17,1,17,single_condition,feature_check,sparse,sim2real,320,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,0,0,True
2,18,1,18,single_condition,feature_check,sparse,sim2real,214,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,1,1,True
2,19,1,19,single_condition,feature_check,sparse,sim2real,143,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,0,0,True
2,20,1,20,single_condition,feature_check,sparse,sim2real,571,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,0,0,True
2,21,1,21,single_condition,feature_check,sparse,sim2real,116,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,1,1,True
2,22,1,22,single_condition,feature_check,sparse,sim2real,8,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,0,0,True
2,23,1,23,single_condition,feature_check,sparse,sim2real,150,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.65,8.0,1,0,False
2,24,1,24,single_condition,feature_check,sparse,sim2real,120,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,0,0,True
2,25,1,25,single_condition,feature_check,sparse,sim2real,542,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.65,8.0,1,0,False
2,26,1,26,single_condition,feature_check,sparse,sim2real,155,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,1,1,True
2,27,1,27,single_condition,feature_check,sparse,sim2real,668,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,0,0,True
2,28,1,28,single_condition,feature_check,sparse,sim2real,355,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.65,8.0,1,1,True
2,29,1,29,single_condition,feature_check,sparse,sim2real,421,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.65,8.0,1,0,False
2,30,1,30,single_condition,feature_check,sparse,sim2real,30,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.65,8.0,0,1,False
3,1,1,1,single_condition,feature_check,robust,sim2real,561,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,2,1,2,single_condition,feature_check,robust,sim2real,540,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
3,3,1,3,single_condition,feature_check,robust,sim2real,536,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,1,1,True
3,4,1,4,single_condition,feature_check,robust,sim2real,600,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,0,1,False
3,5,1,5,single_condition,feature_check,robust,sim2real,517,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,6,1,6,single_condition,feature_check,robust,sim2real,615,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,1,1,True
3,7,1,7,single_condition,feature_check,robust,sim2real,710,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,0,1,False
3,8,1,8,single_condition,feature_check,robust,sim2real,110,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
3,9,1,9,single_condition,feature_check,robust,sim2real,364,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
3,10,1,10,single_condition,feature_check,robust,sim2real,150,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
3,11,1,11,single_condition,feature_check,robust,sim2real,641,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,12,1,12,single_condition,feature_check,robust,sim2real,557,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,13,1,13,single_condition,feature_check,robust,sim2real,623,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
3,14,1,14,single_condition,feature_check,robust,sim2real,581,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,0,1,False
3,15,1,15,single_condition,feature_check,robust,sim2real,534,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,16,1,16,single_condition,feature_check,robust,sim2real,20,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,1,1,True
3,17,1,17,single_condition,feature_check,robust,sim2real,241,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,0,1,False
3,18,1,18,single_condition,feature_check,robust,sim2real,246,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,19,1,19,single_condition,feature_check,robust,sim2real,588,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,20,1,20,single_condition,feature_check,robust,sim2real,637,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
3,21,1,21,single_condition,feature_check,robust,sim2real,421,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
3,22,1,22,single_condition,feature_check,robust,sim2real,511,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,0,1,False
3,23,1,23,single_condition,feature_check,robust,sim2real,592,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,24,1,24,single_condition,feature_check,robust,sim2real,775,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,1,1,True
3,25,1,25,single_condition,feature_check,robust,sim2real,556,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,26,1,26,single_condition,feature_check,robust,sim2real,61,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,1,1,True
3,27,1,27,single_condition,feature_check,robust,sim2real,195,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
3,28,1,28,single_condition,feature_check,robust,sim2real,322,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,1,0,False
3,29,1,29,single_condition,feature_check,robust,sim2real,314,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.58,8.0,0,1,False
3,30,1,30,single_condition,feature_check,robust,sim2real,229,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.58,8.0,0,0,True
4,1,1,1,single_condition,feature_check,sparse_robust,sim2real,340,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
4,2,1,2,single_condition,feature_check,sparse_robust,sim2real,739,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,0,0,True
4,3,1,3,single_condition,feature_check,sparse_robust,sim2real,716,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,0,0,True
4,4,1,4,single_condition,feature_check,sparse_robust,sim2real,108,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,5,1,5,single_condition,feature_check,sparse_robust,sim2real,478,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,6,1,6,single_condition,feature_check,sparse_robust,sim2real,196,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,0,1,False
4,7,1,7,single_condition,feature_check,sparse_robust,sim2real,629,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
4,8,1,8,single_condition,feature_check,sparse_robust,sim2real,640,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,9,1,9,single_condition,feature_check,sparse_robust,sim2real,617,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,0,1,False
4,10,1,10,single_condition,feature_check,sparse_robust,sim2real,368,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
4,11,1,11,single_condition,feature_check,sparse_robust,sim2real,756,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
4,12,1,12,single_condition,feature_check,sparse_robust,sim2real,545,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,13,1,13,single_condition,feature_check,sparse_robust,sim2real,592,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,0,0,True
4,14,1,14,single_condition,feature_check,sparse_robust,sim2real,494,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,15,1,15,single_condition,feature_check,sparse_robust,sim2real,669,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,16,1,16,single_condition,feature_check,sparse_robust,sim2real,67,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
4,17,1,17,single_condition,feature_check,sparse_robust,sim2real,444,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,0,1,False
4,18,1,18,single_condition,feature_check,sparse_robust,sim2real,649,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,0,0,True
4,19,1,19,single_condition,feature_check,sparse_robust,sim2real,633,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,20,1,20,single_condition,feature_check,sparse_robust,sim2real,19,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,21,1,21,single_condition,feature_check,sparse_robust,sim2real,597,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,0,0,True
4,22,1,22,single_condition,feature_check,sparse_robust,sim2real,280,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,0,1,False
4,23,1,23,single_condition,feature_check,sparse_robust,sim2real,712,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,24,1,24,single_condition,feature_check,sparse_robust,sim2real,283,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
4,25,1,25,single_condition,feature_check,sparse_robust,sim2real,791,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,1,1,True
4,26,1,26,single_condition,feature_check,sparse_robust,sim2real,142,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
4,27,1,27,single_condition,feature_check,sparse_robust,sim2real,159,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,0,1,False
4,28,1,28,single_condition,feature_check,sparse_robust,sim2real,219,10,30,True,True,forbidden_features,wiggle,all_features,False,42,1,0.62,8.0,0,0,True
4,29,1,29,single_condition,feature_check,sparse_robust,sim2real,130,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
4,30,1,30,single_condition,feature_check,sparse_robust,sim2real,124,10,30,True,True,forbidden_features,wiggle,all_features,False,42,0,0.62,8.0,1,0,False
5,1,1,1,single_condition,change_prediction,faithful,sim2real,326,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,0,1,False
5,2,1,2,single_condition,change_prediction,faithful,sim2real,665,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,0,1,False
5,3,1,3,single_condition,change_prediction,faithful,sim2real,540,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,1,0,False
5,4,1,4,single_condition,change_prediction,faithful,sim2real,701,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,5,1,5,single_condition,change_prediction,faithful,sim2real,797,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,6,1,6,single_condition,change_prediction,faithful,sim2real,128,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,7,1,7,single_condition,change_prediction,faithful,sim2real,637,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,1,0,False
5,8,1,8,single_condition,change_prediction,faithful,sim2real,604,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,0,1,False
5,9,1,9,single_condition,change_prediction,faithful,sim2real,748,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
5,10,1,10,single_condition,change_prediction,faithful,sim2real,668,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,11,1,11,single_condition,change_prediction,faithful,sim2real,753,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,0,1,False
5,12,1,12,single_condition,change_prediction,faithful,sim2real,322,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,1,0,False
5,13,1,13,single_condition,change_prediction,faithful,sim2real,596,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,14,1,14,single_condition,change_prediction,faithful,sim2real,30,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
5,15,1,15,single_condition,change_prediction,faithful,sim2real,190,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,16,1,16,single_condition,change_prediction,faithful,sim2real,370,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,1,0,False
5,17,1,17,single_condition,change_prediction,faithful,sim2real,298,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
5,18,1,18,single_condition,change_prediction,faithful,sim2real,513,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,19,1,19,single_condition,change_prediction,faithful,sim2real,126,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
5,20,1,20,single_condition,change_prediction,faithful,sim2real,260,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
5,21,1,21,single_condition,change_prediction,faithful,sim2real,285,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,22,1,22,single_condition,change_prediction,faithful,sim2real,478,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
5,23,1,23,single_condition,change_prediction,faithful,sim2real,593,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,1,0,False
5,24,1,24,single_condition,change_prediction,faithful,sim2real,795,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
5,25,1,25,single_condition,change_prediction,faithful,sim2real,615,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,0,1,False
5,26,1,26,single_condition,change_prediction,faithful,sim2real,97,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
5,27,1,27,single_condition,change_prediction,faithful,sim2real,304,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,0,1,False
5,28,1,28,single_condition,change_prediction,faithful,sim2real,77,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.55,8.0,1,0,False
5,29,1,29,single_condition,change_prediction,faithful,sim2real,195,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,0,0,True
5,30,1,30,single_condition,change_prediction,faithful,sim2real,56,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.55,8.0,1,1,True
6,1,1,1,single_condition,change_prediction,sparse,sim2real,214,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,0,1,False
6,2,1,2,single_condition,change_prediction,sparse,sim2real,108,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,0,1,False
6,3,1,3,single_condition,change_prediction,sparse,sim2real,617,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,1,1,True
6,4,1,4,single_condition,change_prediction,sparse,sim2real,121,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,1,0,False
6,5,1,5,single_condition,change_prediction,sparse,sim2real,31,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,1,0,False
6,6,1,6,single_condition,change_prediction,sparse,sim2real,372,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,0,0,True
6,7,1,7,single_condition,change_prediction,sparse,sim2real,764,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,1,0,False
6,8,1,8,single_condition,change_prediction,sparse,sim2real,107,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,0,0,True
6,9,1,9,single_condition,change_prediction,sparse,sim2real,696,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,1,1,True
6,10,1,10,single_condition,change_prediction,sparse,sim2real,59,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,0,1,False
6,11,1,11,single_condition,change_prediction,sparse,sim2real,649,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,1,0,False
6,12,1,12,single_condition,change_prediction,sparse,sim2real,630,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,1,0,False
6,13,1,13,single_condition,change_prediction,sparse,sim2real,489,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,0,1,False
6,14,1,14,single_condition,change_prediction,sparse,sim2real,464,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,0,0,True
6,15,1,15,single_condition,change_prediction,sparse,sim2real,103,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,1,1,True
6,16,1,16,single_condition,change_prediction,sparse,sim2real,600,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,1,1,True
6,17,1,17,single_condition,change_prediction,sparse,sim2real,480,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,0,0,True
6,18,1,18,single_condition,change_prediction,sparse,sim2real,324,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,1,0,False
6,19,1,19,single_condition,change_prediction,sparse,sim2real,97,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,1,1,True
6,20,1,20,single_condition,change_prediction,sparse,sim2real,540,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,1,0,False
6,21,1,21,single_condition,change_prediction,sparse,sim2real,568,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,1,1,True
6,22,1,22,single_condition,change_prediction,sparse,sim2real,545,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,1,1,True
6,23,1,23,single_condition,change_prediction,sparse,sim2real,309,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,0,0,True
6,24,1,24,single_condition,change_prediction,sparse,sim2real,337,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,0,0,True
6,25,1,25,single_condition,change_prediction,sparse,sim2real,597,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,1,0,False
6,26,1,26,single_condition,change_prediction,sparse,sim2real,336,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,0,1,False
6,27,1,27,single_condition,change_prediction,sparse,sim2real,126,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,0,1,False
6,28,1,28,single_condition,change_prediction,sparse,sim2real,81,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,0,0.53,8.0,0,1,False
6,29,1,29,single_condition,change_prediction,sparse,sim2real,196,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,1,1,True
6,30,1,30,single_condition,change_prediction,sparse,sim2real,730,10,30,True,True,counterfactual_simulation,trend_wiggle,all_features,False,42,1,0.53,8.0,0,0,True
