Participant Id,Condition,Model,dataId,Complexity,Phase,Trial Index,Trial Index Binary,Instance Id,XAIType,Tested w/ XAI,Time > 120 and < 3,Time,Log(time),Response,AI prediction,DT prediction,LR prediction,Explainer prediction,Response==AI,Response==DT,Response==LR,Response==Explainer,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,Changed amount (normalized),Absolute changed amount (normalized),DT prediction (CF),LR prediction (CF),AI prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Changed AI prediction,Condition:Complexity,Factor Recall Accuracy,DT Overall Recall Accuracy,Combined Memory Failure,Mean(Response==AI),Mean(changed AI prediction),Median time,Time and Performance < 20th percentile,Time > 120 or < 3,Exclude,Trial Index == 1
69,DT,mlp,mushrooms,high,forward,40,1,205.0,DT,w/o XAI,0.0,6.744,1.9086532207,-80.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,1,0,162.0,DT,w/ XAI,0.0,49.855,3.9091187923,,1.0,1.0,1.0,1.0,,,,,1.0,Height,numeric,3.7,3.3,-0.4,-0.043769423,0.0437694227,1.0,1.0,1.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,2,0,138.0,DT,w/o XAI,0.0,32.963,3.4953857203,,0.0,0.0,1.0,0.0,,,,,2.0,Width,numeric,13.0,12.0,-1.0,-0.032336925,0.0323369249,1.0,1.0,0.0,1.0,1.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,3,0,374.0,DT,w/o XAI,0.0,67.498,4.2120979678,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,4,0,285.0,DT,w/ XAI,0.0,30.863,3.4295580554,,0.0,0.0,0.0,0.0,,,,,4.0,Cap Diameter,numeric,0.9,11.0,10.1,0.5739027661,0.5739027661,0.0,1.0,1.0,0.0,1.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,5,0,248.0,DT,w/ XAI,0.0,82.022,4.406987504,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,6,0,102.0,DT,w/o XAI,0.0,22.489,3.1130263008,,1.0,0.0,1.0,0.0,,,,,2.0,Width,numeric,13.0,2.5,-10.5,-0.339537711,0.3395377113,1.0,1.0,1.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,7,0,173.0,DT,w/ XAI,0.0,7.884,2.0648353893,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,4.5,1.5,-3.0,-0.097010775,0.0970107747,1.0,1.0,1.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,8,0,20.0,DT,w/o XAI,0.0,11.559,2.4474643543,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,9,0,294.0,DT,w/ XAI,0.0,34.999,3.5553194897,,1.0,1.0,1.0,1.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,10,0,391.0,DT,w/ XAI,0.0,16.029,2.7743995816,,1.0,0.0,1.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,11,0,132.0,DT,w/ XAI,0.0,9.37,2.2375130963,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,12,0,55.0,DT,w/ XAI,0.0,16.438,2.7995957277,,1.0,1.0,1.0,1.0,,,,,4.0,Cap Diameter,numeric,4.3,2.0,-2.3,-0.130690729,0.1306907289,1.0,1.0,0.0,0.0,0.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,13,0,219.0,DT,w/o XAI,0.0,12.384,2.5164053168,,1.0,0.0,1.0,0.0,,,,,4.0,Cap Diameter,numeric,8.3,14.0,5.7,0.3238857195,0.3238857195,0.0,1.0,1.0,1.0,0.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,14,0,230.0,DT,w/ XAI,0.0,10.56,2.3570732783,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,4.2,1.5,-2.7,-0.087309697,0.0873096972,1.0,1.0,1.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,15,0,209.0,DT,w/o XAI,0.0,6.202,1.8248718207,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,16,0,346.0,DT,w/o XAI,0.0,7.27,1.9837562915,,1.0,0.0,1.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,17,0,251.0,DT,w/ XAI,0.0,14.224,2.6549306788,,1.0,1.0,1.0,1.0,,,,,4.0,Cap Diameter,numeric,6.2,2.0,-4.2,-0.238652635,0.2386526354,1.0,1.0,1.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,18,0,238.0,DT,w/ XAI,0.0,32.71,3.4876808416,,1.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,4.9,5.5,0.6,0.0194021549,0.0194021549,1.0,1.0,1.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,19,0,114.0,DT,w/o XAI,0.0,31.364,3.4456607384,,1.0,0.0,1.0,0.0,,,,,2.0,Width,numeric,26.0,20.0,-6.0,-0.194021549,0.1940215493,0.0,1.0,1.0,1.0,0.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,20,0,206.0,DT,w/ XAI,0.0,31.127,3.4380756097,,0.0,0.0,0.0,0.0,,,,,2.0,Width,numeric,17.0,10.0,-7.0,-0.226358474,0.2263584742,1.0,0.0,0.0,1.0,0.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,21,1,35.0,DT,w/o XAI,0.0,21.743,3.0792918667,,0.0,1.0,0.0,1.0,,,,,2.0,Width,numeric,11.0,8.5,-2.5,-0.080842312,0.0808423122,1.0,0.0,0.0,1.0,0.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,22,1,131.0,DT,w/ XAI,0.0,5.212,1.6509636593,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,23,1,47.0,DT,w/o XAI,0.0,7.055,1.9537365853,,0.0,1.0,1.0,1.0,,,,,2.0,Width,numeric,10.0,8.5,-1.5,-0.048505387,0.0485053873,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,24,1,142.0,DT,w/o XAI,0.0,8.908,2.1869497494,,1.0,1.0,1.0,1.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,25,1,184.0,DT,w/o XAI,0.0,10.749,2.374812727,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,26,1,40.0,DT,w/o XAI,0.0,14.407,2.6677141996,,0.0,0.0,0.0,0.0,,,,,1.0,Height,numeric,5.9,2.8,-3.1,-0.339213026,0.3392130258,1.0,0.0,0.0,1.0,0.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,27,1,384.0,DT,w/o XAI,0.0,5.737,1.7469364256,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,28,1,158.0,DT,w/o XAI,0.0,7.315,1.9899270345,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,29,1,57.0,DT,w/o XAI,0.0,8.639,2.1562868354,,1.0,0.0,1.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,30,1,371.0,DT,w/ XAI,0.0,17.377,2.8551474927,,1.0,1.0,0.0,1.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,31,1,125.0,DT,w/ XAI,0.0,20.58,3.0243197304,,1.0,0.0,1.0,0.0,,,,,2.0,Width,numeric,20.0,18.0,-2.0,-0.06467385,0.0646738498,0.0,1.0,1.0,1.0,0.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,32,1,45.0,DT,w/ XAI,0.0,16.395,2.7969764103,,0.0,0.0,0.0,0.0,,,,,2.0,Width,numeric,15.0,10.0,-5.0,-0.161684624,0.1616846244,1.0,0.0,0.0,1.0,0.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,33,1,80.0,DT,w/o XAI,0.0,18.492,2.9173382061,,0.0,0.0,0.0,0.0,,,,,2.0,Width,numeric,25.0,20.0,-5.0,-0.161684624,0.1616846244,0.0,1.0,0.0,0.0,1.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,34,1,369.0,DT,w/o XAI,0.0,15.075,2.7130377426,,1.0,1.0,1.0,1.0,,,,,4.0,Cap Diameter,numeric,3.3,2.0,-1.3,-0.073868673,0.0738686729,1.0,1.0,0.0,0.0,0.0,0.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,35,1,392.0,DT,w/o XAI,0.0,19.418,2.9662004709,,0.0,1.0,0.0,1.0,,,,,2.0,Width,numeric,13.0,9.5,-3.5,-0.113179237,0.1131792371,1.0,0.0,0.0,1.0,0.0,1.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,36,1,121.0,DT,w/ XAI,0.0,5.121,1.6333497325,,0.0,0.0,1.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,37,1,129.0,DT,w/ XAI,0.0,13.119,2.5740615611,,0.0,0.0,1.0,0.0,,,,,4.0,Cap Diameter,numeric,3.4,2.0,-1.4,-0.079550878,0.0795508785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,38,1,243.0,DT,w/o XAI,0.0,5.66,1.7334238922,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,39,1,303.0,DT,w/ XAI,0.0,5.758,1.7505901922,,0.0,0.0,0.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
69,DT,mlp,mushrooms,high,counterfactual,40,1,257.0,DT,w/o XAI,0.0,12.986,2.5638718541,,1.0,0.0,1.0,0.0,,,,,0.0,Bruises,categorical,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,DT:high,,0.2,0.0,0.6,0.65,13.0525,0.0,,0.0,0
273,DT,mlp,mushrooms,high,forward,1,0,73.0,DT,w/o XAI,0.0,41.114,3.7163486961,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,DT:high,,0.9,0.0,0.8,0.6,19.6885,0.0,,0.0,1
273,DT,mlp,mushrooms,high,forward,2,0,180.0,DT,w/ XAI,0.0,82.951,4.418250072,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,DT:high,,0.9,0.0,0.8,0.6,19.6885,0.0,,0.0,0
