Participant Id,Trial Index,Instance Id,XAIType,Tested w/ XAI,AI prediction,Time,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,DT prediction (CF),LR prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Changed AI prediction,AI prediction (CF),condition,model,dataId,complexity,Model strategy,Model depth,Model changed feature index,Model changed feature name,Model changed amount,Model AI prediction (CF),Model changed AI prediction,Model XAI prediction (CF),Model changed XAI prediction,Model mean_delta for chosen feature,Trial NLL,Trial MAE,retrieval_threshold,over_margin,chi,Best NLL,Best MAE,Best time,Best retrieval_threshold,Best over_margin,Best chi
182,18130,255.0,DT,w/o XAI,0.0,11.987,3.0,Vinegar Taint,numeric,0.66,0.56,-0.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,-0.8000000000000007,0,0,0,0,-0.1130666666666668,0.35364091386623,0.2237680028540495,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18131,195.0,DT,w/ XAI,0.0,12.756,0.0,Alcohol,numeric,10.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.0903999999999999,1,1,1,1,0.7000000000000011,1.3139693694246672,0.1289551851496657,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18132,187.0,DT,w/ XAI,1.0,10.056,0.0,Alcohol,numeric,12.0,11.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.1696,1,0,0,1,-1.5,1.3139693694246672,0.3340833902778706,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18133,133.0,DT,w/o XAI,0.0,23.874,3.0,Vinegar Taint,numeric,0.37,0.36,-0.01,1.0,0.0,1.0,0.0,1.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,-0.4000000000000003,0,0,1,1,-0.0382274509803921,0.2285297226227435,0.1785323110624315,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18134,205.0,DT,w/ XAI,1.0,34.344,3.0,Vinegar Taint,numeric,0.35,0.39,0.04,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,0.4000000000000003,1,0,1,0,0.0396,0.3146988809949014,0.2053306169467839,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18135,244.0,DT,w/ XAI,1.0,29.13,3.0,Vinegar Taint,numeric,0.31,0.57,0.26,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,-1.8000000000000007,1,0,1,0,0.2696,0.3146988809949014,0.2190217450957435,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18136,339.0,DT,w/o XAI,0.0,41.279,3.0,Vinegar Taint,numeric,0.68,0.38,-0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.1204,1,1,1,1,-0.1204,0.2685191533649407,0.0400143994825696,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18137,137.0,DT,w/ XAI,1.0,13.513,0.0,Alcohol,numeric,13.0,11.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.0595999999999999,1,0,0,1,-2.4000000000000004,1.3139693694246672,0.3084423646368451,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18138,89.0,DT,w/o XAI,1.0,16.427,0.0,Alcohol,numeric,13.0,11.0,-2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.0300545454545454,1,0,0,1,-2.3999999999999995,1.1640193097772065,0.3084423646368451,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18139,111.0,DT,w/o XAI,0.0,22.456,3.0,Vinegar Taint,numeric,0.59,0.38,-0.21,0.0,1.0,0.0,1.0,0.0,0.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.2165224489795916,1,1,1,1,-0.2165224489795916,0.2685191533649407,0.2059145673603504,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18140,384.0,DT,w/ XAI,0.0,23.603,3.0,Vinegar Taint,numeric,0.64,0.38,-0.26,0.0,1.0,0.0,1.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.2653999999999999,1,1,1,1,-0.2653999999999999,0.3146988809949014,0.1990690032858707,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18141,194.0,DT,w/ XAI,0.0,19.836,0.0,Alcohol,numeric,9.9,12.0,2.1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.0603999999999999,0,0,1,1,1.0,1.3139693694246672,0.0761730199785396,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18142,19.0,DT,w/o XAI,0.0,18.343,3.0,Vinegar Taint,numeric,0.64,0.38,-0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.2542297872340427,1,1,1,1,-0.2542297872340427,0.3101745926591614,0.1979781898301941,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18143,50.0,DT,w/ XAI,1.0,18.473,3.0,Vinegar Taint,numeric,0.26,0.39,0.13,0.0,0.0,1.0,1.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.1296,0,1,0,1,0.1296,0.3146988809949014,0.2053306169467839,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18144,215.0,DT,w/o XAI,1.0,18.772,0.0,Alcohol,numeric,13.0,11.0,-2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,2.200000000000002,1,0,0,1,2.200000000000002,1.1152764325612587,0.5128205128205128,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18145,104.0,DT,w/o XAI,0.0,49.102,0.0,Alcohol,numeric,10.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.1057333333333332,1,1,1,1,0.9000000000000005,1.2152603422385957,0.0761730199785395,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18146,113.0,DT,w/ XAI,1.0,11.634,3.0,Vinegar Taint,numeric,0.3,0.57,0.27,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.2796,1,0,0,1,0.2796,0.3146988809949014,0.2190217450957435,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18147,171.0,DT,w/o XAI,1.0,14.32,0.0,Alcohol,numeric,13.0,11.0,-2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.0695304347826086,1,0,0,1,2.6000000000000014,1.2692694979052326,0.4102564102564101,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18148,15.0,DT,w/o XAI,1.0,10.856,3.0,Vinegar Taint,numeric,0.31,0.39,0.08,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.0869076923076923,0,1,0,1,0.0869076923076923,0.2091191300235288,0.2153356721325622,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18149,138.0,DT,w/ XAI,1.0,20.379,0.0,Alcohol,numeric,12.0,11.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.1353999999999999,0,1,0,1,1.5,1.3139693694246672,0.4358974358974361,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18150,44.0,DT,w/o XAI,1.0,14.775,3.0,Vinegar Taint,numeric,0.22,0.39,0.17,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.1696,0,1,0,1,0.1696,0.3316716067167685,0.2053306169467839,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18151,118.0,DT,w/o XAI,0.0,27.265,0.0,Alcohol,numeric,9.4,12.0,2.6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.156025,0,0,1,1,1.5,1.3869146412642686,0.0761730199785396,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18152,249.0,DT,w/ XAI,0.0,21.962,3.0,Vinegar Taint,numeric,0.78,0.38,-0.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.4054,1,1,1,1,-0.4054,0.3146988809949014,0.1990690032858707,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18153,301.0,DT,w/o XAI,0.0,22.344,3.0,Vinegar Taint,numeric,0.43,0.38,-0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.0356941176470588,1,1,1,1,-0.0356941176470588,0.2285297226227435,0.1862918952149368,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18154,192.0,DT,w/o XAI,1.0,17.161,3.0,Vinegar Taint,numeric,0.57,0.58,0.01,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,1.8000000000000007,1,0,0,1,0.0346553191489361,0.3101745926591614,0.2396341754749003,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18155,18.0,DT,w/o XAI,1.0,18.773,3.0,Vinegar Taint,numeric,0.18,0.57,0.39,0.0,1.0,1.0,0.0,1.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.3823272727272726,0,1,0,1,0.3823272727272726,0.3761037339034442,0.1953734328384497,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18156,335.0,DT,w/ XAI,0.0,29.238,3.0,Vinegar Taint,numeric,0.7,0.38,-0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.3303999999999999,0,0,1,1,-0.3303999999999999,0.3146988809949014,0.2059145673603504,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18157,78.0,DT,w/o XAI,0.0,32.316,3.0,Vinegar Taint,numeric,0.58,0.38,-0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DT,mlp,wine_quality,low,change_path_dt,1.0,0,a0,-0.5,0,0,0,0,-0.0322749999999999,0.2891299917388173,0.0237561848056804,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18158,219.0,DT,w/o XAI,0.0,21.538,0.0,Alcohol,numeric,10.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,-0.1039181818181819,0,0,1,1,-0.5999999999999996,1.1640193097772065,0.8461538461538463,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
182,18159,326.0,DT,w/o XAI,1.0,14.001,3.0,Vinegar Taint,numeric,0.38,0.39,0.01,1.0,1.0,0.0,0.0,0.0,1.0,1.0,DT,mlp,wine_quality,low,change_path_dt,1.0,3,a3,0.1908500000000001,0,1,0,1,0.1908500000000001,0.2891299917388173,0.4534823146466747,-0.0053038623628522,0.2058782620727424,0.007783855855277,0.7008389638477455,0.2416836134494536,10.32544383030516,-0.0053038623628522,0.2058782620727424,0.007783855855277
96,6040,105.0,LR,w/ XAI,1.0,54.231,1.0,Height,numeric,7.0,7.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,1,a1,-1.4743999999999993,0,1,0,1,-1.4743999999999993,0.6743214835867272,0.416618044991938,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6041,87.0,LR,w/o XAI,0.0,20.551,2.0,Width,numeric,14.0,6.5,-7.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_heuristic,,1,a1,0.5556000000000001,1,1,1,1,-1.1900000000000013,0.560870000585973,0.0034738214049924,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6042,208.0,LR,w/o XAI,1.0,18.069,2.0,Width,numeric,4.8,17.0,12.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,mushrooms,low,zero_out_lr_heuristic,,1,a1,-3.4844,0,1,0,1,6.6899999999999995,0.560870000585973,0.0223957185052402,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6043,13.0,LR,w/ XAI,0.0,126.539,1.0,Height,numeric,4.6,7.8,3.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,4,a4,5.620000000000001,1,1,1,1,2.7156,0.6743214835867272,0.1475674037698957,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6044,287.0,LR,w/o XAI,0.0,64.765,1.0,Height,numeric,5.2,8.1,2.9,0.0,1.0,0.0,1.0,1.0,1.0,0.0,LR,mlp,mushrooms,low,zero_out_lr_heuristic,,1,a1,5.825599999999999,1,1,1,1,5.825599999999999,1.0249710638198877,0.3243751914912238,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6045,355.0,LR,w/ XAI,1.0,59.359,2.0,Width,numeric,11.0,15.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,1,a1,-1.2756000000000007,0,1,0,1,2.710000000000001,1.4055021722480254,0.1588575415317178,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6046,113.0,LR,w/ XAI,0.0,76.5,2.0,Width,numeric,31.0,22.0,-9.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,1,a1,0.4755999999999982,0,0,0,0,-5.330000000000002,1.4055021722480254,0.0818956602987755,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6047,334.0,LR,w/ XAI,1.0,63.876,1.0,Height,numeric,8.4,5.4,-3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,1,a1,-2.6844,1,0,0,1,-2.6844,0.6743214835867272,0.1660381001414105,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6048,257.0,LR,w/o XAI,1.0,37.236,1.0,Height,numeric,8.2,5.5,-2.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_heuristic,,1,a1,-1.2844000000000009,1,0,1,0,-1.2844000000000009,1.1258564978050456,0.0456721877677947,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6049,245.0,LR,w/ XAI,1.0,93.317,2.0,Width,numeric,15.0,25.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,4,a4,-9.7,0,1,0,1,9.56,1.4055021722480254,0.1863439276863399,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6050,18.0,LR,w/ XAI,0.0,69.892,2.0,Width,numeric,16.0,13.0,-3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,1,a1,0.4043999999999998,0,0,1,1,-0.9399999999999996,1.4055021722480254,0.1339581093681187,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6051,280.0,LR,w/o XAI,1.0,15.688,2.0,Width,numeric,5.0,8.5,3.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_heuristic,,1,a1,-2.7544000000000004,1,0,0,1,5.4799999999999995,0.560870000585973,0.2645992859147939,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6052,128.0,LR,w/ XAI,1.0,81.704,2.0,Width,numeric,6.1,7.5,1.4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,4,a4,0.1199999999999996,1,0,1,0,0.3200000000000003,1.4055021722480254,0.1656482957581538,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6053,46.0,LR,w/o XAI,1.0,15.526,2.0,Width,numeric,4.1,8.5,4.4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,LR,mlp,mushrooms,low,zero_out_lr_heuristic,,2,a2,0.3500000000000005,0,1,0,1,0.3500000000000005,0.560870000585973,0.0696076288414149,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6054,68.0,LR,w/ XAI,1.0,45.403,1.0,Height,numeric,6.2,5.1,-1.1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,2,a2,0.1099999999999994,0,1,0,1,-0.1044,0.6743214835867272,0.0916300815831753,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
96,6055,380.0,LR,w/ XAI,0.0,57.478,1.0,Height,numeric,1.8,3.8,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,LR,mlp,mushrooms,low,zero_out_lr_displayed,,4,a4,2.6499999999999995,1,1,1,1,1.4255999999999998,0.6743214835867272,0.1377192836665998,-0.0738056762125964,0.2005721746369679,0.0152163071912541,0.8770073656626499,0.1720301603972224,7.623120715354931,-0.0738056762125964,0.2005721746369679,0.0152163071912541
