dataId,instanceId,v0,v1,v2,v3,v4,y
mushrooms,60,13.4,0.0,1.0,5.89,28.18,0
mushrooms,61,6.96,0.0,1.0,7.89,15.63,1
mushrooms,62,6.21,1.0,0.0,8.32,6.08,1
mushrooms,63,2.6,0.0,0.0,5.68,4.75,1
mushrooms,64,2.87,1.0,0.0,4.23,3.51,0
mushrooms,65,8.64,0.0,1.0,9.05,18.71,1
mushrooms,66,6.71,0.0,1.0,6.44,13.66,1
mushrooms,67,10.22,0.0,0.0,8.3,29.99,1
mushrooms,68,3.31,1.0,0.0,6.54,5.65,0
mushrooms,69,10.22,0.0,0.0,9.35,15.52,1
mushrooms,70,5.59,1.0,0.0,6.27,13.59,0
mushrooms,71,6.24,1.0,0.0,6.12,6.89,0
mushrooms,72,3.45,0.0,0.0,3.09,8.12,1
mushrooms,73,6.42,0.0,1.0,6.08,8.16,0
mushrooms,74,9.21,0.0,0.0,7.77,13.75,1
mushrooms,75,4.08,1.0,0.0,6.09,5.02,0
mushrooms,76,1.48,0.0,0.0,5.05,2.45,1
mushrooms,77,10.68,1.0,0.0,5.57,23.78,1
mushrooms,78,10.16,1.0,0.0,6.24,28.71,1
mushrooms,79,1.28,1.0,0.0,3.8,5.57,0
mushrooms,80,3.7,0.0,0.0,3.47,9.57,1
mushrooms,81,3.59,1.0,1.0,4.82,6.07,1
mushrooms,82,11.51,0.0,0.0,11.65,32.06,0
mushrooms,83,1.37,0.0,0.0,1.98,2.53,0
mushrooms,84,8.23,1.0,0.0,10.88,12.58,0
mushrooms,85,7.69,1.0,0.0,4.68,14.59,1
mushrooms,86,9.54,1.0,0.0,6.44,17.55,0
mushrooms,87,10.21,1.0,0.0,20.7,12.58,1
mushrooms,88,8.14,0.0,0.0,5.96,8.95,1
mushrooms,89,3.77,0.0,0.0,5.3,7.49,1
mushrooms,90,4.48,1.0,0.0,3.67,12.37,1
mushrooms,91,2.3,0.0,0.0,5.14,4.3,1
mushrooms,92,3.49,0.0,0.0,4.1,6.39,1
mushrooms,93,8.7,1.0,0.0,8.42,20.96,0
mushrooms,94,6.99,1.0,0.0,4.23,9.65,0
mushrooms,95,12.21,0.0,0.0,11.68,17.87,0
mushrooms,96,4.39,0.0,0.0,7.89,8.82,1
mushrooms,97,17.17,1.0,1.0,8.12,32.7,0
mushrooms,98,9.06,1.0,0.0,6.15,16.52,0
mushrooms,99,5.89,0.0,0.0,7.61,7.84,0
mushrooms,100,6.29,1.0,0.0,5.74,10.39,0
mushrooms,101,5.11,0.0,1.0,4.35,12.79,0
mushrooms,102,9.54,1.0,0.0,5.16,17.89,1
mushrooms,103,3.63,0.0,0.0,7.31,7.32,1
mushrooms,104,5.95,1.0,0.0,5.01,10.43,1
mushrooms,105,10.92,1.0,0.0,8.89,14.33,1
mushrooms,106,8.74,1.0,0.0,8.79,9.08,0
mushrooms,107,2.88,0.0,0.0,4.5,6.65,0
mushrooms,108,6.3,1.0,0.0,5.2,9.46,1
mushrooms,109,3.34,1.0,0.0,4.99,5.31,1
mushrooms,110,3.36,1.0,0.0,4.75,3.19,0
mushrooms,111,6.92,1.0,0.0,6.54,11.56,0
mushrooms,112,4.22,0.0,0.0,6.01,7.16,0
mushrooms,113,10.36,0.0,0.0,9.59,11.28,1
mushrooms,114,3.7,0.0,0.0,6.31,10.47,0
mushrooms,115,7.03,0.0,0.0,8.99,9.85,0
mushrooms,116,5.37,0.0,0.0,6.11,6.63,0
mushrooms,117,9.13,0.0,0.0,7.83,16.69,1
mushrooms,118,5.32,1.0,0.0,6.33,5.66,0
mushrooms,119,6.99,0.0,0.0,5.64,12.35,1
mushrooms,120,3.71,0.0,0.0,4.97,5.71,0
mushrooms,121,1.34,0.0,0.0,3.55,1.63,0
mushrooms,122,6.38,1.0,0.0,9.15,7.3,1
mushrooms,123,6.32,0.0,0.0,4.96,9.31,1
mushrooms,124,13.59,1.0,0.0,9.15,15.16,1
mushrooms,125,8.47,0.0,0.0,7.58,10.16,1
mushrooms,126,5.48,0.0,0.0,5.49,6.77,0
mushrooms,127,6.83,0.0,0.0,8.67,7.61,0
mushrooms,128,4.78,1.0,0.0,5.4,9.42,0
mushrooms,129,8.62,1.0,0.0,4.7,13.84,1
mushrooms,130,4.16,0.0,0.0,4.55,5.67,0
mushrooms,131,1.51,1.0,0.0,5.16,2.63,1
mushrooms,132,7.55,0.0,0.0,7.68,6.7,1
mushrooms,133,9.58,1.0,0.0,6.7,15.69,0
mushrooms,134,14.48,1.0,1.0,4.82,23.99,0
mushrooms,135,7.34,0.0,0.0,9.3,9.82,0
mushrooms,136,5.8,0.0,0.0,5.88,9.64,0
mushrooms,137,8.43,1.0,0.0,4.94,14.57,1
mushrooms,138,2.83,0.0,0.0,3.32,2.63,0
mushrooms,139,7.64,0.0,1.0,5.39,15.16,0
mushrooms,140,2.11,1.0,0.0,3.97,3.43,0
mushrooms,141,6.0,0.0,1.0,6.27,11.0,1
mushrooms,142,10.01,1.0,0.0,2.25,14.04,1
mushrooms,143,3.45,0.0,0.0,6.91,4.86,1
mushrooms,144,8.68,1.0,0.0,4.38,11.38,1
mushrooms,145,9.39,0.0,1.0,5.11,13.36,0
mushrooms,146,2.83,0.0,0.0,6.72,6.26,0
mushrooms,147,4.58,0.0,0.0,7.92,8.35,1
mushrooms,148,4.15,0.0,0.0,5.36,7.69,1
mushrooms,149,14.25,1.0,0.0,2.52,16.76,1
mushrooms,150,2.58,0.0,0.0,5.82,4.97,1
mushrooms,151,4.72,0.0,0.0,4.71,5.32,1
mushrooms,152,8.3,1.0,0.0,7.19,13.0,0
mushrooms,153,7.35,0.0,0.0,6.69,11.47,1
mushrooms,154,8.0,0.0,1.0,7.9,17.33,1
mushrooms,155,1.44,0.0,0.0,2.28,2.28,0
mushrooms,156,3.56,0.0,0.0,4.62,7.0,1
mushrooms,157,2.74,1.0,0.0,3.62,3.62,0
mushrooms,158,2.27,1.0,0.0,6.77,2.89,1
mushrooms,159,7.64,0.0,0.0,8.89,8.38,0
mushrooms,160,11.41,1.0,0.0,4.74,20.51,1
mushrooms,161,3.94,0.0,0.0,5.72,7.79,0
mushrooms,162,9.34,1.0,0.0,4.92,19.44,1
mushrooms,163,13.11,0.0,0.0,5.15,19.45,1
mushrooms,164,6.18,0.0,0.0,6.01,5.61,1
mushrooms,165,5.38,1.0,0.0,6.67,5.43,0
mushrooms,166,6.92,0.0,0.0,6.64,14.42,1
mushrooms,167,5.49,0.0,0.0,3.27,12.41,0
mushrooms,168,10.03,1.0,1.0,6.56,15.39,0
mushrooms,169,6.21,0.0,0.0,5.88,6.33,1
mushrooms,170,3.37,1.0,0.0,4.31,2.83,0
mushrooms,171,14.08,0.0,1.0,7.51,33.66,0
mushrooms,172,15.37,0.0,0.0,7.17,23.68,1
mushrooms,173,8.16,0.0,0.0,7.54,13.42,1
mushrooms,174,1.3,0.0,0.0,4.24,2.33,1
mushrooms,175,2.94,0.0,0.0,2.92,5.58,1
mushrooms,176,2.92,0.0,0.0,3.44,2.36,0
mushrooms,177,6.49,0.0,0.0,4.2,14.86,1
mushrooms,178,5.82,0.0,0.0,5.12,10.02,0
mushrooms,179,6.36,0.0,0.0,11.39,9.55,0
mushrooms,180,2.89,1.0,0.0,5.18,4.14,1
mushrooms,181,14.64,0.0,1.0,6.47,29.5,0
mushrooms,182,1.35,0.0,0.0,1.83,2.37,0
mushrooms,183,7.96,1.0,1.0,6.65,9.55,0
mushrooms,184,3.44,1.0,0.0,2.75,6.83,0
mushrooms,185,4.86,1.0,0.0,6.95,4.55,1
mushrooms,186,3.73,0.0,0.0,4.95,6.9,1
mushrooms,187,9.42,0.0,0.0,7.94,24.69,1
mushrooms,188,6.15,1.0,0.0,5.61,9.7,0
mushrooms,189,8.84,1.0,0.0,11.08,11.62,0
mushrooms,190,8.3,1.0,0.0,8.53,14.24,1
mushrooms,191,8.35,1.0,0.0,6.26,11.62,0
mushrooms,192,6.25,0.0,1.0,8.06,10.17,0
mushrooms,193,5.76,1.0,0.0,5.76,10.14,0
mushrooms,194,9.44,1.0,1.0,5.04,12.99,0
mushrooms,195,4.88,1.0,0.0,5.54,3.62,1
mushrooms,196,2.62,0.0,0.0,6.73,4.09,1
mushrooms,197,2.97,1.0,0.0,3.48,3.37,0
mushrooms,198,1.06,0.0,0.0,3.27,1.8,0
mushrooms,199,7.29,0.0,0.0,5.79,15.68,1
mushrooms,200,8.42,1.0,0.0,8.21,16.2,1
mushrooms,201,15.0,1.0,0.0,2.46,16.08,1
mushrooms,202,3.69,1.0,0.0,6.64,3.74,1
mushrooms,203,4.14,1.0,0.0,5.9,3.59,1
mushrooms,204,10.0,0.0,0.0,8.51,25.07,0
mushrooms,205,3.72,1.0,0.0,6.25,6.11,1
mushrooms,206,1.37,0.0,0.0,4.49,5.87,0
mushrooms,207,5.75,1.0,0.0,4.15,14.2,0
mushrooms,208,10.96,0.0,0.0,9.76,29.31,0
mushrooms,209,6.71,1.0,0.0,5.43,12.87,0
mushrooms,210,4.83,1.0,0.0,6.58,5.38,0
mushrooms,211,5.6,0.0,0.0,5.3,9.36,1
mushrooms,212,8.88,0.0,0.0,6.61,16.16,1
mushrooms,213,10.38,0.0,0.0,5.56,33.31,1
mushrooms,214,12.26,0.0,1.0,7.15,16.31,0
mushrooms,215,7.78,0.0,0.0,4.15,9.94,0
mushrooms,216,5.56,0.0,1.0,5.46,14.81,0
mushrooms,217,8.48,1.0,0.0,5.41,12.91,1
mushrooms,218,8.33,0.0,0.0,6.5,15.11,1
mushrooms,219,3.69,0.0,0.0,8.82,6.8,0
mushrooms,220,8.83,0.0,0.0,6.61,18.13,0
mushrooms,221,5.49,1.0,0.0,6.09,4.86,0
mushrooms,222,6.42,1.0,0.0,5.98,10.11,0
mushrooms,223,6.49,0.0,0.0,5.3,11.93,0
mushrooms,224,7.19,0.0,0.0,5.76,16.51,0
mushrooms,225,7.49,1.0,0.0,8.04,20.95,1
mushrooms,226,8.37,0.0,0.0,7.54,10.34,1
mushrooms,227,5.21,1.0,0.0,6.92,5.65,1
mushrooms,228,8.01,0.0,0.0,7.29,18.14,1
mushrooms,229,3.56,0.0,0.0,3.77,5.77,0
mushrooms,230,9.8,1.0,0.0,10.15,12.77,0
mushrooms,231,3.11,0.0,0.0,4.17,6.26,0
mushrooms,232,8.66,1.0,0.0,22.38,12.58,1
mushrooms,233,2.72,0.0,0.0,3.69,7.1,1
mushrooms,234,4.14,0.0,0.0,4.99,8.89,0
mushrooms,235,5.34,1.0,0.0,5.38,9.18,1
mushrooms,236,5.1,0.0,0.0,3.02,12.07,0
mushrooms,237,6.93,1.0,0.0,7.19,10.21,1
mushrooms,238,3.25,1.0,0.0,8.46,4.0,1
mushrooms,239,6.68,0.0,0.0,11.55,10.34,0
mushrooms,240,3.09,0.0,0.0,4.59,6.47,1
mushrooms,241,5.21,1.0,0.0,6.53,3.98,1
mushrooms,242,1.41,0.0,0.0,5.16,2.47,1
mushrooms,243,3.92,0.0,0.0,4.61,9.14,1
mushrooms,244,1.51,0.0,0.0,2.22,2.55,0
mushrooms,245,3.98,0.0,0.0,5.82,10.06,0
mushrooms,246,8.11,0.0,0.0,4.84,10.79,0
mushrooms,247,4.27,0.0,0.0,5.32,7.71,0
mushrooms,248,6.85,0.0,0.0,10.6,12.55,0
mushrooms,249,3.26,1.0,0.0,5.69,6.12,1
mushrooms,250,18.36,0.0,1.0,8.03,30.39,0
mushrooms,251,5.23,1.0,0.0,7.48,10.65,1
mushrooms,252,12.68,0.0,0.0,10.06,17.37,1
mushrooms,253,8.46,1.0,0.0,8.35,15.85,0
mushrooms,254,11.13,0.0,1.0,5.2,14.22,0
mushrooms,255,9.24,1.0,0.0,10.66,11.95,0
mushrooms,256,4.76,0.0,0.0,6.12,7.92,0
mushrooms,257,6.49,1.0,0.0,6.68,11.03,1
mushrooms,258,1.3,1.0,0.0,3.34,5.51,0
mushrooms,259,9.7,1.0,0.0,5.17,21.09,1
mushrooms,260,4.33,0.0,0.0,4.92,9.89,1
mushrooms,261,6.72,0.0,0.0,4.42,14.01,0
mushrooms,262,8.69,1.0,0.0,9.55,10.88,0
mushrooms,263,8.55,1.0,0.0,4.55,15.36,1
mushrooms,264,3.58,1.0,0.0,4.96,4.95,0
mushrooms,265,4.55,0.0,1.0,5.7,14.1,0
mushrooms,266,13.99,0.0,0.0,10.39,28.66,1
mushrooms,267,5.43,0.0,0.0,7.85,4.58,1
mushrooms,268,7.54,1.0,0.0,5.97,13.14,1
mushrooms,269,5.51,1.0,0.0,5.74,4.64,1
mushrooms,270,10.56,0.0,0.0,10.34,30.14,0
mushrooms,271,1.4,0.0,0.0,2.1,2.77,0
mushrooms,272,8.0,0.0,0.0,9.75,11.09,0
mushrooms,273,5.64,0.0,0.0,4.31,12.71,1
mushrooms,274,4.07,0.0,0.0,6.66,6.85,1
mushrooms,275,6.64,0.0,0.0,5.63,9.23,1
mushrooms,276,10.24,1.0,0.0,4.5,14.41,1
mushrooms,277,9.9,0.0,0.0,4.57,16.49,1
mushrooms,278,4.91,1.0,0.0,6.41,4.8,0
mushrooms,279,9.27,0.0,0.0,10.57,11.81,0
mushrooms,280,7.1,0.0,0.0,9.09,9.43,0
mushrooms,281,6.57,1.0,0.0,3.9,9.39,0
mushrooms,282,9.63,0.0,0.0,6.76,27.4,1
mushrooms,283,4.7,0.0,0.0,8.33,9.9,1
mushrooms,284,1.38,1.0,0.0,3.74,6.19,0
mushrooms,285,7.19,0.0,0.0,4.59,13.99,1
mushrooms,286,5.91,1.0,0.0,4.39,8.87,1
mushrooms,287,5.92,0.0,0.0,6.18,6.53,1
mushrooms,288,6.4,1.0,0.0,5.65,11.99,1
mushrooms,289,19.06,0.0,1.0,7.11,35.24,0
mushrooms,290,11.77,0.0,0.0,10.96,35.15,0
mushrooms,291,3.62,0.0,0.0,4.13,5.74,1
mushrooms,292,4.55,0.0,0.0,7.92,9.56,1
mushrooms,293,5.33,0.0,0.0,2.99,11.74,1
mushrooms,294,6.4,1.0,0.0,6.34,11.16,1
mushrooms,295,6.68,0.0,0.0,6.55,7.44,1
mushrooms,296,9.42,1.0,0.0,9.83,11.46,0
mushrooms,297,5.79,0.0,0.0,4.04,6.82,0
mushrooms,298,7.63,1.0,0.0,5.03,10.76,0
mushrooms,299,16.64,0.0,1.0,8.05,35.0,0
mushrooms,300,6.58,0.0,0.0,5.04,5.77,0
mushrooms,301,6.38,1.0,0.0,5.76,15.13,1
mushrooms,302,8.39,1.0,0.0,4.94,10.4,0
mushrooms,303,8.68,1.0,0.0,9.99,10.8,0
mushrooms,304,3.17,1.0,0.0,3.94,6.54,1
mushrooms,305,6.52,0.0,1.0,6.83,8.61,0
mushrooms,306,8.83,0.0,0.0,4.98,10.34,0
mushrooms,307,10.47,1.0,1.0,6.56,16.62,0
mushrooms,308,7.8,1.0,0.0,5.52,18.09,1
mushrooms,309,1.68,1.0,0.0,5.21,2.56,1
mushrooms,310,10.37,0.0,0.0,10.58,30.34,0
mushrooms,311,7.34,1.0,0.0,6.01,17.66,1
mushrooms,312,7.72,1.0,0.0,4.86,16.45,1
mushrooms,313,6.78,0.0,0.0,7.28,10.43,1
mushrooms,314,4.89,0.0,0.0,5.94,8.72,0
mushrooms,315,7.01,1.0,0.0,5.54,10.36,0
mushrooms,316,7.73,0.0,0.0,8.17,8.13,0
mushrooms,317,3.19,0.0,0.0,5.1,8.85,0
mushrooms,318,4.72,1.0,0.0,4.68,8.49,0
mushrooms,319,4.27,0.0,0.0,6.87,7.67,0
mushrooms,320,18.96,1.0,0.0,5.98,22.52,1
mushrooms,321,4.15,0.0,0.0,4.06,5.25,0
mushrooms,322,1.56,0.0,0.0,4.71,2.32,1
mushrooms,323,7.44,1.0,0.0,5.66,16.88,1
mushrooms,324,3.15,0.0,0.0,4.05,2.58,0
mushrooms,325,6.04,0.0,1.0,4.5,13.11,0
mushrooms,326,9.06,1.0,0.0,7.03,35.75,1
mushrooms,327,17.39,1.0,0.0,2.62,16.81,1
mushrooms,328,4.34,1.0,0.0,5.8,3.6,1
mushrooms,329,9.52,0.0,0.0,6.11,9.87,1
mushrooms,330,5.88,0.0,0.0,6.19,3.9,1
mushrooms,331,3.14,0.0,0.0,5.8,4.35,1
mushrooms,332,6.81,1.0,0.0,6.25,11.97,1
mushrooms,333,6.86,1.0,0.0,7.14,15.46,0
mushrooms,334,7.76,0.0,0.0,11.77,11.7,0
mushrooms,335,3.28,0.0,0.0,3.37,2.57,0
mushrooms,336,1.02,0.0,0.0,3.08,1.54,0
mushrooms,337,5.34,0.0,0.0,6.05,6.8,0
mushrooms,338,6.68,1.0,1.0,5.11,7.95,0
mushrooms,339,6.54,0.0,0.0,7.31,10.51,1
mushrooms,340,3.15,1.0,0.0,3.41,6.61,1
mushrooms,341,9.93,1.0,0.0,10.03,11.42,0
mushrooms,342,5.88,1.0,0.0,6.22,12.78,1
mushrooms,343,13.17,1.0,0.0,5.06,20.74,1
mushrooms,344,5.17,0.0,0.0,6.91,3.98,1
mushrooms,345,3.49,1.0,0.0,7.61,3.38,1
mushrooms,346,6.41,1.0,0.0,8.0,10.86,1
mushrooms,347,10.01,0.0,0.0,6.81,20.08,1
mushrooms,348,1.4,0.0,0.0,5.04,2.46,1
mushrooms,349,7.91,0.0,0.0,11.16,10.38,0
mushrooms,350,2.88,0.0,0.0,3.26,2.5,0
mushrooms,351,6.34,0.0,0.0,3.68,9.42,1
mushrooms,352,3.52,0.0,0.0,4.41,6.0,1
mushrooms,353,8.6,1.0,0.0,6.7,11.51,0
mushrooms,354,8.89,1.0,0.0,9.52,14.77,1
mushrooms,355,2.68,1.0,0.0,3.44,2.44,0
mushrooms,356,6.0,0.0,0.0,5.14,10.11,0
mushrooms,357,5.56,0.0,0.0,5.61,5.44,1
mushrooms,358,9.77,1.0,0.0,4.56,13.79,1
mushrooms,359,8.85,0.0,0.0,5.57,9.72,1
mushrooms,360,4.24,0.0,0.0,7.48,7.98,1
mushrooms,361,9.12,1.0,0.0,4.9,19.34,1
mushrooms,362,19.65,0.0,0.0,7.95,22.68,1
mushrooms,363,7.9,0.0,0.0,10.84,16.33,0
mushrooms,364,2.67,1.0,1.0,3.35,5.95,0
mushrooms,365,8.63,0.0,0.0,8.81,9.12,0
mushrooms,366,13.5,0.0,0.0,9.4,25.74,1
mushrooms,367,3.34,1.0,1.0,4.73,6.27,1
mushrooms,368,8.27,0.0,0.0,8.62,13.44,1
mushrooms,369,4.0,0.0,0.0,8.0,8.41,1
mushrooms,370,3.39,1.0,0.0,8.55,4.18,0
mushrooms,371,13.47,1.0,0.0,10.42,16.75,1
mushrooms,372,6.99,1.0,0.0,4.35,9.99,0
mushrooms,373,1.66,0.0,0.0,1.6,2.34,0
mushrooms,374,7.87,1.0,0.0,4.33,12.17,1
mushrooms,375,3.61,1.0,0.0,7.68,4.29,0
mushrooms,376,3.28,1.0,0.0,4.29,2.64,1
mushrooms,377,5.53,1.0,0.0,5.32,6.93,0
mushrooms,378,3.85,1.0,0.0,4.17,6.97,1
mushrooms,379,5.95,1.0,0.0,4.94,15.85,1
mushrooms,380,4.46,0.0,0.0,3.29,11.64,0
mushrooms,381,2.9,0.0,0.0,8.48,7.32,0
mushrooms,382,16.27,1.0,0.0,5.93,36.41,0
mushrooms,383,6.86,1.0,1.0,4.92,8.43,0
mushrooms,384,16.98,1.0,0.0,8.21,24.5,1
mushrooms,385,7.09,1.0,0.0,6.15,10.58,0
mushrooms,386,7.83,1.0,0.0,8.79,11.2,0
mushrooms,387,4.6,1.0,0.0,3.84,11.27,1
mushrooms,388,2.61,0.0,0.0,2.94,2.28,0
mushrooms,389,2.95,1.0,1.0,4.38,5.89,1
mushrooms,390,2.47,0.0,0.0,6.67,4.72,1
mushrooms,391,6.91,0.0,0.0,6.34,16.81,1
mushrooms,392,7.05,0.0,0.0,4.18,15.24,1
mushrooms,393,8.04,1.0,0.0,6.31,17.87,0
mushrooms,394,5.69,0.0,0.0,4.19,4.77,1
mushrooms,395,2.44,1.0,0.0,8.02,4.37,1
mushrooms,396,3.65,0.0,0.0,5.84,9.04,0
mushrooms,397,4.41,0.0,0.0,3.5,12.09,0
mushrooms,398,6.18,0.0,0.0,5.85,11.16,1
mushrooms,399,7.45,0.0,0.0,6.1,6.73,0
mushrooms,400,5.92,0.0,0.0,6.72,8.6,1
mushrooms,401,6.82,1.0,0.0,6.48,17.49,0
mushrooms,402,2.72,0.0,0.0,2.6,7.15,0
mushrooms,403,6.66,1.0,1.0,6.39,9.22,0
mushrooms,404,4.74,0.0,0.0,4.71,5.4,0
mushrooms,405,9.72,1.0,0.0,2.33,15.35,1
mushrooms,406,2.7,1.0,0.0,7.26,3.64,0
mushrooms,407,11.14,0.0,0.0,6.53,16.66,1
mushrooms,408,6.32,1.0,0.0,5.72,10.52,0
mushrooms,409,9.32,0.0,0.0,8.47,29.12,0
mushrooms,410,4.82,1.0,0.0,6.77,13.06,0
mushrooms,411,12.02,1.0,1.0,6.57,14.98,0
mushrooms,412,1.6,0.0,0.0,4.91,2.44,1
mushrooms,413,10.0,1.0,0.0,7.21,21.86,1
mushrooms,414,14.65,1.0,0.0,5.4,34.38,0
mushrooms,415,6.76,0.0,1.0,5.23,13.64,0
mushrooms,416,3.58,1.0,1.0,4.66,6.9,1
mushrooms,417,5.12,0.0,0.0,8.61,5.69,1
mushrooms,418,6.03,0.0,0.0,5.22,17.29,0
mushrooms,419,9.32,1.0,0.0,5.19,19.67,1
mushrooms,420,1.41,0.0,0.0,1.76,2.33,0
mushrooms,421,6.78,1.0,0.0,4.89,12.47,1
mushrooms,422,2.2,0.0,0.0,5.11,7.11,0
mushrooms,423,2.74,1.0,0.0,2.16,6.78,0
mushrooms,424,3.41,0.0,0.0,5.34,8.55,0
mushrooms,425,1.01,0.0,0.0,3.29,1.52,0
mushrooms,426,4.06,1.0,0.0,8.4,6.4,1
mushrooms,427,7.53,1.0,0.0,5.75,19.65,1
mushrooms,428,1.38,0.0,0.0,5.37,2.61,1
mushrooms,429,7.03,0.0,1.0,7.34,12.13,1
mushrooms,430,4.84,1.0,0.0,5.41,4.72,0
mushrooms,431,2.65,0.0,0.0,7.26,3.47,0
mushrooms,432,5.0,0.0,0.0,4.69,10.01,1
mushrooms,433,2.93,0.0,0.0,2.15,3.9,1
mushrooms,434,7.85,0.0,0.0,8.39,10.19,0
mushrooms,435,6.57,1.0,0.0,5.51,16.13,1
mushrooms,436,7.0,1.0,0.0,5.98,6.76,0
mushrooms,437,8.45,1.0,0.0,3.96,14.15,1
mushrooms,438,6.85,0.0,0.0,4.49,9.75,0
mushrooms,439,7.24,1.0,0.0,5.41,17.38,0
mushrooms,440,3.95,1.0,0.0,7.58,3.65,0
mushrooms,441,3.26,0.0,0.0,6.18,6.55,1
mushrooms,442,8.13,0.0,0.0,4.17,14.39,1
mushrooms,443,5.53,0.0,1.0,5.46,16.61,0
mushrooms,444,6.48,0.0,0.0,6.59,19.79,1
mushrooms,445,4.75,0.0,0.0,5.09,6.6,0
mushrooms,446,3.67,1.0,0.0,5.84,4.42,0
mushrooms,447,3.88,0.0,0.0,9.0,7.86,0
mushrooms,448,5.33,0.0,0.0,6.25,14.64,0
mushrooms,449,7.53,1.0,0.0,9.81,10.83,0
mushrooms,450,11.94,1.0,0.0,4.69,22.66,0
mushrooms,451,8.23,1.0,0.0,7.19,11.56,1
mushrooms,452,7.74,0.0,0.0,4.99,9.5,1
mushrooms,453,9.37,1.0,0.0,9.48,10.29,0
mushrooms,454,3.85,1.0,0.0,5.48,3.92,0
mushrooms,455,7.74,1.0,0.0,7.34,17.66,0
mushrooms,456,3.73,1.0,0.0,5.87,3.36,1
mushrooms,457,10.64,0.0,0.0,12.14,13.93,0
mushrooms,458,1.59,1.0,0.0,4.99,2.6,1
mushrooms,459,5.08,0.0,0.0,3.81,12.23,1
mushrooms,460,5.05,1.0,0.0,6.53,6.46,1
mushrooms,461,7.02,0.0,1.0,6.55,17.76,0
mushrooms,462,6.83,0.0,0.0,5.76,14.85,1
mushrooms,463,8.43,1.0,0.0,6.65,12.85,0
