participantId,trialId,block,trialWithinBlock,withinCondition,xai_method,xai_type,dataId,instanceId,phase,phaseTrialId,ai_prediction,tested_w_xai
4,5,1,1,single_condition,shap,none,wine_quality,1371,testing,1,1,True
4,6,1,2,single_condition,shap,none,wine_quality,1172,testing,2,1,False
4,7,1,3,single_condition,shap,none,wine_quality,1136,testing,3,1,True
4,8,1,4,single_condition,shap,none,wine_quality,735,testing,4,0,True
4,9,1,5,single_condition,shap,none,wine_quality,1173,testing,5,0,False
4,10,1,6,single_condition,shap,none,wine_quality,1102,testing,6,0,False
5,1,1,1,single_condition,shap,attribution,wine_quality,1198,training,1,0,
5,2,1,2,single_condition,shap,attribution,wine_quality,887,training,2,1,
5,3,1,3,single_condition,shap,attribution,wine_quality,948,training,3,1,
5,4,1,4,single_condition,shap,attribution,wine_quality,822,training,4,0,
5,5,1,1,single_condition,shap,attribution,wine_quality,588,testing,1,1,False
5,6,1,2,single_condition,shap,attribution,wine_quality,1371,testing,2,1,True
5,7,1,3,single_condition,shap,attribution,wine_quality,528,testing,3,0,False
5,8,1,4,single_condition,shap,attribution,wine_quality,672,testing,4,0,True
5,9,1,5,single_condition,shap,attribution,wine_quality,735,testing,5,0,False
5,10,1,6,single_condition,shap,attribution,wine_quality,1070,testing,6,1,True
6,1,1,1,single_condition,shap,importance,wine_quality,1027,training,1,0,
6,2,1,2,single_condition,shap,importance,wine_quality,866,training,2,1,
6,3,1,3,single_condition,shap,importance,wine_quality,898,training,3,1,
6,4,1,4,single_condition,shap,importance,wine_quality,547,training,4,0,
6,5,1,1,single_condition,shap,importance,wine_quality,940,testing,1,1,False
6,6,1,2,single_condition,shap,importance,wine_quality,1132,testing,2,1,True
6,7,1,3,single_condition,shap,importance,wine_quality,289,testing,3,0,False
6,8,1,4,single_condition,shap,importance,wine_quality,1371,testing,4,1,True
6,9,1,5,single_condition,shap,importance,wine_quality,216,testing,5,0,True
6,10,1,6,single_condition,shap,importance,wine_quality,566,testing,6,0,False
7,1,1,1,single_condition,integrated_gradients,none,wine_quality,516,training,1,1,
7,2,1,2,single_condition,integrated_gradients,none,wine_quality,1464,training,2,0,
7,3,1,3,single_condition,integrated_gradients,none,wine_quality,1133,training,3,0,
7,4,1,4,single_condition,integrated_gradients,none,wine_quality,589,training,4,1,
7,5,1,1,single_condition,integrated_gradients,none,wine_quality,90,testing,1,0,True
7,6,1,2,single_condition,integrated_gradients,none,wine_quality,845,testing,2,0,True
7,7,1,3,single_condition,integrated_gradients,none,wine_quality,1267,testing,3,1,False
7,8,1,4,single_condition,integrated_gradients,none,wine_quality,964,testing,4,1,True
7,9,1,5,single_condition,integrated_gradients,none,wine_quality,1016,testing,5,1,False
7,10,1,6,single_condition,integrated_gradients,none,wine_quality,1218,testing,6,0,False
8,1,1,1,single_condition,integrated_gradients,attribution,wine_quality,112,training,1,0,
8,2,1,2,single_condition,integrated_gradients,attribution,wine_quality,509,training,2,1,
8,3,1,3,single_condition,integrated_gradients,attribution,wine_quality,974,training,3,1,
8,4,1,4,single_condition,integrated_gradients,attribution,wine_quality,281,training,4,0,
8,5,1,1,single_condition,integrated_gradients,attribution,wine_quality,491,testing,1,1,True
8,6,1,2,single_condition,integrated_gradients,attribution,wine_quality,1130,testing,2,0,False
8,7,1,3,single_condition,integrated_gradients,attribution,wine_quality,1341,testing,3,0,True
8,8,1,4,single_condition,integrated_gradients,attribution,wine_quality,1590,testing,4,1,True
8,9,1,5,single_condition,integrated_gradients,attribution,wine_quality,496,testing,5,0,False
8,10,1,6,single_condition,integrated_gradients,attribution,wine_quality,982,testing,6,1,False
9,1,1,1,single_condition,integrated_gradients,importance,wine_quality,33,training,1,0,
9,2,1,2,single_condition,integrated_gradients,importance,wine_quality,47,training,2,0,
9,3,1,3,single_condition,integrated_gradients,importance,wine_quality,1549,training,3,1,
9,4,1,4,single_condition,integrated_gradients,importance,wine_quality,210,training,4,1,
9,5,1,1,single_condition,integrated_gradients,importance,wine_quality,959,testing,1,0,False
9,6,1,2,single_condition,integrated_gradients,importance,wine_quality,1172,testing,2,1,True
9,7,1,3,single_condition,integrated_gradients,importance,wine_quality,1371,testing,3,1,True
9,8,1,4,single_condition,integrated_gradients,importance,wine_quality,172,testing,4,0,True
9,9,1,5,single_condition,integrated_gradients,importance,wine_quality,380,testing,5,0,False
9,10,1,6,single_condition,integrated_gradients,importance,wine_quality,1267,testing,6,1,False
10,1,1,1,single_condition,input_gradients,none,wine_quality,514,training,1,1,
10,2,1,2,single_condition,input_gradients,none,wine_quality,492,training,2,1,
10,3,1,3,single_condition,input_gradients,none,wine_quality,381,training,3,0,
10,4,1,4,single_condition,input_gradients,none,wine_quality,399,training,4,0,
10,5,1,1,single_condition,input_gradients,none,wine_quality,267,testing,1,1,True
10,6,1,2,single_condition,input_gradients,none,wine_quality,1107,testing,2,1,True
10,7,1,3,single_condition,input_gradients,none,wine_quality,448,testing,3,0,True
10,8,1,4,single_condition,input_gradients,none,wine_quality,90,testing,4,0,False
10,9,1,5,single_condition,input_gradients,none,wine_quality,1132,testing,5,1,False
10,10,1,6,single_condition,input_gradients,none,wine_quality,311,testing,6,0,False
11,1,1,1,single_condition,input_gradients,attribution,wine_quality,589,training,1,1,
11,2,1,2,single_condition,input_gradients,attribution,wine_quality,1240,training,2,0,
11,3,1,3,single_condition,input_gradients,attribution,wine_quality,1162,training,3,1,
11,4,1,4,single_condition,input_gradients,attribution,wine_quality,1451,training,4,0,
11,5,1,1,single_condition,input_gradients,attribution,wine_quality,289,testing,1,0,False
11,6,1,2,single_condition,input_gradients,attribution,wine_quality,1512,testing,2,0,False
11,7,1,3,single_condition,input_gradients,attribution,wine_quality,940,testing,3,1,True
11,8,1,4,single_condition,input_gradients,attribution,wine_quality,491,testing,4,1,True
11,9,1,5,single_condition,input_gradients,attribution,wine_quality,1371,testing,5,1,False
11,10,1,6,single_condition,input_gradients,attribution,wine_quality,197,testing,6,0,True
12,1,1,1,single_condition,input_gradients,importance,wine_quality,223,training,1,0,
12,2,1,2,single_condition,input_gradients,importance,wine_quality,444,training,2,1,
12,3,1,3,single_condition,input_gradients,importance,wine_quality,573,training,3,0,
12,4,1,4,single_condition,input_gradients,importance,wine_quality,919,training,4,1,
12,5,1,1,single_condition,input_gradients,importance,wine_quality,267,testing,1,1,False
12,6,1,2,single_condition,input_gradients,importance,wine_quality,1016,testing,2,1,False
12,7,1,3,single_condition,input_gradients,importance,wine_quality,1132,testing,3,1,True
12,8,1,4,single_condition,input_gradients,importance,wine_quality,38,testing,4,0,True
12,9,1,5,single_condition,input_gradients,importance,wine_quality,1399,testing,5,0,True
12,10,1,6,single_condition,input_gradients,importance,wine_quality,616,testing,6,0,False
13,1,1,1,single_condition,lime,none,wine_quality,837,training,1,1,
13,2,1,2,single_condition,lime,none,wine_quality,1167,training,2,1,
13,3,1,3,single_condition,lime,none,wine_quality,718,training,3,0,
13,4,1,4,single_condition,lime,none,wine_quality,393,training,4,0,
13,5,1,1,single_condition,lime,none,wine_quality,214,testing,1,0,False
13,6,1,2,single_condition,lime,none,wine_quality,875,testing,2,1,True
13,7,1,3,single_condition,lime,none,wine_quality,852,testing,3,0,False
13,8,1,4,single_condition,lime,none,wine_quality,982,testing,4,1,True
13,9,1,5,single_condition,lime,none,wine_quality,57,testing,5,0,True
13,10,1,6,single_condition,lime,none,wine_quality,491,testing,6,1,False
14,1,1,1,single_condition,lime,attribution,wine_quality,43,training,1,0,
14,2,1,2,single_condition,lime,attribution,wine_quality,1450,training,2,1,
14,3,1,3,single_condition,lime,attribution,wine_quality,1049,training,3,0,
14,4,1,4,single_condition,lime,attribution,wine_quality,945,training,4,1,
14,5,1,1,single_condition,lime,attribution,wine_quality,875,testing,1,1,False
14,6,1,2,single_condition,lime,attribution,wine_quality,1392,testing,2,0,False
14,7,1,3,single_condition,lime,attribution,wine_quality,1330,testing,3,0,True
14,8,1,4,single_condition,lime,attribution,wine_quality,1405,testing,4,1,False
14,9,1,5,single_condition,lime,attribution,wine_quality,989,testing,5,0,True
14,10,1,6,single_condition,lime,attribution,wine_quality,69,testing,6,1,True
15,1,1,1,single_condition,lime,importance,wine_quality,1076,training,1,1,
15,2,1,2,single_condition,lime,importance,wine_quality,101,training,2,0,
15,3,1,3,single_condition,lime,importance,wine_quality,874,training,3,1,
15,4,1,4,single_condition,lime,importance,wine_quality,183,training,4,0,
15,5,1,1,single_condition,lime,importance,wine_quality,1508,testing,1,0,True
15,6,1,2,single_condition,lime,importance,wine_quality,15,testing,2,0,True
15,7,1,3,single_condition,lime,importance,wine_quality,344,testing,3,1,True
15,8,1,4,single_condition,lime,importance,wine_quality,431,testing,4,0,False
15,9,1,5,single_condition,lime,importance,wine_quality,964,testing,5,1,False
15,10,1,6,single_condition,lime,importance,wine_quality,875,testing,6,1,False
16,1,1,1,single_condition,shap,none,wine_quality,67,training,1,0,
16,2,1,2,single_condition,shap,none,wine_quality,1067,training,2,1,
16,3,1,3,single_condition,shap,none,wine_quality,150,training,3,0,
16,4,1,4,single_condition,shap,none,wine_quality,1219,training,4,1,
16,5,1,1,single_condition,shap,none,wine_quality,1426,testing,1,0,False
16,6,1,2,single_condition,shap,none,wine_quality,581,testing,2,0,True
16,7,1,3,single_condition,shap,none,wine_quality,875,testing,3,1,True
16,8,1,4,single_condition,shap,none,wine_quality,1107,testing,4,1,False
16,9,1,5,single_condition,shap,none,wine_quality,1370,testing,5,0,False
16,10,1,6,single_condition,shap,none,wine_quality,1120,testing,6,1,True
17,1,1,1,single_condition,shap,attribution,wine_quality,1544,training,1,1,
17,2,1,2,single_condition,shap,attribution,wine_quality,788,training,2,0,
17,3,1,3,single_condition,shap,attribution,wine_quality,913,training,3,1,
17,4,1,4,single_condition,shap,attribution,wine_quality,256,training,4,0,
17,5,1,1,single_condition,shap,attribution,wine_quality,491,testing,1,1,True
17,6,1,2,single_condition,shap,attribution,wine_quality,580,testing,2,0,True
17,7,1,3,single_condition,shap,attribution,wine_quality,1472,testing,3,0,False
17,8,1,4,single_condition,shap,attribution,wine_quality,1410,testing,4,0,True
17,9,1,5,single_condition,shap,attribution,wine_quality,960,testing,5,1,False
17,10,1,6,single_condition,shap,attribution,wine_quality,267,testing,6,1,False
18,1,1,1,single_condition,shap,importance,wine_quality,550,training,1,0,
18,2,1,2,single_condition,shap,importance,wine_quality,867,training,2,1,
18,3,1,3,single_condition,shap,importance,wine_quality,154,training,3,0,
18,4,1,4,single_condition,shap,importance,wine_quality,1098,training,4,1,
18,5,1,1,single_condition,shap,importance,wine_quality,940,testing,1,1,True
18,6,1,2,single_condition,shap,importance,wine_quality,1061,testing,2,1,False
18,7,1,3,single_condition,shap,importance,wine_quality,1251,testing,3,0,True
18,8,1,4,single_condition,shap,importance,wine_quality,1476,testing,4,0,False
18,9,1,5,single_condition,shap,importance,wine_quality,491,testing,5,1,False
18,10,1,6,single_condition,shap,importance,wine_quality,764,testing,6,0,True
19,1,1,1,single_condition,integrated_gradients,none,wine_quality,398,training,1,0,
19,2,1,2,single_condition,integrated_gradients,none,wine_quality,1570,training,2,1,
19,3,1,3,single_condition,integrated_gradients,none,wine_quality,859,training,3,0,
19,4,1,4,single_condition,integrated_gradients,none,wine_quality,840,training,4,1,
19,5,1,1,single_condition,integrated_gradients,none,wine_quality,959,testing,1,0,True
19,6,1,2,single_condition,integrated_gradients,none,wine_quality,764,testing,2,0,False
19,7,1,3,single_condition,integrated_gradients,none,wine_quality,1136,testing,3,1,False
19,8,1,4,single_condition,integrated_gradients,none,wine_quality,366,testing,4,0,True
19,9,1,5,single_condition,integrated_gradients,none,wine_quality,1132,testing,5,1,True
19,10,1,6,single_condition,integrated_gradients,none,wine_quality,1016,testing,6,1,False
20,1,1,1,single_condition,integrated_gradients,attribution,wine_quality,1216,training,1,0,
20,2,1,2,single_condition,integrated_gradients,attribution,wine_quality,514,training,2,1,
20,3,1,3,single_condition,integrated_gradients,attribution,wine_quality,205,training,3,1,
20,4,1,4,single_condition,integrated_gradients,attribution,wine_quality,1582,training,4,0,
20,5,1,1,single_condition,integrated_gradients,attribution,wine_quality,982,testing,1,1,True
20,6,1,2,single_condition,integrated_gradients,attribution,wine_quality,1051,testing,2,0,False
20,7,1,3,single_condition,integrated_gradients,attribution,wine_quality,1132,testing,3,1,False
20,8,1,4,single_condition,integrated_gradients,attribution,wine_quality,1396,testing,4,0,True
20,9,1,5,single_condition,integrated_gradients,attribution,wine_quality,1590,testing,5,1,True
20,10,1,6,single_condition,integrated_gradients,attribution,wine_quality,764,testing,6,0,False
21,1,1,1,single_condition,integrated_gradients,importance,wine_quality,463,training,1,0,
21,2,1,2,single_condition,integrated_gradients,importance,wine_quality,802,training,2,1,
21,3,1,3,single_condition,integrated_gradients,importance,wine_quality,264,training,3,1,
21,4,1,4,single_condition,integrated_gradients,importance,wine_quality,1225,training,4,0,
21,5,1,1,single_condition,integrated_gradients,importance,wine_quality,1107,testing,1,1,True
21,6,1,2,single_condition,integrated_gradients,importance,wine_quality,1508,testing,2,0,True
21,7,1,3,single_condition,integrated_gradients,importance,wine_quality,947,testing,3,1,False
21,8,1,4,single_condition,integrated_gradients,importance,wine_quality,377,testing,4,1,True
21,9,1,5,single_condition,integrated_gradients,importance,wine_quality,21,testing,5,0,False
21,10,1,6,single_condition,integrated_gradients,importance,wine_quality,1227,testing,6,0,False
22,1,1,1,single_condition,input_gradients,none,wine_quality,399,training,1,0,
22,2,1,2,single_condition,input_gradients,none,wine_quality,1585,training,2,1,
22,3,1,3,single_condition,input_gradients,none,wine_quality,606,training,3,1,
22,4,1,4,single_condition,input_gradients,none,wine_quality,1264,training,4,0,
22,5,1,1,single_condition,input_gradients,none,wine_quality,1291,testing,1,0,False
22,6,1,2,single_condition,input_gradients,none,wine_quality,933,testing,2,0,True
22,7,1,3,single_condition,input_gradients,none,wine_quality,1120,testing,3,1,True
22,8,1,4,single_condition,input_gradients,none,wine_quality,1452,testing,4,0,False
22,9,1,5,single_condition,input_gradients,none,wine_quality,1405,testing,5,1,True
22,10,1,6,single_condition,input_gradients,none,wine_quality,1061,testing,6,1,False
23,1,1,1,single_condition,input_gradients,attribution,wine_quality,1457,training,1,0,
23,2,1,2,single_condition,input_gradients,attribution,wine_quality,867,training,2,1,
23,3,1,3,single_condition,input_gradients,attribution,wine_quality,704,training,3,0,
23,4,1,4,single_condition,input_gradients,attribution,wine_quality,336,training,4,1,
23,5,1,1,single_condition,input_gradients,attribution,wine_quality,882,testing,1,1,False
23,6,1,2,single_condition,input_gradients,attribution,wine_quality,1426,testing,2,0,True
23,7,1,3,single_condition,input_gradients,attribution,wine_quality,950,testing,3,1,True
23,8,1,4,single_condition,input_gradients,attribution,wine_quality,15,testing,4,0,False
23,9,1,5,single_condition,input_gradients,attribution,wine_quality,1132,testing,5,1,False
23,10,1,6,single_condition,input_gradients,attribution,wine_quality,528,testing,6,0,True
24,1,1,1,single_condition,input_gradients,importance,wine_quality,1557,training,1,0,
24,2,1,2,single_condition,input_gradients,importance,wine_quality,506,training,2,1,
24,3,1,3,single_condition,input_gradients,importance,wine_quality,445,training,3,0,
24,4,1,4,single_condition,input_gradients,importance,wine_quality,1167,training,4,1,
24,5,1,1,single_condition,input_gradients,importance,wine_quality,267,testing,1,1,True
24,6,1,2,single_condition,input_gradients,importance,wine_quality,875,testing,2,1,True
24,7,1,3,single_condition,input_gradients,importance,wine_quality,417,testing,3,0,False
24,8,1,4,single_condition,input_gradients,importance,wine_quality,511,testing,4,0,True
24,9,1,5,single_condition,input_gradients,importance,wine_quality,707,testing,5,0,False
24,10,1,6,single_condition,input_gradients,importance,wine_quality,1172,testing,6,1,False
25,1,1,1,single_condition,lime,none,wine_quality,271,training,1,0,
25,2,1,2,single_condition,lime,none,wine_quality,898,training,2,1,
25,3,1,3,single_condition,lime,none,wine_quality,120,training,3,0,
25,4,1,4,single_condition,lime,none,wine_quality,444,training,4,1,
25,5,1,1,single_condition,lime,none,wine_quality,1371,testing,1,1,True
25,6,1,2,single_condition,lime,none,wine_quality,1472,testing,2,0,False
25,7,1,3,single_condition,lime,none,wine_quality,1267,testing,3,1,False
25,8,1,4,single_condition,lime,none,wine_quality,940,testing,4,1,True
25,9,1,5,single_condition,lime,none,wine_quality,1173,testing,5,0,False
25,10,1,6,single_condition,lime,none,wine_quality,999,testing,6,0,True
26,1,1,1,single_condition,lime,attribution,wine_quality,1380,training,1,0,
26,2,1,2,single_condition,lime,attribution,wine_quality,1544,training,2,1,
26,3,1,3,single_condition,lime,attribution,wine_quality,1521,training,3,0,
26,4,1,4,single_condition,lime,attribution,wine_quality,1219,training,4,1,
26,5,1,1,single_condition,lime,attribution,wine_quality,940,testing,1,1,False
26,6,1,2,single_condition,lime,attribution,wine_quality,572,testing,2,0,True
26,7,1,3,single_condition,lime,attribution,wine_quality,66,testing,3,0,True
26,8,1,4,single_condition,lime,attribution,wine_quality,1132,testing,4,1,False
26,9,1,5,single_condition,lime,attribution,wine_quality,1120,testing,5,1,True
26,10,1,6,single_condition,lime,attribution,wine_quality,1495,testing,6,0,False
27,1,1,1,single_condition,lime,importance,wine_quality,1068,training,1,1,
27,2,1,2,single_condition,lime,importance,wine_quality,315,training,2,0,
27,3,1,3,single_condition,lime,importance,wine_quality,1063,training,3,1,
27,4,1,4,single_condition,lime,importance,wine_quality,645,training,4,0,
27,5,1,1,single_condition,lime,importance,wine_quality,1590,testing,1,1,True
27,6,1,2,single_condition,lime,importance,wine_quality,100,testing,2,0,False
27,7,1,3,single_condition,lime,importance,wine_quality,1132,testing,3,1,False
27,8,1,4,single_condition,lime,importance,wine_quality,1251,testing,4,0,True
27,9,1,5,single_condition,lime,importance,wine_quality,1018,testing,5,0,True
27,10,1,6,single_condition,lime,importance,wine_quality,928,testing,6,1,False
28,1,1,1,single_condition,shap,none,wine_quality,5,training,1,0,
28,2,1,2,single_condition,shap,none,wine_quality,1073,training,2,0,
28,3,1,3,single_condition,shap,none,wine_quality,948,training,3,1,
28,4,1,4,single_condition,shap,none,wine_quality,1015,training,4,1,
28,5,1,1,single_condition,shap,none,wine_quality,909,testing,1,0,True
28,6,1,2,single_condition,shap,none,wine_quality,1502,testing,2,0,False
28,7,1,3,single_condition,shap,none,wine_quality,1405,testing,3,1,False
28,8,1,4,single_condition,shap,none,wine_quality,1172,testing,4,1,True
28,9,1,5,single_condition,shap,none,wine_quality,4,testing,5,0,False
28,10,1,6,single_condition,shap,none,wine_quality,947,testing,6,1,True
29,1,1,1,single_condition,shap,attribution,wine_quality,1544,training,1,1,
29,2,1,2,single_condition,shap,attribution,wine_quality,657,training,2,0,
29,3,1,3,single_condition,shap,attribution,wine_quality,614,training,3,0,
29,4,1,4,single_condition,shap,attribution,wine_quality,1584,training,4,1,
29,5,1,1,single_condition,shap,attribution,wine_quality,1319,testing,1,0,False
29,6,1,2,single_condition,shap,attribution,wine_quality,882,testing,2,1,True
29,7,1,3,single_condition,shap,attribution,wine_quality,66,testing,3,0,False
29,8,1,4,single_condition,shap,attribution,wine_quality,1132,testing,4,1,False
29,9,1,5,single_condition,shap,attribution,wine_quality,852,testing,5,0,True
29,10,1,6,single_condition,shap,attribution,wine_quality,1590,testing,6,1,True
30,1,1,1,single_condition,shap,importance,wine_quality,1066,training,1,1,
30,2,1,2,single_condition,shap,importance,wine_quality,904,training,2,0,
30,3,1,3,single_condition,shap,importance,wine_quality,477,training,3,1,
30,4,1,4,single_condition,shap,importance,wine_quality,749,training,4,0,
30,5,1,1,single_condition,shap,importance,wine_quality,947,testing,1,1,True
30,6,1,2,single_condition,shap,importance,wine_quality,1322,testing,2,0,False
30,7,1,3,single_condition,shap,importance,wine_quality,1107,testing,3,1,True
30,8,1,4,single_condition,shap,importance,wine_quality,789,testing,4,0,False
30,9,1,5,single_condition,shap,importance,wine_quality,1398,testing,5,0,True
30,10,1,6,single_condition,shap,importance,wine_quality,267,testing,6,1,False
31,1,1,1,single_condition,integrated_gradients,none,wine_quality,1106,training,1,0,
31,2,1,2,single_condition,integrated_gradients,none,wine_quality,1231,training,2,0,
31,3,1,3,single_condition,integrated_gradients,none,wine_quality,346,training,3,1,
31,4,1,4,single_condition,integrated_gradients,none,wine_quality,357,training,4,1,
31,5,1,1,single_condition,integrated_gradients,none,wine_quality,1398,testing,1,0,True
31,6,1,2,single_condition,integrated_gradients,none,wine_quality,818,testing,2,0,True
31,7,1,3,single_condition,integrated_gradients,none,wine_quality,505,testing,3,1,False
31,8,1,4,single_condition,integrated_gradients,none,wine_quality,344,testing,4,1,True
31,9,1,5,single_condition,integrated_gradients,none,wine_quality,267,testing,5,1,False
31,10,1,6,single_condition,integrated_gradients,none,wine_quality,172,testing,6,0,False
32,1,1,1,single_condition,integrated_gradients,attribution,wine_quality,256,training,1,0,
32,2,1,2,single_condition,integrated_gradients,attribution,wine_quality,1076,training,2,1,
32,3,1,3,single_condition,integrated_gradients,attribution,wine_quality,938,training,3,1,
32,4,1,4,single_condition,integrated_gradients,attribution,wine_quality,1391,training,4,0,
32,5,1,1,single_condition,integrated_gradients,attribution,wine_quality,486,testing,1,0,False
32,6,1,2,single_condition,integrated_gradients,attribution,wine_quality,1172,testing,2,1,True
32,7,1,3,single_condition,integrated_gradients,attribution,wine_quality,1151,testing,3,0,False
32,8,1,4,single_condition,integrated_gradients,attribution,wine_quality,1405,testing,4,1,True
32,9,1,5,single_condition,integrated_gradients,attribution,wine_quality,688,testing,5,0,True
32,10,1,6,single_condition,integrated_gradients,attribution,wine_quality,69,testing,6,1,False
33,1,1,1,single_condition,integrated_gradients,importance,wine_quality,571,training,1,0,
33,2,1,2,single_condition,integrated_gradients,importance,wine_quality,1076,training,2,1,
33,3,1,3,single_condition,integrated_gradients,importance,wine_quality,477,training,3,1,
33,4,1,4,single_condition,integrated_gradients,importance,wine_quality,293,training,4,0,
33,5,1,1,single_condition,integrated_gradients,importance,wine_quality,1555,testing,1,0,True
33,6,1,2,single_condition,integrated_gradients,importance,wine_quality,122,testing,2,0,False
33,7,1,3,single_condition,integrated_gradients,importance,wine_quality,1070,testing,3,1,False
33,8,1,4,single_condition,integrated_gradients,importance,wine_quality,928,testing,4,1,True
33,9,1,5,single_condition,integrated_gradients,importance,wine_quality,267,testing,5,1,False
33,10,1,6,single_condition,integrated_gradients,importance,wine_quality,961,testing,6,0,True
34,1,1,1,single_condition,input_gradients,none,wine_quality,123,training,1,0,
34,2,1,2,single_condition,input_gradients,none,wine_quality,128,training,2,1,
34,3,1,3,single_condition,input_gradients,none,wine_quality,665,training,3,0,
34,4,1,4,single_condition,input_gradients,none,wine_quality,326,training,4,1,
34,5,1,1,single_condition,input_gradients,none,wine_quality,377,testing,1,1,True
34,6,1,2,single_condition,input_gradients,none,wine_quality,456,testing,2,0,False
34,7,1,3,single_condition,input_gradients,none,wine_quality,136,testing,3,0,True
34,8,1,4,single_condition,input_gradients,none,wine_quality,1405,testing,4,1,False
34,9,1,5,single_condition,input_gradients,none,wine_quality,69,testing,5,1,False
34,10,1,6,single_condition,input_gradients,none,wine_quality,57,testing,6,0,True
35,1,1,1,single_condition,input_gradients,attribution,wine_quality,309,training,1,0,
35,2,1,2,single_condition,input_gradients,attribution,wine_quality,1067,training,2,1,
35,3,1,3,single_condition,input_gradients,attribution,wine_quality,226,training,3,0,
35,4,1,4,single_condition,input_gradients,attribution,wine_quality,1544,training,4,1,
35,5,1,1,single_condition,input_gradients,attribution,wine_quality,646,testing,1,0,True
35,6,1,2,single_condition,input_gradients,attribution,wine_quality,960,testing,2,1,True
35,7,1,3,single_condition,input_gradients,attribution,wine_quality,380,testing,3,0,False
35,8,1,4,single_condition,input_gradients,attribution,wine_quality,1132,testing,4,1,True
35,9,1,5,single_condition,input_gradients,attribution,wine_quality,1260,testing,5,0,False
35,10,1,6,single_condition,input_gradients,attribution,wine_quality,1172,testing,6,1,False
36,1,1,1,single_condition,input_gradients,importance,wine_quality,637,training,1,0,
36,2,1,2,single_condition,input_gradients,importance,wine_quality,617,training,2,0,
36,3,1,3,single_condition,input_gradients,importance,wine_quality,887,training,3,1,
36,4,1,4,single_condition,input_gradients,importance,wine_quality,1549,training,4,1,
36,5,1,1,single_condition,input_gradients,importance,wine_quality,513,testing,1,1,True
36,6,1,2,single_condition,input_gradients,importance,wine_quality,18,testing,2,0,False
36,7,1,3,single_condition,input_gradients,importance,wine_quality,507,testing,3,0,False
36,8,1,4,single_condition,input_gradients,importance,wine_quality,1405,testing,4,1,True
36,9,1,5,single_condition,input_gradients,importance,wine_quality,470,testing,5,0,False
36,10,1,6,single_condition,input_gradients,importance,wine_quality,947,testing,6,1,True
37,1,1,1,single_condition,lime,none,wine_quality,479,training,1,0,
37,2,1,2,single_condition,lime,none,wine_quality,36,training,2,0,
37,3,1,3,single_condition,lime,none,wine_quality,974,training,3,1,
37,4,1,4,single_condition,lime,none,wine_quality,128,training,4,1,
37,5,1,1,single_condition,lime,none,wine_quality,377,testing,1,1,False
37,6,1,2,single_condition,lime,none,wine_quality,957,testing,2,0,True
37,7,1,3,single_condition,lime,none,wine_quality,505,testing,3,1,False
37,8,1,4,single_condition,lime,none,wine_quality,289,testing,4,0,True
37,9,1,5,single_condition,lime,none,wine_quality,1102,testing,5,0,True
