dataId,instanceId,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
german_credit,45,29.0,0.0,1.0,2.0,0.0,2.0,4.0,3959.0,15.0,,,,,,,,,,,,0.0
german_credit,46,36.0,0.0,1.0,1.0,0.0,2.0,4.0,1721.0,15.0,,,,,,,,,,,,1.0
german_credit,47,35.0,0.0,1.0,4.0,2.0,2.0,4.0,5324.0,15.0,,,,,,,,,,,,1.0
german_credit,48,55.0,1.0,1.0,4.0,3.0,2.0,3.0,1555.0,12.0,,,,,,,,,,,,0.0
german_credit,49,52.0,0.0,2.0,0.0,4.0,2.0,3.0,6468.0,12.0,,,,,,,,,,,,0.0
german_credit,50,28.0,0.0,2.0,0.0,0.0,2.0,4.0,5234.0,30.0,,,,,,,,,,,,0.0
german_credit,51,33.0,0.0,1.0,1.0,0.0,2.0,3.0,2319.0,21.0,,,,,,,,,,,,0.0
german_credit,52,39.0,0.0,0.0,3.0,4.0,2.0,4.0,932.0,6.0,,,,,,,,,,,,1.0
german_credit,53,24.0,1.0,1.0,4.0,0.0,1.0,1.0,4605.0,48.0,,,,,,,,,,,,0.0
german_credit,54,52.0,0.0,1.0,2.0,0.0,2.0,3.0,3077.0,12.0,,,,,,,,,,,,1.0
german_credit,55,26.0,0.0,0.0,2.0,1.0,1.0,2.0,4280.0,30.0,,,,,,,,,,,,0.0
german_credit,56,55.0,0.0,2.0,0.0,0.0,0.0,1.0,9283.0,42.0,,,,,,,,,,,,1.0
german_credit,57,31.0,0.0,1.0,3.0,4.0,2.0,1.0,929.0,24.0,,,,,,,,,,,,1.0
german_credit,58,24.0,0.0,1.0,2.0,0.0,2.0,4.0,2150.0,30.0,,,,,,,,,,,,0.0
german_credit,59,68.0,0.0,2.0,4.0,0.0,2.0,4.0,14896.0,6.0,,,,,,,,,,,,0.0
german_credit,60,34.0,1.0,0.0,4.0,1.0,0.0,3.0,1569.0,15.0,,,,,,,,,,,,1.0
german_credit,61,25.0,0.0,1.0,2.0,4.0,2.0,3.0,1484.0,12.0,,,,,,,,,,,,0.0
german_credit,62,33.0,0.0,1.0,2.0,4.0,2.0,4.0,1042.0,18.0,,,,,,,,,,,,0.0
german_credit,63,28.0,0.0,1.0,2.0,3.0,2.0,1.0,2659.0,18.0,,,,,,,,,,,,1.0
german_credit,64,38.0,0.0,2.0,0.0,0.0,2.0,1.0,12976.0,18.0,,,,,,,,,,,,0.0
german_credit,65,23.0,0.0,2.0,2.0,0.0,2.0,1.0,11560.0,24.0,,,,,,,,,,,,0.0
german_credit,66,26.0,0.0,1.0,3.0,1.0,2.0,3.0,1311.0,24.0,,,,,,,,,,,,1.0
german_credit,67,65.0,0.0,0.0,0.0,0.0,2.0,3.0,1098.0,18.0,,,,,,,,,,,,1.0
german_credit,68,44.0,0.0,1.0,2.0,2.0,2.0,4.0,1163.0,12.0,,,,,,,,,,,,1.0
german_credit,69,38.0,1.0,1.0,3.0,0.0,2.0,4.0,947.0,24.0,,,,,,,,,,,,0.0
german_credit,70,33.0,0.0,1.0,2.0,0.0,2.0,3.0,1478.0,15.0,,,,,,,,,,,,1.0
german_credit,71,41.0,0.0,1.0,4.0,1.0,2.0,2.0,2503.0,30.0,,,,,,,,,,,,1.0
german_credit,72,33.0,0.0,1.0,1.0,0.0,2.0,3.0,2051.0,18.0,,,,,,,,,,,,1.0
german_credit,73,43.0,0.0,1.0,2.0,0.0,2.0,1.0,2515.0,18.0,,,,,,,,,,,,1.0
german_credit,74,37.0,0.0,0.0,1.0,0.0,2.0,4.0,1274.0,12.0,,,,,,,,,,,,0.0
german_credit,75,57.0,0.0,0.0,0.0,1.0,2.0,3.0,1154.0,11.0,,,,,,,,,,,,1.0
german_credit,76,41.0,0.0,0.0,4.0,4.0,2.0,3.0,1244.0,9.0,,,,,,,,,,,,1.0
german_credit,77,31.0,0.0,0.0,1.0,0.0,2.0,1.0,3108.0,30.0,,,,,,,,,,,,0.0
german_credit,78,65.0,0.0,0.0,0.0,0.0,2.0,3.0,3394.0,42.0,,,,,,,,,,,,1.0
german_credit,79,24.0,0.0,1.0,3.0,0.0,2.0,3.0,2323.0,36.0,,,,,,,,,,,,1.0
german_credit,80,24.0,0.0,1.0,1.0,0.0,2.0,2.0,4308.0,48.0,,,,,,,,,,,,0.0
german_credit,81,28.0,0.0,1.0,1.0,0.0,2.0,2.0,9572.0,36.0,,,,,,,,,,,,0.0
german_credit,82,29.0,0.0,1.0,3.0,0.0,2.0,3.0,2108.0,6.0,,,,,,,,,,,,1.0
german_credit,83,38.0,0.0,2.0,0.0,4.0,2.0,1.0,3229.0,18.0,,,,,,,,,,,,1.0
german_credit,84,20.0,0.0,1.0,2.0,0.0,2.0,1.0,1282.0,12.0,,,,,,,,,,,,0.0
german_credit,85,44.0,0.0,1.0,1.0,4.0,2.0,3.0,5943.0,24.0,,,,,,,,,,,,0.0
german_credit,86,35.0,0.0,0.0,1.0,0.0,2.0,4.0,10722.0,47.0,,,,,,,,,,,,1.0
german_credit,87,53.0,1.0,1.0,2.0,0.0,2.0,4.0,4870.0,24.0,,,,,,,,,,,,0.0
german_credit,88,24.0,0.0,1.0,2.0,2.0,2.0,1.0,2569.0,39.0,,,,,,,,,,,,1.0
german_credit,89,40.0,0.0,2.0,2.0,1.0,2.0,3.0,4623.0,15.0,,,,,,,,,,,,0.0
german_credit,90,24.0,0.0,1.0,2.0,0.0,2.0,3.0,3190.0,18.0,,,,,,,,,,,,0.0
german_credit,91,24.0,0.0,0.0,2.0,1.0,2.0,1.0,11590.0,48.0,,,,,,,,,,,,0.0
german_credit,92,24.0,0.0,2.0,1.0,1.0,2.0,4.0,7408.0,60.0,,,,,,,,,,,,0.0
german_credit,93,40.0,0.0,2.0,4.0,0.0,2.0,1.0,4297.0,18.0,,,,,,,,,,,,0.0
german_credit,94,22.0,0.0,1.0,2.0,0.0,2.0,3.0,1567.0,12.0,,,,,,,,,,,,1.0
german_credit,95,24.0,0.0,1.0,2.0,0.0,2.0,1.0,2124.0,18.0,,,,,,,,,,,,0.0
german_credit,96,33.0,0.0,1.0,1.0,0.0,1.0,2.0,6289.0,42.0,,,,,,,,,,,,1.0
german_credit,97,47.0,1.0,1.0,2.0,1.0,2.0,3.0,12612.0,36.0,,,,,,,,,,,,0.0
german_credit,98,55.0,0.0,1.0,3.0,3.0,2.0,1.0,1413.0,12.0,,,,,,,,,,,,1.0
german_credit,99,26.0,1.0,1.0,2.0,0.0,2.0,1.0,8229.0,36.0,,,,,,,,,,,,0.0
german_credit,100,53.0,1.0,1.0,2.0,0.0,1.0,1.0,7119.0,48.0,,,,,,,,,,,,0.0
german_credit,101,26.0,0.0,1.0,4.0,0.0,2.0,3.0,1934.0,12.0,,,,,,,,,,,,1.0
german_credit,102,46.0,0.0,1.0,4.0,0.0,2.0,3.0,2611.0,24.0,,,,,,,,,,,,1.0
german_credit,103,34.0,0.0,2.0,1.0,0.0,1.0,3.0,1337.0,9.0,,,,,,,,,,,,0.0
german_credit,104,23.0,0.0,0.0,3.0,4.0,2.0,3.0,1936.0,18.0,,,,,,,,,,,,1.0
german_credit,105,40.0,0.0,1.0,3.0,0.0,0.0,2.0,1559.0,24.0,,,,,,,,,,,,1.0
german_credit,106,36.0,1.0,1.0,2.0,0.0,2.0,2.0,3915.0,27.0,,,,,,,,,,,,0.0
german_credit,107,21.0,0.0,1.0,3.0,0.0,2.0,4.0,902.0,12.0,,,,,,,,,,,,0.0
german_credit,108,61.0,0.0,0.0,4.0,0.0,2.0,4.0,1255.0,12.0,,,,,,,,,,,,1.0
german_credit,109,31.0,0.0,1.0,2.0,0.0,2.0,3.0,6758.0,48.0,,,,,,,,,,,,0.0
german_credit,110,29.0,0.0,1.0,3.0,1.0,0.0,4.0,1437.0,9.0,,,,,,,,,,,,0.0
german_credit,111,36.0,0.0,0.0,4.0,3.0,2.0,2.0,1572.0,21.0,,,,,,,,,,,,1.0
german_credit,112,32.0,0.0,1.0,3.0,4.0,2.0,4.0,1285.0,24.0,,,,,,,,,,,,0.0
german_credit,113,39.0,1.0,2.0,4.0,0.0,0.0,4.0,6458.0,18.0,,,,,,,,,,,,0.0
german_credit,114,39.0,1.0,2.0,2.0,0.0,2.0,0.0,11938.0,24.0,,,,,,,,,,,,0.0
german_credit,115,22.0,0.0,1.0,2.0,0.0,2.0,1.0,2462.0,18.0,,,,,,,,,,,,0.0
german_credit,116,30.0,0.0,2.0,3.0,4.0,2.0,1.0,14179.0,39.0,,,,,,,,,,,,1.0
german_credit,117,41.0,1.0,1.0,4.0,0.0,2.0,1.0,2712.0,36.0,,,,,,,,,,,,0.0
german_credit,118,27.0,0.0,1.0,2.0,4.0,2.0,3.0,3711.0,36.0,,,,,,,,,,,,1.0
german_credit,119,36.0,0.0,1.0,2.0,4.0,2.0,4.0,3079.0,36.0,,,,,,,,,,,,1.0
diabetes,0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,1,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,2,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,3,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,4,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,5,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,6,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,7,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,8,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,9,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,10,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,11,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,12,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,13,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,14,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,15,1.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,16,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,17,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,18,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,19,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,20,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,21,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,22,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,23,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,24,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,25,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,26,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,27,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,28,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,29,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,30,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,31,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,32,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,33,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,34,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,35,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,36,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,37,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,38,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,39,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,40,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,41,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,42,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,43,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,44,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,45,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,46,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,47,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,48,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,49,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,50,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,51,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,52,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,53,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,54,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,55,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,56,1.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,57,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,58,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,1.0
diabetes,59,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,60,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,,,,,,,,,,,,,0.0
diabetes,61,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,62,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,63,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,64,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,65,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,66,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,67,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,68,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,69,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,70,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,71,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,72,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,73,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,74,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,1.0
diabetes,75,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,76,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,77,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,78,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,79,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,80,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,81,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,82,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,83,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,1.0
diabetes,84,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,85,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,86,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,87,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,88,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,89,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,90,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,91,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,92,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,93,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,94,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,95,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,96,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,97,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,98,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,99,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,100,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,101,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,102,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,103,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,104,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,105,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,106,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,,,,,,,,,,,,,0.0
diabetes,107,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,108,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,109,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,110,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,111,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,112,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,113,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,114,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,115,1.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,116,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,117,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,118,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,119,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
wine_quality,0,10.8,0.63,30.0,0.39,3.18,0.093,,,,,,,,,,,,,,,1.0
wine_quality,1,9.5,0.62,35.0,0.52,3.38,0.085,,,,,,,,,,,,,,,1.0
wine_quality,2,8.7,0.75,55.0,0.42,3.34,0.084,,,,,,,,,,,,,,,0.0
