participantId,trialId,block,trialWithinBlock,withinCondition,tested_w_xai,xai_method,dataId,instanceId,model_type,CV_age_group_levels,CV_gender_levels
3,2,1,2,single_condition,True,none,wine_quality,1440,mlp,young|adult|senior,male|female|other
3,3,1,3,single_condition,True,none,wine_quality,1218,mlp,young|adult|senior,male|female|other
3,4,1,4,single_condition,False,none,wine_quality,1516,mlp,young|adult|senior,male|female|other
3,5,1,5,single_condition,False,none,wine_quality,726,mlp,young|adult|senior,male|female|other
3,6,1,6,single_condition,False,none,wine_quality,1322,mlp,young|adult|senior,male|female|other
3,7,1,7,single_condition,False,none,wine_quality,761,mlp,young|adult|senior,male|female|other
3,8,1,8,single_condition,True,none,wine_quality,192,mlp,young|adult|senior,male|female|other
3,9,1,9,single_condition,False,none,wine_quality,24,mlp,young|adult|senior,male|female|other
3,10,1,10,single_condition,True,none,wine_quality,1269,mlp,young|adult|senior,male|female|other
4,1,1,1,single_condition,True,shap,wine_quality,423,mlp,young|adult|senior,male|female|other
4,2,1,2,single_condition,False,shap,wine_quality,622,mlp,young|adult|senior,male|female|other
4,3,1,3,single_condition,True,shap,wine_quality,720,mlp,young|adult|senior,male|female|other
4,4,1,4,single_condition,True,shap,wine_quality,1128,mlp,young|adult|senior,male|female|other
4,5,1,5,single_condition,True,shap,wine_quality,1488,mlp,young|adult|senior,male|female|other
4,6,1,6,single_condition,False,shap,wine_quality,267,mlp,young|adult|senior,male|female|other
4,7,1,7,single_condition,False,shap,wine_quality,166,mlp,young|adult|senior,male|female|other
4,8,1,8,single_condition,False,shap,wine_quality,982,mlp,young|adult|senior,male|female|other
4,9,1,9,single_condition,False,shap,wine_quality,1424,mlp,young|adult|senior,male|female|other
4,10,1,10,single_condition,True,shap,wine_quality,172,mlp,young|adult|senior,male|female|other
5,1,1,1,single_condition,False,lime,wine_quality,1476,mlp,young|adult|senior,male|female|other
5,2,1,2,single_condition,False,lime,wine_quality,532,mlp,young|adult|senior,male|female|other
5,3,1,3,single_condition,False,lime,wine_quality,1356,mlp,young|adult|senior,male|female|other
5,4,1,4,single_condition,True,lime,wine_quality,642,mlp,young|adult|senior,male|female|other
5,5,1,5,single_condition,False,lime,wine_quality,524,mlp,young|adult|senior,male|female|other
5,6,1,6,single_condition,True,lime,wine_quality,870,mlp,young|adult|senior,male|female|other
5,7,1,7,single_condition,False,lime,wine_quality,767,mlp,young|adult|senior,male|female|other
5,8,1,8,single_condition,True,lime,wine_quality,1262,mlp,young|adult|senior,male|female|other
5,9,1,9,single_condition,True,lime,wine_quality,1215,mlp,young|adult|senior,male|female|other
5,10,1,10,single_condition,True,lime,wine_quality,680,mlp,young|adult|senior,male|female|other
6,1,1,1,single_condition,False,none,wine_quality,1200,mlp,young|adult|senior,male|female|other
6,2,1,2,single_condition,False,none,wine_quality,1039,mlp,young|adult|senior,male|female|other
6,3,1,3,single_condition,False,none,wine_quality,535,mlp,young|adult|senior,male|female|other
6,4,1,4,single_condition,True,none,wine_quality,877,mlp,young|adult|senior,male|female|other
6,5,1,5,single_condition,True,none,wine_quality,1094,mlp,young|adult|senior,male|female|other
6,6,1,6,single_condition,False,none,wine_quality,1151,mlp,young|adult|senior,male|female|other
6,7,1,7,single_condition,True,none,wine_quality,1018,mlp,young|adult|senior,male|female|other
6,8,1,8,single_condition,True,none,wine_quality,743,mlp,young|adult|senior,male|female|other
6,9,1,9,single_condition,True,none,wine_quality,639,mlp,young|adult|senior,male|female|other
6,10,1,10,single_condition,False,none,wine_quality,1121,mlp,young|adult|senior,male|female|other
7,1,1,1,single_condition,True,shap,wine_quality,928,mlp,young|adult|senior,male|female|other
7,2,1,2,single_condition,False,shap,wine_quality,431,mlp,young|adult|senior,male|female|other
7,3,1,3,single_condition,True,shap,wine_quality,1472,mlp,young|adult|senior,male|female|other
7,4,1,4,single_condition,True,shap,wine_quality,855,mlp,young|adult|senior,male|female|other
7,5,1,5,single_condition,False,shap,wine_quality,642,mlp,young|adult|senior,male|female|other
7,6,1,6,single_condition,True,shap,wine_quality,306,mlp,young|adult|senior,male|female|other
7,7,1,7,single_condition,False,shap,wine_quality,521,mlp,young|adult|senior,male|female|other
7,8,1,8,single_condition,False,shap,wine_quality,496,mlp,young|adult|senior,male|female|other
7,9,1,9,single_condition,False,shap,wine_quality,17,mlp,young|adult|senior,male|female|other
7,10,1,10,single_condition,True,shap,wine_quality,448,mlp,young|adult|senior,male|female|other
8,1,1,1,single_condition,False,lime,wine_quality,719,mlp,young|adult|senior,male|female|other
8,2,1,2,single_condition,False,lime,wine_quality,579,mlp,young|adult|senior,male|female|other
8,3,1,3,single_condition,True,lime,wine_quality,728,mlp,young|adult|senior,male|female|other
8,4,1,4,single_condition,True,lime,wine_quality,1251,mlp,young|adult|senior,male|female|other
8,5,1,5,single_condition,False,lime,wine_quality,10,mlp,young|adult|senior,male|female|other
8,6,1,6,single_condition,True,lime,wine_quality,282,mlp,young|adult|senior,male|female|other
8,7,1,7,single_condition,True,lime,wine_quality,599,mlp,young|adult|senior,male|female|other
8,8,1,8,single_condition,False,lime,wine_quality,432,mlp,young|adult|senior,male|female|other
8,9,1,9,single_condition,True,lime,wine_quality,959,mlp,young|adult|senior,male|female|other
8,10,1,10,single_condition,False,lime,wine_quality,231,mlp,young|adult|senior,male|female|other
9,1,1,1,single_condition,True,none,wine_quality,1398,mlp,young|adult|senior,male|female|other
9,2,1,2,single_condition,False,none,wine_quality,278,mlp,young|adult|senior,male|female|other
9,3,1,3,single_condition,False,none,wine_quality,306,mlp,young|adult|senior,male|female|other
9,4,1,4,single_condition,False,none,wine_quality,1255,mlp,young|adult|senior,male|female|other
9,5,1,5,single_condition,True,none,wine_quality,163,mlp,young|adult|senior,male|female|other
9,6,1,6,single_condition,True,none,wine_quality,1059,mlp,young|adult|senior,male|female|other
9,7,1,7,single_condition,False,none,wine_quality,989,mlp,young|adult|senior,male|female|other
9,8,1,8,single_condition,True,none,wine_quality,641,mlp,young|adult|senior,male|female|other
9,9,1,9,single_condition,True,none,wine_quality,1269,mlp,young|adult|senior,male|female|other
9,10,1,10,single_condition,False,none,wine_quality,1341,mlp,young|adult|senior,male|female|other
10,1,1,1,single_condition,True,shap,wine_quality,496,mlp,young|adult|senior,male|female|other
10,2,1,2,single_condition,True,shap,wine_quality,672,mlp,young|adult|senior,male|female|other
10,3,1,3,single_condition,False,shap,wine_quality,1374,mlp,young|adult|senior,male|female|other
10,4,1,4,single_condition,False,shap,wine_quality,448,mlp,young|adult|senior,male|female|other
10,5,1,5,single_condition,True,shap,wine_quality,241,mlp,young|adult|senior,male|female|other
10,6,1,6,single_condition,False,shap,wine_quality,1519,mlp,young|adult|senior,male|female|other
10,7,1,7,single_condition,False,shap,wine_quality,1131,mlp,young|adult|senior,male|female|other
10,8,1,8,single_condition,True,shap,wine_quality,1125,mlp,young|adult|senior,male|female|other
10,9,1,9,single_condition,False,shap,wine_quality,460,mlp,young|adult|senior,male|female|other
10,10,1,10,single_condition,True,shap,wine_quality,1125,mlp,young|adult|senior,male|female|other
11,1,1,1,single_condition,False,lime,wine_quality,117,mlp,young|adult|senior,male|female|other
11,2,1,2,single_condition,True,lime,wine_quality,542,mlp,young|adult|senior,male|female|other
11,3,1,3,single_condition,True,lime,wine_quality,1218,mlp,young|adult|senior,male|female|other
11,4,1,4,single_condition,True,lime,wine_quality,259,mlp,young|adult|senior,male|female|other
11,5,1,5,single_condition,False,lime,wine_quality,1130,mlp,young|adult|senior,male|female|other
11,6,1,6,single_condition,False,lime,wine_quality,37,mlp,young|adult|senior,male|female|other
11,7,1,7,single_condition,False,lime,wine_quality,544,mlp,young|adult|senior,male|female|other
11,8,1,8,single_condition,False,lime,wine_quality,1235,mlp,young|adult|senior,male|female|other
11,9,1,9,single_condition,True,lime,wine_quality,1472,mlp,young|adult|senior,male|female|other
11,10,1,10,single_condition,True,lime,wine_quality,438,mlp,young|adult|senior,male|female|other
12,1,1,1,single_condition,True,none,wine_quality,1127,mlp,young|adult|senior,male|female|other
12,2,1,2,single_condition,False,none,wine_quality,1071,mlp,young|adult|senior,male|female|other
12,3,1,3,single_condition,False,none,wine_quality,344,mlp,young|adult|senior,male|female|other
12,4,1,4,single_condition,False,none,wine_quality,1127,mlp,young|adult|senior,male|female|other
12,5,1,5,single_condition,False,none,wine_quality,432,mlp,young|adult|senior,male|female|other
12,6,1,6,single_condition,True,none,wine_quality,982,mlp,young|adult|senior,male|female|other
12,7,1,7,single_condition,True,none,wine_quality,1199,mlp,young|adult|senior,male|female|other
12,8,1,8,single_condition,False,none,wine_quality,1374,mlp,young|adult|senior,male|female|other
12,9,1,9,single_condition,True,none,wine_quality,231,mlp,young|adult|senior,male|female|other
12,10,1,10,single_condition,True,none,wine_quality,521,mlp,young|adult|senior,male|female|other
13,1,1,1,single_condition,True,shap,wine_quality,218,mlp,young|adult|senior,male|female|other
13,2,1,2,single_condition,True,shap,wine_quality,680,mlp,young|adult|senior,male|female|other
13,3,1,3,single_condition,False,shap,wine_quality,1120,mlp,young|adult|senior,male|female|other
13,4,1,4,single_condition,False,shap,wine_quality,1229,mlp,young|adult|senior,male|female|other
13,5,1,5,single_condition,True,shap,wine_quality,719,mlp,young|adult|senior,male|female|other
13,6,1,6,single_condition,True,shap,wine_quality,434,mlp,young|adult|senior,male|female|other
13,7,1,7,single_condition,True,shap,wine_quality,546,mlp,young|adult|senior,male|female|other
13,8,1,8,single_condition,False,shap,wine_quality,666,mlp,young|adult|senior,male|female|other
13,9,1,9,single_condition,False,shap,wine_quality,905,mlp,young|adult|senior,male|female|other
13,10,1,10,single_condition,False,shap,wine_quality,193,mlp,young|adult|senior,male|female|other
14,1,1,1,single_condition,False,lime,wine_quality,929,mlp,young|adult|senior,male|female|other
14,2,1,2,single_condition,True,lime,wine_quality,1197,mlp,young|adult|senior,male|female|other
14,3,1,3,single_condition,True,lime,wine_quality,1355,mlp,young|adult|senior,male|female|other
14,4,1,4,single_condition,True,lime,wine_quality,267,mlp,young|adult|senior,male|female|other
14,5,1,5,single_condition,False,lime,wine_quality,1278,mlp,young|adult|senior,male|female|other
14,6,1,6,single_condition,False,lime,wine_quality,456,mlp,young|adult|senior,male|female|other
14,7,1,7,single_condition,True,lime,wine_quality,439,mlp,young|adult|senior,male|female|other
14,8,1,8,single_condition,False,lime,wine_quality,921,mlp,young|adult|senior,male|female|other
14,9,1,9,single_condition,True,lime,wine_quality,578,mlp,young|adult|senior,male|female|other
14,10,1,10,single_condition,False,lime,wine_quality,299,mlp,young|adult|senior,male|female|other
15,1,1,1,single_condition,False,none,wine_quality,1120,mlp,young|adult|senior,male|female|other
15,2,1,2,single_condition,False,none,wine_quality,431,mlp,young|adult|senior,male|female|other
15,3,1,3,single_condition,True,none,wine_quality,1485,mlp,young|adult|senior,male|female|other
15,4,1,4,single_condition,True,none,wine_quality,193,mlp,young|adult|senior,male|female|other
15,5,1,5,single_condition,True,none,wine_quality,344,mlp,young|adult|senior,male|female|other
15,6,1,6,single_condition,False,none,wine_quality,377,mlp,young|adult|senior,male|female|other
15,7,1,7,single_condition,False,none,wine_quality,1449,mlp,young|adult|senior,male|female|other
15,8,1,8,single_condition,True,none,wine_quality,1324,mlp,young|adult|senior,male|female|other
15,9,1,9,single_condition,False,none,wine_quality,265,mlp,young|adult|senior,male|female|other
15,10,1,10,single_condition,True,none,wine_quality,1515,mlp,young|adult|senior,male|female|other
16,1,1,1,single_condition,True,shap,wine_quality,1127,mlp,young|adult|senior,male|female|other
16,2,1,2,single_condition,True,shap,wine_quality,1347,mlp,young|adult|senior,male|female|other
16,3,1,3,single_condition,True,shap,wine_quality,1511,mlp,young|adult|senior,male|female|other
16,4,1,4,single_condition,False,shap,wine_quality,1242,mlp,young|adult|senior,male|female|other
16,5,1,5,single_condition,False,shap,wine_quality,1081,mlp,young|adult|senior,male|female|other
16,6,1,6,single_condition,True,shap,wine_quality,595,mlp,young|adult|senior,male|female|other
16,7,1,7,single_condition,False,shap,wine_quality,1562,mlp,young|adult|senior,male|female|other
16,8,1,8,single_condition,False,shap,wine_quality,1574,mlp,young|adult|senior,male|female|other
16,9,1,9,single_condition,True,shap,wine_quality,451,mlp,young|adult|senior,male|female|other
16,10,1,10,single_condition,False,shap,wine_quality,1297,mlp,young|adult|senior,male|female|other
17,1,1,1,single_condition,False,lime,wine_quality,1355,mlp,young|adult|senior,male|female|other
17,2,1,2,single_condition,False,lime,wine_quality,1384,mlp,young|adult|senior,male|female|other
17,3,1,3,single_condition,True,lime,wine_quality,1449,mlp,young|adult|senior,male|female|other
17,4,1,4,single_condition,True,lime,wine_quality,100,mlp,young|adult|senior,male|female|other
17,5,1,5,single_condition,False,lime,wine_quality,1095,mlp,young|adult|senior,male|female|other
17,6,1,6,single_condition,True,lime,wine_quality,424,mlp,young|adult|senior,male|female|other
17,7,1,7,single_condition,False,lime,wine_quality,195,mlp,young|adult|senior,male|female|other
17,8,1,8,single_condition,False,lime,wine_quality,319,mlp,young|adult|senior,male|female|other
17,9,1,9,single_condition,True,lime,wine_quality,1,mlp,young|adult|senior,male|female|other
17,10,1,10,single_condition,True,lime,wine_quality,1215,mlp,young|adult|senior,male|female|other
18,1,1,1,single_condition,True,none,wine_quality,877,mlp,young|adult|senior,male|female|other
18,2,1,2,single_condition,False,none,wine_quality,1556,mlp,young|adult|senior,male|female|other
18,3,1,3,single_condition,False,none,wine_quality,1192,mlp,young|adult|senior,male|female|other
18,4,1,4,single_condition,True,none,wine_quality,448,mlp,young|adult|senior,male|female|other
18,5,1,5,single_condition,False,none,wine_quality,157,mlp,young|adult|senior,male|female|other
18,6,1,6,single_condition,True,none,wine_quality,1413,mlp,young|adult|senior,male|female|other
18,7,1,7,single_condition,False,none,wine_quality,1095,mlp,young|adult|senior,male|female|other
18,8,1,8,single_condition,True,none,wine_quality,1316,mlp,young|adult|senior,male|female|other
18,9,1,9,single_condition,False,none,wine_quality,1577,mlp,young|adult|senior,male|female|other
18,10,1,10,single_condition,True,none,wine_quality,339,mlp,young|adult|senior,male|female|other
19,1,1,1,single_condition,False,shap,wine_quality,1327,mlp,young|adult|senior,male|female|other
19,2,1,2,single_condition,True,shap,wine_quality,544,mlp,young|adult|senior,male|female|other
19,3,1,3,single_condition,False,shap,wine_quality,1516,mlp,young|adult|senior,male|female|other
19,4,1,4,single_condition,False,shap,wine_quality,1019,mlp,young|adult|senior,male|female|other
19,5,1,5,single_condition,False,shap,wine_quality,1079,mlp,young|adult|senior,male|female|other
19,6,1,6,single_condition,False,shap,wine_quality,778,mlp,young|adult|senior,male|female|other
19,7,1,7,single_condition,True,shap,wine_quality,1324,mlp,young|adult|senior,male|female|other
19,8,1,8,single_condition,True,shap,wine_quality,554,mlp,young|adult|senior,male|female|other
19,9,1,9,single_condition,True,shap,wine_quality,1552,mlp,young|adult|senior,male|female|other
19,10,1,10,single_condition,True,shap,wine_quality,1126,mlp,young|adult|senior,male|female|other
20,1,1,1,single_condition,True,lime,wine_quality,1218,mlp,young|adult|senior,male|female|other
20,2,1,2,single_condition,False,lime,wine_quality,893,mlp,young|adult|senior,male|female|other
20,3,1,3,single_condition,False,lime,wine_quality,438,mlp,young|adult|senior,male|female|other
20,4,1,4,single_condition,True,lime,wine_quality,1192,mlp,young|adult|senior,male|female|other
20,5,1,5,single_condition,True,lime,wine_quality,728,mlp,young|adult|senior,male|female|other
20,6,1,6,single_condition,False,lime,wine_quality,316,mlp,young|adult|senior,male|female|other
20,7,1,7,single_condition,False,lime,wine_quality,539,mlp,young|adult|senior,male|female|other
20,8,1,8,single_condition,True,lime,wine_quality,302,mlp,young|adult|senior,male|female|other
20,9,1,9,single_condition,False,lime,wine_quality,255,mlp,young|adult|senior,male|female|other
20,10,1,10,single_condition,True,lime,wine_quality,1586,mlp,young|adult|senior,male|female|other
21,1,1,1,single_condition,False,none,wine_quality,481,mlp,young|adult|senior,male|female|other
21,2,1,2,single_condition,True,none,wine_quality,1255,mlp,young|adult|senior,male|female|other
21,3,1,3,single_condition,True,none,wine_quality,1480,mlp,young|adult|senior,male|female|other
21,4,1,4,single_condition,False,none,wine_quality,103,mlp,young|adult|senior,male|female|other
21,5,1,5,single_condition,True,none,wine_quality,1556,mlp,young|adult|senior,male|female|other
21,6,1,6,single_condition,False,none,wine_quality,472,mlp,young|adult|senior,male|female|other
21,7,1,7,single_condition,False,none,wine_quality,1480,mlp,young|adult|senior,male|female|other
21,8,1,8,single_condition,True,none,wine_quality,15,mlp,young|adult|senior,male|female|other
21,9,1,9,single_condition,True,none,wine_quality,1449,mlp,young|adult|senior,male|female|other
21,10,1,10,single_condition,False,none,wine_quality,528,mlp,young|adult|senior,male|female|other
22,1,1,1,single_condition,True,shap,wine_quality,44,mlp,young|adult|senior,male|female|other
22,2,1,2,single_condition,False,shap,wine_quality,622,mlp,young|adult|senior,male|female|other
22,3,1,3,single_condition,False,shap,wine_quality,1494,mlp,young|adult|senior,male|female|other
22,4,1,4,single_condition,False,shap,wine_quality,1215,mlp,young|adult|senior,male|female|other
22,5,1,5,single_condition,True,shap,wine_quality,1262,mlp,young|adult|senior,male|female|other
22,6,1,6,single_condition,False,shap,wine_quality,893,mlp,young|adult|senior,male|female|other
22,7,1,7,single_condition,True,shap,wine_quality,1079,mlp,young|adult|senior,male|female|other
22,8,1,8,single_condition,True,shap,wine_quality,1025,mlp,young|adult|senior,male|female|other
22,9,1,9,single_condition,True,shap,wine_quality,347,mlp,young|adult|senior,male|female|other
22,10,1,10,single_condition,False,shap,wine_quality,861,mlp,young|adult|senior,male|female|other
23,1,1,1,single_condition,True,lime,wine_quality,810,mlp,young|adult|senior,male|female|other
23,2,1,2,single_condition,True,lime,wine_quality,1151,mlp,young|adult|senior,male|female|other
23,3,1,3,single_condition,False,lime,wine_quality,319,mlp,young|adult|senior,male|female|other
23,4,1,4,single_condition,False,lime,wine_quality,954,mlp,young|adult|senior,male|female|other
23,5,1,5,single_condition,False,lime,wine_quality,227,mlp,young|adult|senior,male|female|other
23,6,1,6,single_condition,False,lime,wine_quality,1192,mlp,young|adult|senior,male|female|other
23,7,1,7,single_condition,False,lime,wine_quality,830,mlp,young|adult|senior,male|female|other
23,8,1,8,single_condition,True,lime,wine_quality,1075,mlp,young|adult|senior,male|female|other
23,9,1,9,single_condition,True,lime,wine_quality,1125,mlp,young|adult|senior,male|female|other
23,10,1,10,single_condition,True,lime,wine_quality,1021,mlp,young|adult|senior,male|female|other
24,1,1,1,single_condition,True,none,wine_quality,761,mlp,young|adult|senior,male|female|other
24,2,1,2,single_condition,False,none,wine_quality,172,mlp,young|adult|senior,male|female|other
24,3,1,3,single_condition,True,none,wine_quality,1516,mlp,young|adult|senior,male|female|other
24,4,1,4,single_condition,False,none,wine_quality,1355,mlp,young|adult|senior,male|female|other
24,5,1,5,single_condition,True,none,wine_quality,929,mlp,young|adult|senior,male|female|other
24,6,1,6,single_condition,False,none,wine_quality,117,mlp,young|adult|senior,male|female|other
24,7,1,7,single_condition,True,none,wine_quality,1039,mlp,young|adult|senior,male|female|other
24,8,1,8,single_condition,False,none,wine_quality,1347,mlp,young|adult|senior,male|female|other
24,9,1,9,single_condition,False,none,wine_quality,1480,mlp,young|adult|senior,male|female|other
24,10,1,10,single_condition,True,none,wine_quality,1121,mlp,young|adult|senior,male|female|other
25,1,1,1,single_condition,True,shap,wine_quality,950,mlp,young|adult|senior,male|female|other
25,2,1,2,single_condition,True,shap,wine_quality,1046,mlp,young|adult|senior,male|female|other
25,3,1,3,single_condition,True,shap,wine_quality,292,mlp,young|adult|senior,male|female|other
25,4,1,4,single_condition,False,shap,wine_quality,1531,mlp,young|adult|senior,male|female|other
25,5,1,5,single_condition,False,shap,wine_quality,1485,mlp,young|adult|senior,male|female|other
25,6,1,6,single_condition,True,shap,wine_quality,1058,mlp,young|adult|senior,male|female|other
25,7,1,7,single_condition,True,shap,wine_quality,1197,mlp,young|adult|senior,male|female|other
25,8,1,8,single_condition,False,shap,wine_quality,211,mlp,young|adult|senior,male|female|other
25,9,1,9,single_condition,False,shap,wine_quality,855,mlp,young|adult|senior,male|female|other
25,10,1,10,single_condition,False,shap,wine_quality,1046,mlp,young|adult|senior,male|female|other
26,1,1,1,single_condition,False,lime,wine_quality,37,mlp,young|adult|senior,male|female|other
26,2,1,2,single_condition,True,lime,wine_quality,1384,mlp,young|adult|senior,male|female|other
26,3,1,3,single_condition,True,lime,wine_quality,216,mlp,young|adult|senior,male|female|other
26,4,1,4,single_condition,True,lime,wine_quality,1302,mlp,young|adult|senior,male|female|other
26,5,1,5,single_condition,True,lime,wine_quality,1205,mlp,young|adult|senior,male|female|other
26,6,1,6,single_condition,False,lime,wine_quality,1574,mlp,young|adult|senior,male|female|other
26,7,1,7,single_condition,True,lime,wine_quality,1274,mlp,young|adult|senior,male|female|other
26,8,1,8,single_condition,False,lime,wine_quality,1346,mlp,young|adult|senior,male|female|other
26,9,1,9,single_condition,False,lime,wine_quality,1440,mlp,young|adult|senior,male|female|other
26,10,1,10,single_condition,False,lime,wine_quality,217,mlp,young|adult|senior,male|female|other
27,1,1,1,single_condition,True,none,wine_quality,57,mlp,young|adult|senior,male|female|other
27,2,1,2,single_condition,False,none,wine_quality,1269,mlp,young|adult|senior,male|female|other
27,3,1,3,single_condition,True,none,wine_quality,362,mlp,young|adult|senior,male|female|other
27,4,1,4,single_condition,False,none,wine_quality,578,mlp,young|adult|senior,male|female|other
27,5,1,5,single_condition,True,none,wine_quality,38,mlp,young|adult|senior,male|female|other
27,6,1,6,single_condition,True,none,wine_quality,1126,mlp,young|adult|senior,male|female|other
27,7,1,7,single_condition,False,none,wine_quality,1018,mlp,young|adult|senior,male|female|other
27,8,1,8,single_condition,False,none,wine_quality,554,mlp,young|adult|senior,male|female|other
27,9,1,9,single_condition,True,none,wine_quality,1356,mlp,young|adult|senior,male|female|other
27,10,1,10,single_condition,False,none,wine_quality,344,mlp,young|adult|senior,male|female|other
28,1,1,1,single_condition,False,shap,wine_quality,1546,mlp,young|adult|senior,male|female|other
28,2,1,2,single_condition,False,shap,wine_quality,766,mlp,young|adult|senior,male|female|other
28,3,1,3,single_condition,True,shap,wine_quality,720,mlp,young|adult|senior,male|female|other
28,4,1,4,single_condition,False,shap,wine_quality,1146,mlp,young|adult|senior,male|female|other
28,5,1,5,single_condition,True,shap,wine_quality,1347,mlp,young|adult|senior,male|female|other
28,6,1,6,single_condition,False,shap,wine_quality,1562,mlp,young|adult|senior,male|female|other
28,7,1,7,single_condition,False,shap,wine_quality,1438,mlp,young|adult|senior,male|female|other
28,8,1,8,single_condition,True,shap,wine_quality,1319,mlp,young|adult|senior,male|female|other
28,9,1,9,single_condition,True,shap,wine_quality,306,mlp,young|adult|senior,male|female|other
28,10,1,10,single_condition,True,shap,wine_quality,1011,mlp,young|adult|senior,male|female|other
29,1,1,1,single_condition,False,lime,wine_quality,152,mlp,young|adult|senior,male|female|other
29,2,1,2,single_condition,False,lime,wine_quality,721,mlp,young|adult|senior,male|female|other
29,3,1,3,single_condition,True,lime,wine_quality,738,mlp,young|adult|senior,male|female|other
29,4,1,4,single_condition,False,lime,wine_quality,632,mlp,young|adult|senior,male|female|other
29,5,1,5,single_condition,True,lime,wine_quality,44,mlp,young|adult|senior,male|female|other
29,6,1,6,single_condition,True,lime,wine_quality,578,mlp,young|adult|senior,male|female|other
29,7,1,7,single_condition,True,lime,wine_quality,680,mlp,young|adult|senior,male|female|other
29,8,1,8,single_condition,True,lime,wine_quality,339,mlp,young|adult|senior,male|female|other
29,9,1,9,single_condition,False,lime,wine_quality,377,mlp,young|adult|senior,male|female|other
29,10,1,10,single_condition,False,lime,wine_quality,29,mlp,young|adult|senior,male|female|other
30,1,1,1,single_condition,False,none,wine_quality,1322,mlp,young|adult|senior,male|female|other
30,2,1,2,single_condition,True,none,wine_quality,126,mlp,young|adult|senior,male|female|other
30,3,1,3,single_condition,True,none,wine_quality,157,mlp,young|adult|senior,male|female|other
30,4,1,4,single_condition,False,none,wine_quality,1269,mlp,young|adult|senior,male|female|other
30,5,1,5,single_condition,False,none,wine_quality,108,mlp,young|adult|senior,male|female|other
30,6,1,6,single_condition,True,none,wine_quality,1472,mlp,young|adult|senior,male|female|other
30,7,1,7,single_condition,False,none,wine_quality,810,mlp,young|adult|senior,male|female|other
30,8,1,8,single_condition,True,none,wine_quality,778,mlp,young|adult|senior,male|female|other
30,9,1,9,single_condition,True,none,wine_quality,44,mlp,young|adult|senior,male|female|other
30,10,1,10,single_condition,False,none,wine_quality,92,mlp,young|adult|senior,male|female|other
31,1,1,1,single_condition,False,shap,wine_quality,454,mlp,young|adult|senior,male|female|other
31,2,1,2,single_condition,True,shap,wine_quality,103,mlp,young|adult|senior,male|female|other
31,3,1,3,single_condition,False,shap,wine_quality,306,mlp,young|adult|senior,male|female|other
31,4,1,4,single_condition,True,shap,wine_quality,953,mlp,young|adult|senior,male|female|other
31,5,1,5,single_condition,True,shap,wine_quality,1075,mlp,young|adult|senior,male|female|other
31,6,1,6,single_condition,False,shap,wine_quality,244,mlp,young|adult|senior,male|female|other
31,7,1,7,single_condition,False,shap,wine_quality,1505,mlp,young|adult|senior,male|female|other
31,8,1,8,single_condition,True,shap,wine_quality,1274,mlp,young|adult|senior,male|female|other
31,9,1,9,single_condition,True,shap,wine_quality,1250,mlp,young|adult|senior,male|female|other
31,10,1,10,single_condition,False,shap,wine_quality,57,mlp,young|adult|senior,male|female|other
32,1,1,1,single_condition,False,lime,wine_quality,1229,mlp,young|adult|senior,male|female|other
32,2,1,2,single_condition,False,lime,wine_quality,306,mlp,young|adult|senior,male|female|other
32,3,1,3,single_condition,True,lime,wine_quality,871,mlp,young|adult|senior,male|female|other
32,4,1,4,single_condition,True,lime,wine_quality,578,mlp,young|adult|senior,male|female|other
