dataId,instanceId,x0,x1,x2,x3,x4,y
forest_cover,222,2334.0,308.0,277.0,918.0,128.0,0
forest_cover,223,2564.0,48.0,379.0,1337.0,220.0,0
forest_cover,224,2102.0,347.0,0.0,1290.0,208.0,1
forest_cover,225,2301.0,122.0,0.0,1022.0,225.0,1
forest_cover,226,2104.0,62.0,108.0,192.0,227.0,0
forest_cover,227,2339.0,126.0,518.0,1476.0,250.0,1
forest_cover,228,2230.0,337.0,0.0,1136.0,189.0,1
forest_cover,229,2376.0,104.0,0.0,1020.0,243.0,1
forest_cover,230,2317.0,230.0,466.0,1276.0,165.0,1
forest_cover,231,2492.0,53.0,180.0,277.0,227.0,0
forest_cover,232,2151.0,126.0,0.0,1456.0,247.0,1
forest_cover,233,2344.0,322.0,60.0,85.0,150.0,0
forest_cover,234,2140.0,135.0,0.0,1273.0,228.0,1
forest_cover,235,2199.0,116.0,150.0,1008.0,254.0,1
forest_cover,236,2619.0,229.0,285.0,2012.0,180.0,0
forest_cover,237,2311.0,290.0,256.0,882.0,161.0,0
forest_cover,238,2039.0,329.0,30.0,270.0,131.0,0
forest_cover,239,1991.0,337.0,0.0,180.0,183.0,1
forest_cover,240,2334.0,138.0,175.0,679.0,245.0,0
forest_cover,241,2296.0,124.0,192.0,1595.0,253.0,0
forest_cover,242,2227.0,137.0,175.0,1040.0,248.0,1
forest_cover,243,2731.0,120.0,437.0,660.0,243.0,0
forest_cover,244,2614.0,234.0,0.0,2155.0,216.0,0
forest_cover,245,2295.0,107.0,212.0,900.0,253.0,1
forest_cover,246,2816.0,108.0,594.0,2675.0,249.0,0
forest_cover,247,2307.0,358.0,228.0,1082.0,156.0,0
forest_cover,248,2467.0,334.0,582.0,1218.0,182.0,0
forest_cover,249,2239.0,135.0,309.0,1191.0,250.0,1
forest_cover,250,2339.0,134.0,285.0,741.0,250.0,1
forest_cover,251,2154.0,187.0,0.0,1140.0,218.0,1
forest_cover,252,2222.0,5.0,67.0,957.0,153.0,0
forest_cover,253,2200.0,143.0,30.0,1252.0,246.0,1
forest_cover,254,2019.0,139.0,0.0,534.0,243.0,0
forest_cover,255,2219.0,159.0,0.0,1110.0,233.0,1
forest_cover,256,2428.0,121.0,0.0,900.0,241.0,0
forest_cover,257,2212.0,189.0,95.0,295.0,219.0,0
forest_cover,258,2304.0,124.0,361.0,930.0,245.0,0
forest_cover,259,2221.0,351.0,30.0,1114.0,154.0,0
forest_cover,260,2100.0,71.0,108.0,295.0,238.0,1
forest_cover,261,2456.0,145.0,420.0,722.0,228.0,0
forest_cover,262,2290.0,28.0,85.0,1425.0,195.0,0
forest_cover,263,2443.0,172.0,488.0,743.0,229.0,0
forest_cover,264,2311.0,113.0,108.0,633.0,240.0,0
forest_cover,265,2139.0,84.0,120.0,430.0,242.0,1
forest_cover,266,2468.0,20.0,212.0,690.0,214.0,0
forest_cover,267,2383.0,16.0,426.0,1477.0,213.0,0
forest_cover,268,2510.0,86.0,309.0,552.0,245.0,0
forest_cover,269,2140.0,333.0,0.0,960.0,170.0,1
forest_cover,270,2419.0,48.0,0.0,395.0,224.0,1
forest_cover,271,2672.0,139.0,180.0,1935.0,248.0,0
forest_cover,272,2456.0,106.0,192.0,720.0,248.0,0
forest_cover,273,2554.0,45.0,0.0,1421.0,223.0,0
forest_cover,274,2193.0,66.0,0.0,765.0,235.0,1
forest_cover,275,2284.0,109.0,42.0,1216.0,252.0,0
forest_cover,276,2149.0,108.0,124.0,646.0,253.0,1
forest_cover,277,2249.0,113.0,134.0,934.0,253.0,1
forest_cover,278,2057.0,264.0,270.0,330.0,150.0,0
forest_cover,279,2344.0,95.0,150.0,379.0,237.0,0
forest_cover,280,2016.0,5.0,0.0,240.0,187.0,1
forest_cover,281,2119.0,113.0,210.0,417.0,250.0,0
forest_cover,282,2405.0,71.0,0.0,691.0,238.0,1
forest_cover,283,2120.0,108.0,108.0,541.0,254.0,1
forest_cover,284,2259.0,131.0,283.0,750.0,251.0,1
forest_cover,285,2115.0,135.0,0.0,1142.0,244.0,1
forest_cover,286,2265.0,127.0,134.0,807.0,253.0,1
forest_cover,287,2306.0,276.0,0.0,1262.0,203.0,1
forest_cover,288,2304.0,119.0,108.0,750.0,253.0,0
forest_cover,289,2078.0,85.0,0.0,735.0,238.0,1
forest_cover,290,2128.0,331.0,30.0,1189.0,137.0,1
forest_cover,291,1980.0,96.0,60.0,90.0,245.0,0
forest_cover,292,2206.0,123.0,67.0,1040.0,252.0,1
forest_cover,293,2637.0,135.0,390.0,2078.0,219.0,0
forest_cover,294,2558.0,212.0,90.0,1722.0,172.0,0
forest_cover,295,2229.0,100.0,0.0,960.0,252.0,0
forest_cover,296,2255.0,6.0,277.0,470.0,188.0,0
forest_cover,297,2383.0,125.0,362.0,430.0,252.0,0
forest_cover,298,2337.0,127.0,268.0,782.0,252.0,1
forest_cover,299,2295.0,127.0,212.0,726.0,252.0,1
adult,0,46.0,13.0,3.0,1.0,0.0,1
adult,1,47.0,13.0,3.0,1.0,0.0,0
adult,2,55.0,13.0,1.0,1.0,10520.0,1
adult,3,32.0,13.0,3.0,1.0,0.0,1
adult,4,42.0,10.0,1.0,0.0,0.0,0
adult,5,71.0,9.0,3.0,1.0,0.0,0
adult,6,38.0,13.0,3.0,1.0,7688.0,1
adult,7,22.0,9.0,0.0,1.0,0.0,0
adult,8,56.0,10.0,3.0,1.0,0.0,1
adult,9,73.0,9.0,2.0,0.0,0.0,0
adult,10,41.0,10.0,3.0,1.0,0.0,1
adult,11,32.0,12.0,3.0,1.0,0.0,0
adult,12,40.0,15.0,3.0,1.0,0.0,1
adult,13,56.0,10.0,1.0,1.0,0.0,1
adult,14,45.0,12.0,1.0,0.0,0.0,1
adult,15,50.0,9.0,1.0,1.0,0.0,1
adult,16,39.0,13.0,3.0,1.0,0.0,0
adult,17,54.0,9.0,3.0,1.0,0.0,1
adult,18,25.0,9.0,0.0,1.0,0.0,0
adult,19,56.0,13.0,3.0,1.0,5178.0,1
adult,20,17.0,7.0,0.0,0.0,0.0,0
adult,21,22.0,9.0,0.0,1.0,0.0,0
adult,22,45.0,15.0,3.0,1.0,0.0,1
adult,23,42.0,10.0,3.0,1.0,0.0,1
adult,24,41.0,11.0,0.0,1.0,0.0,0
adult,25,39.0,13.0,0.0,1.0,0.0,0
adult,26,33.0,13.0,3.0,1.0,15024.0,1
adult,27,35.0,13.0,3.0,1.0,0.0,1
adult,28,30.0,14.0,3.0,1.0,15024.0,1
adult,29,60.0,9.0,3.0,1.0,0.0,0
adult,30,26.0,10.0,0.0,0.0,0.0,0
adult,31,26.0,9.0,0.0,1.0,0.0,0
adult,32,47.0,11.0,3.0,1.0,0.0,1
adult,33,23.0,13.0,0.0,0.0,0.0,0
adult,34,45.0,9.0,1.0,0.0,0.0,0
adult,35,33.0,7.0,1.0,0.0,0.0,0
adult,36,34.0,10.0,3.0,1.0,0.0,1
adult,37,36.0,10.0,3.0,0.0,0.0,1
adult,38,49.0,6.0,3.0,1.0,0.0,1
adult,39,40.0,13.0,3.0,1.0,7298.0,1
adult,40,35.0,9.0,3.0,1.0,0.0,0
adult,41,35.0,13.0,1.0,1.0,7430.0,1
adult,42,34.0,6.0,0.0,0.0,0.0,0
adult,43,31.0,10.0,3.0,1.0,0.0,1
adult,44,58.0,9.0,1.0,1.0,0.0,0
adult,45,33.0,9.0,3.0,1.0,0.0,0
adult,46,43.0,9.0,3.0,1.0,0.0,1
adult,47,30.0,13.0,1.0,1.0,0.0,0
adult,48,26.0,9.0,1.0,0.0,0.0,0
adult,49,36.0,9.0,3.0,1.0,7298.0,1
adult,50,42.0,13.0,3.0,1.0,15024.0,1
adult,51,67.0,10.0,3.0,1.0,20051.0,1
adult,52,31.0,10.0,3.0,1.0,0.0,0
adult,53,51.0,12.0,3.0,1.0,0.0,1
adult,54,34.0,13.0,3.0,1.0,0.0,0
adult,55,26.0,13.0,0.0,1.0,0.0,0
adult,56,62.0,10.0,3.0,1.0,0.0,0
adult,57,35.0,10.0,3.0,1.0,0.0,0
adult,58,27.0,11.0,3.0,0.0,0.0,1
adult,59,49.0,9.0,1.0,1.0,0.0,0
adult,60,38.0,13.0,3.0,1.0,0.0,1
adult,61,35.0,10.0,3.0,1.0,0.0,1
adult,62,35.0,9.0,0.0,1.0,0.0,0
adult,63,22.0,10.0,0.0,0.0,0.0,0
adult,64,48.0,12.0,3.0,1.0,0.0,1
adult,65,71.0,9.0,3.0,1.0,0.0,1
adult,66,54.0,14.0,3.0,1.0,0.0,1
adult,67,44.0,10.0,3.0,1.0,0.0,0
adult,68,38.0,9.0,3.0,0.0,0.0,1
adult,69,26.0,13.0,0.0,1.0,0.0,0
adult,70,62.0,13.0,3.0,1.0,0.0,1
adult,71,64.0,9.0,3.0,1.0,0.0,0
adult,72,34.0,7.0,0.0,1.0,0.0,0
adult,73,20.0,10.0,0.0,0.0,0.0,0
adult,74,32.0,13.0,1.0,0.0,0.0,0
adult,75,25.0,10.0,0.0,1.0,0.0,0
adult,76,37.0,16.0,1.0,0.0,0.0,0
adult,77,59.0,9.0,3.0,1.0,0.0,0
adult,78,69.0,9.0,3.0,1.0,0.0,1
adult,79,58.0,14.0,3.0,1.0,7688.0,1
adult,80,39.0,10.0,0.0,0.0,0.0,0
adult,81,47.0,13.0,3.0,1.0,0.0,1
adult,82,43.0,10.0,3.0,1.0,0.0,0
adult,83,26.0,13.0,0.0,0.0,0.0,0
adult,84,39.0,9.0,0.0,0.0,2202.0,0
adult,85,46.0,9.0,3.0,1.0,0.0,1
adult,86,36.0,13.0,3.0,1.0,0.0,1
adult,87,70.0,13.0,3.0,1.0,0.0,0
adult,88,42.0,10.0,1.0,0.0,0.0,0
adult,89,50.0,14.0,1.0,0.0,0.0,0
adult,90,37.0,13.0,3.0,1.0,3411.0,0
adult,91,42.0,15.0,3.0,1.0,0.0,1
adult,92,44.0,13.0,3.0,1.0,0.0,1
adult,93,28.0,9.0,1.0,0.0,0.0,0
adult,94,41.0,11.0,3.0,0.0,0.0,0
adult,95,32.0,14.0,0.0,0.0,0.0,0
adult,96,20.0,9.0,0.0,1.0,0.0,0
adult,97,48.0,10.0,1.0,1.0,15020.0,1
adult,98,47.0,9.0,1.0,0.0,0.0,0
adult,99,34.0,10.0,0.0,1.0,0.0,1
adult,100,46.0,9.0,3.0,1.0,0.0,0
adult,101,35.0,12.0,1.0,0.0,0.0,0
adult,102,40.0,13.0,3.0,1.0,7298.0,1
adult,103,55.0,9.0,1.0,0.0,0.0,0
adult,104,41.0,9.0,3.0,1.0,0.0,0
adult,105,45.0,10.0,3.0,1.0,0.0,1
adult,106,33.0,12.0,3.0,1.0,0.0,0
adult,107,26.0,9.0,0.0,0.0,0.0,0
adult,108,44.0,13.0,1.0,1.0,0.0,1
adult,109,21.0,10.0,0.0,0.0,0.0,0
adult,110,43.0,9.0,3.0,1.0,0.0,1
adult,111,34.0,14.0,1.0,0.0,0.0,1
adult,112,31.0,14.0,3.0,1.0,0.0,1
adult,113,38.0,14.0,1.0,0.0,0.0,0
adult,114,48.0,11.0,1.0,0.0,0.0,0
adult,115,40.0,9.0,1.0,0.0,0.0,0
adult,116,31.0,9.0,3.0,1.0,0.0,0
adult,117,49.0,9.0,3.0,1.0,4064.0,0
adult,118,22.0,9.0,1.0,1.0,0.0,0
adult,119,55.0,9.0,3.0,1.0,0.0,0
adult,120,41.0,9.0,3.0,1.0,5178.0,1
adult,121,45.0,9.0,1.0,1.0,10520.0,1
adult,122,31.0,7.0,3.0,1.0,0.0,0
adult,123,42.0,10.0,3.0,1.0,0.0,1
adult,124,62.0,14.0,3.0,0.0,0.0,0
adult,125,44.0,14.0,3.0,1.0,7298.0,1
adult,126,31.0,13.0,3.0,1.0,0.0,1
adult,127,34.0,13.0,3.0,0.0,0.0,1
adult,128,55.0,9.0,3.0,1.0,0.0,1
adult,129,35.0,10.0,3.0,1.0,0.0,0
adult,130,52.0,3.0,1.0,1.0,0.0,0
adult,131,57.0,9.0,3.0,1.0,0.0,1
adult,132,46.0,13.0,3.0,0.0,0.0,1
adult,133,27.0,13.0,0.0,0.0,0.0,0
adult,134,32.0,3.0,0.0,0.0,0.0,0
adult,135,38.0,9.0,1.0,1.0,2174.0,0
adult,136,44.0,10.0,3.0,1.0,0.0,1
adult,137,59.0,9.0,0.0,1.0,0.0,0
adult,138,29.0,13.0,0.0,1.0,0.0,1
adult,139,54.0,14.0,3.0,1.0,7688.0,1
adult,140,18.0,10.0,0.0,1.0,0.0,0
adult,141,22.0,9.0,1.0,0.0,0.0,0
adult,142,22.0,10.0,0.0,0.0,0.0,0
adult,143,33.0,11.0,3.0,1.0,0.0,1
adult,144,35.0,10.0,3.0,1.0,0.0,1
adult,145,44.0,10.0,1.0,1.0,0.0,0
adult,146,38.0,13.0,0.0,1.0,0.0,0
adult,147,26.0,9.0,3.0,1.0,0.0,1
adult,148,50.0,9.0,1.0,0.0,0.0,0
adult,149,33.0,3.0,3.0,1.0,0.0,0
adult,150,39.0,9.0,1.0,0.0,0.0,0
adult,151,18.0,7.0,0.0,0.0,0.0,0
adult,152,31.0,15.0,3.0,0.0,0.0,1
adult,153,20.0,10.0,3.0,1.0,0.0,0
adult,154,38.0,13.0,3.0,0.0,0.0,1
adult,155,49.0,9.0,3.0,1.0,0.0,1
adult,156,35.0,15.0,3.0,1.0,0.0,1
adult,157,65.0,13.0,3.0,1.0,0.0,0
adult,158,53.0,13.0,3.0,1.0,0.0,1
adult,159,36.0,10.0,3.0,1.0,0.0,1
adult,160,69.0,10.0,3.0,1.0,0.0,1
adult,161,21.0,10.0,0.0,0.0,0.0,0
adult,162,30.0,13.0,0.0,0.0,0.0,1
adult,163,46.0,13.0,0.0,0.0,0.0,1
adult,164,41.0,10.0,3.0,1.0,0.0,1
adult,165,34.0,9.0,3.0,1.0,0.0,1
adult,166,27.0,14.0,0.0,1.0,0.0,0
