participantId,trialId,block,trialWithinBlock,withinCondition,tested_w_xai,dataset,xai_type,complexity,dataId,instanceId,CV_user_task_levels,CV_num_attributes_shown_levels,CV_ai_label_balance_levels,CV_xai_faithfulness_levels,task,task_order,task_trial,shown_xai_type,cog_param_seed,forward_accuracy,counterfactual_accuracy,prob_correct,pred_time,agent_prediction,ai_prediction,cognitive_correct_vs_ai
1,46,1,6,single_condition,True,wine_quality,decision_tree,low,wine_quality,397,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,6,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,47,1,7,single_condition,True,wine_quality,decision_tree,low,wine_quality,62,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,7,decision_tree,42,0,0,0.30000000000000004,14.0,0,1,False
1,48,1,8,single_condition,False,wine_quality,decision_tree,low,wine_quality,243,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,8,none,42,0,0,0.26,14.0,0,1,False
1,49,1,9,single_condition,False,wine_quality,decision_tree,low,wine_quality,1148,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,9,none,42,0,0,0.26,14.0,1,0,False
1,50,1,10,single_condition,True,wine_quality,decision_tree,low,wine_quality,1549,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,10,decision_tree,42,0,0,0.30000000000000004,14.0,0,1,False
1,51,1,11,single_condition,True,wine_quality,decision_tree,low,wine_quality,810,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,11,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,52,1,12,single_condition,True,wine_quality,decision_tree,low,wine_quality,96,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,12,decision_tree,42,1,1,0.30000000000000004,14.0,0,0,True
1,53,1,13,single_condition,True,wine_quality,decision_tree,low,wine_quality,1113,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,13,decision_tree,42,1,1,0.30000000000000004,14.0,0,0,True
1,54,1,14,single_condition,False,wine_quality,decision_tree,low,wine_quality,1056,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,14,none,42,0,0,0.26,14.0,0,1,False
1,55,1,15,single_condition,False,wine_quality,decision_tree,low,wine_quality,622,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,15,none,42,0,0,0.26,14.0,1,0,False
1,56,1,16,single_condition,True,wine_quality,decision_tree,low,wine_quality,995,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,16,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,57,1,17,single_condition,True,wine_quality,decision_tree,low,wine_quality,1559,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,17,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,58,1,18,single_condition,True,wine_quality,decision_tree,low,wine_quality,422,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,18,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,59,1,19,single_condition,False,wine_quality,decision_tree,low,wine_quality,975,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,19,none,42,0,0,0.26,14.0,1,0,False
1,60,1,20,single_condition,True,wine_quality,decision_tree,low,wine_quality,535,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,20,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,61,1,21,single_condition,True,wine_quality,decision_tree,low,wine_quality,1316,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,21,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,62,1,22,single_condition,True,wine_quality,decision_tree,low,wine_quality,1351,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,22,decision_tree,42,1,1,0.30000000000000004,14.0,0,0,True
1,63,1,23,single_condition,True,wine_quality,decision_tree,low,wine_quality,1065,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,23,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,64,1,24,single_condition,True,wine_quality,decision_tree,low,wine_quality,1384,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,24,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,65,1,25,single_condition,False,wine_quality,decision_tree,low,wine_quality,1435,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,25,none,42,0,0,0.26,14.0,1,0,False
1,66,1,26,single_condition,False,wine_quality,decision_tree,low,wine_quality,1021,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,26,none,42,0,0,0.26,14.0,1,0,False
1,67,1,27,single_condition,True,wine_quality,decision_tree,low,wine_quality,525,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,27,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,68,1,28,single_condition,True,wine_quality,decision_tree,low,wine_quality,1231,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,28,decision_tree,42,1,1,0.30000000000000004,14.0,0,0,True
1,69,1,29,single_condition,False,wine_quality,decision_tree,low,wine_quality,1024,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,29,none,42,0,0,0.26,14.0,0,1,False
1,70,1,30,single_condition,False,wine_quality,decision_tree,low,wine_quality,789,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,30,none,42,0,0,0.26,14.0,1,0,False
1,71,1,31,single_condition,True,wine_quality,decision_tree,low,wine_quality,1243,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,31,decision_tree,42,1,1,0.30000000000000004,14.0,0,0,True
1,72,1,32,single_condition,True,wine_quality,decision_tree,low,wine_quality,1238,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,32,decision_tree,42,0,0,0.30000000000000004,14.0,1,0,False
1,73,1,33,single_condition,False,wine_quality,decision_tree,low,wine_quality,1469,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,33,none,42,0,0,0.26,14.0,1,0,False
1,74,1,34,single_condition,False,wine_quality,decision_tree,low,wine_quality,889,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,34,none,42,1,1,0.26,14.0,0,0,True
1,75,1,35,single_condition,False,wine_quality,decision_tree,low,wine_quality,44,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,35,none,42,0,0,0.26,14.0,1,0,False
1,76,1,36,single_condition,False,wine_quality,decision_tree,low,wine_quality,1137,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,36,none,42,1,1,0.26,14.0,0,0,True
1,77,1,37,single_condition,False,wine_quality,decision_tree,low,wine_quality,817,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,37,none,42,1,1,0.26,14.0,0,0,True
1,78,1,38,single_condition,False,wine_quality,decision_tree,low,wine_quality,1337,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,38,none,42,1,1,0.26,14.0,0,0,True
1,79,1,39,single_condition,False,wine_quality,decision_tree,low,wine_quality,1404,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,39,none,42,0,0,0.26,14.0,1,0,False
1,80,1,40,single_condition,False,wine_quality,decision_tree,low,wine_quality,193,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,40,none,42,0,0,0.26,14.0,1,0,False
2,1,1,1,single_condition,True,wine_quality,decision_tree,high,wine_quality,95,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,1,decision_tree,42,1,1,0.75,10.5,0,0,True
2,2,1,2,single_condition,False,wine_quality,decision_tree,high,wine_quality,1317,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,2,none,42,1,1,0.61,10.5,0,0,True
2,3,1,3,single_condition,False,wine_quality,decision_tree,high,wine_quality,1363,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,3,none,42,0,0,0.61,10.5,1,0,False
2,4,1,4,single_condition,False,wine_quality,decision_tree,high,wine_quality,136,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,4,none,42,1,1,0.61,10.5,0,0,True
2,5,1,5,single_condition,True,wine_quality,decision_tree,high,wine_quality,800,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,5,decision_tree,42,1,1,0.75,10.5,0,0,True
2,6,1,6,single_condition,True,wine_quality,decision_tree,high,wine_quality,139,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,6,decision_tree,42,1,1,0.75,10.5,0,0,True
2,7,1,7,single_condition,False,wine_quality,decision_tree,high,wine_quality,1139,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,7,none,42,0,0,0.61,10.5,1,0,False
2,8,1,8,single_condition,True,wine_quality,decision_tree,high,wine_quality,74,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,8,decision_tree,42,1,1,0.75,10.5,0,0,True
2,9,1,9,single_condition,True,wine_quality,decision_tree,high,wine_quality,902,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,9,decision_tree,42,0,0,0.75,10.5,0,1,False
2,10,1,10,single_condition,False,wine_quality,decision_tree,high,wine_quality,380,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,10,none,42,1,1,0.61,10.5,0,0,True
2,11,1,11,single_condition,True,wine_quality,decision_tree,high,wine_quality,620,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,11,decision_tree,42,1,1,0.75,10.5,0,0,True
2,12,1,12,single_condition,True,wine_quality,decision_tree,high,wine_quality,1285,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,12,decision_tree,42,1,1,0.75,10.5,0,0,True
2,13,1,13,single_condition,True,wine_quality,decision_tree,high,wine_quality,127,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,13,decision_tree,42,0,0,0.75,10.5,1,0,False
2,14,1,14,single_condition,False,wine_quality,decision_tree,high,wine_quality,1404,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,14,none,42,0,0,0.61,10.5,1,0,False
2,15,1,15,single_condition,False,wine_quality,decision_tree,high,wine_quality,460,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,15,none,42,1,1,0.61,10.5,0,0,True
2,16,1,16,single_condition,True,wine_quality,decision_tree,high,wine_quality,1352,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,16,decision_tree,42,1,1,0.75,10.5,0,0,True
2,17,1,17,single_condition,True,wine_quality,decision_tree,high,wine_quality,209,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,17,decision_tree,42,1,1,0.75,10.5,1,1,True
2,18,1,18,single_condition,True,wine_quality,decision_tree,high,wine_quality,27,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,18,decision_tree,42,1,1,0.75,10.5,0,0,True
2,19,1,19,single_condition,True,wine_quality,decision_tree,high,wine_quality,1328,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,19,decision_tree,42,1,1,0.75,10.5,0,0,True
2,20,1,20,single_condition,False,wine_quality,decision_tree,high,wine_quality,1586,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,20,none,42,0,0,0.61,10.5,1,0,False
2,21,1,21,single_condition,False,wine_quality,decision_tree,high,wine_quality,1087,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,21,none,42,0,0,0.61,10.5,1,0,False
2,22,1,22,single_condition,False,wine_quality,decision_tree,high,wine_quality,1435,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,22,none,42,1,1,0.61,10.5,0,0,True
2,23,1,23,single_condition,True,wine_quality,decision_tree,high,wine_quality,218,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,23,decision_tree,42,1,1,0.75,10.5,0,0,True
2,24,1,24,single_condition,False,wine_quality,decision_tree,high,wine_quality,354,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,24,none,42,1,1,0.61,10.5,0,0,True
2,25,1,25,single_condition,False,wine_quality,decision_tree,high,wine_quality,448,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,25,none,42,1,1,0.61,10.5,0,0,True
2,26,1,26,single_condition,False,wine_quality,decision_tree,high,wine_quality,172,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,26,none,42,0,0,0.61,10.5,1,0,False
2,27,1,27,single_condition,True,wine_quality,decision_tree,high,wine_quality,319,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,27,decision_tree,42,1,1,0.75,10.5,0,0,True
2,28,1,28,single_condition,True,wine_quality,decision_tree,high,wine_quality,975,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,28,decision_tree,42,1,1,0.75,10.5,0,0,True
2,29,1,29,single_condition,False,wine_quality,decision_tree,high,wine_quality,1243,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,29,none,42,1,1,0.61,10.5,0,0,True
2,30,1,30,single_condition,True,wine_quality,decision_tree,high,wine_quality,1576,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,30,decision_tree,42,1,1,0.75,10.5,0,0,True
2,31,1,31,single_condition,False,wine_quality,decision_tree,high,wine_quality,1136,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,31,none,42,1,1,0.61,10.5,0,0,True
2,32,1,32,single_condition,True,wine_quality,decision_tree,high,wine_quality,1316,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,32,decision_tree,42,1,1,0.75,10.5,0,0,True
2,33,1,33,single_condition,False,wine_quality,decision_tree,high,wine_quality,44,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,33,none,42,1,1,0.61,10.5,0,0,True
2,34,1,34,single_condition,True,wine_quality,decision_tree,high,wine_quality,1205,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,34,decision_tree,42,1,1,0.75,10.5,1,1,True
2,35,1,35,single_condition,False,wine_quality,decision_tree,high,wine_quality,423,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,35,none,42,1,1,0.61,10.5,1,1,True
2,36,1,36,single_condition,False,wine_quality,decision_tree,high,wine_quality,930,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,36,none,42,1,1,0.61,10.5,0,0,True
2,37,1,37,single_condition,True,wine_quality,decision_tree,high,wine_quality,284,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,37,decision_tree,42,1,1,0.75,10.5,0,0,True
2,38,1,38,single_condition,True,wine_quality,decision_tree,high,wine_quality,124,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,38,decision_tree,42,0,0,0.75,10.5,1,0,False
2,39,1,39,single_condition,False,wine_quality,decision_tree,high,wine_quality,853,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,39,none,42,1,1,0.61,10.5,0,0,True
2,40,1,40,single_condition,False,wine_quality,decision_tree,high,wine_quality,947,forward_simulation|counterfactual_simulation,6,50_50,0.9,forward_simulation,1,40,none,42,1,1,0.61,10.5,1,1,True
2,41,1,1,single_condition,True,wine_quality,decision_tree,high,wine_quality,95,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,1,decision_tree,42,0,0,0.28,15.5,1,0,False
2,42,1,2,single_condition,False,wine_quality,decision_tree,high,wine_quality,1317,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,2,none,42,0,0,0.24000000000000002,15.5,1,0,False
2,43,1,3,single_condition,False,wine_quality,decision_tree,high,wine_quality,1363,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,3,none,42,0,0,0.24000000000000002,15.5,1,0,False
2,44,1,4,single_condition,False,wine_quality,decision_tree,high,wine_quality,136,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,4,none,42,1,1,0.24000000000000002,15.5,0,0,True
2,45,1,5,single_condition,True,wine_quality,decision_tree,high,wine_quality,800,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,5,decision_tree,42,1,1,0.28,15.5,0,0,True
2,46,1,6,single_condition,True,wine_quality,decision_tree,high,wine_quality,139,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,6,decision_tree,42,0,0,0.28,15.5,1,0,False
2,47,1,7,single_condition,False,wine_quality,decision_tree,high,wine_quality,1139,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,7,none,42,0,0,0.24000000000000002,15.5,1,0,False
2,48,1,8,single_condition,True,wine_quality,decision_tree,high,wine_quality,74,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,8,decision_tree,42,0,0,0.28,15.5,1,0,False
2,49,1,9,single_condition,True,wine_quality,decision_tree,high,wine_quality,902,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,9,decision_tree,42,1,1,0.28,15.5,1,1,True
2,50,1,10,single_condition,False,wine_quality,decision_tree,high,wine_quality,380,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,10,none,42,0,0,0.24000000000000002,15.5,1,0,False
2,51,1,11,single_condition,True,wine_quality,decision_tree,high,wine_quality,620,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,11,decision_tree,42,1,1,0.28,15.5,0,0,True
2,52,1,12,single_condition,True,wine_quality,decision_tree,high,wine_quality,1285,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,12,decision_tree,42,1,1,0.28,15.5,0,0,True
2,53,1,13,single_condition,True,wine_quality,decision_tree,high,wine_quality,127,forward_simulation|counterfactual_simulation,6,50_50,0.9,counterfactual_simulation,2,13,decision_tree,42,1,1,0.28,15.5,0,0,True
