participantId,trialId,block,trialWithinBlock,withinCondition,validation_condition,explanation_property,dataId,instanceId,CV_num_training_levels,CV_num_testing_levels,CV_same_instructions_levels,CV_same_display_format_levels,phase,phaseTrialId
5,26,1,16,single_condition,change_prediction,faithful,sim2real,370,10,30,True,True,testing,16
5,27,1,17,single_condition,change_prediction,faithful,sim2real,298,10,30,True,True,testing,17
5,28,1,18,single_condition,change_prediction,faithful,sim2real,513,10,30,True,True,testing,18
5,29,1,19,single_condition,change_prediction,faithful,sim2real,126,10,30,True,True,testing,19
5,30,1,20,single_condition,change_prediction,faithful,sim2real,260,10,30,True,True,testing,20
5,31,1,21,single_condition,change_prediction,faithful,sim2real,285,10,30,True,True,testing,21
5,32,1,22,single_condition,change_prediction,faithful,sim2real,478,10,30,True,True,testing,22
5,33,1,23,single_condition,change_prediction,faithful,sim2real,593,10,30,True,True,testing,23
5,34,1,24,single_condition,change_prediction,faithful,sim2real,795,10,30,True,True,testing,24
5,35,1,25,single_condition,change_prediction,faithful,sim2real,615,10,30,True,True,testing,25
5,36,1,26,single_condition,change_prediction,faithful,sim2real,97,10,30,True,True,testing,26
5,37,1,27,single_condition,change_prediction,faithful,sim2real,304,10,30,True,True,testing,27
5,38,1,28,single_condition,change_prediction,faithful,sim2real,77,10,30,True,True,testing,28
5,39,1,29,single_condition,change_prediction,faithful,sim2real,195,10,30,True,True,testing,29
5,40,1,30,single_condition,change_prediction,faithful,sim2real,56,10,30,True,True,testing,30
6,1,0,1,training,change_prediction,sparse,sim2real,384,10,30,True,True,training,1
6,2,0,2,training,change_prediction,sparse,sim2real,396,10,30,True,True,training,2
6,3,0,3,training,change_prediction,sparse,sim2real,541,10,30,True,True,training,3
6,4,0,4,training,change_prediction,sparse,sim2real,526,10,30,True,True,training,4
6,5,0,5,training,change_prediction,sparse,sim2real,249,10,30,True,True,training,5
6,6,0,6,training,change_prediction,sparse,sim2real,179,10,30,True,True,training,6
6,7,0,7,training,change_prediction,sparse,sim2real,614,10,30,True,True,training,7
6,8,0,8,training,change_prediction,sparse,sim2real,575,10,30,True,True,training,8
6,9,0,9,training,change_prediction,sparse,sim2real,96,10,30,True,True,training,9
6,10,0,10,training,change_prediction,sparse,sim2real,654,10,30,True,True,training,10
6,11,1,1,single_condition,change_prediction,sparse,sim2real,214,10,30,True,True,testing,1
6,12,1,2,single_condition,change_prediction,sparse,sim2real,108,10,30,True,True,testing,2
6,13,1,3,single_condition,change_prediction,sparse,sim2real,617,10,30,True,True,testing,3
6,14,1,4,single_condition,change_prediction,sparse,sim2real,121,10,30,True,True,testing,4
6,15,1,5,single_condition,change_prediction,sparse,sim2real,31,10,30,True,True,testing,5
6,16,1,6,single_condition,change_prediction,sparse,sim2real,372,10,30,True,True,testing,6
6,17,1,7,single_condition,change_prediction,sparse,sim2real,764,10,30,True,True,testing,7
6,18,1,8,single_condition,change_prediction,sparse,sim2real,107,10,30,True,True,testing,8
6,19,1,9,single_condition,change_prediction,sparse,sim2real,696,10,30,True,True,testing,9
6,20,1,10,single_condition,change_prediction,sparse,sim2real,59,10,30,True,True,testing,10
6,21,1,11,single_condition,change_prediction,sparse,sim2real,649,10,30,True,True,testing,11
6,22,1,12,single_condition,change_prediction,sparse,sim2real,630,10,30,True,True,testing,12
6,23,1,13,single_condition,change_prediction,sparse,sim2real,489,10,30,True,True,testing,13
6,24,1,14,single_condition,change_prediction,sparse,sim2real,464,10,30,True,True,testing,14
6,25,1,15,single_condition,change_prediction,sparse,sim2real,103,10,30,True,True,testing,15
6,26,1,16,single_condition,change_prediction,sparse,sim2real,600,10,30,True,True,testing,16
6,27,1,17,single_condition,change_prediction,sparse,sim2real,480,10,30,True,True,testing,17
6,28,1,18,single_condition,change_prediction,sparse,sim2real,324,10,30,True,True,testing,18
6,29,1,19,single_condition,change_prediction,sparse,sim2real,97,10,30,True,True,testing,19
6,30,1,20,single_condition,change_prediction,sparse,sim2real,540,10,30,True,True,testing,20
6,31,1,21,single_condition,change_prediction,sparse,sim2real,568,10,30,True,True,testing,21
6,32,1,22,single_condition,change_prediction,sparse,sim2real,545,10,30,True,True,testing,22
6,33,1,23,single_condition,change_prediction,sparse,sim2real,309,10,30,True,True,testing,23
6,34,1,24,single_condition,change_prediction,sparse,sim2real,337,10,30,True,True,testing,24
6,35,1,25,single_condition,change_prediction,sparse,sim2real,597,10,30,True,True,testing,25
6,36,1,26,single_condition,change_prediction,sparse,sim2real,336,10,30,True,True,testing,26
6,37,1,27,single_condition,change_prediction,sparse,sim2real,126,10,30,True,True,testing,27
6,38,1,28,single_condition,change_prediction,sparse,sim2real,81,10,30,True,True,testing,28
6,39,1,29,single_condition,change_prediction,sparse,sim2real,196,10,30,True,True,testing,29
6,40,1,30,single_condition,change_prediction,sparse,sim2real,730,10,30,True,True,testing,30
7,1,0,1,training,change_prediction,robust,sim2real,258,10,30,True,True,training,1
7,2,0,2,training,change_prediction,robust,sim2real,781,10,30,True,True,training,2
7,3,0,3,training,change_prediction,robust,sim2real,628,10,30,True,True,training,3
7,4,0,4,training,change_prediction,robust,sim2real,611,10,30,True,True,training,4
7,5,0,5,training,change_prediction,robust,sim2real,96,10,30,True,True,training,5
7,6,0,6,training,change_prediction,robust,sim2real,770,10,30,True,True,training,6
7,7,0,7,training,change_prediction,robust,sim2real,173,10,30,True,True,training,7
7,8,0,8,training,change_prediction,robust,sim2real,555,10,30,True,True,training,8
7,9,0,9,training,change_prediction,robust,sim2real,66,10,30,True,True,training,9
7,10,0,10,training,change_prediction,robust,sim2real,767,10,30,True,True,training,10
7,11,1,1,single_condition,change_prediction,robust,sim2real,174,10,30,True,True,testing,1
7,12,1,2,single_condition,change_prediction,robust,sim2real,556,10,30,True,True,testing,2
7,13,1,3,single_condition,change_prediction,robust,sim2real,315,10,30,True,True,testing,3
7,14,1,4,single_condition,change_prediction,robust,sim2real,77,10,30,True,True,testing,4
7,15,1,5,single_condition,change_prediction,robust,sim2real,705,10,30,True,True,testing,5
7,16,1,6,single_condition,change_prediction,robust,sim2real,689,10,30,True,True,testing,6
7,17,1,7,single_condition,change_prediction,robust,sim2real,484,10,30,True,True,testing,7
7,18,1,8,single_condition,change_prediction,robust,sim2real,285,10,30,True,True,testing,8
7,19,1,9,single_condition,change_prediction,robust,sim2real,14,10,30,True,True,testing,9
7,20,1,10,single_condition,change_prediction,robust,sim2real,268,10,30,True,True,testing,10
7,21,1,11,single_condition,change_prediction,robust,sim2real,314,10,30,True,True,testing,11
7,22,1,12,single_condition,change_prediction,robust,sim2real,219,10,30,True,True,testing,12
7,23,1,13,single_condition,change_prediction,robust,sim2real,39,10,30,True,True,testing,13
7,24,1,14,single_condition,change_prediction,robust,sim2real,120,10,30,True,True,testing,14
7,25,1,15,single_condition,change_prediction,robust,sim2real,252,10,30,True,True,testing,15
7,26,1,16,single_condition,change_prediction,robust,sim2real,780,10,30,True,True,testing,16
7,27,1,17,single_condition,change_prediction,robust,sim2real,441,10,30,True,True,testing,17
7,28,1,18,single_condition,change_prediction,robust,sim2real,221,10,30,True,True,testing,18
7,29,1,19,single_condition,change_prediction,robust,sim2real,627,10,30,True,True,testing,19
7,30,1,20,single_condition,change_prediction,robust,sim2real,455,10,30,True,True,testing,20
7,31,1,21,single_condition,change_prediction,robust,sim2real,171,10,30,True,True,testing,21
7,32,1,22,single_condition,change_prediction,robust,sim2real,309,10,30,True,True,testing,22
7,33,1,23,single_condition,change_prediction,robust,sim2real,301,10,30,True,True,testing,23
7,34,1,24,single_condition,change_prediction,robust,sim2real,223,10,30,True,True,testing,24
7,35,1,25,single_condition,change_prediction,robust,sim2real,149,10,30,True,True,testing,25
7,36,1,26,single_condition,change_prediction,robust,sim2real,124,10,30,True,True,testing,26
7,37,1,27,single_condition,change_prediction,robust,sim2real,212,10,30,True,True,testing,27
7,38,1,28,single_condition,change_prediction,robust,sim2real,404,10,30,True,True,testing,28
7,39,1,29,single_condition,change_prediction,robust,sim2real,8,10,30,True,True,testing,29
7,40,1,30,single_condition,change_prediction,robust,sim2real,764,10,30,True,True,testing,30
8,1,0,1,training,change_prediction,sparse_robust,sim2real,51,10,30,True,True,training,1
8,2,0,2,training,change_prediction,sparse_robust,sim2real,529,10,30,True,True,training,2
8,3,0,3,training,change_prediction,sparse_robust,sim2real,686,10,30,True,True,training,3
8,4,0,4,training,change_prediction,sparse_robust,sim2real,57,10,30,True,True,training,4
8,5,0,5,training,change_prediction,sparse_robust,sim2real,380,10,30,True,True,training,5
8,6,0,6,training,change_prediction,sparse_robust,sim2real,632,10,30,True,True,training,6
8,7,0,7,training,change_prediction,sparse_robust,sim2real,443,10,30,True,True,training,7
8,8,0,8,training,change_prediction,sparse_robust,sim2real,317,10,30,True,True,training,8
8,9,0,9,training,change_prediction,sparse_robust,sim2real,88,10,30,True,True,training,9
8,10,0,10,training,change_prediction,sparse_robust,sim2real,184,10,30,True,True,training,10
8,11,1,1,single_condition,change_prediction,sparse_robust,sim2real,272,10,30,True,True,testing,1
8,12,1,2,single_condition,change_prediction,sparse_robust,sim2real,797,10,30,True,True,testing,2
8,13,1,3,single_condition,change_prediction,sparse_robust,sim2real,12,10,30,True,True,testing,3
8,14,1,4,single_condition,change_prediction,sparse_robust,sim2real,588,10,30,True,True,testing,4
8,15,1,5,single_condition,change_prediction,sparse_robust,sim2real,268,10,30,True,True,testing,5
8,16,1,6,single_condition,change_prediction,sparse_robust,sim2real,0,10,30,True,True,testing,6
8,17,1,7,single_condition,change_prediction,sparse_robust,sim2real,517,10,30,True,True,testing,7
8,18,1,8,single_condition,change_prediction,sparse_robust,sim2real,231,10,30,True,True,testing,8
8,19,1,9,single_condition,change_prediction,sparse_robust,sim2real,301,10,30,True,True,testing,9
8,20,1,10,single_condition,change_prediction,sparse_robust,sim2real,762,10,30,True,True,testing,10
8,21,1,11,single_condition,change_prediction,sparse_robust,sim2real,741,10,30,True,True,testing,11
8,22,1,12,single_condition,change_prediction,sparse_robust,sim2real,568,10,30,True,True,testing,12
8,23,1,13,single_condition,change_prediction,sparse_robust,sim2real,325,10,30,True,True,testing,13
8,24,1,14,single_condition,change_prediction,sparse_robust,sim2real,121,10,30,True,True,testing,14
8,25,1,15,single_condition,change_prediction,sparse_robust,sim2real,707,10,30,True,True,testing,15
8,26,1,16,single_condition,change_prediction,sparse_robust,sim2real,667,10,30,True,True,testing,16
8,27,1,17,single_condition,change_prediction,sparse_robust,sim2real,285,10,30,True,True,testing,17
8,28,1,18,single_condition,change_prediction,sparse_robust,sim2real,155,10,30,True,True,testing,18
8,29,1,19,single_condition,change_prediction,sparse_robust,sim2real,506,10,30,True,True,testing,19
8,30,1,20,single_condition,change_prediction,sparse_robust,sim2real,563,10,30,True,True,testing,20
8,31,1,21,single_condition,change_prediction,sparse_robust,sim2real,567,10,30,True,True,testing,21
8,32,1,22,single_condition,change_prediction,sparse_robust,sim2real,668,10,30,True,True,testing,22
8,33,1,23,single_condition,change_prediction,sparse_robust,sim2real,485,10,30,True,True,testing,23
8,34,1,24,single_condition,change_prediction,sparse_robust,sim2real,712,10,30,True,True,testing,24
8,35,1,25,single_condition,change_prediction,sparse_robust,sim2real,47,10,30,True,True,testing,25
8,36,1,26,single_condition,change_prediction,sparse_robust,sim2real,365,10,30,True,True,testing,26
8,37,1,27,single_condition,change_prediction,sparse_robust,sim2real,540,10,30,True,True,testing,27
8,38,1,28,single_condition,change_prediction,sparse_robust,sim2real,220,10,30,True,True,testing,28
8,39,1,29,single_condition,change_prediction,sparse_robust,sim2real,450,10,30,True,True,testing,29
8,40,1,30,single_condition,change_prediction,sparse_robust,sim2real,469,10,30,True,True,testing,30
9,1,0,1,training,predict_without_timer,faithful,sim2real,529,10,30,True,True,training,1
9,2,0,2,training,predict_without_timer,faithful,sim2real,306,10,30,True,True,training,2
9,3,0,3,training,predict_without_timer,faithful,sim2real,394,10,30,True,True,training,3
9,4,0,4,training,predict_without_timer,faithful,sim2real,345,10,30,True,True,training,4
9,5,0,5,training,predict_without_timer,faithful,sim2real,134,10,30,True,True,training,5
9,6,0,6,training,predict_without_timer,faithful,sim2real,144,10,30,True,True,training,6
9,7,0,7,training,predict_without_timer,faithful,sim2real,519,10,30,True,True,training,7
9,8,0,8,training,predict_without_timer,faithful,sim2real,699,10,30,True,True,training,8
