appId,modelName,expMethod,expProperty,instanceId,qid,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,a7_i,a8_i,a9_i,a10_i,a11_i,a12_i,a13_i,a14_i,a15_i,a16_i,a17_i,a18_i,a19_i,a20_i,a21_i,a22_i,a23_i,a24_i,a25_i,a26_i,a27_i,a28_i,a29_i,a30_i,a31_i,a32_i,a33_i,a34_i,a35_i,a36_i,a37_i,a38_i,a39_i,a40_i,a41_i,a42_i,a43_i,a44_i,a45_i,a46_i,a47_i,a48_i,a49_i,a50_i,a51_i,a52_i,a53_i,a54_i,a55_i,a56_i,a57_i,a58_i,a59_i,a60_i,a61_i,a62_i,a63_i,a64_i,a65_i,a66_i,intercept
adult_sim2real,synthetic_ai,lime,robust,7,3,1,2.72,0.22,2.71,0.24,0.28,0.05,0.02,0.04,0.1,0.08,0.08,0.04,0.08,0.07,0.07,0.25,0.02,0.2,0.18,0.19,0.08,0.15,0.08,0.01,0.11,0.18,0.17,0.12,0.26,0.24,0.26,0.04,0.09,0.03,0.1,0.05,0.03,0.0,0.05,0.19,0.08,0.0,0.06,0.11,0.01,0.02,0.01,0.1,0.04,0.01,0.07,0.12,0.12,0.07,0.07,0.11,0.23,0.33,0.27,0.13,0.06,0.04,0.08,0.11,0.04,0.06,0.15,0.06,
adult_sim2real,synthetic_ai,lime,sparse,7,3,1,7.58,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,sparse_robust,7,3,1,2.42,0.11,2.4,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.07,0.08,0.0,0.03,0.0,0.0,0.01,0.07,0.06,0.01,0.14,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.11,0.21,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,
adult_sim2real,synthetic_ai,lime,,7,3,1,4.36,0.15,3.76,0.07,0.28,0.12,0.13,0.46,0.3,0.43,0.34,0.52,0.04,0.32,0.49,0.44,0.35,0.09,0.58,0.55,0.37,0.18,0.55,0.2,0.91,0.75,0.01,0.27,0.65,0.0,0.15,0.16,0.13,0.14,0.65,0.1,0.74,1.02,0.38,0.28,0.12,0.44,0.16,0.22,0.32,0.4,0.78,0.33,0.21,0.3,0.42,0.12,0.23,0.33,0.17,0.11,0.58,0.8,0.37,0.84,0.65,0.32,0.31,0.92,0.2,0.27,0.55,0.7,
adult_sim2real,synthetic_ai,lime,faithful,8,5,1,8.08,0.09,2.5,0.27,0.06,0.12,0.02,0.14,0.08,0.13,0.05,0.04,0.16,0.01,0.29,0.19,0.07,0.26,0.18,0.16,0.09,0.07,0.13,0.12,0.06,0.18,0.23,0.06,0.23,0.02,0.16,0.04,0.08,0.03,0.16,0.05,0.07,0.01,0.14,0.2,0.03,0.08,0.14,0.13,0.02,0.02,0.03,0.17,0.09,0.03,0.08,0.39,0.14,0.03,0.0,0.11,0.27,0.07,0.13,0.07,0.06,0.03,0.2,0.1,0.08,0.09,0.15,0.05,
adult_sim2real,synthetic_ai,lime,robust,8,5,1,2.72,0.22,2.71,0.24,0.28,0.05,0.02,0.04,0.1,0.08,0.08,0.04,0.08,0.07,0.07,0.25,0.02,0.2,0.18,0.19,0.08,0.14,0.08,0.01,0.11,0.18,0.17,0.11,0.26,0.24,0.26,0.04,0.09,0.03,0.1,0.05,0.03,0.0,0.05,0.19,0.08,0.0,0.06,0.11,0.01,0.02,0.01,0.1,0.04,0.01,0.07,0.12,0.12,0.07,0.07,0.11,0.23,0.33,0.27,0.13,0.06,0.04,0.08,0.11,0.04,0.06,0.15,0.06,
adult_sim2real,synthetic_ai,lime,sparse,8,5,1,7.58,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,sparse_robust,8,5,1,2.42,0.1,2.39,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.07,0.08,0.0,0.03,0.0,0.0,0.0,0.07,0.06,0.01,0.14,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.11,0.21,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,
adult_sim2real,synthetic_ai,lime,,8,5,1,4.36,0.15,2.67,0.17,0.1,0.22,0.32,0.48,0.44,0.16,0.52,0.09,0.17,0.61,0.05,0.94,0.05,0.16,0.08,0.01,0.7,0.12,0.57,0.22,0.15,0.74,0.26,0.96,0.09,0.0,0.46,0.21,0.17,0.32,0.18,0.03,0.02,0.04,0.34,0.2,0.2,0.17,0.09,0.15,0.18,0.6,0.2,0.16,0.49,0.29,0.07,0.91,0.04,0.24,0.13,0.2,0.06,0.82,0.67,0.22,0.12,0.11,0.08,0.24,0.21,0.0,0.51,0.03,
adult_sim2real,synthetic_ai,lime,faithful,9,9,1,8.08,0.74,5.97,0.7,0.1,0.0,0.0,0.12,0.31,0.29,0.07,0.08,0.35,0.25,0.05,0.64,0.05,0.47,0.42,0.59,0.21,0.32,0.07,0.22,0.15,0.23,0.29,0.14,0.83,0.58,0.8,0.15,0.16,0.05,0.27,0.01,0.08,0.01,0.25,0.46,0.24,0.15,0.18,0.28,0.1,0.13,0.08,0.38,0.22,0.03,0.58,0.44,0.15,0.29,0.34,0.34,0.84,0.19,0.02,0.57,0.13,0.08,0.06,0.45,0.2,0.18,0.4,0.21,
adult_sim2real,synthetic_ai,lime,robust,9,9,1,2.72,0.21,2.72,0.24,0.28,0.05,0.02,0.04,0.1,0.08,0.07,0.04,0.08,0.07,0.07,0.25,0.03,0.2,0.19,0.2,0.08,0.15,0.08,0.02,0.11,0.18,0.17,0.11,0.26,0.24,0.26,0.04,0.09,0.03,0.1,0.05,0.03,0.0,0.05,0.2,0.08,0.0,0.06,0.11,0.01,0.02,0.01,0.1,0.04,0.01,0.08,0.13,0.12,0.07,0.08,0.11,0.23,0.33,0.27,0.13,0.06,0.04,0.08,0.11,0.05,0.06,0.15,0.06,
adult_sim2real,synthetic_ai,lime,sparse,9,9,1,7.58,0.24,5.47,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.08,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,sparse_robust,9,9,1,2.42,0.1,2.41,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.07,0.08,0.0,0.03,0.0,0.0,0.01,0.07,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult_sim2real,synthetic_ai,lime,,9,9,1,4.36,0.29,3.24,0.53,0.23,0.32,0.16,0.11,0.28,0.18,0.29,0.62,0.56,0.06,0.2,0.39,0.27,0.09,0.63,0.07,0.05,0.02,0.08,0.5,0.18,0.19,0.31,0.08,0.72,0.0,0.6,0.47,0.01,0.38,0.14,0.3,0.38,0.1,0.32,0.36,0.1,0.04,0.09,0.31,0.11,0.39,0.35,0.65,0.2,0.47,0.06,0.83,0.49,0.16,0.12,0.18,0.74,0.34,0.28,0.15,0.7,0.23,0.13,0.45,0.55,0.99,0.79,0.25,
adult_sim2real,synthetic_ai,lime,faithful,10,0,0,8.08,0.81,6.69,0.69,0.8999999999999999,0.2,0.06,0.11,0.15,0.15,0.29,0.16,0.18,0.21,0.46,0.56,0.07,0.49,0.4699999999999999,0.35,0.09,0.39,0.33,0.1499999999999999,0.28,0.52,0.53,0.4,0.6800000000000002,0.59,0.61,0.13,0.21,0.0799999999999999,0.24,0.23,0.11,0.08,0.1099999999999999,0.47,0.29,0.08,0.2299999999999999,0.21,0.16,0.0699999999999999,0.09,0.17,0.1299999999999999,0.0199999999999999,0.1,0.44,0.1999999999999999,0.04,0.16,0.28,0.55,1.12,1.14,0.2099999999999999,0.2699999999999999,0.09,0.34,0.21,0.04,0.06,0.34,0.16,
adult_sim2real,synthetic_ai,lime,robust,10,0,0,2.72,0.2,2.45,0.22,0.26,0.04,0.02,0.04,0.0899999999999999,0.07,0.07,0.03,0.07,0.06,0.06,0.23,0.02,0.18,0.17,0.18,0.07,0.13,0.07,0.01,0.1,0.17,0.15,0.11,0.24,0.22,0.23,0.04,0.08,0.03,0.09,0.05,0.03,0.0,0.04,0.18,0.07,0.0,0.05,0.1,0.01,0.01,0.01,0.08,0.04,0.01,0.06,0.11,0.1,0.06,0.07,0.1,0.21,0.3,0.25,0.12,0.06,0.03,0.07,0.1,0.04,0.06,0.14,0.05,
adult_sim2real,synthetic_ai,lime,sparse,10,0,0,7.58,0.31,6.19,0.19,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199999999999999,0.03,0.0,0.18,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.62,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,sparse_robust,10,0,0,2.42,0.11,2.41,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.07,0.08,0.0,0.03,0.0,0.0,0.01,0.07,0.06,0.01,0.14,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.11,0.21,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,
adult_sim2real,synthetic_ai,lime,,10,0,0,4.36,0.06,4.0,0.06,0.03,0.3500000000000001,0.39,0.53,0.0999999999999999,0.76,0.3,0.01,0.34,0.31,0.73,0.7500000000000001,0.0799999999999999,0.0199999999999999,0.15,0.2399999999999999,0.4799999999999999,0.3600000000000001,0.0999999999999999,0.0499999999999999,0.11,0.84,0.12,0.37,0.54,0.0,0.01,0.62,0.2000000000000001,1.03,0.24,1.2799999999999998,0.1800000000000001,0.69,0.1199999999999999,0.4199999999999999,0.0399999999999999,0.5700000000000001,0.65,0.4,0.7999999999999999,0.05,1.12,0.1700000000000001,0.11,1.0,0.23,0.69,0.31,0.9099999999999998,0.4099999999999999,0.58,0.2499999999999999,0.2299999999999999,0.14,0.1,0.1299999999999999,0.0799999999999999,0.3099999999999999,0.51,0.3899999999999999,0.06,0.26,0.48,
adult_sim2real,synthetic_ai,lime,faithful,11,1,0,8.08,0.9499999999999998,7.67,0.65,0.8699999999999999,0.09,0.21,0.05,0.31,0.12,0.18,0.0899999999999999,0.16,0.15,0.05,0.74,0.0699999999999999,0.53,0.53,0.46,0.1,0.43,0.31,0.05,0.32,0.63,0.46,0.5,0.8000000000000002,0.72,0.65,0.15,0.26,0.1099999999999999,0.1999999999999999,0.19,0.09,0.01,0.13,0.56,0.26,0.15,0.18,0.31,0.04,0.0099999999999999,0.01,0.23,0.06,0.0399999999999999,0.19,0.24,0.32,0.18,0.0599999999999999,0.3599999999999999,0.53,1.17,1.02,0.37,0.12,0.11,0.21,0.27,0.03,0.14,0.41,0.12,
adult_sim2real,synthetic_ai,lime,robust,11,1,0,2.72,0.22,2.66,0.23,0.28,0.05,0.02,0.04,0.1,0.07,0.07,0.04,0.08,0.07,0.07,0.25,0.03,0.19,0.18,0.19,0.08,0.14,0.08,0.01,0.11,0.18,0.17,0.12,0.26,0.24,0.25,0.04,0.08,0.03,0.1,0.05,0.03,0.0,0.04,0.19,0.08,0.0,0.06,0.11,0.01,0.02,0.01,0.09,0.04,0.01,0.07,0.12,0.11,0.07,0.07,0.11,0.22,0.33,0.27,0.13,0.06,0.04,0.08,0.1,0.04,0.06,0.15,0.06,
adult_sim2real,synthetic_ai,lime,sparse,11,1,0,7.58,0.45,7.17,0.15,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0299999999999999,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.3,0.22,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.67,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,sparse_robust,11,1,0,2.42,0.11,2.41,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.07,0.08,0.0,0.04,0.0,0.0,0.01,0.07,0.06,0.01,0.14,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.11,0.21,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,
adult_sim2real,synthetic_ai,lime,,11,1,0,4.36,0.13,4.12,0.14,0.3899999999999999,0.39,0.09,0.6299999999999999,0.0099999999999998,0.4399999999999999,0.57,0.5299999999999999,0.4399999999999999,0.1,0.12,0.05,0.41,0.3900000000000001,0.26,0.0799999999999999,0.28,0.26,0.02,0.3399999999999999,0.0399999999999999,0.01,0.34,0.49,0.96,0.0,0.17,0.1899999999999999,0.38,0.26,0.84,0.39,0.0599999999999999,0.63,0.01,0.2299999999999999,0.19,0.0,0.2000000000000001,0.84,0.15,0.09,0.1,0.18,0.36,0.01,0.09,0.17,0.0099999999999998,0.4199999999999999,0.23,0.51,0.4199999999999999,0.2399999999999999,0.43,0.7499999999999999,0.8,0.2399999999999999,0.59,0.2,0.07,0.5000000000000001,0.04,0.5,
adult_sim2real,synthetic_ai,lime,faithful,12,2,1,8.08,1.19,6.92,1.06,0.66,0.15,0.1,0.05,0.38,0.1799999999999999,0.04,0.03,0.12,0.08,0.41,0.68,0.01,0.34,0.5,0.61,0.04,0.53,0.05,0.5,0.1699999999999999,0.45,0.63,0.65,1.11,0.67,0.41,0.13,0.21,0.04,0.24,0.38,0.03,0.2399999999999999,0.48,0.49,0.1999999999999999,0.44,0.16,0.21,0.12,0.11,0.05,0.08,0.4,0.22,0.1599999999999999,0.3999999999999999,0.1799999999999999,0.23,0.05,0.07,0.79,1.53,1.36,0.11,0.3,0.1,0.61,0.26,0.42,0.01,0.38,0.0,
adult_sim2real,synthetic_ai,lime,robust,12,2,1,2.72,0.19,2.35,0.21,0.24,0.04,0.02,0.03,0.0899999999999999,0.06,0.06,0.03,0.07,0.06,0.06,0.22,0.02,0.17,0.16,0.17,0.07,0.13,0.06,0.02,0.1,0.16,0.15,0.1,0.23,0.21,0.22,0.03,0.07,0.03,0.08,0.04,0.03,0.0,0.04,0.17,0.07,0.01,0.05,0.09,0.01,0.01,0.01,0.08,0.03,0.01,0.06,0.11,0.1,0.06,0.06,0.09,0.2,0.29,0.24,0.11,0.06,0.03,0.06,0.09,0.04,0.05,0.13,0.05,
adult_sim2real,synthetic_ai,lime,sparse,12,2,1,7.58,0.6899999999999998,6.42,0.56,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.1099999999999999,0.0,0.03,0.0,0.0,0.0,0.0,0.13,0.15,0.61,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.03,0.86,0.0,0.0,0.0,0.1099999999999999,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,sparse_robust,12,2,1,2.42,0.11,2.41,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.07,0.08,0.0,0.04,0.0,0.0,0.01,0.07,0.06,0.01,0.14,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.11,0.21,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,
adult_sim2real,synthetic_ai,lime,,12,2,1,4.36,0.07,4.0,0.6,0.6,0.0699999999999999,0.13,0.12,0.09,0.01,0.04,0.1299999999999999,0.14,0.52,0.09,0.3499999999999999,0.65,0.5999999999999999,0.61,0.1499999999999999,0.0999999999999999,0.31,0.42,0.29,0.36,0.2799999999999999,0.63,0.7,0.33,0.0,0.37,0.19,0.2399999999999999,0.11,0.1499999999999999,0.3499999999999999,0.0799999999999998,0.03,0.4900000000000001,0.2299999999999999,0.13,0.27,0.0699999999999999,0.5099999999999999,0.69,0.17,0.1499999999999999,0.43,0.75,0.1799999999999999,0.4,0.2,0.2099999999999998,0.0299999999999999,0.11,0.05,0.79,0.62,0.04,0.3,0.23,0.0399999999999999,0.66,0.4799999999999998,0.1,0.0499999999999999,0.2699999999999999,0.0299999999999998,
adult_sim2real,synthetic_ai,lime,faithful,13,3,0,8.08,0.0099999999999999,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099999999999999,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,robust,13,3,0,2.72,0.2,2.37,0.21,0.25,0.04,0.02,0.03,0.0899999999999999,0.06,0.07,0.03,0.07,0.06,0.06,0.22,0.02,0.17,0.16,0.17,0.07,0.13,0.07,0.02,0.1,0.16,0.15,0.11,0.23,0.21,0.22,0.03,0.08,0.03,0.09,0.04,0.03,0.0,0.04,0.17,0.07,0.0,0.05,0.09,0.01,0.01,0.01,0.08,0.03,0.01,0.06,0.11,0.1,0.06,0.06,0.1,0.2,0.3,0.25,0.11,0.06,0.03,0.06,0.09,0.04,0.05,0.13,0.05,
adult_sim2real,synthetic_ai,lime,sparse,13,3,0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,sparse_robust,13,3,0,2.42,0.11,2.38,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.07,0.08,0.0,0.03,0.0,0.0,0.0,0.07,0.05,0.01,0.14,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.11,0.21,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,
adult_sim2real,synthetic_ai,lime,,13,3,0,4.36,0.06,0.09,0.04,0.0499999999999999,0.01,0.0,0.01,0.02,0.0,0.04,0.01,0.06,0.02,0.0199999999999999,0.04,0.05,0.0099999999999999,0.0299999999999999,0.04,0.0399999999999999,0.04,0.0099999999999999,0.02,0.0399999999999999,0.01,0.03,0.0,0.0199999999999999,0.04,0.07,0.0899999999999999,0.0,0.02,0.07,0.0599999999999998,0.0100000000000001,0.05,0.01,0.03,0.0299999999999999,0.0299999999999999,0.0199999999999999,0.0099999999999999,0.0499999999999999,0.02,0.04,0.0099999999999999,0.0,0.04,0.02,0.0099999999999999,0.02,0.0199999999999999,0.06,0.01,0.09,0.0399999999999999,0.03,0.03,0.0,0.01,0.0,0.0,0.01,0.0199999999999999,0.01,0.0699999999999999,
adult_sim2real,synthetic_ai,lime,faithful,14,4,0,8.08,0.72,4.94,0.32,0.3,0.0599999999999999,0.05,0.1899999999999999,0.18,0.16,0.03,0.0399999999999999,0.26,0.17,0.0899999999999999,0.49,0.24,0.38,0.33,0.4,0.31,0.1,0.03,0.03,0.1699999999999999,0.2,0.1899999999999999,0.1099999999999999,0.25,0.44,0.64,0.0399999999999999,0.15,0.09,0.35,0.07,0.0099999999999999,0.0,0.1099999999999999,0.37,0.1099999999999999,0.12,0.15,0.37,0.1599999999999999,0.12,0.05,0.3400000000000001,0.26,0.16,0.15,0.44,0.27,0.28,0.28,0.31,0.5,0.0,0.1099999999999999,0.4199999999999999,0.12,0.06,0.2799999999999999,0.26,0.06,0.28,0.3,0.18,
adult_sim2real,synthetic_ai,lime,robust,14,4,0,2.72,0.22,2.67,0.23,0.28,0.05,0.02,0.04,0.1,0.08,0.07,0.04,0.08,0.07,0.07,0.25,0.03,0.2,0.18,0.19,0.08,0.14,0.08,0.01,0.11,0.18,0.17,0.11,0.25,0.24,0.25,0.04,0.09,0.03,0.1,0.05,0.03,0.0,0.04,0.19,0.08,0.0,0.06,0.11,0.01,0.02,0.01,0.1,0.04,0.0,0.07,0.12,0.12,0.07,0.07,0.11,0.22,0.33,0.27,0.13,0.06,0.04,0.08,0.11,0.04,0.06,0.15,0.06,
adult_sim2real,synthetic_ai,lime,sparse,14,4,0,7.58,0.22,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,sparse_robust,14,4,0,2.42,0.1,2.4,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.07,0.08,0.0,0.03,0.0,0.0,0.01,0.07,0.06,0.01,0.14,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.11,0.21,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,
adult_sim2real,synthetic_ai,lime,,14,4,0,4.36,0.62,2.88,0.2,0.4799999999999999,0.4099999999999999,0.1099999999999999,0.2700000000000001,0.38,0.35,0.68,0.1099999999999999,0.25,0.3799999999999999,0.1299999999999999,0.1299999999999999,0.24,0.0099999999999999,0.3800000000000001,0.6400000000000001,0.51,0.3999999999999999,0.17,0.4499999999999999,0.54,0.74,0.36,0.0,0.7000000000000001,0.0,0.2099999999999999,0.0299999999999999,0.1900000000000001,0.59,0.5299999999999999,0.52,0.0999999999999998,0.76,0.13,0.1,0.0099999999999999,0.65,0.0799999999999999,0.13,0.0399999999999999,0.2199999999999999,0.4599999999999999,0.2199999999999999,0.09,0.33,0.39,0.4399999999999999,0.02,0.4899999999999999,0.08,0.5299999999999999,0.2499999999999999,0.1799999999999999,0.05,0.42,0.56,0.23,0.42,0.0899999999999999,0.06,0.1499999999999999,0.69,0.23,
adult_sim2real,synthetic_ai,lime,faithful,15,5,0,8.08,0.0,0.04,0.0,0.0099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099999999999999,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
adult_sim2real,synthetic_ai,lime,robust,15,5,0,2.72,0.2,2.35,0.21,0.25,0.04,0.02,0.04,0.0899999999999999,0.07,0.07,0.03,0.07,0.06,0.06,0.22,0.02,0.17,0.16,0.17,0.07,0.13,0.07,0.01,0.1,0.16,0.15,0.1,0.22,0.21,0.22,0.03,0.07,0.03,0.09,0.04,0.03,0.0,0.04,0.17,0.07,0.0,0.05,0.09,0.01,0.01,0.01,0.08,0.03,0.01,0.06,0.11,0.1,0.06,0.06,0.1,0.2,0.29,0.24,0.11,0.06,0.03,0.07,0.09,0.04,0.05,0.13,0.05,
adult_sim2real,synthetic_ai,lime,sparse,15,5,0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
