episode,step,reward,app_id,model_name,strategy_name,chosen_mode,with_explanation,true_label,predicted_class,predicted_correct,p_predicted,p_class_0,p_class_1,decision_boundary,decision_boundary_bin,decision_noise,memory_recall_threshold,opportunity_cost,prob_correct,pred_time,recent_prob_correct_history,recent_pred_time_history,reward_without_illegal_penalty,n_selected_features,illegal_action,info_retrieval_rt_sum,info_read_time_sum,info_ddm_rt_mean,info_total_time,info_decision_p1,info_decision_v_ratio_mean,info_n_feature_beliefs,selected_features,selected_feature_slots,feature_order,feature_0_selected,feature_1_selected,feature_2_selected,feature_3_selected,feature_4_selected,feature_5_selected,slot_0_selected,slot_1_selected,slot_2_selected,slot_3_selected,slot_4_selected,slot_5_selected
0,10,0.7849796151102169,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,0,True,0.8111140265480259,0.8111140265480259,0.18888597345197405,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.8111140265480259,8.706899959732166,"0.692395,0.312468,0.786555,0.743031,0.811114","7.42333,10.0114,9.68184,8.59711,8.7069",0.7849796151102169,4,False,2.5,4.0,2.2068999597321657,8.706899959732166,0.18888597345197405,-0.26698173147722015,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,11,0.9057020019512751,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.9275314205137359,0.9275314205137359,0.072468579486264,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9275314205137359,7.600200553336796,"0.312468,0.786555,0.743031,0.811114,0.927531","10.0114,9.68184,8.59711,8.7069,7.6002",0.9057020019512751,3,False,2.0,3.0,2.600200553336796,7.600200553336796,0.072468579486264,-0.45579406034108794,3,"1,2,5","2,4,5","3,0,1,4,2,5",0,1,1,0,0,1,0,0,1,0,1,1
0,12,0.7779429812506092,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,0,True,0.8083546432807007,0.8083546432807007,0.19164535671929928,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.8083546432807007,10.760542182278346,"0.786555,0.743031,0.811114,0.927531,0.808355","9.68184,8.59711,8.7069,7.6002,10.7605",0.7779429812506092,4,False,2.5,4.0,4.260542182278346,10.760542182278346,0.19164535671929928,-0.3442423397538362,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,13,0.81794742882293,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.8451029479844991,0.8451029479844991,0.15489705201550086,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.8451029479844991,9.197165818614835,"0.743031,0.811114,0.927531,0.808355,0.845103","8.59711,8.7069,7.6002,10.7605,9.19717",0.81794742882293,4,False,2.5,4.0,2.6971658186148355,9.197165818614835,0.15489705201550086,-0.31001776961458577,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,14,0.7903553754945853,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.8170296015082843,0.8170296015082843,0.18297039849171565,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.8170296015082843,8.966081876123404,"0.811114,0.927531,0.808355,0.845103,0.81703","8.7069,7.6002,10.7605,9.19717,8.96608",0.7903553754945853,4,False,2.5,4.0,2.4660818761234045,8.966081876123404,0.18297039849171565,-0.6041633735843849,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,15,0.7614597657084644,breast_cancer,xgboost,lr_heuristic,retrieve,True,1,1,True,0.7885731160453341,0.2114268839546659,0.7885731160453341,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.7885731160453341,9.176919242687237,"0.927531,0.808355,0.845103,0.81703,0.788573","7.6002,10.7605,9.19717,8.96608,9.17692",0.7614597657084644,4,False,2.5,4.0,2.6769192426872372,9.176919242687237,0.7885731160453341,0.3803815823036646,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,16,0.16436989316435846,breast_cancer,xgboost,lr_heuristic,retrieve,False,1,0,False,0.7911979058561242,0.7911979058561242,0.20880209414387588,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.20880209414387588,17.492242873686543,"0.808355,0.845103,0.81703,0.788573,0.208802","10.7605,9.19717,8.96608,9.17692,17.4922",0.16436989316435846,4,False,2.5,4.0,10.992242873686543,17.492242873686543,0.20880209414387588,-0.2813202306137629,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,17,0.6099901843731397,breast_cancer,xgboost,lr_heuristic,retrieve,False,1,1,True,0.645200327473076,0.354799672526924,0.645200327473076,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.645200327473076,13.064443512469818,"0.845103,0.81703,0.788573,0.208802,0.6452","9.19717,8.96608,9.17692,17.4922,13.0644",0.6099901843731397,4,False,2.5,4.0,6.5644435124698175,13.064443512469818,0.645200327473076,0.393083779674827,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,18,0.33448813761888463,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,1,False,0.622573131544792,0.377426868455208,0.622573131544792,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.377426868455208,16.77518099526649,"0.81703,0.788573,0.208802,0.6452,0.377427","8.96608,9.17692,17.4922,13.0644,16.7752",0.33448813761888463,4,False,2.5,4.0,10.275180995266487,16.77518099526649,0.622573131544792,0.17070949234346566,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,19,0.5121702596172664,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.5412016862255453,0.5412016862255453,0.4587983137744547,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.5412016862255453,10.097847846715574,"0.788573,0.208802,0.6452,0.377427,0.541202","9.17692,17.4922,13.0644,16.7752,10.0978",0.5121702596172664,4,False,2.5,4.0,3.597847846715573,10.097847846715574,0.4587983137744547,-0.057115372269295236,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,20,0.9125199952019888,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.9340322994617398,0.9340322994617398,0.06596770053826018,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9340322994617398,7.447944026073011,"0.208802,0.6452,0.377427,0.541202,0.934032","17.4922,13.0644,16.7752,10.0978,7.44794",0.9125199952019888,3,False,2.0,3.0,2.447944026073011,7.447944026073011,0.06596770053826018,-0.5003829697828235,3,"1,2,5","2,4,5","3,0,1,4,2,5",0,1,1,0,0,1,0,0,1,0,1,1
0,21,0.9081480770048426,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,0,True,0.9375274188188806,0.9375274188188806,0.06247258118111945,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9375274188188806,10.26489285401579,"0.6452,0.377427,0.541202,0.934032,0.937527","13.0644,16.7752,10.0978,7.44794,10.2649",0.9081480770048426,4,False,2.5,4.0,3.7648928540157893,10.26489285401579,0.06247258118111945,-0.5987613234161786,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,22,0.9082297847312152,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,0,True,0.9374587872510002,0.9374587872510002,0.06254121274899986,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9374587872510002,10.1927102414415,"0.377427,0.541202,0.934032,0.937527,0.937459","16.7752,10.0978,7.44794,10.2649,10.1927",0.9082297847312152,4,False,2.5,4.0,3.6927102414414987,10.1927102414415,0.06254121274899986,-0.5657850163157269,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,23,0.547057619332629,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.5756885998504733,0.5756885998504733,0.4243114001495267,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.5756885998504733,9.905581113348617,"0.541202,0.934032,0.937527,0.937459,0.575689","10.0978,7.44794,10.2649,10.1927,9.90558",0.547057619332629,4,False,2.5,4.0,3.4055811133486182,9.905581113348617,0.4243114001495267,0.06710797000636207,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,24,0.9036523074905303,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,0,True,0.9348664179725015,0.9348664179725015,0.06513358202749855,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9348664179725015,11.14582286355765,"0.934032,0.937527,0.937459,0.575689,0.934866","7.44794,10.2649,10.1927,9.90558,11.1458",0.9036523074905303,4,False,2.5,4.0,4.645822863557649,11.14582286355765,0.06513358202749855,-0.5146122616449573,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,25,0.6837261912426615,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.7151439401895558,0.7151439401895558,0.28485605981044415,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.7151439401895558,11.243596080412242,"0.937527,0.937459,0.575689,0.934866,0.715144","10.2649,10.1927,9.90558,11.1458,11.2436",0.6837261912426615,4,False,2.5,4.0,4.7435960804122415,11.243596080412242,0.28485605981044415,-0.19326043455800732,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,26,0.796732901149429,breast_cancer,xgboost,lr_heuristic,retrieve,True,1,1,True,0.8251068245143154,0.17489317548568462,0.8251068245143154,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.8251068245143154,9.782159908176702,"0.937459,0.575689,0.934866,0.715144,0.825107","10.1927,9.90558,11.1458,11.2436,9.78216",0.796732901149429,4,False,2.5,4.0,3.282159908176701,9.782159908176702,0.8251068245143154,0.4176973045879214,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,27,0.7037716452967957,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,0,True,0.7479162342439382,0.7479162342439382,0.25208376575606184,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.7479162342439382,17.35415131214387,"0.575689,0.934866,0.715144,0.825107,0.747916","9.90558,11.1458,11.2436,9.78216,17.3542",0.7037716452967957,4,False,2.5,4.0,10.85415131214387,17.35415131214387,0.25208376575606184,-0.2766927293342085,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,28,0.3846082402809342,breast_cancer,xgboost,lr_heuristic,retrieve,True,1,0,False,0.5822535723736444,0.5822535723736444,0.41774642762635567,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.41774642762635567,12.069632540113705,"0.934866,0.715144,0.825107,0.747916,0.417746","11.1458,11.2436,9.78216,17.3542,12.0696",0.3846082402809342,4,False,2.5,4.0,5.569632540113705,12.069632540113705,0.41774642762635567,-0.08083268174830682,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,29,0.3322075870885589,breast_cancer,xgboost,lr_heuristic,retrieve,False,1,0,False,0.616147223195374,0.616147223195374,0.3838527768046261,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.3838527768046261,20.955425098000397,"0.715144,0.825107,0.747916,0.417746,0.383853","11.2436,9.78216,17.3542,12.0696,20.9554",0.3322075870885589,4,False,2.5,4.0,14.455425098000399,20.955425098000397,0.3838527768046261,-0.15249380123285,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,30,0.9161639030546126,breast_cancer,xgboost,lr_heuristic,retrieve,False,1,1,True,0.9477310604213662,0.052268939578633766,0.9477310604213662,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9477310604213662,11.315331750980773,"0.825107,0.747916,0.417746,0.383853,0.947731","9.78216,17.3542,12.0696,20.9554,11.3153",0.9161639030546126,4,False,2.5,4.0,4.815331750980773,11.315331750980773,0.9477310604213662,0.7445746756495606,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,31,0.608678752598509,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.6367203071517955,0.6367203071517955,0.36327969284820444,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.6367203071517955,9.622579212532948,"0.747916,0.417746,0.383853,0.947731,0.63672","17.3542,12.0696,20.9554,11.3153,9.62258",0.608678752598509,4,False,2.5,4.0,3.1225792125329472,9.622579212532948,0.36327969284820444,-0.23198652439144293,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,32,0.8537416344628963,breast_cancer,xgboost,lr_heuristic,retrieve,True,1,1,True,0.884312419200028,0.11568758079997199,0.884312419200028,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.884312419200028,10.836941986940975,"0.417746,0.383853,0.947731,0.63672,0.884312","12.0696,20.9554,11.3153,9.62258,10.8369",0.8537416344628963,4,False,2.5,4.0,4.336941986940974,10.836941986940975,0.884312419200028,0.368105986926018,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,33,0.891895577925812,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.9202695060887048,0.9202695060887048,0.07973049391129519,0.9,1,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9202695060887048,9.782162211850126,"0.383853,0.947731,0.63672,0.884312,0.92027","20.9554,11.3153,9.62258,10.8369,9.78216",0.891895577925812,4,False,2.5,4.0,3.282162211850126,9.782162211850126,0.07973049391129519,-0.3989410811923717,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,34,0.9572974626603398,breast_cancer,xgboost,lr_heuristic,retrieve,True,0,0,True,0.9885016624716703,0.9885016624716703,0.01149833752832971,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.9885016624716703,11.141064439602284,"0.947731,0.63672,0.884312,0.92027,0.988502","11.3153,9.62258,10.8369,9.78216,11.1411",0.9572974626603398,4,False,2.5,4.0,4.6410644396022835,11.141064439602284,0.01149833752832971,-0.6717560175303519,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,35,0.8451883062595669,breast_cancer,xgboost,lr_heuristic,retrieve,False,1,1,True,0.8755883078494213,0.12441169215057868,0.8755883078494213,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.8755883078494213,10.754943639034835,"0.63672,0.884312,0.92027,0.988502,0.875588","9.62258,10.8369,9.78216,11.1411,10.7549",0.8451883062595669,4,False,2.5,4.0,4.254943639034835,10.754943639034835,0.8755883078494213,0.6162492701672733,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,36,0.742684977492798,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,0,True,0.7876241178504912,0.7876241178504912,0.21237588214950878,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.7876241178504912,17.7356403760848,"0.884312,0.92027,0.988502,0.875588,0.787624","10.8369,9.78216,11.1411,10.7549,17.7356",0.742684977492798,4,False,2.5,4.0,11.235640376084799,17.7356403760848,0.21237588214950878,-0.24755460470983248,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,37,0.6166893250834509,breast_cancer,xgboost,lr_heuristic,retrieve,False,1,1,True,0.6604119912604365,0.3395880087395635,0.6604119912604365,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.6604119912604365,17.151572950938878,"0.92027,0.988502,0.875588,0.787624,0.660412","9.78216,11.1411,10.7549,17.7356,17.1516",0.6166893250834509,4,False,2.5,4.0,10.65157295093888,17.151572950938878,0.6604119912604365,0.07593006002152679,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,38,0.1696716107238015,breast_cancer,xgboost,lr_heuristic,retrieve,False,0,1,False,0.7928939393959252,0.20710606060407477,0.7928939393959252,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.20710606060407477,14.132402992851357,"0.988502,0.875588,0.787624,0.660412,0.207106","11.1411,10.7549,17.7356,17.1516,14.1324",0.1696716107238015,4,False,2.5,4.0,7.6324029928513575,14.132402992851357,0.7928939393959252,0.31509143118676947,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
0,39,0.6960958575165839,breast_cancer,xgboost,lr_heuristic,retrieve,False,1,1,True,0.7372580937226214,0.2627419062773786,0.7372580937226214,1.8000000000000003,4,0.32297135604535715,-0.7565973639198303,0.0020827632707022437,0.7372580937226214,15.92223017974396,"0.875588,0.787624,0.660412,0.207106,0.737258","10.7549,17.7356,17.1516,14.1324,15.9222",0.6960958575165839,4,False,2.5,4.0,9.42223017974396,15.92223017974396,0.7372580937226214,0.29625373550739603,4,"0,1,2,5","1,2,4,5","3,0,1,4,2,5",1,1,1,0,0,1,0,1,1,0,1,1
1,0,0.3481345182261818,wine_binary,xgboost,lr_heuristic,retrieve,True,1,0,False,0.6225578542002554,0.6225578542002554,0.3774421457997446,0.6,0,0.5096395602535655,-0.07222941708077191,0.018451803146066283,0.3774421457997446,1.58833406911838,0.377442,1.58833,0.3481345182261818,0,False,0.5,0.0,1.08833406911838,1.58833406911838,0.3774421457997446,-0.24992595275795146,0,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.5086828823834202,wine_binary,xgboost,lr_heuristic,retrieve,True,0,0,True,0.5696187118223524,0.5696187118223524,0.43038128817764765,0.6,0,0.5096395602535655,-0.07222941708077191,0.018451803146066283,0.5696187118223524,3.194041740657558,"0.377442,0.569619","1.58833,3.19404",0.5086828823834202,1,False,1.0,1.0,1.1940417406575579,3.194041740657558,0.43038128817764765,-0.2595919714025917,1,5,0,"5,0,3,1,4,2",0,0,0,0,0,1,1,0,0,0,0,0
1,2,0.48775953812290984,wine_binary,xgboost,lr_heuristic,retrieve,True,0,0,True,0.5489604044131821,0.5489604044131821,0.45103959558681794,0.6,0,0.5096395602535655,-0.07222941708077191,0.018451803146066283,0.5489604044131821,3.208405477862102,"0.377442,0.569619,0.54896","1.58833,3.19404,3.20841",0.48775953812290984,1,False,1.0,1.0,1.2084054778621016,3.208405477862102,0.45103959558681794,-0.16725254372470516,1,1,3,"5,0,3,1,4,2",0,1,0,0,0,0,0,0,0,1,0,0
1,3,0.470693006360342,wine_binary,xgboost,lr_heuristic,retrieve,False,1,0,False,0.5000000691924751,0.5000000691924751,0.499999930807525,0.6,0,0.5096395602535655,-0.07222941708077191,0.018451803146066283,0.499999930807525,1.5882959630116638,"0.377442,0.569619,0.54896,0.5","1.58833,3.19404,3.20841,1.5883",0.470693006360342,0,False,0.5,0.0,1.0882959630116638,1.5882959630116638,0.499999930807525,-1.5501603068124314e-06,0,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,4,0.47069293815056223,wine_binary,xgboost,lr_heuristic,retrieve,False,1,0,False,0.5000001287989344,0.5000001287989344,0.4999998712010656,0.6,0,0.5096395602535655,-0.07222941708077191,0.018451803146066283,0.4999998712010656,1.5882964292707218,"0.377442,0.569619,0.54896,0.5,0.5","1.58833,3.19404,3.20841,1.5883,1.5883",0.47069293815056223,0,False,0.5,0.0,1.0882964292707218,1.5882964292707218,0.4999998712010656,-2.8854486622403863e-06,0,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.1642902379033374,wine_binary,xgboost,lr_heuristic,retrieve,False,0,1,False,0.8064028586429429,0.19359714135705708,0.8064028586429429,0.6,0,0.5096395602535655,-0.07222941708077191,0.018451803146066283,0.19359714135705708,1.5882948252657667,"0.569619,0.54896,0.5,0.5,0.193597","3.19404,3.20841,1.5883,1.5883,1.58829",0.1642902379033374,0,False,0.5,0.0,1.0882948252657667,1.5882948252657667,0.8064028586429429,0.6249986388990606,0,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
1,6,0.4706931749606108,wine_binary,xgboost,lr_heuristic,retrieve,True,0,0,True,0.5000001348615367,0.5000001348615367,0.4999998651384633,0.6,0,0.5096395602535655,-0.07222941708077191,0.018451803146066283,0.5000001348615367,1.5882978844359634,"0.54896,0.5,0.5,0.193597,0.5","3.20841,1.5883,1.5883,1.58829,1.5883",0.4706931749606108,0,False,0.5,0.0,1.0882978844359634,1.5882978844359634,0.4999998651384633,-3.021122594398795e-06,0,,,"5,0,3,1,4,2",0,0,0,0,0,0,0,0,0,0,0,0
