counterfactual_accuracy,participantId,trialIndex,phase,instanceId,xai_type,xai_property,modelName,exp_property,qid,original_attribution_sum,changed_attribution_sum,p_original_high_income,p_new_high_income,confidence_delta,probability_income_increases,agent_response_increases,ground_truth_increases,counterfactual_correct,changed_feature_visible,changed_feature_names,retrieved_exemplar_count,effective_lapse_rate
0,1,6,testing,30,attribution,sparse,synthetic_ai,sparse,20,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
1,1,7,testing,23,attribution,sparse,synthetic_ai,sparse,13,0.08839050131926122,0.08839050131926122,0.9064210792217781,0.9064210792217781,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
0,1,8,testing,15,attribution,sparse,synthetic_ai,sparse,5,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
1,1,1,testing,34,attribution,robust,synthetic_ai,robust,24,-0.09558823529411765,-0.04411764705882354,0.33095397670297,0.419490641406267,0.08853666470329702,0.9998656304739245,1,1,1,True,education,0,0.0
1,1,2,testing,11,attribution,robust,synthetic_ai,robust,1,-0.06985294117647059,-0.13602941176470587,0.3741698621887813,0.26861395733728194,-0.10555590485149935,0.0001568226898722161,0,0,1,True,education,0,0.0
1,1,3,testing,15,attribution,robust,synthetic_ai,robust,5,-0.09558823529411763,-0.07720588235294115,0.33095397670297,0.3615799587760786,0.030625982073108626,0.9744479110985259,1,1,1,True,race,0,0.0
1,1,4,testing,38,attribution,robust,synthetic_ai,robust,28,-0.10294117647058823,-0.16176470588235292,0.3190768111329531,0.23304964237109485,-0.08602716876185826,0.0009277171486732733,0,0,1,True,marital,0,0.0
1,1,5,testing,23,attribution,robust,synthetic_ai,robust,13,-0.06985294117647059,-0.13602941176470587,0.3741698621887813,0.26861395733728194,-0.10555590485149935,0.0001568226898722161,0,0,1,True,education,0,0.0
1,1,6,testing,19,attribution,robust,synthetic_ai,robust,9,-0.022058823529411756,0.0,0.45948096138242644,0.5,0.040519038617573555,0.9894608384840878,1,1,1,True,sex,0,0.0
1,1,7,testing,33,attribution,robust,synthetic_ai,robust,23,-0.07219251336898395,-0.07085561497326202,0.3701445388445556,0.3724425538438131,0.0022980149992574694,0.7429710786970076,1,1,1,True,age,0,0.0
1,1,8,testing,12,attribution,robust,synthetic_ai,robust,2,-0.04411764705882351,-0.1176470588235294,0.41949064140626713,0.29602355199452635,-0.12346708941174078,3.069690115803476e-05,0,0,1,True,education,0,0.0
0,1,1,testing,15,attribution,sparse_robust,synthetic_ai,sparse_robust,5,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,1,0,False,race,0,0.0
1,1,2,testing,20,attribution,sparse_robust,synthetic_ai,sparse_robust,10,-0.09090909090909091,-0.06611570247933884,0.08696610613338802,0.09922405903239875,0.01225795289901073,0.96235555064867,1,1,1,True,marital,0,0.0
1,1,3,testing,30,attribution,sparse_robust,synthetic_ai,sparse_robust,20,-0.09090909090909091,-0.06198347107438017,0.08696610613338802,0.10141080934186668,0.014444703208478654,0.9798032554898077,1,1,1,True,marital,0,0.0
0,1,4,testing,36,attribution,sparse_robust,synthetic_ai,sparse_robust,26,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,1,0,False,race,0,0.0
0,1,5,testing,33,attribution,sparse_robust,synthetic_ai,sparse_robust,23,-0.05206611570247934,-0.0512396694214876,0.10683412880846291,0.10729741406678844,0.00046328525832553535,0.4466598357876264,0,1,0,True,age,0,0.0
0,1,6,testing,31,attribution,sparse_robust,synthetic_ai,sparse_robust,21,-0.06198347107438017,-0.06198347107438017,0.10141080934186668,0.10141080934186668,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
1,1,7,testing,38,attribution,sparse_robust,synthetic_ai,sparse_robust,28,-0.06611570247933884,-0.09090909090909091,0.09922405903239875,0.08696610613338802,-0.01225795289901073,0.019058521810201047,0,0,1,True,marital,0,0.0
0,1,8,testing,26,attribution,sparse_robust,synthetic_ai,sparse_robust,16,0.44193670292820747,0.44193670292820747,0.6841997581238478,0.6841997581238478,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
1,2,1,testing,18,attribution,faithful,synthetic_ai,faithful,8,0.06806930693069307,0.06930693069306931,0.44235586835016827,0.44393380456839465,0.0015779362182263834,0.564949413126689,1,1,1,True,occupation,0,0.0
1,2,2,testing,35,attribution,faithful,synthetic_ai,faithful,25,0.5024752475247524,0.47524752475247517,0.8821384994304204,0.8667081698227823,-0.015430329607638127,0.38811681210225313,0,0,1,True,sex,0,0.0
1,2,3,testing,36,attribution,faithful,synthetic_ai,faithful,26,0.013613861386138614,0.013613861386138614,0.374499593476854,0.374499593476854,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
1,2,4,testing,27,attribution,faithful,synthetic_ai,faithful,17,0.625,0.6089108910891089,0.9337570659270071,0.9284260731852644,-0.005330992741742757,0.4925557340432993,0,0,1,True,occupation,0,0.0
0,2,5,testing,38,attribution,faithful,synthetic_ai,faithful,28,0.9591584158415841,0.9158415841584158,0.9875361886218638,0.9844585127668293,-0.0030776758550344896,0.5162808527043616,1,0,0,True,marital,0,0.0
1,2,6,testing,20,attribution,faithful,synthetic_ai,faithful,10,0.0012376237623762376,0.0012376237623762376,0.3596449325111238,0.3596449325111238,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,2,7,testing,34,attribution,faithful,synthetic_ai,faithful,24,0.0012376237623762376,0.0012376237623762376,0.3596449325111238,0.3596449325111238,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,2,8,testing,30,attribution,faithful,synthetic_ai,faithful,20,0.0037128712871287127,0.0037128712871287127,0.3625954690517157,0.3625954690517157,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,2,1,testing,35,attribution,sparse,synthetic_ai,sparse,25,0.018997361477572555,0.007124010554089719,0.8577241383706242,0.8475328583685106,-0.010191280002113667,0.3800104082285979,0,0,1,True,sex,0,0.0
0,2,2,testing,24,attribution,sparse,synthetic_ai,sparse,14,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,2,3,testing,15,attribution,sparse,synthetic_ai,sparse,5,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
0,2,4,testing,17,attribution,sparse,synthetic_ai,sparse,7,-0.04221635883905012,-0.04221635883905012,0.7987054474142685,0.7987054474142685,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,2,5,testing,20,attribution,sparse,synthetic_ai,sparse,10,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,2,6,testing,14,attribution,sparse,synthetic_ai,sparse,4,-0.0237467018469657,-0.0237467018469657,0.8182345128933047,0.8182345128933047,0.0,0.46946305301249813,0,1,0,False,relationship,0,0.0
1,2,7,testing,27,attribution,sparse,synthetic_ai,sparse,17,-0.025329815303430078,-0.025329815303430078,0.8166200606985831,0.8166200606985831,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
1,2,8,testing,22,attribution,sparse,synthetic_ai,sparse,12,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,0,1,False,occupation,0,0.0
1,2,1,testing,30,attribution,robust,synthetic_ai,robust,20,-0.14705882352941174,-0.09191176470588235,0.2529609457682573,0.3369755546816399,0.08401460891338264,0.9997971786065042,1,1,1,True,marital,0,0.0
1,2,2,testing,28,attribution,robust,synthetic_ai,robust,18,-0.08823529411764705,-0.06985294117647059,0.34305051635725875,0.3741698621887813,0.031119345831522538,0.9755430560843783,1,1,1,True,education,0,0.0
1,2,3,testing,29,attribution,robust,synthetic_ai,robust,19,-0.06617647058823528,-0.05147058823529411,0.38053051791631826,0.4063659790041583,0.025835461087840017,0.9610183949365004,1,1,1,True,relationship,0,0.0
1,2,4,testing,34,attribution,robust,synthetic_ai,robust,24,-0.09558823529411765,-0.04411764705882354,0.33095397670297,0.419490641406267,0.08853666470329702,0.9998656304739245,1,1,1,True,education,0,0.0
1,2,5,testing,16,attribution,robust,synthetic_ai,robust,6,-0.08088235294117646,-0.1139705882352941,0.3553543571515051,0.3016961741506546,-0.05365818300085051,0.017392390702031288,0,0,1,True,race,0,0.0
1,2,6,testing,33,attribution,robust,synthetic_ai,robust,23,-0.07219251336898395,-0.07085561497326202,0.3701445388445556,0.3724425538438131,0.0022980149992574694,0.7429710786970076,1,1,1,True,age,0,0.0
1,2,7,testing,19,attribution,robust,synthetic_ai,robust,9,-0.022058823529411756,0.0,0.45948096138242644,0.5,0.040519038617573555,0.9894608384840878,1,1,1,True,sex,0,0.0
1,2,8,testing,17,attribution,robust,synthetic_ai,robust,7,0.09558823529411765,0.17647058823529413,0.66904602329703,0.7857438898400256,0.11669786654299563,0.9999896579235216,1,1,1,True,education,0,0.0
1,2,1,testing,32,attribution,sparse_robust,synthetic_ai,sparse_robust,22,-0.09090909090909091,-0.06198347107438017,0.08696610613338802,0.10141080934186668,0.014444703208478654,0.9798032554898077,1,1,1,True,marital,0,0.0
1,2,2,testing,25,attribution,sparse_robust,synthetic_ai,sparse_robust,15,0.5494481556781876,0.5509173935110618,0.8027456981791847,0.8041062873023773,0.0013605891231925904,0.5121723799062713,1,1,1,True,hours-per-week,0,0.0
1,2,3,testing,17,attribution,sparse_robust,synthetic_ai,sparse_robust,7,0.06611570247933884,0.09917355371900827,0.19301705724283416,0.22501337078771957,0.03199631354488541,0.9998795026645981,1,1,1,True,education,0,0.0
0,2,4,testing,28,attribution,sparse_robust,synthetic_ai,sparse_robust,18,-0.06198347107438017,-0.06198347107438017,0.10141080934186668,0.10141080934186668,0.0,0.41340667103219914,0,1,0,False,education,0,0.0
1,2,5,testing,27,attribution,sparse_robust,synthetic_ai,sparse_robust,17,-0.06198347107438017,-0.06198347107438017,0.10141080934186668,0.10141080934186668,0.0,0.41340667103219914,0,0,1,False,occupation,0,0.0
0,2,6,testing,31,attribution,sparse_robust,synthetic_ai,sparse_robust,21,-0.06198347107438017,-0.06198347107438017,0.10141080934186668,0.10141080934186668,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
0,2,7,testing,26,attribution,sparse_robust,synthetic_ai,sparse_robust,16,0.44193670292820747,0.44193670292820747,0.6841997581238478,0.6841997581238478,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
0,2,8,testing,21,attribution,sparse_robust,synthetic_ai,sparse_robust,11,-0.05739210284664831,-0.05592286501377411,0.10389057645374453,0.10469535335932958,0.0008047769055850584,0.47149793394518547,0,1,0,True,hours-per-week,0,0.0
1,3,1,testing,36,attribution,faithful,synthetic_ai,faithful,26,0.013613861386138614,0.013613861386138614,0.374499593476854,0.374499593476854,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
1,3,2,testing,12,attribution,faithful,synthetic_ai,faithful,2,0.9319306930693069,0.8527227722772277,0.9856804476497236,0.9785943593868227,-0.007086088262900914,0.47409413125001304,0,0,1,True,education,0,0.0
1,3,3,testing,25,attribution,faithful,synthetic_ai,faithful,15,0.17698019801980197,0.17698019801980197,0.5820278728187414,0.5820278728187414,0.0,0.5485465804182781,1,1,1,True,hours-per-week,0,0.0
1,3,4,testing,19,attribution,faithful,synthetic_ai,faithful,9,0.018564356435643563,0.019801980198019802,0.3805101322683172,0.38201858878283307,0.0015084565145158657,0.5642298794891897,1,1,1,True,sex,0,0.0
1,3,5,testing,33,attribution,faithful,synthetic_ai,faithful,23,0.02103960396039604,0.02103960396039604,0.38352932303943643,0.38352932303943643,0.0,0.5485465804182781,1,1,1,True,age,0,0.0
1,3,6,testing,21,attribution,faithful,synthetic_ai,faithful,11,0.011138613861386126,0.011138613861386126,0.3715086484531324,0.3715086484531324,0.0,0.5485465804182781,1,1,1,True,hours-per-week,0,0.0
0,3,7,testing,38,attribution,faithful,synthetic_ai,faithful,28,0.9591584158415841,0.9158415841584158,0.9875361886218638,0.9844585127668293,-0.0030776758550344896,0.5162808527043616,1,0,0,True,marital,0,0.0
1,3,8,testing,32,attribution,faithful,synthetic_ai,faithful,22,0.009900990099009913,0.011138613861386138,0.3700168437991516,0.3715086484531325,0.001491804653980855,0.5640573920761335,1,1,1,True,marital,0,0.0
1,3,1,testing,23,attribution,sparse,synthetic_ai,sparse,13,0.08839050131926122,0.08839050131926122,0.9064210792217781,0.9064210792217781,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
1,3,2,testing,38,attribution,sparse,synthetic_ai,sparse,28,-0.05672823218997362,-0.05672823218997362,0.7822895498887968,0.7822895498887968,0.0,0.46946305301249813,0,0,1,False,marital,0,0.0
1,3,3,testing,10,attribution,sparse,synthetic_ai,sparse,0,-0.08443271767810026,-0.08443271767810026,0.7483338718383559,0.7483338718383559,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
0,3,4,testing,21,attribution,sparse,synthetic_ai,sparse,11,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,hours-per-week,0,0.0
1,3,5,testing,16,attribution,sparse,synthetic_ai,sparse,6,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,0,1,False,race,0,0.0
0,3,6,testing,36,attribution,sparse,synthetic_ai,sparse,26,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,race,0,0.0
0,3,7,testing,37,attribution,sparse,synthetic_ai,sparse,27,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,3,8,testing,18,attribution,sparse,synthetic_ai,sparse,8,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
1,3,1,testing,32,attribution,robust,synthetic_ai,robust,22,-0.14705882352941174,-0.062499999999999986,0.2529609457682573,0.3869324489640186,0.13397150319576134,0.9999978548555957,1,1,1,True,marital,0,0.0
1,3,2,testing,28,attribution,robust,synthetic_ai,robust,18,-0.08823529411764705,-0.06985294117647059,0.34305051635725875,0.3741698621887813,0.031119345831522538,0.9755430560843783,1,1,1,True,education,0,0.0
1,3,3,testing,26,attribution,robust,synthetic_ai,robust,16,0.37684264001127604,0.3915485223642172,0.9413053203367362,0.9470100131975493,0.005704692860813099,0.7976542370725833,1,1,1,True,occupation,0,0.0
1,3,4,testing,16,attribution,robust,synthetic_ai,robust,6,-0.08088235294117646,-0.1139705882352941,0.3553543571515051,0.3016961741506546,-0.05365818300085051,0.017392390702031288,0,0,1,True,race,0,0.0
1,3,5,testing,17,attribution,robust,synthetic_ai,robust,7,0.09558823529411765,0.17647058823529413,0.66904602329703,0.7857438898400256,0.11669786654299563,0.9999896579235216,1,1,1,True,education,0,0.0
1,3,6,testing,13,attribution,robust,synthetic_ai,robust,3,0.07720588235294117,0.11764705882352941,0.6384200412239215,0.7039764480054737,0.06555640678155217,0.9989117414044977,1,1,1,True,education,0,0.0
1,3,7,testing,27,attribution,robust,synthetic_ai,robust,17,-0.058823529411764705,-0.08455882352941176,0.39337369019382357,0.34917731950231384,-0.04419637069150972,0.04021234314228033,0,0,1,True,occupation,0,0.0
1,3,8,testing,21,attribution,robust,synthetic_ai,robust,11,-0.06576797385620914,-0.06372549019607841,0.38123984077287343,0.3847940059909868,0.0035541652181133587,0.7642025503849639,1,1,1,True,hours-per-week,0,0.0
1,3,1,testing,37,attribution,sparse_robust,synthetic_ai,sparse_robust,27,-0.09090909090909091,-0.06198347107438017,0.08696610613338802,0.10141080934186668,0.014444703208478654,0.9798032554898077,1,1,1,True,marital,0,0.0
1,3,2,testing,17,attribution,sparse_robust,synthetic_ai,sparse_robust,7,0.06611570247933884,0.09917355371900827,0.19301705724283416,0.22501337078771957,0.03199631354488541,0.9998795026645981,1,1,1,True,education,0,0.0
1,3,3,testing,32,attribution,sparse_robust,synthetic_ai,sparse_robust,22,-0.09090909090909091,-0.06198347107438017,0.08696610613338802,0.10141080934186668,0.014444703208478654,0.9798032554898077,1,1,1,True,marital,0,0.0
1,3,4,testing,27,attribution,sparse_robust,synthetic_ai,sparse_robust,17,-0.06198347107438017,-0.06198347107438017,0.10141080934186668,0.10141080934186668,0.0,0.41340667103219914,0,0,1,False,occupation,0,0.0
0,3,5,testing,18,attribution,sparse_robust,synthetic_ai,sparse_robust,8,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,1,0,False,occupation,0,0.0
1,3,6,testing,14,attribution,sparse_robust,synthetic_ai,sparse_robust,4,-0.05785123966942149,-0.01652892561983471,0.10364020747796944,0.12840684965561772,0.024766642177648276,0.9989989985517012,1,1,1,True,relationship,0,0.0
1,3,7,testing,10,attribution,sparse_robust,synthetic_ai,sparse_robust,0,-0.06611570247933884,-0.09504132231404959,0.09922405903239875,0.08506134653498143,-0.014162712497417324,0.01099761657598985,0,0,1,True,education,0,0.0
1,3,8,testing,12,attribution,sparse_robust,synthetic_ai,sparse_robust,2,-0.05371900826446281,-0.08677685950413223,0.10591283964511716,0.08890937378419916,-0.017003465860918,0.0048147381019316565,0,0,1,True,education,0,0.0
1,4,1,testing,30,attribution,faithful,synthetic_ai,faithful,20,0.0037128712871287127,0.0037128712871287127,0.3625954690517157,0.3625954690517157,0.0,0.5485465804182781,1,1,1,False,marital,0,0.0
1,4,2,testing,36,attribution,faithful,synthetic_ai,faithful,26,0.013613861386138614,0.013613861386138614,0.374499593476854,0.374499593476854,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
0,4,3,testing,38,attribution,faithful,synthetic_ai,faithful,28,0.9591584158415841,0.9158415841584158,0.9875361886218638,0.9844585127668293,-0.0030776758550344896,0.5162808527043616,1,0,0,True,marital,0,0.0
1,4,4,testing,14,attribution,faithful,synthetic_ai,faithful,4,0.6658415841584159,0.6732673267326732,0.9456744493106928,0.9476121349666689,0.0019376856559760736,0.568670548150384,1,1,1,True,relationship,0,0.0
1,4,5,testing,27,attribution,faithful,synthetic_ai,faithful,17,0.625,0.6089108910891089,0.9337570659270071,0.9284260731852644,-0.005330992741742757,0.4925557340432993,0,0,1,True,occupation,0,0.0
1,4,6,testing,22,attribution,faithful,synthetic_ai,faithful,12,0.27722772277227725,0.2685643564356436,0.7003683397672817,0.6908917169179055,-0.009476622849376226,0.4490715693735585,0,0,1,True,occupation,0,0.0
1,4,7,testing,21,attribution,faithful,synthetic_ai,faithful,11,0.011138613861386126,0.011138613861386126,0.3715086484531324,0.3715086484531324,0.0,0.5485465804182781,1,1,1,True,hours-per-week,0,0.0
1,4,8,testing,13,attribution,faithful,synthetic_ai,faithful,3,0.0049504950495049506,0.0049504950495049506,0.3640746444392198,0.3640746444392198,0.0,0.5485465804182781,1,1,1,False,education,0,0.0
1,4,1,testing,12,attribution,sparse,synthetic_ai,sparse,2,-0.12137203166226915,-0.1358839050131926,0.6979022682512566,0.676594355197506,-0.02130791305375057,0.29109957598800407,0,0,1,True,education,0,0.0
0,4,2,testing,24,attribution,sparse,synthetic_ai,sparse,14,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
1,4,3,testing,11,attribution,sparse,synthetic_ai,sparse,1,-0.06860158311345646,-0.06860158311345646,0.7681554116343066,0.7681554116343066,0.0,0.46946305301249813,0,0,1,False,education,0,0.0
1,4,4,testing,35,attribution,sparse,synthetic_ai,sparse,25,0.018997361477572555,0.007124010554089719,0.8577241383706242,0.8475328583685106,-0.010191280002113667,0.3800104082285979,0,0,1,True,sex,0,0.0
0,4,5,testing,37,attribution,sparse,synthetic_ai,sparse,27,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,marital,0,0.0
0,4,6,testing,17,attribution,sparse,synthetic_ai,sparse,7,-0.04221635883905012,-0.04221635883905012,0.7987054474142685,0.7987054474142685,0.0,0.46946305301249813,0,1,0,False,education,0,0.0
0,4,7,testing,18,attribution,sparse,synthetic_ai,sparse,8,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,occupation,0,0.0
0,4,8,testing,19,attribution,sparse,synthetic_ai,sparse,9,0.0,0.0,0.8411353493921813,0.8411353493921813,0.0,0.46946305301249813,0,1,0,False,sex,0,0.0
1,4,1,testing,38,attribution,robust,synthetic_ai,robust,28,-0.10294117647058823,-0.16176470588235292,0.3190768111329531,0.23304964237109485,-0.08602716876185826,0.0009277171486732733,0,0,1,True,marital,0,0.0
1,4,2,testing,26,attribution,robust,synthetic_ai,robust,16,0.37684264001127604,0.3915485223642172,0.9413053203367362,0.9470100131975493,0.005704692860813099,0.7976542370725833,1,1,1,True,occupation,0,0.0
1,4,3,testing,17,attribution,robust,synthetic_ai,robust,7,0.09558823529411765,0.17647058823529413,0.66904602329703,0.7857438898400256,0.11669786654299563,0.9999896579235216,1,1,1,True,education,0,0.0
1,4,4,testing,29,attribution,robust,synthetic_ai,robust,19,-0.06617647058823528,-0.05147058823529411,0.38053051791631826,0.4063659790041583,0.025835461087840017,0.9610183949365004,1,1,1,True,relationship,0,0.0
1,4,5,testing,28,attribution,robust,synthetic_ai,robust,18,-0.08823529411764705,-0.06985294117647059,0.34305051635725875,0.3741698621887813,0.031119345831522538,0.9755430560843783,1,1,1,True,education,0,0.0
1,4,6,testing,15,attribution,robust,synthetic_ai,robust,5,-0.09558823529411763,-0.07720588235294115,0.33095397670297,0.3615799587760786,0.030625982073108626,0.9744479110985259,1,1,1,True,race,0,0.0
1,4,7,testing,12,attribution,robust,synthetic_ai,robust,2,-0.04411764705882351,-0.1176470588235294,0.41949064140626713,0.29602355199452635,-0.12346708941174078,3.069690115803476e-05,0,0,1,True,education,0,0.0
1,4,8,testing,21,attribution,robust,synthetic_ai,robust,11,-0.06576797385620914,-0.06372549019607841,0.38123984077287343,0.3847940059909868,0.0035541652181133587,0.7642025503849639,1,1,1,True,hours-per-week,0,0.0
1,4,1,testing,23,attribution,sparse_robust,synthetic_ai,sparse_robust,13,-0.06611570247933884,-0.06611570247933884,0.09922405903239875,0.09922405903239875,0.0,0.41340667103219914,0,0,1,False,education,0,0.0
1,4,2,testing,22,attribution,sparse_robust,synthetic_ai,sparse_robust,12,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,0,1,False,occupation,0,0.0
1,4,3,testing,16,attribution,sparse_robust,synthetic_ai,sparse_robust,6,-0.08677685950413223,-0.08677685950413223,0.08890937378419916,0.08890937378419916,0.0,0.41340667103219914,0,0,1,False,race,0,0.0
0,4,4,testing,28,attribution,sparse_robust,synthetic_ai,sparse_robust,18,-0.06198347107438017,-0.06198347107438017,0.10141080934186668,0.10141080934186668,0.0,0.41340667103219914,0,1,0,False,education,0,0.0
1,4,5,testing,10,attribution,sparse_robust,synthetic_ai,sparse_robust,0,-0.06611570247933884,-0.09504132231404959,0.09922405903239875,0.08506134653498143,-0.014162712497417324,0.01099761657598985,0,0,1,True,education,0,0.0
1,4,6,testing,14,attribution,sparse_robust,synthetic_ai,sparse_robust,4,-0.05785123966942149,-0.01652892561983471,0.10364020747796944,0.12840684965561772,0.024766642177648276,0.9989989985517012,1,1,1,True,relationship,0,0.0
1,4,7,testing,34,attribution,sparse_robust,synthetic_ai,sparse_robust,24,-0.08677685950413223,-0.05371900826446281,0.08890937378419916,0.10591283964511716,0.017003465860918,0.9903533133831315,1,1,1,True,education,0,0.0
0,4,8,testing,33,attribution,sparse_robust,synthetic_ai,sparse_robust,23,-0.05206611570247934,-0.0512396694214876,0.10683412880846291,0.10729741406678844,0.00046328525832553535,0.4466598357876264,0,1,0,True,age,0,0.0
1,5,1,testing,35,attribution,faithful,synthetic_ai,faithful,25,0.5024752475247524,0.47524752475247517,0.8821384994304204,0.8667081698227823,-0.015430329607638127,0.38811681210225313,0,0,1,True,sex,0,0.0
1,5,2,testing,36,attribution,faithful,synthetic_ai,faithful,26,0.013613861386138614,0.013613861386138614,0.374499593476854,0.374499593476854,0.0,0.5485465804182781,1,1,1,False,race,0,0.0
1,5,3,testing,26,attribution,faithful,synthetic_ai,faithful,16,0.25123762376237624,0.24752475247524752,0.6714541718478436,0.6672084368509615,-0.004245734996882078,0.503984789936411,1,1,1,True,occupation,0,0.0
1,5,4,testing,22,attribution,faithful,synthetic_ai,faithful,12,0.27722772277227725,0.2685643564356436,0.7003683397672817,0.6908917169179055,-0.009476622849376226,0.4490715693735585,0,0,1,True,occupation,0,0.0
1,5,5,testing,12,attribution,faithful,synthetic_ai,faithful,2,0.9319306930693069,0.8527227722772277,0.9856804476497236,0.9785943593868227,-0.007086088262900914,0.47409413125001304,0,0,1,True,education,0,0.0
